BC1,maize,silk
BC2,maize,pericarp
BC3,maize,bract
BC4,maize,shoot
BC5,maize,seedling
BC6,maize,leaf
BC7,sorghum,seedling
BC8,sorghum,shoot
BC9,sorghum,endosperm
