BC1,sorghum,root
BC2,sorghum,leaf
BC3,sorghum,integument
BC4,sorghum,1-2cmInfl
BC5,sorghum,half-1cmInfl
BC6,sorghum,pollen
BC7,sorghum,halfcmInfl
BC8,sorghum,embryo
BC9,sorghum,jura7
