name,total_reads,counter_oposite_strand_read,counter_grayones,counter_unmapped_read1,counter_unmapped_read2,counter_both_unmapped_read1,counter_both_unmapped_read2,counter_mapped_read1,counter_mapped_read2,counter_ambiguous_read1,counter_ambiguous_read2,sampleID,sum_mapped_unambig_read,prop_mapped_unambig_read,sum_unmapped_read,prop_unmapped_read
C123_P1_C6_Amb_unmerge_bwa_PE,12868021,633166,1982145,58711,160104,23349,23349,3684723,3539009,1412217,1351248,C123_P1_C6_Amb,7856898,0.6105754723278739,265513,0.02063355352000125
C123_P1_C7_Ele_unmerge_bwa_PE,9681813,592348,1720779,46459,156384,19846,19846,3212033,3042177,447282,424659,C123_P1_C7_Ele,6846558,0.707156603830295,242535,0.025050576787632648
C123_P2_C1_Amb_unmerge_bwa_PE,11591213,587192,2044733,55172,185051,19682,19682,3583511,3397331,871473,827386,C123_P2_C1_Amb,7568034,0.6529113044510527,279587,0.024120598939903874
C123_P2_C2_Amb_unmerge_bwa_PE,8716401,433420,1467525,33588,130632,19831,19831,2737681,2610278,646064,617551,C123_P2_C2_Amb,5781379,0.6632759323486839,203882,0.023390617297207872
C123_P2_C4_Ele_unmerge_bwa_PE,12010265,698490,2184857,54902,184384,20992,20992,3861129,3666871,675427,642221,C123_P2_C4_Ele,8226490,0.6849549114861329,281270,0.023419133549509523
C123_P2_C5_Ele_unmerge_bwa_PE,17946067,1263384,3911077,73874,75508,28771,28771,5444023,5337141,907185,876333,C123_P2_C5_Ele,12044548,0.6711525149215145,206924,0.011530325836853279
C123_P2_C6_Amb_unmerge_bwa_PE,10443436,532564,1833096,43565,137865,17257,17257,3356994,3213289,659983,631566,C123_P2_C6_Amb,7102847,0.6801254874353613,215944,0.020677485838951855
C123_P2_C7_Ele_unmerge_bwa_PE,9088312,548878,1666320,40050,134226,14012,14012,3011166,2865095,406478,388075,C123_P2_C7_Ele,6425139,0.70696725640581,202300,0.022259359053694458
C123_P3_C1_Amb_unmerge_bwa_PE,11304188,590030,1918524,44448,163841,24059,24059,3692313,3526551,675520,644843,C123_P3_C1_Amb,7808894,0.6907965437234412,256407,0.022682478387655972
C123_P3_C2_Amb_unmerge_bwa_PE,17949727,988696,3014219,77241,240219,46854,46854,5752824,5512167,1162761,1107892,C123_P3_C2_Amb,12253687,0.6826670400056781,411168,0.022906643649789213
C123_P3_C4_Ele_unmerge_bwa_PE,11989900,745502,2086408,49932,159818,25689,25689,3871401,3709711,674871,640879,C123_P3_C4_Ele,8326614,0.6944690114179435,261128,0.021778997322746647
C123_P3_C5_Ele_unmerge_bwa_PE,12776594,790260,2292020,57141,214972,34352,34352,4194519,3974815,610508,573655,C123_P3_C5_Ele,8959594,0.7012505836845093,340817,0.026675106057216815
C123_P3_C6_Amb_unmerge_bwa_PE,14044209,717052,2090327,58171,177571,34456,34456,4147799,3988811,1427764,1367802,C123_P3_C6_Amb,8853662,0.6304137171413499,304654,0.021692499734232096
C123_P3_C7_Ele_unmerge_bwa_PE,14245359,903582,2430481,62944,208757,30901,30901,4642674,4428326,773507,733286,C123_P3_C7_Ele,9974582,0.7001987103308523,333503,0.0234113440033347
C123_P4_C1_Amb_unmerge_bwa_PE,20550161,1107844,3521895,77321,261240,64954,64954,6680797,6415670,1203311,1152175,C123_P4_C1_Amb,14204311,0.691201932675856,468469,0.022796366412895744
C123_P4_C2_Amb_unmerge_bwa_PE,11349194,613792,1973746,47831,177091,24759,24759,3679087,3502431,670729,634969,C123_P4_C2_Amb,7795310,0.6868602298982641,274440,0.02418145288555293
C123_P4_C4_Ele_unmerge_bwa_PE,10190599,627576,1851563,42210,155387,18922,18922,3349651,3186960,481774,457634,C123_P4_C4_Ele,7164187,0.7030192238944933,235441,0.023103744931971124
C123_P4_C5_Ele_unmerge_bwa_PE,7940857,483354,1333699,36748,119662,20336,20336,2523524,2405187,513148,484863,C123_P4_C5_Ele,5412065,0.6815467146682027,197082,0.02481873178172079
C123_P4_C6_Amb_unmerge_bwa_PE,22026397,1157946,3687871,84473,246260,54570,54570,7132577,6878749,1392010,1337371,C123_P4_C6_Amb,15169272,0.6886860343069273,439873,0.01997026567713276
C123_P4_C7_Ele_unmerge_bwa_PE,11969797,481692,1281081,49796,167457,30973,30973,2398129,2320620,2668181,2540895,C123_P4_C7_Ele,5200441,0.4344635919890705,279199,0.02332529114737702
Hp301_P1_C1_Amb_unmerge_bwa_PE,19892522,720540,1507468,113117,146915,57200,57200,3547599,3504875,5211788,5025820,Hp301_P1_C1_Amb,7773014,0.39075055440431333,374432,0.01882275158474124
Hp301_P1_C2_Amb_unmerge_bwa_PE,21372131,870926,1913879,103786,135556,56124,56124,4310865,4246101,4912386,4766384,Hp301_P1_C2_Amb,9427892,0.44113018023331413,351590,0.016450863042155227
Hp301_P1_C4_Ele_unmerge_bwa_PE,19861588,985188,1851002,115528,180119,47714,47714,4251882,4164757,4196165,4021519,Hp301_P1_C4_Ele,9401827,0.4733673359854207,391075,0.019690016729780116
Hp301_P1_C5_Ele_unmerge_bwa_PE,17287043,1044918,2643903,91959,241666,47319,47319,5063871,4835183,1675265,1595640,Hp301_P1_C5_Ele,10943972,0.6330736841459814,428263,0.02477364116002951
Hp301_P1_C6_Amb_unmerge_bwa_PE,19909245,1104568,2728643,94116,240335,59267,59267,5821128,5612323,2142136,2047462,Hp301_P1_C6_Amb,12538019,0.6297586372562094,452985,0.02275249513479793
Hp301_P1_C7_Ele_unmerge_bwa_PE,16465742,1048184,2025782,87810,161453,38847,38847,4748730,4607217,1892927,1815945,Hp301_P1_C7_Ele,10404131,0.6318652994805821,326957,0.019856803294986645
Hp301_P2_C1_Amb_unmerge_bwa_PE,14515466,746778,1477062,78076,129318,34143,34143,3530252,3451030,2569225,2465439,Hp301_P2_C1_Amb,7728060,0.5324017844139486,275680,0.018992156366182112
Hp301_P2_C2_Amb_unmerge_bwa_PE,20478736,1058376,2212626,124527,149591,45983,45983,4900754,4796630,3641251,3503015,Hp301_P2_C2_Amb,10755760,0.5252160094255818,366084,0.017876298615305163
Hp301_P2_C4_Ele_unmerge_bwa_PE,16188517,980844,1838039,96414,164496,43177,43177,4289370,4159129,2338104,2235767,Hp301_P2_C4_Ele,9429343,0.5824710811990993,347264,0.021451254614613557
Hp301_P2_C5_Ele_unmerge_bwa_PE,17160531,933276,1728439,100361,149052,43968,43968,4324237,4217309,2864779,2755142,Hp301_P2_C5_Ele,9474822,0.5521287190938322,337349,0.019658424322650622
Hp301_P2_C6_Amb_unmerge_bwa_PE,17510203,653054,1434007,89254,144594,100606,100606,3477250,3412505,4116502,3981825,Hp301_P2_C6_Amb,7542809,0.43076650796110133,435060,0.02484608545086542
