gene_id,flag_immuno_gene,flag_diabetes_gene,flag_pseudogene
neetu,0,0,1
neety,0,0,1
neeva,0,0,1
neever,0,0,1
neewer,0,0,1
neeworbo,0,0,1
neeworbu,0,0,1
neezarbu,0,0,1
neezawby,0,0,1
neezerbo,0,0,1
neezobu,0,0,1
neezorby,0,0,1
nehama,0,0,1
nehami,0,0,1
nehara,0,0,1
nehare,0,0,1
nehari,0,0,1
nehere,0,0,1
neheri,0,0,1
nehero,0,0,1
nehi,0,0,1
nehire,0,0,1
nehiri,0,0,1
nehiyo,0,0,1
nehori,0,0,1
nehoro,0,0,1
nehura,0,0,1
nehure,0,0,1
nehuya,0,0,1
neka,0,0,1
nekama,0,0,1
nekara,0,0,1
nekaru,0,0,1
nekayo,0,0,1
nekeme,0,0,1
nekera,0,0,1
nekere,0,0,1
nekeyu,0,0,1
neki,0,0,1
nekima,0,0,1
nekimi,0,0,1
nekiya,0,0,1
neko,0,0,1
nekoma,0,0,1
nekomu,0,0,1
nekoyu,0,0,1
neku,0,0,1
nekume,0,0,1
nekuyo,0,0,1
nema,0,0,1
nemamo,0,0,1
nemari,0,0,1
nemaro,0,0,1
nemaru,0,0,1
nemayo,0,0,1
nememo,0,0,1
nememu,0,0,1
nemeri,0,0,1
nemimi,0,0,1
nemimo,0,0,1
nemira,0,0,1
nemiri,0,0,1
nemiyo,0,0,1
nemoma,0,0,1
nemomo,0,0,1
nemore,0,0,1
nemoro,0,0,1
nena,0,0,1
nenare,0,0,1
nenaro,0,0,1
nenayu,0,0,1
nenema,0,0,1
nenere,0,0,1
neneri,0,0,1
neni,0,0,1
nenima,0,0,1
nenire,0,0,1
neniri,0,0,1
neniyu,0,0,1
nenora,0,0,1
nenoru,0,0,1
nenu,0,0,1
nenura,0,0,1
nenuro,0,0,1
nera,0,0,1
nerami,0,0,1
nerare,0,0,1
neraro,0,0,1
neraru,0,0,1
nerbabo,0,0,1
nerbaw,0,0,1
nerberby,0,0,1
nerbey,0,0,1
nerblar,0,0,1
nerblo,0,0,1
nerbloby,0,0,1
nerblor,0,0,1
nerbly,0,0,1
nerbo,0,0,1
nerbor,0,0,1
nerboybo,0,0,1
nerby,0,0,1
nerbyby,0,0,1
nercha,0,0,1
nerchabu,0,0,1
nerchawbu,0,0,1
nerder,0,0,1
nerdey,0,0,1
nerdu,0,0,1
nerdy,0,0,1
nere,0,0,1
nereme,0,0,1
neremu,0,0,1
nerera,0,0,1
nerero,0,0,1
nereya,0,0,1
nereyu,0,0,1
nerfa,0,0,1
nerferbo,0,0,1
nerfey,0,0,1
nerfloy,0,0,1
nerfoybo,0,0,1
nerfuby,0,0,1
nerfy,0,0,1
nergaw,0,0,1
nergeebo,0,0,1
nergler,0,0,1
nerglu,0,0,1
nergorby,0,0,1
nergoy,0,0,1
neri,0,0,1
nerire,0,0,1
neriyo,0,0,1
nerja,0,0,1
nerjaw,0,0,1
nerjee,0,0,1
nerjer,0,0,1
nerjoy,0,0,1
nerjoybu,0,0,1
nerjoyby,0,0,1
nerju,0,0,1
nerkar,0,0,1
nerkaw,0,0,1
nerkawby,0,0,1
nerker,0,0,1
nerkly,0,0,1
nerklybu,0,0,1
nerkoy,0,0,1
nerku,0,0,1
nerky,0,0,1
nerlarbo,0,0,1
nerlaw,0,0,1
nerlo,0,0,1
nerlubo,0,0,1
nerma,0,0,1
nermee,0,0,1
nermer,0,0,1
nermerbu,0,0,1
nermor,0,0,1
nermorbu,0,0,1
nermorby,0,0,1
nermoy,0,0,1
nerna,0,0,1
nernaw,0,0,1
nernee,0,0,1
nerner,0,0,1
nerney,0,0,1
nernobu,0,0,1
nernoyby,0,0,1
nernybu,0,0,1
neroha,0,0,1
nerora,0,0,1
neroru,0,0,1
neroya,0,0,1
neroyu,0,0,1
nerpar,0,0,1
nerper,0,0,1
nerpeybo,0,0,1
nerpeyby,0,0,1
nerplee,0,0,1
nerplerbu,0,0,1
nerpoby,0,0,1
nerporbo,0,0,1
nerpyby,0,0,1
nerrarby,0,0,1
nerrawbu,0,0,1
nerreybo,0,0,1
nerroby,0,0,1
nerru,0,0,1
nerryby,0,0,1
nersabo,0,0,1
nersey,0,0,1
nerseyby,0,0,1
nershee,0,0,1
nersho,0,0,1
nershubu,0,0,1
nersker,0,0,1
nersko,0,0,1
nerslawby,0,0,1
nersleebu,0,0,1
nersmoybu,0,0,1
nersnaby,0,0,1
nersnarbu,0,0,1
nersnerbu,0,0,1
nerso,0,0,1
nersoybo,0,0,1
nerspar,0,0,1
nersperby,0,0,1
nerspey,0,0,1
nerspor,0,0,1
nerstar,0,0,1
nersteebu,0,0,1
nersteeby,0,0,1
nersuby,0,0,1
nerswaby,0,0,1
nerswarbu,0,0,1
nersweeby,0,0,1
nerswerby,0,0,1
nerswoyby,0,0,1
nerswuby,0,0,1
nertabu,0,0,1
nertee,0,0,1
nerter,0,0,1
nertey,0,0,1
nertor,0,0,1
nertoy,0,0,1
nertu,0,0,1
nerty,0,0,1
nerumi,0,0,1
nerure,0,0,1
neruro,0,0,1
neruya,0,0,1
nervoy,0,0,1
nerwey,0,0,1
nerweybu,0,0,1
nerworby,0,0,1
nerzarbu,0,0,1
nerzeebu,0,0,1
nerzo,0,0,1
nesari,0,0,1
nesaro,0,0,1
nesaya,0,0,1
nesayo,0,0,1
nesere,0,0,1
neseri,0,0,1
neseyo,0,0,1
neseyu,0,0,1
nesi,0,0,1
nesima,0,0,1
nesimo,0,0,1
nesiri,0,0,1
nesiro,0,0,1
nesiru,0,0,1
nesiya,0,0,1
nesiyo,0,0,1
nesiyu,0,0,1
neso,0,0,1
nesori,0,0,1
nesoro,0,0,1
nesura,0,0,1
nesuri,0,0,1
nesuro,0,0,1
nesuyo,0,0,1
nesuyu,0,0,1
neta,0,0,1
netamu,0,0,1
netara,0,0,1
netare,0,0,1
netaro,0,0,1
netema,0,0,1
netemu,0,0,1
netime,0,0,1
netimi,0,0,1
netimo,0,0,1
netira,0,0,1
netiri,0,0,1
netiya,0,0,1
netome,0,0,1
netora,0,0,1
netore,0,0,1
netoru,0,0,1
netumi,0,0,1
newama,0,0,1
newame,0,0,1
newara,0,0,1
neware,0,0,1
newaru,0,0,1
newaya,0,0,1
neya,0,0,1
neyame,0,0,1
neyamu,0,0,1
neyari,0,0,1
neyaro,0,0,1
neyayu,0,0,1
neybabu,0,0,1
neybee,0,0,1
neybeeby,0,0,1
neyblawby,0,0,1
neyblerbu,0,0,1
neybley,0,0,1
neybloy,0,0,1
neybloyby,0,0,1
neybu,0,0,1
neychabu,0,0,1
neychaw,0,0,1
neychee,0,0,1
neycheeby,0,0,1
neychey,0,0,1
neychoy,0,0,1
neychy,0,0,1
neyda,0,0,1
neydar,0,0,1
neydeebu,0,0,1
neydey,0,0,1
neydoby,0,0,1
neydor,0,0,1
neydorbu,0,0,1
neydoy,0,0,1
neyfa,0,0,1
neyfaw,0,0,1
neyflar,0,0,1
neyfleeby,0,0,1
neyfler,0,0,1
neyflo,0,0,1
neyfloyby,0,0,1
neyflubu,0,0,1
neyfoybo,0,0,1
neygawby,0,0,1
neygerbo,0,0,1
neyglarbu,0,0,1
neyglaw,0,0,1
neygloy,0,0,1
neygly,0,0,1
neygorby,0,0,1
neygoyby,0,0,1
neyja,0,0,1
neyjaby,0,0,1
neyjoy,0,0,1
neyjoyby,0,0,1
neyjy,0,0,1
neykla,0,0,1
neykleebu,0,0,1
neyklorby,0,0,1
neykorbu,0,0,1
neyky,0,0,1
neyla,0,0,1
neylarbu,0,0,1
neylerby,0,0,1
neyma,0,0,1
neymar,0,0,1
neymarbu,0,0,1
neymawby,0,0,1
neymeebo,0,0,1
neymor,0,0,1
neymy,0,0,1
neynarby,0,0,1
neynee,0,0,1
neyneeby,0,0,1
neyney,0,0,1
neyno,0,0,1
neynobo,0,0,1
neynoybo,0,0,1
neyomo,0,0,1
neyore,0,0,1
neyoyo,0,0,1
neypa,0,0,1
neyper,0,0,1
neypla,0,0,1
neyplerbu,0,0,1
neyploby,0,0,1
neypo,0,0,1
neypoy,0,0,1
neyrarbu,0,0,1
neyraw,0,0,1
neyrawbo,0,0,1
neyreebo,0,0,1
neyrobo,0,0,1
neyror,0,0,1
neysar,0,0,1
neysawbu,0,0,1
neyseebu,0,0,1
neysharby,0,0,1
neysher,0,0,1
neysho,0,0,1
neyshoby,0,0,1
neyshoy,0,0,1
neyskar,0,0,1
neyskaw,0,0,1
neyskeeby,0,0,1
neyskeyby,0,0,1
neyskorbu,0,0,1
neyskoy,0,0,1
neyskubu,0,0,1
neysky,0,0,1
neysleebu,0,0,1
neysley,0,0,1
neyslobu,0,0,1
neysloby,0,0,1
neyslorbu,0,0,1
neysnaby,0,0,1
neysnu,0,0,1
neyso,0,0,1
neysor,0,0,1
neysorbu,0,0,1
neyspee,0,0,1
neyspey,0,0,1
neyspoyby,0,0,1
neystuby,0,0,1
neysubo,0,0,1
neysweybu,0,0,1
neyswobu,0,0,1
neysworby,0,0,1
neyswu,0,0,1
neysy,0,0,1
neytabo,0,0,1
neytaw,0,0,1
neytawbu,0,0,1
neytawby,0,0,1
neytoyby,0,0,1
neytubo,0,0,1
neyty,0,0,1
neyuma,0,0,1
neyure,0,0,1
neyvabu,0,0,1
neyvar,0,0,1
neyver,0,0,1
neyvoby,0,0,1
neyvor,0,0,1
neyvu,0,0,1
neywee,0,0,1
neyweeby,0,0,1
neywerbo,0,0,1
neywoby,0,0,1
neywor,0,0,1
neyzawbu,0,0,1
neyzerbo,0,0,1
neyzey,0,0,1
neyzor,0,0,1
neyzubu,0,0,1
neyzuby,0,0,1
neyzyby,0,0,1
niharu,0,0,1
nihaya,0,0,1
nihayu,0,0,1
nihe,0,0,1
nihemu,0,0,1
nihera,0,0,1
niheri,0,0,1
nihero,0,0,1
nihi,0,0,1
nihira,0,0,1
nihiya,0,0,1
niho,0,0,1
nihoma,0,0,1
nihora,0,0,1
nihoro,0,0,1
nihumu,0,0,1
nihuru,0,0,1
nihuya,0,0,1
nihuyo,0,0,1
nikama,0,0,1
nikaro,0,0,1
nikema,0,0,1
nikera,0,0,1
niki,0,0,1
nikimi,0,0,1
nikimu,0,0,1
nikoru,0,0,1
niku,0,0,1
nikume,0,0,1
nikumo,0,0,1
nimara,0,0,1
nimari,0,0,1
nimaru,0,0,1
nimayu,0,0,1
nime,0,0,1
nimeme,0,0,1
nimemo,0,0,1
nimera,0,0,1
nimeri,0,0,1
nimeru,0,0,1
nimi,0,0,1
nimime,0,0,1
nimimi,0,0,1
nimimo,0,0,1
nimira,0,0,1
nimiri,0,0,1
nimiya,0,0,1
nimiyo,0,0,1
nimoma,0,0,1
nimome,0,0,1
nimomo,0,0,1
nimora,0,0,1
nimore,0,0,1
nimoro,0,0,1
nimumo,0,0,1
nimura,0,0,1
nimure,0,0,1
nimuri,0,0,1
nimuyo,0,0,1
ninami,0,0,1
ninamo,0,0,1
ninara,0,0,1
ninaro,0,0,1
ninayu,0,0,1
ninera,0,0,1
nineru,0,0,1
nineyo,0,0,1
nini,0,0,1
ninima,0,0,1
ninire,0,0,1
niniri,0,0,1
niniru,0,0,1
niniyu,0,0,1
ninoma,0,0,1
ninomu,0,0,1
ninore,0,0,1
ninu,0,0,1
ninuma,0,0,1
ninure,0,0,1
nirama,0,0,1
nirara,0,0,1
nirare,0,0,1
niraru,0,0,1
nire,0,0,1
nirera,0,0,1
nirere,0,0,1
nireri,0,0,1
nirero,0,0,1
nireru,0,0,1
nireya,0,0,1
nireyu,0,0,1
nirima,0,0,1
nirime,0,0,1
nirimu,0,0,1
nirire,0,0,1
niriro,0,0,1
niriya,0,0,1
niroma,0,0,1
niromu,0,0,1
nirora,0,0,1
nirori,0,0,1
niroru,0,0,1
niroya,0,0,1
niroyu,0,0,1
nirumi,0,0,1
niruro,0,0,1
niruru,0,0,1
niruya,0,0,1
nisa,0,0,1
nisara,0,0,1
nisaro,0,0,1
nisaya,0,0,1
nisayo,0,0,1
niseme,0,0,1
nisemu,0,0,1
niseri,0,0,1
niseru,0,0,1
niseya,0,0,1
niseyo,0,0,1
niseyu,0,0,1
nisi,0,0,1
nisimo,0,0,1
nisiro,0,0,1
nisiru,0,0,1
nisiya,0,0,1
nisiyo,0,0,1
nisome,0,0,1
nisora,0,0,1
nisoya,0,0,1
nisoyo,0,0,1
nisoyu,0,0,1
nisumo,0,0,1
nisuri,0,0,1
nisuro,0,0,1
nisuru,0,0,1
nisuya,0,0,1
nisuyo,0,0,1
nitamu,0,0,1
nitara,0,0,1
nitare,0,0,1
nitayu,0,0,1
nitema,0,0,1
nitemu,0,0,1
niti,0,0,1
nitime,0,0,1
nitimi,0,0,1
nitiru,0,0,1
nito,0,0,1
nitomi,0,0,1
nitomo,0,0,1
nitora,0,0,1
nitu,0,0,1
nituma,0,0,1
nitumi,0,0,1
nituro,0,0,1
nituru,0,0,1
niwame,0,0,1
niwamo,0,0,1
niware,0,0,1
niya,0,0,1
niyamu,0,0,1
niyari,0,0,1
niyaru,0,0,1
niyayu,0,0,1
niyora,0,0,1
niyore,0,0,1
niyori,0,0,1
niyoyo,0,0,1
niyura,0,0,1
niyure,0,0,1
niyuri,0,0,1
nobaw,0,0,1
nober,0,0,1
noberbu,0,0,1
noberby,0,0,1
nobla,0,0,1
nobley,0,0,1
nobleyby,0,0,1
noblubu,0,0,1
noby,0,0,1
nochabu,0,0,1
nocherbu,0,0,1
nocherby,0,0,1
nochy,0,0,1
nochybu,0,0,1
nodaw,0,0,1
nodee,0,0,1
noder,0,0,1
nodoyby,0,0,1
nody,0,0,1
nofa,0,0,1
nofarbu,0,0,1
nofey,0,0,1
nofly,0,0,1
noga,0,0,1
nogawbo,0,0,1
noger,0,0,1
nogerbu,0,0,1
nogeyby,0,0,1
noglaw,0,0,1
nogler,0,0,1
nogleyby,0,0,1
noglo,0,0,1
nogobo,0,0,1
nogoy,0,0,1
nogoybu,0,0,1
nohamu,0,0,1
nohara,0,0,1
nohemi,0,0,1
nohere,0,0,1
noheri,0,0,1
nohero,0,0,1
noheru,0,0,1
nohira,0,0,1
nohire,0,0,1
nohiru,0,0,1
nohiya,0,0,1
noho,0,0,1
nohora,0,0,1
nohore,0,0,1
nohori,0,0,1
nohoro,0,0,1
nohoru,0,0,1
nohoyu,0,0,1
nohu,0,0,1
nohura,0,0,1
nohure,0,0,1
nohuya,0,0,1
nohuyo,0,0,1
nojer,0,0,1
nojo,0,0,1
nojobo,0,0,1
nojobu,0,0,1
nojy,0,0,1
noka,0,0,1
nokama,0,0,1
nokamu,0,0,1
nokar,0,0,1
nokarby,0,0,1
noke,0,0,1
noker,0,0,1
nokera,0,0,1
nokeri,0,0,1
nokey,0,0,1
nokime,0,0,1
nokimi,0,0,1
nokimo,0,0,1
noklar,0,0,1
nokleeby,0,0,1
nokley,0,0,1
nokuma,0,0,1
nokume,0,0,1
nokumi,0,0,1
nokumo,0,0,1
nokure,0,0,1
nokuri,0,0,1
nokuru,0,0,1
nolaby,0,0,1
nolar,0,0,1
nolee,0,0,1
noler,0,0,1
noleyby,0,0,1
nolor,0,0,1
noloy,0,0,1
nomaby,0,0,1
nomama,0,0,1
nomami,0,0,1
nomar,0,0,1
nomara,0,0,1
nomari,0,0,1
nomayo,0,0,1
nomema,0,0,1
nomemo,0,0,1
nomera,0,0,1
nomere,0,0,1
nomey,0,0,1
nomi,0,0,1
nomimi,0,0,1
nomira,0,0,1
nomiri,0,0,1
nomiyo,0,0,1
nomo,0,0,1
nomomo,0,0,1
nomomu,0,0,1
nomor,0,0,1
nomora,0,0,1
nomore,0,0,1
nomoru,0,0,1
nomoy,0,0,1
nomura,0,0,1
nomure,0,0,1
nomuro,0,0,1
nomuyo,0,0,1
nona,0,0,1
nonama,0,0,1
nonar,0,0,1
nonara,0,0,1
nonaru,0,0,1
nonawbu,0,0,1
nonayu,0,0,1
noner,0,0,1
noney,0,0,1
nonima,0,0,1
nonira,0,0,1
noniru,0,0,1
noniyu,0,0,1
nonoma,0,0,1
nonora,0,0,1
nonorbu,0,0,1
nonoy,0,0,1
nonuma,0,0,1
nonura,0,0,1
nonure,0,0,1
nopa,0,0,1
nopar,0,0,1
noparbo,0,0,1
noper,0,0,1
noplerbu,0,0,1
noplo,0,0,1
noploy,0,0,1
nopobu,0,0,1
nopoyby,0,0,1
nopu,0,0,1
nora,0,0,1
norama,0,0,1
norara,0,0,1
norare,0,0,1
norari,0,0,1
noraru,0,0,1
norbabu,0,0,1
norblabu,0,0,1
norbler,0,0,1
norbor,0,0,1
norborbu,0,0,1
norcha,0,0,1
norchaw,0,0,1
norchey,0,0,1
norchor,0,0,1
norda,0,0,1
nordarbu,0,0,1
nordoy,0,0,1
norduby,0,0,1
noremi,0,0,1
noremo,0,0,1
norera,0,0,1
noreya,0,0,1
noreyu,0,0,1
norfa,0,0,1
norfeyby,0,0,1
norflawby,0,0,1
norflee,0,0,1
norfleebu,0,0,1
norfley,0,0,1
norfloby,0,0,1
norfluby,0,0,1
norfybu,0,0,1
norgar,0,0,1
norgaw,0,0,1
norgerby,0,0,1
norglor,0,0,1
norgloy,0,0,1
norglu,0,0,1
norgoyby,0,0,1
norgu,0,0,1
norimu,0,0,1
norire,0,0,1
noriru,0,0,1
norja,0,0,1
norjaby,0,0,1
norjer,0,0,1
norjo,0,0,1
norju,0,0,1
norkaw,0,0,1
norkla,0,0,1
norklaby,0,0,1
norklaw,0,0,1
norklee,0,0,1
norkler,0,0,1
norko,0,0,1
norkoy,0,0,1
norky,0,0,1
norlabo,0,0,1
norlar,0,0,1
norler,0,0,1
norlo,0,0,1
norlor,0,0,1
norly,0,0,1
norma,0,0,1
normabu,0,0,1
normer,0,0,1
normeybu,0,0,1
normo,0,0,1
normor,0,0,1
normorbo,0,0,1
nornee,0,0,1
norney,0,0,1
nornubu,0,0,1
noro,0,0,1
norobo,0,0,1
noroha,0,0,1
norome,0,0,1
noromo,0,0,1
noror,0,0,1
norora,0,0,1
nororo,0,0,1
nororu,0,0,1
noroya,0,0,1
norpar,0,0,1
norpey,0,0,1
norplaw,0,0,1
norplawby,0,0,1
norployby,0,0,1
norpobu,0,0,1
norpoybo,0,0,1
norreebo,0,0,1
norrer,0,0,1
norrorby,0,0,1
norsabo,0,0,1
norsawby,0,0,1
norser,0,0,1
norshabu,0,0,1
norshaby,0,0,1
norshar,0,0,1
norshawbu,0,0,1
norshobu,0,0,1
norshoby,0,0,1
norshoybu,0,0,1
norshy,0,0,1
norskaw,0,0,1
norsmeybu,0,0,1
norsno,0,0,1
norso,0,0,1
norsobo,0,0,1
norspeeby,0,0,1
norspoy,0,0,1
norspoyby,0,0,1
norstaw,0,0,1
norstawbu,0,0,1
norstuby,0,0,1
norstyby,0,0,1
norswaby,0,0,1
norswawby,0,0,1
norswerbu,0,0,1
norswerby,0,0,1
norsweyby,0,0,1
norswuby,0,0,1
norswyby,0,0,1
norsy,0,0,1
nortar,0,0,1
nortawbo,0,0,1
nortubo,0,0,1
norty,0,0,1
norume,0,0,1
norumi,0,0,1
noruro,0,0,1
noruya,0,0,1
norvarbo,0,0,1
norvarby,0,0,1
norvawbo,0,0,1
norvawbu,0,0,1
norvee,0,0,1
norver,0,0,1
norverbu,0,0,1
norvobo,0,0,1
norwa,0,0,1
norwee,0,0,1
norwer,0,0,1
norworbo,0,0,1
norwuby,0,0,1
noryby,0,0,1
norzarbu,0,0,1
norzoy,0,0,1
norzuby,0,0,1
nosar,0,0,1
nosara,0,0,1
nosaya,0,0,1
nosayo,0,0,1
noseebu,0,0,1
noser,0,0,1
noseri,0,0,1
noseyu,0,0,1
noshar,0,0,1
nosharbu,0,0,1
noshee,0,0,1
nosi,0,0,1
nosimi,0,0,1
nosimo,0,0,1
nosiro,0,0,1
nosiya,0,0,1
nosiyo,0,0,1
noskaby,0,0,1
noskaw,0,0,1
noskawbu,0,0,1
noskerbu,0,0,1
noskor,0,0,1
noslar,0,0,1
noslor,0,0,1
nosluby,0,0,1
nosmaw,0,0,1
nosmerby,0,0,1
nosmorbu,0,0,1
nosnaby,0,0,1
nosnaw,0,0,1
nosner,0,0,1
nosnoby,0,0,1
nosoma,0,0,1
nosomo,0,0,1
nosoru,0,0,1
nosoy,0,0,1
nosoybo,0,0,1
nosoyu,0,0,1
nosparby,0,0,1
nospo,0,0,1
nospoby,0,0,1
nospubu,0,0,1
nospy,0,0,1
nostoby,0,0,1
nostybu,0,0,1
nostyby,0,0,1
nosumo,0,0,1
nosura,0,0,1
nosuri,0,0,1
nosuro,0,0,1
nosuyo,0,0,1
noswerby,0,0,1
nosweyby,0,0,1
noswo,0,0,1
noswy,0,0,1
notabo,0,0,1
notame,0,0,1
notamo,0,0,1
notch,0,0,1
notee,0,0,1
notema,0,0,1
noteme,0,0,1
notemu,0,0,1
notera,0,0,1
noterbo,0,0,1
noteru,0,0,1
noteya,0,0,1
noti,0,0,1
notime,0,0,1
notimi,0,0,1
notimo,0,0,1
notira,0,0,1
notire,0,0,1
notomi,0,0,1
notomu,0,0,1
notora,0,0,1
notoru,0,0,1
notumu,0,0,1
noty,0,0,1
nova,0,0,1
novey,0,0,1
novoybu,0,0,1
novubu,0,0,1
nowaha,0,0,1
nowama,0,0,1
nowame,0,0,1
nowari,0,0,1
nowaya,0,0,1
noworby,0,0,1
nowy,0,0,1
noya,0,0,1
noyame,0,0,1
noyamu,0,0,1
noyara,0,0,1
noyaro,0,0,1
noyayu,0,0,1
noybarby,0,0,1
noyblabu,0,0,1
noyblaby,0,0,1
noybler,0,0,1
noyblu,0,0,1
noybly,0,0,1
noyblybu,0,0,1
noybo,0,0,1
noybybu,0,0,1
noychabu,0,0,1
noychey,0,0,1
noychorbu,0,0,1
noychorby,0,0,1
noychoy,0,0,1
noychy,0,0,1
noydawbu,0,0,1
noydeebu,0,0,1
noydoy,0,0,1
noydubo,0,0,1
noydubu,0,0,1
noyfaw,0,0,1
noyfeebo,0,0,1
noyfey,0,0,1
noyfeyby,0,0,1
noyflawbu,0,0,1
noyfler,0,0,1
noyflerby,0,0,1
noyfly,0,0,1
noyfobu,0,0,1
noyforbo,0,0,1
noyga,0,0,1
noygeeby,0,0,1
noygerbu,0,0,1
noygleeby,0,0,1
noygley,0,0,1
noyglo,0,0,1
noygloy,0,0,1
noygoy,0,0,1
noygoybu,0,0,1
noygu,0,0,1
noygybo,0,0,1
noyja,0,0,1
noyjer,0,0,1
noyjey,0,0,1
noyjo,0,0,1
noyjy,0,0,1
noykaw,0,0,1
noykee,0,0,1
noykeebo,0,0,1
noyklar,0,0,1
noykleeby,0,0,1
noyko,0,0,1
noykobo,0,0,1
noykoy,0,0,1
noykoyby,0,0,1
noyky,0,0,1
noylar,0,0,1
noylaw,0,0,1
noylee,0,0,1
noyleeby,0,0,1
noyley,0,0,1
noyleyby,0,0,1
noylor,0,0,1
noyloyby,0,0,1
noylu,0,0,1
noyluby,0,0,1
noyly,0,0,1
noymaw,0,0,1
noymawby,0,0,1
noymerbo,0,0,1
noymeybo,0,0,1
noymoby,0,0,1
noymor,0,0,1
noymybu,0,0,1
noynorbu,0,0,1
noynoy,0,0,1
noynubu,0,0,1
noyome,0,0,1
noyoru,0,0,1
noyoyo,0,0,1
noypa,0,0,1
noypar,0,0,1
noyper,0,0,1
noyplarby,0,0,1
noyplawbu,0,0,1
noypleeby,0,0,1
noyplo,0,0,1
noyply,0,0,1
noyporby,0,0,1
noypu,0,0,1
noypubo,0,0,1
noyraby,0,0,1
noyrar,0,0,1
noyree,0,0,1
noyrer,0,0,1
noyrerbu,0,0,1
noyrobo,0,0,1
noyrybo,0,0,1
noysarbu,0,0,1
noysawbo,0,0,1
noyseebo,0,0,1
noysharbu,0,0,1
noyskawbu,0,0,1
noyskeyby,0,0,1
noysmorbu,0,0,1
noysobo,0,0,1
noysorbu,0,0,1
noysporbu,0,0,1
noyspubu,0,0,1
noystuby,0,0,1
noysty,0,0,1
noysubo,0,0,1
noyswawby,0,0,1
noyswerby,0,0,1
noysyby,0,0,1
noyta,0,0,1
noytarbu,0,0,1
noytee,0,0,1
noyto,0,0,1
noytor,0,0,1
noyuha,0,0,1
noyuya,0,0,1
noyvawbu,0,0,1
noyvee,0,0,1
noyveybo,0,0,1
noyvo,0,0,1
noyvy,0,0,1
noywa,0,0,1
noywabu,0,0,1
noywerby,0,0,1
noywoby,0,0,1
noyworbo,0,0,1
noyworby,0,0,1
noywoyby,0,0,1
noyzar,0,0,1
noyzee,0,0,1
noyzey,0,0,1
noyzor,0,0,1
nozo,0,0,1
nubaw,0,0,1
nubeeby,0,0,1
nuber,0,0,1
nublaby,0,0,1
nublarbu,0,0,1
nublawbu,0,0,1
nucha,0,0,1
nuchabu,0,0,1
nuchar,0,0,1
nuchaw,0,0,1
nuchoy,0,0,1
nuchoybu,0,0,1
nuchy,0,0,1
nuda,0,0,1
nuder,0,0,1
nudey,0,0,1
nudo,0,0,1
nudoyby,0,0,1
nufa,0,0,1
nufarbo,0,0,1
nufeebu,0,0,1
nuferby,0,0,1
nuflawby,0,0,1
nufy,0,0,1
nufyby,0,0,1
nugaw,0,0,1
nugawbo,0,0,1
nugawbu,0,0,1
nuger,0,0,1
nugeybu,0,0,1
nugo,0,0,1
nugobu,0,0,1
nugor,0,0,1
nugy,0,0,1
nuhe,0,0,1
nuhera,0,0,1
nuhere,0,0,1
nuheri,0,0,1
nuhero,0,0,1
nuheru,0,0,1
nuhi,0,0,1
nuhime,0,0,1
nuhira,0,0,1
nuhire,0,0,1
nuhiro,0,0,1
nuhiya,0,0,1
nuho,0,0,1
nuhomu,0,0,1
nuhora,0,0,1
nuhori,0,0,1
nuhoro,0,0,1
nuhoru,0,0,1
nuhu,0,0,1
nuhumu,0,0,1
nuhura,0,0,1
nuhure,0,0,1
nuhuya,0,0,1
nujarby,0,0,1
nujer,0,0,1
nujeyby,0,0,1
nujo,0,0,1
nujobo,0,0,1
nujorbu,0,0,1
nujoybo,0,0,1
nujyby,0,0,1
nukama,0,0,1
nukame,0,0,1
nukarbo,0,0,1
nukarbu,0,0,1
nuke,0,0,1
nukemi,0,0,1
nukemu,0,0,1
nukera,0,0,1
nukero,0,0,1
nukeru,0,0,1
nukeyu,0,0,1
nuki,0,0,1
nukima,0,0,1
nukime,0,0,1
nukimi,0,0,1
nukiri,0,0,1
nukla,0,0,1
nuklar,0,0,1
nuklaw,0,0,1
nuklee,0,0,1
nuklerbu,0,0,1
nukley,0,0,1
nukly,0,0,1
nukor,0,0,1
nukorby,0,0,1
nuku,0,0,1
nukume,0,0,1
nukumi,0,0,1
nukura,0,0,1
nula,0,0,1
nular,0,0,1
nulawby,0,0,1
nulee,0,0,1
nulo,0,0,1
nuloy,0,0,1
nuly,0,0,1
numame,0,0,1
numar,0,0,1
numara,0,0,1
numayo,0,0,1
nume,0,0,1
numee,0,0,1
numemo,0,0,1
numemu,0,0,1
numere,0,0,1
numi,0,0,1
numimi,0,0,1
numimo,0,0,1
numire,0,0,1
numiri,0,0,1
numiru,0,0,1
numoma,0,0,1
numome,0,0,1
numomo,0,0,1
numora,0,0,1
numu,0,0,1
numumi,0,0,1
numumu,0,0,1
numura,0,0,1
numuyo,0,0,1
nunama,0,0,1
nunare,0,0,1
nunaro,0,0,1
nunaru,0,0,1
nunayu,0,0,1
nunemi,0,0,1
nunemo,0,0,1
nunemu,0,0,1
nuner,0,0,1
nuneru,0,0,1
nunima,0,0,1
nunimu,0,0,1
nuniru,0,0,1
nunoma,0,0,1
nunore,0,0,1
nunoybo,0,0,1
nunume,0,0,1
nunure,0,0,1
nunuya,0,0,1
nuper,0,0,1
nupey,0,0,1
nuplar,0,0,1
nupleeby,0,0,1
nuplobu,0,0,1
nuploybu,0,0,1
nupo,0,0,1
nupoby,0,0,1
nupoybu,0,0,1
nupy,0,0,1
