gene_id,flag_immuno_gene,flag_diabetes_gene,flag_pseudogene
EPS15L2,0,0,0
EPS8,0,0,0
EPS8L1,0,0,0
EPS8L3,0,0,0
EPSTI1,0,0,0
EPT1,0,0,0
EPX,0,0,0
EPYC,0,0,0
ERAL1,0,0,0
ERAP1,1,0,0
ERAP2,1,0,0
ERAS,0,0,0
ERBB2,1,0,0
ERBB2IP,0,0,0
ERBB3andPA2G4,1,0,0
ERBB4,0,0,0
ERC1,0,0,0
ERC2,0,0,0
ERCC1,0,0,0
ERCC2,0,0,0
ERCC3,0,0,0
ERCC4,0,0,0
ERCC6L,0,0,0
ERCC6andPGBD3,0,0,0
ERCC8andGNL3LP1,0,0,0
EREG,0,0,0
ERFandGSK3A,0,0,0
ERG,0,0,0
ERGIC1,0,0,0
ERGIC2,0,0,0
ERGIC3,1,0,0
ERH,0,0,0
ERI1,0,0,0
ERI3,0,0,0
ERICH1,0,0,0
ERLEC1,0,0,0
ERLEC1P1,0,0,0
ERLIN1,0,0,0
ERLIN2,0,0,0
ERMAP,0,0,0
ERMN,0,0,0
ERMP1,1,0,0
ERN1,0,0,0
ERN2,0,0,0
ERO1L,0,0,0
ERO1LB,0,0,0
ERP27,0,0,0
ERP29,1,0,0
ERP44,0,0,0
ERRFI1,1,0,0
ERV3.1,0,0,0
ERV3andZNF117,0,0,0
ERVFRDE1,0,0,0
ERVWE1,0,0,0
ESAMandVSIG2,0,0,0
ESCO1,0,0,0
ESCO2,0,0,0
ESD,0,0,0
ESF1,0,0,0
ESM1,0,0,0
ESP33,0,0,0
ESPL1,0,0,0
ESPN,1,0,0
ESPNL,0,0,0
ESPNP,0,0,0
ESR1,0,0,0
ESR2,0,0,0
ESRP1,0,0,0
ESRP2,0,0,0
ESRRA,1,0,0
ESRRAP1,0,0,0
ESRRAP2,0,0,0
ESRRB,0,0,0
ESRRG,0,0,0
ESX1,0,0,0
ESYT1,1,0,0
ESYT2,0,0,0
ESYT3,0,0,0
ETAA1,0,0,0
ETF1,0,0,0
ETF1P2,0,0,0
ETF1P3,0,0,0
ETFA,0,0,0
ETFDH,0,0,0
ETHE1,0,0,0
ETNK1,0,0,0
ETNK2,0,0,0
ETS1,1,0,0
ETS2,0,0,0
ETV1,0,0,0
ETV2,0,0,0
ETV3,0,0,0
ETV3L,0,0,0
ETV4,0,0,0
ETV5,0,0,0
ETV6,0,0,0
ETV7,1,0,0
EVC,0,0,0
EVC2,0,0,0
EVI2AandEVI2B,0,0,0
EVI5,1,0,0
EVI5L,0,0,0
EVL,0,0,0
EVPL,0,0,0
EVPLL,0,0,0
EVX1,1,0,0
EVX2,0,0,0
EWSR1,0,0,0
EXD1,1,0,0
EXD2,0,0,0
EXD3,0,0,0
EXO1,0,0,0
EXOC1,0,0,0
EXOC2,1,0,0
EXOC3,1,0,0
EXOC3L2,0,0,0
EXOC3LandKIAA0895L,0,0,0
EXOC4,0,0,0
EXOC5,0,0,0
EXOC6,0,0,0
EXOC6B,0,0,0
EXOC7,0,0,0
EXOC8,0,0,0
EXOG,0,0,0
EXOSC1,0,0,0
EXOSC10,0,0,0
EXOSC2,0,0,0
EXOSC3P1,0,0,0
EXOSC4,0,0,0
EXOSC5,0,0,0
EXOSC6,0,0,0
EXOSC7andCLEC3B,0,0,0
EXOSC8,0,0,0
EXOSC9,0,0,0
EXPH5,1,0,0
EXT1,0,0,0
EXT2,0,0,0
EXTL1,0,0,0
EXTL2,1,0,0
EXTL3,0,0,0
EYA1,0,0,0
EYA2,0,0,0
EYA3,0,0,0
EYA4,0,0,0
EYS,0,0,0
EZH1andCCR10,1,0,0
EZH2,0,0,0
EZR,0,0,0
F10,0,0,0
F11,0,0,0
F12,1,0,0
F13A1,0,0,0
F13B,0,0,0
F2,1,0,0
F2R,0,0,0
F2RL1,0,0,0
F2RL2,0,0,0
F2RL3,0,0,0
F3,0,0,0
F5,0,0,0
F7,0,0,0
F8,1,0,0
F8A1,0,0,0
F8A2,0,0,0
F8A3,0,0,0
F9,0,0,0
FA2H,0,0,0
FAAH2,0,0,0
FABP1,0,0,0
FABP12,0,0,0
FABP2,0,0,0
FABP3,0,0,0
FABP3P2,1,0,0
FABP4,0,0,0
FABP5,0,0,0
FABP5L1,0,0,0
FABP5L11,0,0,0
FABP5L2,0,0,0
FABP5L3,0,0,0
FABP5L7,0,0,0
FABP5L9,0,0,0
FABP6,0,0,0
FABP7,0,0,0
FABP9,0,0,0
FADD,0,0,0
FADS1,1,0,0
FADS3,1,0,0
FADS6,0,0,0
FAF1,0,0,0
FAF2,0,0,0
FAH,0,0,0
FAHD1,0,0,0
FAHD2A,0,0,0
FAHD2B,0,0,0
FAHD2P,0,0,0
FAIM,0,0,0
FAIM2,0,0,0
FAIM3,1,0,0
FAM100A,0,0,0
FAM100B,0,0,0
FAM101A,0,0,0
FAM101B,0,0,0
FAM102A,0,0,0
FAM102B,0,0,0
FAM103A1,0,0,0
FAM103A2P,0,0,0
FAM104A,0,0,0
FAM104B,0,0,0
FAM105A,0,0,0
FAM105B,0,0,0
FAM106A,0,0,0
FAM107A,1,0,0
FAM107B,0,0,0
FAM108A1,0,0,0
FAM108A2,0,0,0
FAM108A6P,0,0,0
FAM108A7P,0,0,0
FAM108B1,0,0,0
FAM108C1,0,0,0
FAM109A,1,0,0
FAM109B,0,0,0
FAM10A3,0,0,0
FAM10A4,0,0,0
FAM10A5,0,0,0
FAM10A6,0,0,0
FAM10A7,0,0,0
FAM110A,0,0,0
FAM110B,0,0,0
FAM110C,0,0,0
FAM111BandFAM111A,0,0,0
FAM113AandCPXM1,0,0,0
FAM113B,0,0,0
FAM114A1,0,0,0
FAM114A2,0,0,0
FAM115A,0,0,0
FAM115B,0,0,0
FAM115C,0,0,0
FAM116A,0,0,0
FAM116B,0,0,0
FAM117A,0,0,0
FAM117B,0,0,0
FAM118A,0,0,0
FAM118B,0,0,0
FAM119A,0,0,0
FAM119BandTSFM,1,0,0
FAM120A,0,0,0
FAM120AOS,0,0,0
FAM120B,0,0,0
FAM120C,0,0,0
FAM122A,0,0,0
FAM122B,0,0,0
FAM122C,0,0,0
FAM123A,0,0,0
FAM123B,0,0,0
FAM123C,0,0,0
FAM124A,0,0,0
FAM124B,0,0,0
FAM125A,0,0,0
FAM125B,0,0,0
FAM126A,0,0,0
FAM126B,1,0,0
FAM127A,0,0,0
FAM127B,0,0,0
FAM127C,0,0,0
FAM129A,1,0,0
FAM129B,0,0,0
FAM129C,0,0,0
FAM131A,0,0,0
FAM131B,0,0,0
FAM131C,0,0,0
FAM132A,1,0,0
FAM132B,0,0,0
FAM133A,0,0,0
FAM133B,1,0,0
FAM133B.1,0,0,0
FAM134A,0,0,0
FAM134B,0,0,0
FAM134C,1,0,0
FAM135A,0,0,0
FAM135B,0,0,0
FAM136A,0,0,0
FAM136B,0,0,0
FAM138A,0,0,0
FAM138B,0,0,0
FAM138C,0,0,0
FAM138D,0,0,0
FAM138E,0,0,0
FAM138F,0,0,0
FAM13A,0,0,0
FAM13AOS,0,0,0
FAM13B,0,0,0
FAM13C,0,0,0
FAM149A,0,0,0
FAM149B1,0,0,0
FAM150A,0,0,0
FAM150B,0,0,0
FAM151A,0,0,0
FAM151B,0,0,0
FAM153A,0,0,0
FAM153B,0,0,0
FAM153CandRPL19P9,0,0,0
FAM154A,0,0,0
FAM154B,0,0,0
FAM155A,0,0,0
FAM155B,0,0,0
FAM156A,0,0,0
FAM156B,0,0,0
FAM157A,0,0,0
FAM157B,0,0,0
FAM157C,0,0,0
FAM158A,0,0,0
FAM159A,0,0,0
FAM159B,0,0,0
FAM160A1,0,0,0
FAM160A2,0,0,0
FAM160B1andRPL15P13,0,0,0
FAM160B2,0,0,0
FAM161A,0,0,0
FAM161B,0,0,0
FAM162A,0,0,0
FAM162B,0,0,0
FAM163A,0,0,0
FAM163B,0,0,0
FAM164A,0,0,0
FAM164C,0,0,0
FAM165B,0,0,0
FAM166A,0,0,0
FAM166B,0,0,0
FAM167A,1,0,0
FAM167B,0,0,0
FAM168A,0,0,0
FAM168B,0,0,0
FAM169A,0,0,0
FAM169B,0,0,0
FAM170B,0,0,0
FAM171A1,0,0,0
FAM171A2,0,0,0
FAM171B,0,0,0
FAM172AandPOU5F2,0,0,0
FAM172B,0,0,0
FAM173A,0,0,0
FAM173B,0,0,0
FAM174A,0,0,0
FAM175AandHELQ,0,0,0
FAM175B,0,0,0
FAM176A,0,0,0
FAM176B,0,0,0
FAM177A1,1,0,0
FAM177B,0,0,0
FAM178A,0,0,0
FAM178B,0,0,0
FAM179A,0,0,0
FAM179B,0,0,0
FAM180A,0,0,0
FAM180B,1,0,0
FAM181A,0,0,0
FAM181B,0,0,0
FAM182A,0,0,0
FAM182B,0,0,0
FAM183A,0,0,0
FAM183B,0,0,0
FAM184A,0,0,0
FAM185AandRPL7AP39,0,0,0
FAM185B,0,0,0
FAM186A,0,0,0
FAM186B,0,0,0
FAM187B,0,0,0
FAM188A,0,0,0
FAM189A1,0,0,0
FAM189A2,0,0,0
FAM189B,1,0,0
FAM18A,0,0,0
FAM18B,0,0,0
FAM18B2andCDRT4,0,0,0
FAM190A,0,0,0
FAM190B,0,0,0
FAM192A,0,0,0
FAM192B,0,0,0
FAM193B,0,0,0
FAM194A,0,0,0
FAM194B,0,0,0
FAM195A,0,0,0
FAM195B,0,0,0
FAM196A,0,0,0
FAM196B,0,0,0
FAM197Y2P,0,0,0
FAM198B,0,0,0
FAM199X,0,0,0
FAM19A1,0,0,0
FAM19A2,0,0,0
FAM19A3,0,0,0
FAM19A4,0,0,0
FAM19A5,0,0,0
FAM200A,0,0,0
FAM200BandBST1,0,0,0
FAM201A,0,0,0
FAM201B,0,0,0
FAM201C,0,0,0
FAM20A,0,0,0
FAM20B,0,0,0
FAM20C,0,0,0
FAM21A,0,0,0
FAM21B,0,0,0
FAM21C,0,0,0
FAM22AandFAM22D,0,0,0
FAM22F,0,0,0
FAM22G,0,0,0
FAM23A,0,0,0
FAM24A,0,0,0
FAM24BandCUZD1,0,0,0
FAM25BandANXA8L1,0,0,0
FAM25C,0,0,0
FAM25GandANXA8,0,0,0
FAM26D,0,0,0
FAM26E,0,0,0
FAM26F,0,0,0
FAM27A,0,0,0
FAM27BandFAM27E3,0,0,0
FAM27E1,0,0,0
FAM27E2,0,0,0
FAM27L,0,0,0
FAM32A,0,0,0
FAM32C,0,0,0
FAM35A,0,0,0
FAM35B2,0,0,0
FAM35BandRHEBP1,0,0,0
FAM36A,0,0,0
FAM38A,0,0,0
FAM38B,0,0,0
FAM3A,1,0,0
FAM3B,0,0,0
FAM3C,0,0,0
FAM3C2,0,0,0
FAM3D,0,0,0
FAM40A,0,0,0
FAM40B,0,0,0
FAM41C,0,0,0
FAM43A,0,0,0
FAM43B,0,0,0
FAM45A,0,0,0
FAM45B,0,0,0
FAM46A,0,0,0
FAM46B,0,0,0
FAM46C,0,0,0
FAM46D,0,0,0
FAM47A,0,0,0
FAM47B,0,0,0
FAM47C,0,0,0
FAM47EandSTBD1,0,0,0
FAM48A,0,0,0
FAM48B1,0,0,0
FAM48B2,0,0,0
FAM49A,0,0,0
FAM49B,0,0,0
FAM50A,1,0,0
FAM50B,0,0,0
FAM53A,0,0,0
FAM53C,0,0,0
FAM54A,0,0,0
FAM55A,0,0,0
FAM55B,0,0,0
FAM55C,0,0,0
FAM55D,0,0,0
FAM57A,0,0,0
FAM57B,1,0,0
FAM58A,0,0,0
FAM58B,0,0,0
FAM59A,0,0,0
FAM59B,0,0,0
FAM5B,0,0,0
FAM5C,0,0,0
FAM60A,0,0,0
FAM63A,0,0,0
FAM63B,0,0,0
FAM64A,0,0,0
FAM65A,0,0,0
FAM65B,0,0,0
FAM65C,0,0,0
FAM66A,0,0,0
FAM66E,0,0,0
FAM69A,1,0,0
FAM69B,0,0,0
FAM69C,0,0,0
FAM70A,0,0,0
FAM70B,0,0,0
FAM71A,0,0,0
FAM71B,0,0,0
FAM71C,0,0,0
FAM71DandSF3B4P1,0,0,0
FAM71E1,0,0,0
FAM71E2,0,0,0
FAM71F1,0,0,0
FAM71F2,0,0,0
FAM72A,0,0,0
FAM72B,0,0,0
FAM72D,0,0,0
FAM73A,1,0,0
FAM73B,0,0,0
FAM74A1,0,0,0
FAM74A2,0,0,0
FAM74A3,0,0,0
FAM74A4,0,0,0
FAM74A5,0,0,0
FAM74A6,0,0,0
FAM75A1,0,0,0
FAM75A2,0,0,0
FAM75A3,0,0,0
FAM75A5,0,0,0
FAM75A6,0,0,0
FAM75A7,0,0,0
FAM75B,0,0,0
FAM75C1,0,0,0
FAM75C2,0,0,0
FAM76A,0,0,0
FAM76B,0,0,0
FAM78A,0,0,0
FAM78B,0,0,0
FAM7A1,0,0,0
FAM7A2,0,0,0
FAM7A3,0,0,0
FAM81A,0,0,0
FAM81B,0,0,0
FAM82A1,0,0,0
FAM82A2,0,0,0
FAM82B,0,0,0
FAM83A,0,0,0
FAM83B,0,0,0
FAM83C,1,0,0
FAM83D,0,0,0
FAM83F,0,0,0
FAM83G,0,0,0
FAM83H,0,0,0
FAM84A,0,0,0
FAM84B,0,0,0
FAM86A,0,0,0
FAM86B1,0,0,0
FAM86B2,0,0,0
FAM86C,0,0,0
FAM86DP,0,0,0
FAM87A,0,0,0
FAM89A,0,0,0
FAM8A1,0,0,0
FAM90A1,0,0,0
FAM90A10,0,0,0
FAM90A13,0,0,0
FAM90A14,0,0,0
FAM90A16,0,0,0
FAM90A17,0,0,0
FAM90A20,0,0,0
FAM90A22andFAM90A21P,0,0,0
FAM90A24P,0,0,0
FAM90A25P,0,0,0
FAM90A2P,0,0,0
FAM90A4P,0,0,0
FAM90A5,0,0,0
FAM90A6P,0,0,0
FAM90A7,0,0,0
FAM90A8,0,0,0
FAM90A9,0,0,0
FAM91A1,0,0,0
FAM91A3P,0,0,0
FAM92A1,0,0,0
FAM92A2,0,0,0
FAM92A3,0,0,0
FAM92B,0,0,0
FAM95B1,0,0,0
FAM96A,0,0,0
FAM96BandRRAD,0,0,0
FAM98A,0,0,0
FAM98B,1,0,0
FAM98C,0,0,0
FAM99A,0,0,0
FAM99B,0,0,0
FAM9A,0,0,0
FAM9B,0,0,0
FAM9C,0,0,0
FAN1,0,0,0
FANCA,1,0,0
FANCB,0,0,0
FANCC,0,0,0
FANCD2,0,0,0
FANCE,0,0,0
FANCF,0,0,0
FANCG,0,0,0
FANCI,0,0,0
FANCL,0,0,0
FANCM,0,0,0
FANK1,0,0,0
FAP,1,0,0
FAR1,0,0,0
FAR2,0,0,0
FARP1,0,0,0
FARP2,0,0,0
FARS2,0,0,0
FARSA,0,0,0
FARSB,0,0,0
FASAS,0,0,0
FASLG,1,0,0
FASN,0,0,0
FASTK,0,0,0
FASTKD1,0,0,0
FASTKD2,0,0,0
FASTKD3,0,0,0
FAT1,0,0,0
FAT2,0,0,0
FAT3,0,0,0
FAT4,0,0,0
FATE1,0,0,0
FAU,0,0,0
FAUP1,0,0,0
FBF1andMRPL38,0,0,0
FBL,0,0,0
FBLIM1,0,0,0
FBLN1,0,0,0
FBLN2,0,0,0
FBLN5,0,0,0
FBLN7,1,0,0
FBN1,0,0,0
FBN2,0,0,0
FBN3,0,0,0
FBP1,0,0,0
FBP2,0,0,0
FBRS,1,0,0
FBRSL1,0,0,0
FBXL12,0,0,0
FBXL13,0,0,0
FBXL14,0,0,0
FBXL15,0,0,0
FBXL16,0,0,0
FBXL17,0,0,0
FBXL18,0,0,0
FBXL19,1,0,0
FBXL2,0,0,0
FBXL20,1,0,0
FBXL21,0,0,0
FBXL22,0,0,0
FBXL3,0,0,0
FBXL4,0,0,0
FBXL5,0,0,0
FBXL6,0,0,0
FBXL7,0,0,0
FBXL8andHSF4,0,0,0
FBXO11,0,0,0
FBXO15,0,0,0
FBXO16andZNF395,0,0,0
FBXO17andSARS2,0,0,0
FBXO18,0,0,0
FBXO2,0,0,0
FBXO21,0,0,0
FBXO22OS,0,0,0
FBXO24,1,0,0
FBXO25,0,0,0
FBXO27,0,0,0
FBXO28,0,0,0
FBXO3,0,0,0
FBXO30,0,0,0
FBXO31,0,0,0
FBXO32,0,0,0
FBXO33,0,0,0
FBXO34,0,0,0
FBXO36,0,0,0
FBXO38,0,0,0
FBXO39,0,0,0
FBXO4,0,0,0
FBXO40,1,0,0
FBXO41,0,0,0
FBXO42,0,0,0
FBXO43,0,0,0
FBXO44,0,0,0
FBXO45,0,0,0
FBXO46,0,0,0
FBXO47,0,0,0
FBXO48,1,0,0
FBXO5,0,0,0
FBXO6,0,0,0
FBXO7,0,0,0
FBXO8,0,0,0
FBXO9,0,0,0
FBXW10,0,0,0
FBXW11,0,0,0
FBXW11P1,0,0,0
FBXW12,0,0,0
FBXW2,1,0,0
FBXW4,0,0,0
FBXW4P1,0,0,0
FBXW5,0,0,0
FBXW7,0,0,0
FBXW8,0,0,0
FBXW9,0,0,0
FCAMR,0,0,0
FCAR,1,0,0
FCER1A,0,0,0
FCER1G,0,0,0
FCER2,0,0,0
FCF1,0,0,0
FCGBP,0,0,0
FCGR1A,0,0,0
FCGR1B,0,0,0
FCGR1C,0,0,0
FCGR2AandHSPA6,1,0,0
FCGR2B,1,0,0
FCGR2CandHSPA7,1,0,0
FCGR3A,1,0,0
FCGR3B,1,0,0
FCGRT,0,0,0
FCHO1,0,0,0
FCHO2,0,0,0
FCHSD1,0,0,0
FCHSD2,0,0,0
FCN1,0,0,0
FCN2,0,0,0
FCN3,0,0,0
FCRL1,1,0,0
FCRL2,1,0,0
FCRL3,1,0,0
FCRL4,1,0,0
FCRL5,1,0,0
FCRL6,0,0,0
FCRLA,1,0,0
FCRLB,0,0,0
FDFT1,0,0,0
FDPS,1,0,0
FDPSL2A.1,0,0,0
FDPSL2AandPMS2L11,0,0,0
FDPSL2B,0,0,0
FDPSL5,0,0,0
FDPSP,0,0,0
FDX1,0,0,0
FDX1P1,0,0,0
FDXACB1andALG9,1,0,0
FDXR,0,0,0
FECH,0,0,0
FECHP1,0,0,0
FEM1A,0,0,0
FEM1B,0,0,0
FEM1C,0,0,0
FEN1andFADS2,1,0,0
FENL1,0,0,0
FER,0,0,0
FER1L4,1,0,0
FER1L5,0,0,0
FER1L6,0,0,0
FERD3L,0,0,0
FERMT1,0,0,0
FERMT2,0,0,0
FERMT3,1,0,0
FES,0,0,0
FETUB,0,0,0
FEV,0,0,0
FEZ1,0,0,0
FEZ2,0,0,0
FEZF1,0,0,0
FEZF2,0,0,0
FFAR1,0,0,0
FFAR2,0,0,0
FFAR3,0,0,0
FGA,0,0,0
FGB,0,0,0
FGD1,0,0,0
FGD2,0,0,0
FGD3,0,0,0
FGD4,0,0,0
FGD5,0,0,0
FGD6,0,0,0
FGF1,0,0,0
FGF10,0,0,0
FGF12,0,0,0
FGF13,0,0,0
FGF14,0,0,0
FGF16,0,0,0
FGF17,0,0,0
FGF18,0,0,0
FGF19,0,0,0
FGF2,0,0,0
FGF20,0,0,0
FGF21,1,0,0
FGF22,0,0,0
FGF23,0,0,0
FGF3,0,0,0
FGF4,0,0,0
FGF5andC4orf22,0,0,0
FGF6,0,0,0
FGF7,0,0,0
FGF8,0,0,0
FGF9,0,0,0
FGFBP1,0,0,0
FGFBP2,0,0,0
FGFBP3,0,0,0
FGFR1,0,0,0
FGFR1OP2,0,0,0
FGFR1OPandCCR6,1,0,0
FGFR2,0,0,0
FGFR3,0,0,0
FGFR4,1,0,0
FGFRL1,0,0,0
FGG,0,0,0
FGGY,0,0,0
FGL1,0,0,0
FGL2,0,0,0
FGR,0,0,0
FH,0,0,0
FHAD1,0,0,0
FHIT,0,0,0
FHL1,0,0,0
FHL2,0,0,0
FHL3,1,0,0
FHL5,0,0,0
FHOD1,0,0,0
FHOD3,0,0,0
FIBCD1,0,0,0
FIBIN,0,0,0
FIBP,1,0,0
FICD,0,0,0
FIG4,0,0,0
FIGLA,0,0,0
FIGN,0,0,0
FIGNL1,1,0,0
FIGNL2,0,0,0
FILIP1,0,0,0
FILIP1L,0,0,0
FIP1L1,0,0,0
FIS1,0,0,0
FITM2,0,0,0
FIZ1,0,0,0
FJX1,0,0,0
FKBP10,0,0,0
FKBP11,0,0,0
FKBP14,0,0,0
FKBP1AP1,0,0,0
FKBP1AP3,0,0,0
FKBP1AandSDCBP2,0,0,0
FKBP1C,0,0,0
FKBP2,1,0,0
FKBP3,0,0,0
FKBP4,0,0,0
FKBP5,0,0,0
FKBP6,0,0,0
FKBP7,0,0,0
FKBP8,0,0,0
FKBP9,0,0,0
FKBP9L,0,0,0
FKBPL,1,0,0
FKRP,1,0,0
FKSG29,0,0,0
FKSG43,0,0,0
FKSG83,0,0,0
FKTN,0,0,0
FLAD1,0,0,0
FLCNandPLD6,0,0,0
FLG,0,0,0
FLG2,0,0,0
FLI1,1,0,0
FLII,0,0,0
FLJ10357,0,0,0
FLJ10661,0,0,0
FLJ11235,0,0,0
FLJ11292,0,0,0
FLJ12334,0,0,0
FLJ12825,0,0,0
FLJ13197,0,0,0
FLJ13224,0,0,0
FLJ13439,0,0,0
FLJ14107,0,0,0
FLJ14186,0,0,0
FLJ16124,0,0,0
FLJ16126,0,0,0
FLJ16341,0,0,0
FLJ16779,0,0,0
FLJ20021,0,0,0
FLJ20464,0,0,0
FLJ20712,0,0,0
FLJ22184,0,0,0
FLJ22536,0,0,0
FLJ22763,0,0,0
FLJ23152,0,0,0
FLJ23865,0,0,0
FLJ25328,0,0,0
FLJ25363,0,0,0
FLJ25758,0,0,0
FLJ26245,0,0,0
FLJ26484,0,0,0
FLJ26850,0,0,0
FLJ27243,0,0,0
FLJ27354,0,0,0
FLJ30064,0,0,0
FLJ30375,0,0,0
FLJ30403,0,0,0
FLJ30679,0,0,0
FLJ30838,0,0,0
FLJ31485,0,0,0
FLJ31662,0,0,0
FLJ31945,0,0,0
FLJ32063,0,0,0
FLJ32224,0,0,0
FLJ32255,0,0,0
FLJ33065,0,0,0
FLJ33360,0,0,0
FLJ33534,0,0,0
FLJ33544,0,0,0
FLJ33630,0,0,0
FLJ33996,0,0,0
FLJ34208,0,0,0
FLJ34503,0,0,0
FLJ34690,0,0,0
FLJ35024,0,0,0
FLJ35220,0,0,0
FLJ35390,0,0,0
FLJ35409,0,0,0
FLJ35424,0,0,0
FLJ35776,0,0,0
FLJ35816,0,0,0
FLJ35934,0,0,0
FLJ35946,0,0,0
FLJ36000,0,0,0
FLJ36031,0,0,0
FLJ36777,0,0,0
FLJ37035,0,0,0
FLJ37307,0,0,0
FLJ37396,0,0,0
FLJ37453,0,0,0
FLJ37505,0,0,0
FLJ37543,0,0,0
FLJ38379,0,0,0
FLJ38576,0,0,0
FLJ38668,0,0,0
FLJ38717,0,0,0
FLJ38723,0,0,0
FLJ39051,0,0,0
FLJ39061,0,0,0
FLJ39080,0,0,0
FLJ39534,0,0,0
FLJ39582,0,0,0
FLJ39609,0,0,0
FLJ40194,0,0,0
FLJ40292,0,0,0
FLJ40330,0,0,0
FLJ40434,0,0,0
FLJ40448,0,0,0
FLJ40504,0,0,0
FLJ40852,0,0,0
FLJ41170,0,0,0
FLJ41200,0,0,0
FLJ41278,0,0,0
FLJ41350,0,0,0
FLJ41423,0,0,0
FLJ41484,0,0,0
FLJ41649,0,0,0
FLJ41733,0,0,0
FLJ41941,0,0,0
FLJ42289,0,0,0
FLJ42351,0,0,0
FLJ42392,0,0,0
FLJ42393,0,0,0
FLJ42418,0,0,0
FLJ42627,0,0,0
FLJ42709,0,0,0
FLJ42842,0,0,0
FLJ42875,0,0,0
FLJ42953,0,0,0
FLJ42969,0,0,0
FLJ43390,0,0,0
FLJ43663,0,0,0
FLJ43681,0,0,0
FLJ43763,0,0,0
FLJ43826,0,0,0
FLJ43859,0,0,0
FLJ43860,0,0,0
FLJ43879,0,0,0
FLJ43950,0,0,0
FLJ44006,0,0,0
FLJ44054,0,0,0
FLJ44082,0,0,0
FLJ44313,0,0,0
FLJ44385,0,0,0
FLJ44477,0,0,0
FLJ44511,0,0,0
FLJ44606,0,0,0
FLJ44635,0,0,0
FLJ44881,0,0,0
FLJ45079,0,0,0
FLJ45139,0,0,0
FLJ45244,0,0,0
FLJ45248,0,0,0
FLJ45256,0,0,0
FLJ45340,0,0,0
FLJ45513,0,0,0
FLJ45831,0,0,0
FLJ45872,0,0,0
FLJ45964,0,0,0
FLJ45974,0,0,0
FLJ45983,0,0,0
FLJ46010,0,0,0
FLJ46020,0,0,0
FLJ46111,0,0,0
FLJ46257,0,0,0
FLJ46300,0,0,0
FLJ46321,0,0,0
FLJ46358,0,0,0
FLJ46361,0,0,0
FLJ46552,0,0,0
FLJ46836,0,0,0
FLJ46906,0,0,0
FLJ90680,0,0,0
FLJ90757,0,0,0
FLNA,0,0,0
FLNB,1,0,0
FLNCandATP6V1F,0,0,0
FLOT1,1,0,0
FLRT1,1,0,0
FLRT2,0,0,0
FLRT3,0,0,0
FLT1,0,0,0
FLT3,0,0,0
FLT3LG_,0,0,0
FLT4,0,0,0
FLVCR1,0,0,0
FLVCR2andTTLL5andC14orf179,0,0,0
FLYWCH1,0,0,0
FLYWCH2,0,0,0
FMN1,0,0,0
FMN2,0,0,0
FMNL1,0,0,0
FMNL2,0,0,0
FMNL3,0,0,0
FMO1,0,0,0
FMO2,0,0,0
FMO3,0,0,0
FMO4,0,0,0
FMO5,0,0,0
FMO6P,0,0,0
FMO9P,0,0,0
FMOD,0,0,0
FMR1,0,0,0
FMR1NB,0,0,0
FN1,0,0,0
FN3K,0,0,0
FN3KRP,0,0,0
FNBP1,0,0,0
FNBP1L,0,0,0
FNBP4,1,0,0
FNDC1,0,0,0
FNDC3A,0,0,0
FNDC3B,0,0,0
FNDC4,1,0,0
FNDC5,0,0,0
FNDC7,0,0,0
FNDC8,0,0,0
FNIP1andRAPGEF6,1,0,0
FNIP2,0,0,0
FNTA,0,0,0
FNTAL1,0,0,0
FOLH1,0,0,0
FOLH1B,0,0,0
FOLR1,0,0,0
FOLR2,0,0,0
FOLR3,0,0,0
FOLR3P1,0,0,0
FOLR4,0,0,0
FOS,1,0,0
FOSB,0,0,0
FOSL1,1,0,0
FOSL2,1,0,0
FOXA1,0,0,0
FOXA2,0,0,0
FOXA3,0,0,0
FOXB1,0,0,0
FOXB2,0,0,0
FOXC1,0,0,0
FOXC2,0,0,0
FOXD1,0,0,0
FOXD2,0,0,0
FOXD3,0,0,0
FOXD4,0,0,0
FOXD4L1,0,0,0
FOXD4L2,0,0,0
FOXD4L3,0,0,0
FOXD4L4,0,0,0
FOXD4L5,0,0,0
FOXD4L6,0,0,0
FOXE1,0,0,0
FOXE3,0,0,0
FOXF1,0,0,0
FOXF2,0,0,0
FOXG1,0,0,0
FOXH1,0,0,0
FOXI1,0,0,0
FOXI2,0,0,0
FOXI3,0,0,0
FOXJ1,0,0,0
FOXJ2,0,0,0
FOXJ3,0,0,0
FOXK1,0,0,0
FOXK2,0,0,0
FOXL1,0,0,0
FOXL2,0,0,0
FOXM1,0,0,0
FOXN1,0,0,0
FOXN2,0,0,0
FOXN3,0,0,0
FOXN4,0,0,0
FOXO1,0,0,0
FOXO3,0,0,0
FOXO4,0,0,0
FOXO6,0,0,0
FOXP1,1,0,0
FOXP2,0,0,0
FOXP3,0,0,0
FOXP4,0,0,0
FOXQ1,0,0,0
FOXR1,0,0,0
FOXR2,0,0,0
FOXRED1,0,0,0
FOXRED2andTXN2,0,0,0
FOXS1,0,0,0
FPGS,0,0,0
FPGTandTNNI3K,0,0,0
FPR1,0,0,0
FPR2,0,0,0
FPR3,0,0,0
FRA10AC1,0,0,0
FRAS1,0,0,0
FRAT1,0,0,0
FRAT2,0,0,0
FREM1,0,0,0
FREM2,0,0,0
FREM3,0,0,0
FRG1,0,0,0
FRG1B,0,0,0
