genesetid,dmel_num_geneID,dmel_num_analyzable,dmel_num_M,dmel_num_F,dmel_num_B,dmel_num_B_multi,dmel_num_unbiased,dsim_num_geneID,dsim_num_analyzable,dsim_num_M,dsim_num_F,dsim_num_B,dsim_num_B_multi,dsim_num_unbiased,dser_num_geneID,dser_num_analyzable,dser_num_M,dser_num_F,dser_num_B,dser_num_B_multi,dser_num_unbiased
4154,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
4155,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4156,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
4157,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4158,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4159,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1
4160,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1
4161,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4162,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4163,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4164,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
4165,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
4166,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
4167,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4168,3,3,0,0,1,1,2,2,2,2,0,0,0,0,1,1,0,1,0,0,0
4169,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
4170,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1
4171,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4172,2,1,0,0,0,0,1,2,1,0,0,0,0,1,2,2,0,0,0,0,2
4173,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4174,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4176,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4177,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
4178,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0
4179,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4180,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4181,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4182,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4183,2,2,0,0,0,0,2,1,1,0,1,0,0,0,1,1,0,0,0,0,1
4184,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4186,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4187,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4188,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4189,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
4190,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4191,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4192,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0
4193,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4195,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4196,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
4197,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4198,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
4199,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4200,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0
4201,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
4202,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
4203,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4204,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1
4205,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
4206,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0
4207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4208,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4209,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0
4210,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4213,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4216,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
4217,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4218,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4219,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4220,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4221,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4222,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,2,0,0,0,0,2
4223,2,2,0,2,0,0,0,2,2,0,2,0,0,0,2,2,0,0,0,0,2
4225,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0
4226,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
4227,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
4228,3,3,2,0,0,0,1,2,2,0,0,0,0,2,2,2,1,0,0,0,1
4229,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4230,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4231,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4232,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
4233,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4234,1,1,0,1,0,0,0,1,1,0,1,0,0,0,2,2,0,0,0,0,2
4235,1,1,0,0,0,0,1,1,1,0,0,0,0,1,2,2,0,0,0,0,2
4236,1,1,0,1,0,0,0,1,1,0,1,0,0,0,2,2,0,0,0,0,2
4237,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4238,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4239,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4240,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
4241,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
4242,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0
4243,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4244,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
4245,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
4246,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4247,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4248,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0
4249,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4250,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4251,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4252,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4253,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4254,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0
4255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4256,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4257,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4258,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4259,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
4260,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4261,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0
4262,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4264,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4265,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4266,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4267,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
4268,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4269,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0
4270,1,1,0,0,0,0,1,1,1,0,1,0,0,0,2,2,0,1,0,0,1
4271,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0
4272,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4273,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4274,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4275,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1
4276,1,1,0,1,0,0,0,1,1,0,0,0,0,1,2,2,1,0,0,0,1
4277,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4278,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4279,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
4280,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4281,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0
4282,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4283,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4284,2,2,0,0,0,0,2,2,2,1,0,0,0,1,2,2,1,0,0,0,1
4285,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4286,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
4287,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4288,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1
4289,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4290,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4291,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4292,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4293,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4294,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
4295,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4297,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4298,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4299,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
4300,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4301,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4302,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4303,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4304,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4305,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
4306,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1
4307,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0
4308,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4309,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4310,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4311,1,1,0,0,0,0,1,2,2,0,0,1,1,1,1,1,0,0,0,0,1
4312,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
4313,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4316,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4317,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4318,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4319,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4320,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
4321,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4322,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
4323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4324,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4325,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4326,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4329,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4330,2,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4331,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
4332,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0
4333,2,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
4334,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4335,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
4336,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
4337,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
4338,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4339,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
4340,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
4341,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
4342,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
4343,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4344,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
4345,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4346,1,1,0,0,0,0,1,1,1,0,1,0,0,0,2,1,0,0,0,0,1
4347,3,3,1,1,0,0,1,2,2,0,2,0,0,0,2,1,0,0,0,0,1
4348,2,0,0,0,0,0,0,2,1,1,0,0,0,0,3,2,0,0,0,0,2
4349,1,1,0,1,0,0,0,2,2,1,0,0,0,1,2,1,0,0,0,0,1
4350,1,1,1,0,0,0,0,1,1,0,0,0,0,1,2,1,0,1,0,0,0
4352,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4354,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4357,1,1,1,0,0,0,0,1,1,0,0,0,0,1,2,2,1,0,0,0,1
4358,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
4359,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4360,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4361,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4362,3,2,0,0,0,0,2,4,3,1,1,0,0,1,4,3,2,0,0,0,1
4363,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4364,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4365,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4366,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0
4367,3,1,0,0,0,0,1,2,2,0,0,0,0,2,3,2,0,0,0,0,2
4368,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
4369,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4370,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
4371,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4372,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4373,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
4374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4375,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4377,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4378,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4380,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4381,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1
4382,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
4383,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
4384,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4386,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4387,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4388,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4389,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
4390,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4391,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4392,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4393,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4394,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4395,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
4396,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
4397,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4398,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4399,1,1,1,0,0,0,0,1,1,0,1,0,0,0,2,1,0,0,0,0,1
4400,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4401,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4402,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4403,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4404,1,1,0,1,0,0,0,1,1,0,0,1,1,0,2,2,0,0,0,0,2
4405,1,1,0,0,0,0,1,1,1,0,0,0,0,1,3,0,0,0,0,0,0
4406,1,1,1,0,0,0,0,1,1,0,0,0,0,1,3,2,1,0,0,0,1
4407,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
4409,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4410,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1
4411,2,2,0,1,0,0,1,2,2,0,1,0,0,1,1,1,0,0,0,0,1
4412,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4413,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4414,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4415,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
4416,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4417,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1
4418,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
4419,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4420,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4421,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4422,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4423,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4424,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4425,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4426,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4427,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4428,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4429,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4430,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4431,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4432,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4433,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4434,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4435,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
4436,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4437,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4438,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0
4439,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4440,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
4441,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0
4442,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1
4443,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0
4444,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
4445,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4446,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4447,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
4448,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4449,1,1,0,1,0,0,0,1,1,1,0,0,0,0,2,2,0,0,1,1,1
4450,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0
4451,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
4452,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
4453,1,1,0,0,0,0,1,1,1,0,0,0,0,1,2,2,0,0,0,0,2
4454,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
4455,1,1,0,0,0,0,1,1,1,0,0,0,0,1,2,2,0,0,0,0,2
4456,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4457,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1
4458,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
4459,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4460,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
4461,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1
4462,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
4463,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
4464,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
4465,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4466,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
