genesetid,dmel_num_geneID,dmel_num_analyzable,dmel_num_M,dmel_num_F,dmel_num_B,dmel_num_B_multi,dmel_num_unbiased,dsim_num_geneID,dsim_num_analyzable,dsim_num_M,dsim_num_F,dsim_num_B,dsim_num_B_multi,dsim_num_unbiased,dser_num_geneID,dser_num_analyzable,dser_num_M,dser_num_F,dser_num_B,dser_num_B_multi,dser_num_unbiased
6790,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
6791,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
6792,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6793,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6794,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
6795,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
6796,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6797,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
6798,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
6799,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
6800,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6801,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
6802,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
6803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6804,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6805,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
6806,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
6807,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
6808,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
6809,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
6810,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6811,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6812,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0
6813,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6814,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6815,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
6816,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6817,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6820,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6821,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6822,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0
6823,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0
6824,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
6825,1,1,0,1,0,0,0,2,2,0,1,0,0,1,1,1,1,0,0,0,0
6826,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6827,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
6828,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0
6829,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1
6830,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0
6831,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0
6832,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
6833,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1
6834,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1
6835,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
6836,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6837,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1
6838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6839,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6840,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6841,2,1,0,0,0,0,1,1,1,1,0,0,0,0,3,2,0,0,0,0,2
6842,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6843,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6844,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0
6845,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6846,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6847,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6848,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0
6849,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0
6850,1,1,0,0,0,0,1,1,1,0,0,0,0,1,2,2,1,0,0,0,1
6851,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
6852,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6853,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6854,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6855,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6856,2,2,0,1,0,0,1,3,1,0,0,0,0,1,2,2,1,0,0,0,1
6857,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1
6858,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6859,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
6860,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
6861,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6862,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0
6863,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6864,11,3,0,1,0,0,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0
6865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6866,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0
6867,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6868,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
6869,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6870,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1
6871,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,2,0,0,0,0,2
6872,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
6873,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
6874,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6875,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
6876,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6877,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6878,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
6879,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
6880,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
6881,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0
6882,1,1,0,0,0,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0
6883,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
6884,1,1,0,1,0,0,0,1,1,0,0,0,0,1,2,2,0,0,0,0,2
6885,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6886,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6887,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0
6888,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
6889,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
6890,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
6891,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6892,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
6893,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6894,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6895,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6896,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6897,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6898,2,2,2,0,0,0,0,2,2,1,0,0,0,1,1,1,0,0,0,0,1
6899,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
6900,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6901,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6902,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
6903,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0
6904,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0
6905,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
6906,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
6907,2,1,1,0,0,0,0,2,2,1,1,0,0,0,2,1,1,0,0,0,0
6908,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6909,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0
6910,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
6911,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
6912,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6913,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6914,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
6915,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6916,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
6917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6918,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6919,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6921,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6922,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6923,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
6924,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6925,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
6926,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
6927,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6928,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6929,1,1,0,0,0,0,1,1,1,0,0,0,0,1,2,2,1,0,0,0,1
6930,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6931,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0
6932,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1
6933,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
6934,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
6935,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
6936,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0
6937,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
6938,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
6939,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
6940,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
6941,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
6942,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
6943,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
6944,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
6945,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0
6946,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6947,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0
6948,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6949,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
6950,2,2,1,0,0,0,1,3,3,1,0,0,0,2,2,2,1,0,0,0,1
6951,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6952,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0
6953,2,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0
6954,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6955,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0
6956,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6957,1,1,0,0,0,0,1,1,1,0,1,0,0,0,2,1,0,1,0,0,0
6958,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
6959,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6960,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6961,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6962,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0
6963,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
6964,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
6965,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
6966,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6967,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
6968,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
6969,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0
6970,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6971,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6972,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6973,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6974,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0
6975,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6976,2,2,1,0,0,0,1,2,2,1,0,0,0,1,2,2,0,0,0,0,2
6977,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6978,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
6983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6984,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6985,1,1,0,0,0,0,1,2,1,0,0,0,0,1,1,1,0,1,0,0,0
6986,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6987,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6988,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
6989,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6990,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0
6991,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6992,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
6993,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
6994,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6996,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
6997,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
6999,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0
7000,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
7001,2,2,0,0,1,1,1,2,2,1,0,0,0,1,2,2,0,0,0,0,2
7002,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0
7003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7004,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0
7005,1,1,0,0,0,0,1,1,1,0,0,1,1,0,2,1,1,0,0,0,0
7006,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
7007,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7008,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7009,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
7010,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
7011,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
7012,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
7013,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0
7014,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
7015,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7016,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7017,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7018,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
7019,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
7020,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
7021,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
7022,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
7023,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
7024,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1
7025,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
7026,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
7027,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
7028,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
7029,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
7030,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
7031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7032,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7033,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7034,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
7035,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
7036,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
7037,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
7038,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0
7039,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7040,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
7041,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
7042,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0
7043,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1
7044,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
7045,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7046,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
7047,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
7048,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
7049,2,1,0,0,0,0,1,2,2,1,0,0,0,1,2,1,0,0,0,0,1
7050,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
7051,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7052,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
7053,2,2,0,0,0,0,2,2,2,0,1,0,0,1,3,2,0,1,0,0,1
7054,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
7055,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
7056,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
7057,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
7058,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
7059,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
7060,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
7061,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
7062,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7063,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7064,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7066,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7067,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7070,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7071,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
7072,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7073,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
7074,2,2,0,0,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0
7075,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
7076,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
7077,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
7078,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7079,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
7080,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
7081,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
7082,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
7083,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7084,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7085,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
7086,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0
7087,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
7088,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
7089,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
7090,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1
7091,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
7092,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
7093,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
7095,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7097,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
7098,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
7099,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0
7100,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
7101,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0
