sampleID,fqName,readLength,G1,G2,fqExtension,techRep
dm11037_01h_rep1,dm11037_01h_rep1_TR2,800,w1118,dm11037
dm11037_01h_rep1,dm11037_01h_rep1_TR4,800,w1118,dm11037
dm11037_01h_rep2,dm11037_01h_rep2_TR1,800,w1118,dm11037
dm11037_01h_rep2,dm11037_01h_rep2_TR2,800,w1118,dm11037
dm11037_01h_rep2,dm11037_01h_rep2_TR4,800,w1118,dm11037
dm11037_01h_rep3,dm11037_01h_rep3_TR1,800,w1118,dm11037
dm11037_01h_rep3,dm11037_01h_rep3_TR2,800,w1118,dm11037
dm11037_01h_rep3,dm11037_01h_rep3_TR4,800,w1118,dm11037
dm11037_38d_rep1,dm11037_38d_rep1_TR3,800,w1118,dm11037
dm11037_38d_rep1,dm11037_38d_rep1_TR5,800,w1118,dm11037
dm11037_38d_rep1,dm11037_38d_rep1_TR6,800,w1118,dm11037
dm11037_38d_rep2,dm11037_38d_rep2_TR3,800,w1118,dm11037
dm11037_38d_rep2,dm11037_38d_rep2_TR5,800,w1118,dm11037
dm11037_38d_rep2,dm11037_38d_rep2_TR6,800,w1118,dm11037
dm11037_38d_rep3,dm11037_38d_rep3_TR3,800,w1118,dm11037
dm11037_38d_rep3,dm11037_38d_rep3_TR5,800,w1118,dm11037
dm11037_38d_rep3,dm11037_38d_rep3_TR6,800,w1118,dm11037
dm11255_01h_rep1,dm11255_01h_rep1_TR1,800,w1118,dm11255
dm11255_01h_rep1,dm11255_01h_rep1_TR2,800,w1118,dm11255
dm11255_01h_rep1,dm11255_01h_rep1_TR4,800,w1118,dm11255
dm11255_01h_rep2,dm11255_01h_rep2_TR1,800,w1118,dm11255
dm11255_01h_rep2,dm11255_01h_rep2_TR2,800,w1118,dm11255
dm11255_01h_rep2,dm11255_01h_rep2_TR4,800,w1118,dm11255
dm11255_01h_rep3,dm11255_01h_rep3_TR1,800,w1118,dm11255
dm11255_01h_rep3,dm11255_01h_rep3_TR2,800,w1118,dm11255
dm11255_01h_rep3,dm11255_01h_rep3_TR4,800,w1118,dm11255
dm11255_38d_rep1,dm11255_38d_rep1_TR3,800,w1118,dm11255
dm11255_38d_rep1,dm11255_38d_rep1_TR5,800,w1118,dm11255
dm11255_38d_rep1,dm11255_38d_rep1_TR6,800,w1118,dm11255
dm11255_38d_rep2,dm11255_38d_rep2_TR3,800,w1118,dm11255
dm11255_38d_rep2,dm11255_38d_rep2_TR5,800,w1118,dm11255
dm11255_38d_rep2,dm11255_38d_rep2_TR6,800,w1118,dm11255
dm11255_38d_rep3,dm11255_38d_rep3_TR3,800,w1118,dm11255
dm11255_38d_rep3,dm11255_38d_rep3_TR5,800,w1118,dm11255
dm11255_38d_rep3,dm11255_38d_rep3_TR6,800,w1118,dm11255
dm12272_01h_rep1,dm12272_01h_rep1_TR2,800,w1118,dm12272
dm12272_01h_rep1,dm12272_01h_rep1_TR4,800,w1118,dm12272
dm12272_01h_rep2,dm12272_01h_rep2_TR2,800,w1118,dm12272
dm12272_01h_rep2,dm12272_01h_rep2_TR4,800,w1118,dm12272
dm12272_01h_rep3,dm12272_01h_rep3_TR2,800,w1118,dm12272
dm12272_01h_rep3,dm12272_01h_rep3_TR4,800,w1118,dm12272
dm12272_38d_rep1,dm12272_38d_rep1_TR3,800,w1118,dm12272
dm12272_38d_rep1,dm12272_38d_rep1_TR5,800,w1118,dm12272
dm12272_38d_rep1,dm12272_38d_rep1_TR6,800,w1118,dm12272
dm12272_38d_rep2,dm12272_38d_rep2_TR3,800,w1118,dm12272
dm12272_38d_rep2,dm12272_38d_rep2_TR5,800,w1118,dm12272
dm12272_38d_rep2,dm12272_38d_rep2_TR6,800,w1118,dm12272
dm12272_38d_rep3,dm12272_38d_rep3_TR3,800,w1118,dm12272
dm12272_38d_rep3,dm12272_38d_rep3_TR5,800,w1118,dm12272
dm12272_38d_rep3,dm12272_38d_rep3_TR6,800,w1118,dm12272
dm12279_01h_rep1,dm12279_01h_rep1_TR2,800,w1118,dm12279
dm12279_01h_rep1,dm12279_01h_rep1_TR4,800,w1118,dm12279
dm12279_01h_rep2,dm12279_01h_rep2_TR2,800,w1118,dm12279
dm12279_01h_rep2,dm12279_01h_rep2_TR4,800,w1118,dm12279
dm12279_01h_rep3,dm12279_01h_rep3_TR1,800,w1118,dm12279
dm12279_01h_rep3,dm12279_01h_rep3_TR2,800,w1118,dm12279
dm12279_01h_rep3,dm12279_01h_rep3_TR4,800,w1118,dm12279
dm12279_38d_rep1,dm12279_38d_rep1_TR3,800,w1118,dm12279
dm12279_38d_rep1,dm12279_38d_rep1_TR5,800,w1118,dm12279
dm12279_38d_rep1,dm12279_38d_rep1_TR6,800,w1118,dm12279
dm12279_38d_rep2,dm12279_38d_rep2_TR3,800,w1118,dm12279
dm12279_38d_rep2,dm12279_38d_rep2_TR5,800,w1118,dm12279
dm12279_38d_rep2,dm12279_38d_rep2_TR6,800,w1118,dm12279
dm12279_38d_rep3,dm12279_38d_rep3_TR3,800,w1118,dm12279
dm12279_38d_rep3,dm12279_38d_rep3_TR5,800,w1118,dm12279
dm12279_38d_rep3,dm12279_38d_rep3_TR6,800,w1118,dm12279
