GFF5_000012
GFF5_000013
GFF5_000037
GFF5_000038
GFF5_000039
GFF5_000098
GFF5_000108
GFF5_000126
GFF5_000135
GFF5_000161
GFF5_000174
GFF5_000179
GFF5_000186
GFF5_000200
GFF5_000249
GFF5_000250
GFF5_000265
GFF5_000268
GFF5_000276
GFF5_000284
GFF5_000405
GFF5_000414
GFF5_000426
GFF5_000442
GFF5_000447
GFF5_000458
GFF5_000475
GFF5_000510
GFF5_000515
GFF5_000516
GFF5_000519
GFF5_000553
GFF5_000567
GFF5_000576
GFF5_000615
GFF5_000629
GFF5_000635
GFF5_000636
GFF5_000645
GFF5_000648
GFF5_000671
GFF5_000700
GFF5_000710
GFF5_000715
GFF5_000728
GFF5_000753
GFF5_000754
GFF5_000755
GFF5_000763
GFF5_000764
GFF5_000772
GFF5_000782
GFF5_000795
GFF5_000860
GFF5_000869
GFF5_000877
GFF5_000882
GFF5_000887
GFF5_000903
GFF5_000908
GFF5_000929
GFF5_000942
GFF5_000943
GFF5_000965
GFF5_000970
GFF5_000977
GFF5_000993
GFF5_001024
GFF5_001064
GFF5_001075
GFF5_001088
GFF5_001102
GFF5_001104
GFF5_001106
GFF5_001122
GFF5_001195
GFF5_001223
GFF5_001224
GFF5_001225
GFF5_001232
GFF5_001251
GFF5_001255
GFF5_001256
GFF5_001265
GFF5_001267
GFF5_001268
GFF5_001280
GFF5_001297
GFF5_001333
GFF5_001366
GFF5_001381
GFF5_001382
GFF5_001383
GFF5_001406
GFF5_001411
GFF5_001420
GFF5_001436
GFF5_001452
GFF5_001495
GFF5_001533
GFF5_001539
GFF5_001549
GFF5_001550
GFF5_001552
GFF5_001562
GFF5_001571
GFF5_001572
GFF5_001583
GFF5_001584
GFF5_001593
GFF5_001600
GFF5_001604
GFF5_001613
GFF5_001635
GFF5_001640
GFF5_001641
GFF5_001665
GFF5_001666
GFF5_001671
GFF5_001680
GFF5_001711
GFF5_001713
GFF5_001714
GFF5_001727
GFF5_001728
GFF5_001743
GFF5_001804
GFF5_001812
GFF5_001834
GFF5_001869
GFF5_001871
GFF5_001899
GFF5_001907
GFF5_001935
GFF5_001944
GFF5_001946
GFF5_001975
GFF5_001992
GFF5_001999
GFF5_002020
GFF5_002048
GFF5_002055
GFF5_002061
GFF5_002065
