featureID	effect_AUM2073	pval_AUM2073	effect_CB4856	pval_CB4856	effect_Combo	pval_Combo	effect_CX11314	pval_CX11314	effect_DL238	pval_DL238	effect_KJ550	pval_KJ550	effect_N2	pval_N2	effect_NS	pval_NS	effect_NInoN2	pval_NInoN2	effect_RB2011	pval_RB2011	effect_RB2055	pval_RB2055	effect_RB2347	pval_RB2347	effect_RB2550	pval_RB2550	effect_CM	pval_CM	effect_UGT	pval_UGT	effect_UGT49	pval_UGT49	effect_UGT60	pval_UGT60	effect_VC1265	pval_VC1265	effect_VC2524	pval_VC2524	flag_sig05_COMBO_path	flag_sig05_VC1265	direction_VC1265	flag_sig05_DL238	direction_DL238	flag_sig05_UGT60	direction_UGT60	dir_pd_vs_strain_Combo	sum_flag_sig05_strain_4_Combo	flag_sig05_NS_path	flag_sig05_CB4856	direction_CB4856	flag_sig05_CX11314	direction_CX11314	dir_pd_vs_strain_NInoN2	sum_flag_sig05_strain_4_NInoN2	flag_sig05_N2	direction_N2	dir_pd_vs_strain_NI	sum_flag_sig05_strain_4_NI	flag_sig05_CM_path	flag_sig05_KJ550	direction_KJ550	flag_sig05_RB2347	direction_RB2347	flag_sig05_AUM2073	direction_AUM2073	flag_sig05_VC2524	direction_VC2524	dir_pd_vs_strain_TCA	sum_flag_sig05_strain_4_TCA	flag_sig05_UGT_path	flag_sig05_RB2055	direction_RB2055	flag_sig05_RB2550	direction_RB2550	flag_sig05_RB2011	direction_RB2011	flag_sig05_UGT49	direction_UGT49	dir_pd_vs_strain_UGT	sum_flag_sig05_strain_4_UGT
ppm_3_9741	0.232115	0.637546	-1.041712	0.106488	-0.163646	0.588558	-0.890317	0.103818	-0.486392	0.356068	0.194481	0.715177	-0.306395	0.604518	-0.664095	0.020381	-0.773532	0.018083	-1.13495	0.085593	-0.188708	0.704649	0.108263	0.822193	-1.148267	0.036679	0.085246	0.699662	-0.419748	0.08831	0.002425	0.996185	0.080034	0.890477	-0.062726	0.895726	-0.021079	0.965688	0	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	1	0	pd1074	0	pd1074	all pd1074 direction	0	0	pd1074	all pd1074 direction	0	0	0	strain	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	pd1074	1	pd1074	0	pd1074	0	strain	mix strain & pd1074	1
ppm_4_0946	0.080812	0.869463	-0.205536	0.729886	0.657448	0.036451	-0.006735	0.989566	0.585408	0.268536	0.333665	0.533394	0.783468	0.180705	0.288351	0.296938	0.146167	0.641203	-0.10685	0.855645	0.20712	0.679302	0.167276	0.723603	0.10168	0.840949	0.206943	0.347716	0.287449	0.240224	0.132503	0.798982	1.529765	0.022623	0.269531	0.574865	0.203664	0.677496	1	0	strain	0	strain	1	strain	all strain direction	1	0	0	pd1074	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	strain	all strain direction	0	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	1
ppm_4_1054	0.423663	0.392316	0.016509	0.977587	-0.485125	0.116749	-0.271416	0.599309	-0.613499	0.244559	0.146862	0.782253	-0.542374	0.335424	-0.364851	0.181771	-0.310175	0.320906	-0.363211	0.539761	0.232819	0.635529	0.063929	0.892439	0.597673	0.250298	-0.070746	0.749755	-0.03359	0.889004	-0.418324	0.404014	-0.407811	0.511616	-0.42381	0.381355	-0.54512	0.277517	0	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_4_1138	0.823888	0.110136	0.39721	0.509304	-0.227201	0.458153	0.448654	0.390605	0.088791	0.865761	0.377922	0.493777	-0.245601	0.679268	0.183608	0.509919	0.304685	0.334173	-0.171928	0.776828	0.525131	0.293219	0.018231	0.969273	-0.366401	0.471734	-0.032844	0.884334	0.046542	0.845242	0.057775	0.907517	0.122166	0.833427	-0.762444	0.123808	-0.484026	0.330512	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	all strain direction	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0
ppm_4_1204	0.126638	0.800333	0.405245	0.495045	-0.128613	0.671212	0.185978	0.717969	0.043612	0.932094	-0.57454	0.300601	-0.089597	0.870711	0.125409	0.642232	0.193472	0.532209	-0.019937	0.973051	-0.245968	0.616874	0.387739	0.417196	0.060695	0.906815	-0.005296	0.981147	0.080897	0.736154	0.743025	0.153246	-0.168289	0.773419	-0.259087	0.597683	0.152248	0.756437	0	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	all strain direction	0	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	strain	mix strain & pd1074	0
ppm_4_1291	-0.059344	0.906353	0.938696	0.138088	0.134541	0.664	-0.44997	0.390869	-0.41246	0.463996	-0.206608	0.715156	0.477687	0.400481	0.071578	0.801142	-0.063929	0.845556	0.220277	0.719378	0.248533	0.618681	0.386177	0.419943	0.549404	0.280284	0.159729	0.476781	0.320821	0.185046	0.125663	0.810384	0.454479	0.439872	0.317024	0.506817	0.240446	0.628656	0	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	strain	all strain direction	0
ppm_4_1463	0.508741	0.307406	0.286246	0.646341	0.327346	0.283606	0.74695	0.164822	0.22366	0.661826	-0.550226	0.317959	-0.80291	0.216192	0.185613	0.516354	0.42366	0.183587	0.252317	0.669001	0.583815	0.246521	-0.05861	0.901875	0.052291	0.915967	0.011313	0.959374	0.258437	0.28406	-0.340615	0.507103	0.995423	0.115058	0.036861	0.938376	0.022121	0.964141	0	0	strain	0	strain	0	strain	all strain direction	0	0	0	strain	0	strain	all strain direction	0	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	pd1074	mix strain & pd1074	0
ppm_4_1642	-0.0478	0.923631	-1.35402	0.047614	0.148347	0.622626	-0.44329	0.392214	-0.189089	0.711505	0.20141	0.705184	0.239014	0.672895	-0.353355	0.205964	-0.544064	0.090325	-0.323039	0.584153	0.437712	0.390047	0.432694	0.380778	0.148517	0.764453	0.244296	0.274977	0.139766	0.556118	0.02948	0.952862	0.341085	0.560117	0.319268	0.509838	0.301907	0.543274	0	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	1	pd1074	0	pd1074	all pd1074 direction	1	0	strain	mix strain & pd1074	1	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0
ppm_4_1895	-0.757808	0.197108	1.521666	0.032481	0.534305	0.148457	-0.396713	0.464154	1.532047	0.013383	-1.043192	0.122351	0.280157	0.623155	0.588425	0.050332	0.707173	0.045666	0.950978	0.15242	-0.686977	0.199041	-0.094387	0.851601	-0.272629	0.600494	-0.629343	0.012041	0.091746	0.726762	-0.299527	0.550099	3.508398	0.000273	-1.063576	0.042693	-0.398298	0.471472	0	1	pd1074	1	strain	1	strain	mix strain & pd1074	3	0	1	strain	0	pd1074	mix strain & pd1074	2	0	strain	mix strain & pd1074	2	1	0	pd1074	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	1	0	0	pd1074	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	1
ppm_4_2203	-1.438927	0.011729	0.029422	0.961329	0.145409	0.64944	0.684503	0.208923	1.284637	0.028806	-0.153928	0.772457	1.142656	0.061175	0.786416	0.00723	0.679931	0.041581	-0.265676	0.677044	-0.297742	0.550252	0.375761	0.450291	0.109827	0.824415	-0.281267	0.23059	-0.169565	0.480987	-0.281842	0.576964	-0.151012	0.800823	-0.459743	0.352803	0.060457	0.910596	0	0	pd1074	1	strain	0	pd1074	mix strain & pd1074	1	1	0	strain	0	strain	all strain direction	1	0	strain	all strain direction	1	0	0	pd1074	0	strain	1	pd1074	0	strain	mix strain & pd1074	1	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_4_252	-0.691197	0.188017	0.785319	0.204001	0.27966	0.379035	0.540627	0.340451	0.713117	0.19801	-1.030239	0.08071	0.418232	0.492342	0.615323	0.035482	0.674447	0.043227	0.494261	0.409256	-0.231717	0.640037	0.531239	0.271601	-0.182776	0.734982	-0.242624	0.29934	0.124124	0.609996	-0.030704	0.950731	0.947586	0.130466	-0.48178	0.329947	0.211342	0.695726	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	1	0	strain	0	strain	all strain direction	0	0	strain	all strain direction	0	0	0	pd1074	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0
ppm_4_2788	-0.350072	0.477954	-0.449232	0.456472	0.588779	0.060083	-0.172217	0.740467	0.815446	0.134518	-0.005223	0.992262	0.153387	0.78322	0.105003	0.70464	0.089143	0.780031	-0.065812	0.910478	0.41984	0.401332	0.197707	0.676248	0.438333	0.382835	0.064728	0.770327	0.292968	0.221007	-0.138251	0.784153	0.918805	0.134935	0.19735	0.686511	0.257202	0.600583	0	0	strain	0	strain	0	strain	all strain direction	0	0	0	pd1074	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_4_3028	-0.969227	0.083854	1.65307	0.024503	0.465241	0.137207	-0.575907	0.289146	0.488147	0.394589	-0.464077	0.421676	0.562327	0.43307	0.360601	0.248903	0.313252	0.367373	0.295366	0.617075	-0.414593	0.40994	0.975654	0.055984	0.170929	0.749454	0.033708	0.886895	0.017681	0.941874	-0.381338	0.449729	0.719554	0.23104	0.289021	0.544635	0.018064	0.973449	0	0	strain	0	strain	0	strain	all strain direction	0	0	1	strain	0	pd1074	mix strain & pd1074	1	0	strain	mix strain & pd1074	1	0	0	pd1074	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	pd1074	mix strain & pd1074	0
ppm_4_3323	-0.680974	0.188626	0.90171	0.152842	1.054852	0.001591	-1.004521	0.099516	1.102374	0.061343	-0.79519	0.197563	0.852314	0.149836	0.473051	0.117699	0.339097	0.335007	0.137156	0.814788	-0.36275	0.503106	0.731451	0.14627	0.255235	0.6281	0.05162	0.826359	0.293863	0.242383	0.18683	0.707135	2.053908	0.005141	0.583487	0.230448	0.05875	0.911995	1	0	strain	0	strain	1	strain	all strain direction	1	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	strain	mix strain & pd1074	1
ppm_4_357	0.071447	0.884948	-0.602363	0.341864	-0.321074	0.296756	-0.829034	0.126647	-0.599449	0.267858	-0.737919	0.186258	-1.261521	0.092136	-0.776895	0.009698	-0.684022	0.036969	-0.297211	0.627703	0.649528	0.198271	0.401997	0.400837	-0.667367	0.19522	0.03552	0.875078	-0.05628	0.815996	-0.155511	0.762258	0.129669	0.823513	-0.412421	0.398773	0.735608	0.155627	0	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	1	0	pd1074	0	pd1074	all pd1074 direction	0	0	pd1074	all pd1074 direction	0	0	0	pd1074	0	strain	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_4_3779	-1.007002	0.077923	0.566165	0.347703	0.168666	0.576709	0.292494	0.589692	0.473548	0.368616	-0.959333	0.092363	0.228463	0.692961	0.38779	0.166283	0.436574	0.172708	0.61869	0.307974	-1.250862	0.023619	-0.100714	0.832135	-0.709564	0.192067	-0.396442	0.088715	-0.372039	0.135017	-0.404609	0.425847	0.129901	0.825026	-0.052989	0.910983	-0.172299	0.750262	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	all strain direction	0	0	strain	all strain direction	0	0	0	pd1074	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	1	pd1074	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	1
ppm_4_3958	-0.508931	0.307604	0.206577	0.726579	-0.159177	0.610321	-0.072519	0.888553	0.465809	0.411962	-0.571722	0.32575	0.18472	0.742052	0.182707	0.512065	0.182048	0.570688	0.270687	0.650878	-0.270676	0.601803	-0.053706	0.91104	-0.163911	0.744198	-0.308276	0.171701	-0.225681	0.34861	-0.491621	0.330452	-0.373737	0.527677	-0.46816	0.33209	-0.020495	0.967047	0	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	0	pd1074	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0
ppm_4_4194	-0.730158	0.166516	0.548782	0.361563	0.247151	0.425063	-0.273453	0.63512	0.573975	0.281984	0.065016	0.9026	0.628227	0.266267	0.376583	0.184449	0.291751	0.373897	0.390934	0.511929	-0.178657	0.716813	0.715287	0.14644	-0.141332	0.775187	-0.041873	0.854513	-0.015929	0.946731	-0.376692	0.458435	0.515772	0.396752	-0.198551	0.683955	-0.141427	0.785107	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0
ppm_4_4418	0.363822	0.468738	-0.720407	0.241844	0.150617	0.624214	-0.484956	0.352233	-0.147604	0.781818	0.079451	0.881061	0.107488	0.848466	-0.297386	0.283619	-0.427413	0.180013	-0.318305	0.593249	0.084165	0.866057	-0.205351	0.666024	-0.255563	0.61152	-0.01362	0.951324	0.058654	0.806032	0.317168	0.531394	0.477405	0.420275	0.17879	0.713783	-0.466623	0.353674	0	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	all pd1074 direction	0	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0
ppm_4_4707	-0.761321	0.197439	1.22441	0.06803	0.03819	0.901696	-0.408524	0.45283	0.726412	0.189773	-0.843212	0.132991	0.217202	0.705387	0.367248	0.205468	0.418576	0.212886	0.244593	0.686123	0.07685	0.876779	0.102644	0.831424	-0.614842	0.262421	-0.344424	0.144127	-0.209055	0.393141	-0.732569	0.16513	0.068634	0.905809	-0.513298	0.291085	0.115802	0.830644	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0
ppm_4_5091	-0.272601	0.608812	0.304432	0.607769	0.065409	0.829428	-0.25595	0.628587	0.546189	0.305817	-0.533757	0.325847	0.506388	0.418284	0.25351	0.3704	0.188444	0.552644	0.679914	0.275743	-0.84782	0.100675	-0.088325	0.854089	-0.772392	0.14526	-0.13729	0.54556	-0.095696	0.700914	0.669069	0.224886	0.147668	0.799977	-0.37485	0.432283	0.570344	0.269663	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	strain	mix strain & pd1074	0
ppm_4_5399	-0.125904	0.798502	0.4782	0.424108	0.274639	0.370529	0.026596	0.960229	-0.038978	0.94071	0.338956	0.526735	0.153934	0.777885	0.135591	0.620849	0.129401	0.683133	0.067195	0.908524	0.62413	0.215733	1.028962	0.046924	0.539947	0.300752	0.326938	0.146019	0.309155	0.204219	-0.267943	0.607016	0.591135	0.335958	0.344547	0.472852	0.113823	0.817655	0	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	strain	1	strain	0	pd1074	0	strain	mix strain & pd1074	1	0	0	strain	0	strain	0	strain	0	pd1074	mix strain & pd1074	0
ppm_4_5677	0.07261	0.88181	0.652015	0.287575	0.572417	0.065449	0.493075	0.358404	0.501902	0.353548	0.296049	0.583914	-0.15003	0.785844	0.363938	0.19244	0.540526	0.094906	0.374724	0.528778	-0.542386	0.28253	-0.16921	0.721391	0.00636	0.989817	0.215037	0.336261	0.131839	0.581612	0.484158	0.340264	0.522891	0.380703	0.664457	0.176911	0.259759	0.612146	0	0	strain	0	strain	0	strain	all strain direction	0	0	0	strain	0	strain	all strain direction	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	strain	mix strain & pd1074	0
ppm_4_5912	-0.514437	0.313169	0.911925	0.147416	0.0532	0.870707	0.611031	0.261588	0.772768	0.166189	-0.810071	0.162108	0.315341	0.573292	0.638297	0.025186	0.751387	0.023339	0.487965	0.416218	-0.531095	0.323227	0.35712	0.454134	0.304721	0.575759	-0.297086	0.199168	0.072371	0.774174	-0.064955	0.895402	0.42663	0.544967	-0.686925	0.162377	0.034271	0.950171	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	1	0	strain	0	strain	all strain direction	0	0	strain	all strain direction	0	0	0	pd1074	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	pd1074	mix strain & pd1074	0
ppm_4_6124	0.532851	0.286876	1.064718	0.099002	0.177606	0.564882	0.004082	0.994469	0.531862	0.327515	-0.308904	0.588017	-0.326663	0.560351	0.281198	0.333037	0.503921	0.137801	-0.017858	0.976263	0.593357	0.240352	0.27402	0.574608	0.196613	0.721192	0.224676	0.317884	0.246862	0.314848	0.32388	0.519466	-0.041868	0.945811	0.038689	0.934741	0.482446	0.333479	0	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	all strain direction	0	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0
ppm_4_632	-1.256924	0.022014	0.771607	0.211683	-0.058178	0.847221	-0.657442	0.222292	0.041747	0.934621	0.198322	0.715486	-0.089847	0.900526	-0.021641	0.940583	-0.008343	0.979028	0.37834	0.524748	-0.437289	0.38528	1.073976	0.03811	0.435486	0.439352	-0.056981	0.807947	0.033778	0.890251	-0.324278	0.516346	0.41423	0.491225	-0.447286	0.351194	0.118149	0.826843	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	1	strain	1	pd1074	0	strain	mix strain & pd1074	2	0	0	pd1074	0	strain	0	strain	0	pd1074	mix strain & pd1074	0
ppm_4_6416	-0.215447	0.661506	0.738845	0.247788	-0.180719	0.563951	1.078984	0.060455	0.526168	0.348615	0.212567	0.695309	0.36889	0.534392	0.678371	0.02151	0.779894	0.021823	0.054801	0.925564	-0.390716	0.435119	0.584586	0.23758	-0.332144	0.51469	-0.006528	0.976708	-0.388302	0.106628	-0.810706	0.11902	-0.364409	0.540223	-0.591689	0.22554	0.031852	0.947958	0	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	1	0	strain	0	strain	all strain direction	0	0	strain	all strain direction	0	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0
ppm_4_6492	-0.40597	0.43649	0.447336	0.459948	-0.2635	0.402751	-1.028279	0.07544	0.042737	0.941968	-0.584591	0.28645	0.469735	0.570144	-0.103423	0.742637	-0.200598	0.555914	-0.86952	0.17362	-0.553033	0.272379	0.688462	0.161257	0.729121	0.176978	-0.214163	0.345211	-0.304864	0.214779	-0.263268	0.596686	-0.805829	0.185374	-0.134863	0.775285	-0.780609	0.127765	0	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_4_6629	0.486603	0.340743	1.179722	0.074969	0.210843	0.490986	0.801466	0.165171	0.69331	0.192797	-0.415119	0.444922	-0.089615	0.892297	0.661316	0.027656	0.855991	0.011083	-1.033073	0.107937	0.052477	0.914486	0.530078	0.272561	0.46863	0.364755	0.152309	0.49649	0.124559	0.608776	0.513116	0.313209	0.243132	0.691032	-0.189328	0.688951	0.29087	0.562698	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	1	0	strain	0	strain	all strain direction	0	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0
ppm_4_9137	0.403887	0.430459	-0.21832	0.712328	0.805575	0.010513	0.552909	0.32134	0.61482	0.24487	0.093516	0.86075	-0.058161	0.924389	0.260009	0.361636	0.347826	0.279989	-0.42078	0.483926	0.38469	0.439419	0.365529	0.453673	0.167315	0.736235	0.33947	0.133289	0.208241	0.385608	0.014775	0.976851	0.942838	0.125457	0.88828	0.080636	-0.04831	0.921528	1	0	strain	0	strain	0	strain	all strain direction	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0
ppm_4_9379	0.604754	0.233069	0.201604	0.731441	0.280886	0.360244	0.008428	0.986764	0.554517	0.291064	-0.24709	0.65437	0.883385	0.131723	0.390645	0.154117	0.252667	0.415224	0.294722	0.618236	0.079317	0.871258	0.727141	0.141291	0.63519	0.217193	0.314054	0.164542	0.306178	0.19867	0.41263	0.40994	0.063397	0.915102	0.19019	0.698198	0.202772	0.678898	0	0	strain	0	strain	0	strain	all strain direction	0	0	0	strain	0	strain	all strain direction	0	0	strain	all strain direction	0	0	0	pd1074	0	strain	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	strain	all strain direction	0
ppm_4_9528	-0.272861	0.578896	0.666687	0.277538	-0.295923	0.330693	1.00033	0.072541	0.041778	0.934742	-0.063244	0.905742	-0.128875	0.81412	0.362112	0.190923	0.530297	0.098332	-0.343177	0.568903	-0.676289	0.207667	-0.504522	0.29527	0.056015	0.910335	-0.280103	0.212212	-0.370615	0.127208	-0.7002	0.173634	-0.19577	0.739225	-0.685548	0.166526	0.198459	0.698205	0	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	all strain direction	0	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_4_9644	0.57615	0.266812	-0.44064	0.462956	0.225622	0.452933	-0.25695	0.618641	0.031663	0.951143	0.534655	0.326679	0.031186	0.954623	-0.144436	0.594253	-0.201352	0.518703	0.28064	0.636471	1.264649	0.021336	0.858778	0.087297	0.072713	0.890696	0.455598	0.044124	0.483713	0.05047	0.332721	0.519159	0.49182	0.404277	0.21682	0.647574	0.145331	0.77045	0	0	strain	0	strain	0	strain	all strain direction	0	0	0	pd1074	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	1	0	strain	0	strain	0	strain	0	strain	all strain direction	0	0	1	strain	0	strain	0	strain	0	strain	all strain direction	1
ppm_4_9724	-1.172478	0.03829	-0.515354	0.389765	-0.308791	0.30926	0.323822	0.544393	0.03376	0.947338	-0.276938	0.649282	0.289284	0.632146	0.048297	0.862522	-0.016932	0.957049	-0.273852	0.650993	0.45455	0.397714	-0.575919	0.235468	-0.257178	0.619196	-0.594447	0.011934	-0.145422	0.55144	-0.462314	0.358887	-0.166376	0.776507	-0.729344	0.139557	-0.211916	0.68269	0	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	1	0	pd1074	0	pd1074	1	pd1074	0	pd1074	all pd1074 direction	1	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_4_9933	-0.081675	0.88077	0.239202	0.684035	0.405524	0.190765	-0.07648	0.899362	-0.234808	0.654145	0.434025	0.427072	0.00254	0.996523	-0.029813	0.917025	-0.040083	0.902872	-0.337627	0.586402	-0.155603	0.752142	0.004994	0.991562	0.351092	0.48205	0.271321	0.234849	0.038208	0.880498	-0.80692	0.231392	0.968524	0.121442	0.617208	0.205304	0.373395	0.469359	0	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_5_0188	1.046157	0.063272	0.660987	0.277338	0.682813	0.039503	0.504292	0.342166	0.427876	0.443355	0.430451	0.424708	-0.355957	0.543127	0.315831	0.266516	0.523109	0.107659	0.426222	0.487535	1.395776	0.015868	0.598104	0.219112	0.476539	0.344892	0.68571	0.003315	1.009597	0.000119	1.032505	0.05547	2.602652	0.001369	0.205441	0.667587	1.384716	0.013801	1	0	strain	0	strain	1	strain	all strain direction	1	0	0	strain	0	strain	all strain direction	0	0	pd1074	mix strain & pd1074	0	1	0	strain	0	strain	0	strain	1	strain	all strain direction	1	1	1	strain	0	strain	0	strain	0	strain	all strain direction	2
ppm_5_0326	-0.134285	0.787287	-0.439171	0.46115	-0.095302	0.753126	0.253352	0.643463	0.355089	0.491027	-0.589931	0.279977	-0.399842	0.469515	-0.027578	0.920227	0.095272	0.764181	-0.212387	0.71807	-0.319775	0.515816	-0.641603	0.190016	-0.388726	0.43775	-0.493431	0.028152	-0.215093	0.361912	-0.168894	0.734992	0.100828	0.862595	-0.638338	0.191657	-0.469207	0.345404	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	1	0	pd1074	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	0	pd1074	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0
