featureID	effect_AUM2073	pval_AUM2073	effect_CB4856	pval_CB4856	effect_Combo	pval_Combo	effect_CX11314	pval_CX11314	effect_DL238	pval_DL238	effect_KJ550	pval_KJ550	effect_N2	pval_N2	effect_NS	pval_NS	effect_NInoN2	pval_NInoN2	effect_RB2011	pval_RB2011	effect_RB2055	pval_RB2055	effect_RB2347	pval_RB2347	effect_RB2550	pval_RB2550	effect_CM	pval_CM	effect_UGT	pval_UGT	effect_UGT49	pval_UGT49	effect_UGT60	pval_UGT60	effect_VC1265	pval_VC1265	effect_VC2524	pval_VC2524	flag_sig05_COMBO_path	flag_sig05_VC1265	direction_VC1265	flag_sig05_DL238	direction_DL238	flag_sig05_UGT60	direction_UGT60	dir_pd_vs_strain_Combo	sum_flag_sig05_strain_4_Combo	flag_sig05_NS_path	flag_sig05_CB4856	direction_CB4856	flag_sig05_CX11314	direction_CX11314	dir_pd_vs_strain_NInoN2	sum_flag_sig05_strain_4_NInoN2	flag_sig05_N2	direction_N2	dir_pd_vs_strain_NI	sum_flag_sig05_strain_4_NI	flag_sig05_CM_path	flag_sig05_KJ550	direction_KJ550	flag_sig05_RB2347	direction_RB2347	flag_sig05_AUM2073	direction_AUM2073	flag_sig05_VC2524	direction_VC2524	dir_pd_vs_strain_TCA	sum_flag_sig05_strain_4_TCA	flag_sig05_UGT_path	flag_sig05_RB2055	direction_RB2055	flag_sig05_RB2550	direction_RB2550	flag_sig05_RB2011	direction_RB2011	flag_sig05_UGT49	direction_UGT49	dir_pd_vs_strain_UGT	sum_flag_sig05_strain_4_UGT
ppm_2_0397	0.668284	0.192612	0.232579	0.69247	0.031803	0.9199	-0.503404	0.345167	-0.213815	0.695142	0.849229	0.132079	-0.578471	0.321935	-0.276542	0.324383	-0.185915	0.561211	-0.050605	0.931104	0.692163	0.174217	-0.375941	0.432036	0.472339	0.349324	0.504534	0.027509	0.114785	0.635308	-0.155496	0.759261	-0.727306	0.251162	0.686129	0.162236	0.887036	0.091294	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	1	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_2_0489	0.497476	0.36663	0.202314	0.731384	0.285369	0.351217	-0.136116	0.797859	-0.009945	0.984766	0.934009	0.102033	-0.23037	0.695336	-0.046312	0.867408	0.006324	0.983962	-0.019581	0.97375	0.772077	0.13155	0.133094	0.77928	0.473919	0.351415	0.44979	0.052623	0.273163	0.259999	-0.267107	0.601517	0.352509	0.564181	0.496253	0.302905	0.323592	0.547062	0	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	strain	all strain direction	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_2_0586	0.585133	0.279471	0.215116	0.715609	0.046525	0.879127	-0.112595	0.831593	-0.165725	0.751931	0.84716	0.135137	-0.035601	0.949414	-0.037779	0.890624	-0.038466	0.90283	0.47897	0.422497	0.6869	0.175519	-0.225039	0.634738	0.139234	0.778373	0.440248	0.054829	0.245492	0.308152	-0.048594	0.92445	-0.06355	0.917679	0.28813	0.545537	0.955002	0.068458	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	pd1074	mix strain & pd1074	0
ppm_2_0689	0.857916	0.139854	0.12184	0.838231	-0.187944	0.537823	-0.173619	0.738847	-0.76717	0.154749	0.920019	0.117578	-0.541632	0.336115	-0.354923	0.199122	-0.295655	0.351385	-0.518239	0.387451	0.931659	0.074626	-0.515288	0.2862	0.069534	0.888382	0.463625	0.049908	0.070708	0.771004	-0.165565	0.75438	-0.162413	0.783687	0.243567	0.60743	1.277417	0.020344	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	1	0	strain	0	pd1074	0	strain	1	strain	mix strain & pd1074	1	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_2_0778	0.525855	0.411525	0.211972	0.718734	-0.191698	0.536469	-0.257069	0.639044	-0.222336	0.673347	1.107445	0.068547	0.081564	0.882336	-0.059112	0.830565	-0.106328	0.739103	-0.418965	0.508773	0.620117	0.218933	-0.804993	0.106942	-0.035073	0.944152	0.42868	0.080047	-0.155112	0.531557	-0.268387	0.619823	-1.170481	0.067226	0.382588	0.42444	1.401899	0.012699	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	1	strain	mix strain & pd1074	1	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_2_0881	-0.074784	0.882049	0.592556	0.326473	-0.017967	0.953602	0.09222	0.86067	-0.357166	0.488819	0.81761	0.143855	0.479362	0.389648	0.162004	0.554035	0.061014	0.846096	-0.300176	0.611163	0.640639	0.205641	0.079048	0.867227	0.524014	0.306825	0.371624	0.099554	0.041944	0.861485	-0.22057	0.65739	-0.749719	0.219093	0.783345	0.115209	0.365572	0.46504	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_2_0967	-0.698459	0.171746	-0.668019	0.276036	-0.215449	0.481701	-0.891534	0.104589	-0.465958	0.384969	0.159738	0.777733	-0.538517	0.336441	-0.638397	0.023253	-0.672073	0.038835	-0.482074	0.426071	-0.321689	0.518579	0.207892	0.660502	0.116477	0.815763	-0.018754	0.933504	-0.246965	0.302567	-0.646063	0.205654	0.112586	0.849671	-0.228968	0.632831	0.465313	0.350558	0	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	1	0	pd1074	0	pd1074	all pd1074 direction	0	0	pd1074	all pd1074 direction	0	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_2_1021	-0.557586	0.267992	-0.439763	0.460195	-0.2146	0.479448	-0.362667	0.481514	-0.310022	0.547426	-0.413451	0.448229	-0.060718	0.913752	-0.293101	0.280898	-0.36452	0.240846	-0.155051	0.791314	-0.459928	0.358732	0.614344	0.207427	-0.148161	0.766914	-0.095539	0.669609	-0.322951	0.176272	-0.610089	0.230536	-0.15509	0.796129	-0.169633	0.724449	-0.041023	0.933758	0	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	0	pd1074	0	pd1074	all pd1074 direction	0	0	pd1074	all pd1074 direction	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0
ppm_2_1094	1.102987	0.060085	0.449203	0.45223	0.471756	0.125049	0.732789	0.184554	0.001437	0.997765	1.248209	0.037731	-0.336712	0.556078	0.203876	0.463443	0.371179	0.243414	-0.527431	0.381183	0.87287	0.092659	-0.873747	0.083165	-0.32912	0.565314	0.582262	0.015622	0.2543	0.306904	0.481218	0.348926	0.52956	0.372619	0.883443	0.07949	0.901988	0.083108	0	0	strain	0	strain	0	strain	all strain direction	0	0	0	strain	0	strain	all strain direction	0	0	pd1074	mix strain & pd1074	0	1	1	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	1	0	0	strain	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0
ppm_2_1186	0.466949	0.35575	-0.097496	0.869945	-0.101903	0.749792	0.211383	0.719114	-1.096338	0.064152	1.283951	0.036018	-0.35165	0.524607	-0.332769	0.252203	-0.325553	0.340688	-1.250611	0.061887	0.793077	0.124243	-0.91871	0.069365	0.024587	0.961058	0.411724	0.078125	-0.127428	0.60701	-0.431965	0.418789	-0.297883	0.614467	0.729492	0.140422	0.775199	0.13392	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	1	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	1	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_2_1285	0.781242	0.149271	-0.437975	0.46265	-0.271689	0.389089	0.117082	0.844937	-1.046591	0.065843	1.10241	0.069309	-0.508432	0.369395	-0.484622	0.095843	-0.476084	0.160437	-0.350464	0.555765	0.357055	0.476295	-1.066524	0.039209	-0.081226	0.873387	0.299814	0.203885	-0.17585	0.469486	-0.292443	0.583727	-0.750399	0.213048	0.610772	0.210327	0.294656	0.561004	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	1	pd1074	0	strain	0	strain	mix strain & pd1074	1	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_2_1379	0.713525	0.16376	0.303884	0.606374	-0.225161	0.460538	0.149268	0.778477	-0.753848	0.161219	0.560892	0.323201	-0.038102	0.944207	-0.100227	0.715196	-0.12144	0.702669	0.246557	0.68281	0.003073	0.995212	-0.903876	0.073958	-0.241842	0.633821	0.128508	0.573046	-0.123358	0.611441	-0.212473	0.684282	-0.372722	0.528742	0.281972	0.552782	0.074511	0.881805	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0
ppm_2_1462	0.735256	0.149194	-0.184889	0.755826	-0.010129	0.973648	-0.148197	0.777761	-0.233422	0.65867	0.673727	0.226678	-0.229949	0.686414	-0.198581	0.471962	-0.188948	0.549425	-0.133484	0.830689	0.259211	0.607418	-0.492696	0.3117	-0.301292	0.548807	0.161036	0.476409	0.047089	0.844911	-0.044474	0.929648	0.525878	0.373639	-0.185302	0.70438	0.24628	0.619017	0	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	all pd1074 direction	0	0	pd1074	all pd1074 direction	0	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_2_1541	0.455051	0.359517	0.169749	0.773804	0.030222	0.920881	-0.151151	0.77275	-0.275479	0.601644	0.549675	0.334369	-1.302766	0.042295	-0.336552	0.233392	-0.104314	0.740158	0.177285	0.766162	-0.182649	0.729774	-0.678102	0.167122	-0.714847	0.168585	0.098111	0.666828	-0.322817	0.184888	-0.485083	0.339297	-0.262165	0.655933	0.479623	0.318719	-0.249709	0.633649	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	1	pd1074	mix strain & pd1074	1	0	0	strain	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0
ppm_2_163	-0.143331	0.769404	-0.026755	0.964373	-0.176545	0.575063	0.133624	0.793878	-0.789205	0.1485	0.110747	0.852427	-0.206041	0.726469	-0.218206	0.434189	-0.221726	0.484033	0.055286	0.926261	-0.417894	0.410112	-0.399082	0.404251	-0.910604	0.08888	0.021255	0.925447	-0.380062	0.119251	-0.058212	0.908267	-0.558168	0.358469	0.590215	0.236357	0.016683	0.973438	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0
ppm_2_1721	-0.686477	0.176795	-0.175351	0.771776	-0.254934	0.415015	0.183851	0.719567	-0.205617	0.695134	-0.249263	0.687678	-0.072224	0.901729	-0.056211	0.838751	-0.051614	0.869179	0.012231	0.983469	-0.398471	0.42591	-0.151769	0.751745	-1.283098	0.025079	-0.178867	0.435786	-0.535305	0.03355	-0.171347	0.74818	-1.011478	0.121508	0.120427	0.804009	0.014883	0.976491	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	1	0	pd1074	1	pd1074	0	strain	0	pd1074	mix strain & pd1074	1
ppm_2_1818	-0.266987	0.608856	-0.140895	0.822313	-0.68966	0.031338	0.290744	0.581882	-0.997287	0.076395	-0.695867	0.23544	0.327423	0.567548	-0.11883	0.676453	-0.26535	0.418787	0.069049	0.908401	-0.466938	0.352453	-0.314568	0.525246	-0.550973	0.293597	-0.373361	0.113462	-0.337436	0.179017	0.144271	0.793334	-0.990555	0.143057	-0.319501	0.502707	-0.34933	0.551035	1	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	0	pd1074	0	pd1074	0	strain	0	strain	mix strain & pd1074	0
ppm_2_1902	-0.125287	0.797764	-0.318959	0.594009	-0.056373	0.858153	0.806811	0.136887	0.782357	0.15427	-0.082147	0.880861	0.435888	0.43174	0.459511	0.100695	0.467595	0.149358	-0.534545	0.373156	0.621082	0.232007	-0.289671	0.549033	0.120507	0.807702	-0.296623	0.188272	0.150715	0.531194	0.649991	0.204859	-0.40674	0.488594	-0.516489	0.311702	-0.449031	0.366332	0	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0
ppm_2_1972	-0.220954	0.658032	-1.282739	0.058603	-0.42143	0.169811	-0.131067	0.801319	-0.62621	0.235416	0.867533	0.136184	-0.530753	0.357461	-0.57121	0.043803	-0.584079	0.072574	-0.143656	0.813157	0.256711	0.614377	-0.337735	0.487964	-0.133189	0.796175	0.138466	0.542548	-0.220125	0.365413	-0.470882	0.353793	-0.736368	0.225535	-0.053125	0.912155	0.690758	0.175367	0	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	1	0	pd1074	0	pd1074	all pd1074 direction	0	0	pd1074	all pd1074 direction	0	0	0	strain	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_2_2055	-0.204239	0.677895	0.06656	0.910434	-0.177696	0.584471	-0.295203	0.572971	0.565708	0.283659	0.671456	0.259592	0.282555	0.607551	0.155187	0.570013	0.113501	0.718391	0.542864	0.370368	-0.471547	0.343318	-0.62018	0.207104	-0.792248	0.131416	-0.27177	0.233744	-0.514098	0.044913	-0.563296	0.306504	-1.738492	0.03126	-0.240925	0.615543	-0.705316	0.171372	0	0	pd1074	0	strain	1	pd1074	mix strain & pd1074	1	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0	1	0	pd1074	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	1
ppm_2_215	-0.212989	0.667419	-0.743294	0.23428	-0.379967	0.271022	-0.68482	0.204897	-0.82612	0.130046	0.981536	0.117416	-0.254818	0.643877	-0.622227	0.026972	-0.751616	0.021576	-0.264988	0.666006	-0.546066	0.276605	0.060931	0.897397	0.609924	0.237879	0.141333	0.543647	-0.52526	0.040139	-1.054945	0.049433	-2.638626	0.001604	0.931927	0.076873	-0.704118	0.171749	0	0	strain	0	pd1074	1	pd1074	mix strain & pd1074	1	1	0	pd1074	0	pd1074	all pd1074 direction	0	0	pd1074	all pd1074 direction	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	1	0	pd1074	0	strain	0	pd1074	1	pd1074	mix strain & pd1074	2
ppm_2_2257	0.393478	0.441041	0.574197	0.340784	0.296996	0.331239	0.374739	0.478809	0.275407	0.596481	0.17781	0.747097	0.749499	0.191603	0.475805	0.085576	0.392889	0.21362	-0.223008	0.704153	0.222719	0.658194	0.23557	0.635249	0.297735	0.579532	0.366733	0.109692	0.090406	0.708654	-0.138506	0.78551	0.279925	0.632736	0.328654	0.506151	0.688062	0.182448	0	0	strain	0	strain	0	strain	all strain direction	0	0	0	strain	0	strain	all strain direction	0	0	strain	all strain direction	0	0	0	strain	0	strain	0	strain	0	strain	all strain direction	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_2_237	0.01922	0.968621	-0.018745	0.974778	-0.100993	0.747686	0.034314	0.949403	0.117599	0.817279	0.912031	0.15485	-0.003361	0.995194	0.03803	0.889546	0.051158	0.87069	-0.211993	0.728823	0.449783	0.369564	-1.183221	0.025453	0.603121	0.237755	0.034395	0.884992	-0.077521	0.759123	-0.410916	0.469722	-1.68334	0.015578	0.472934	0.331194	0.162383	0.768836	0	0	strain	0	strain	1	pd1074	mix strain & pd1074	1	0	0	pd1074	0	strain	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	1	pd1074	0	strain	0	strain	mix strain & pd1074	1	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	1
ppm_2_2476	-0.544008	0.279794	-0.652563	0.283655	-0.423315	0.175967	-0.573202	0.278012	-0.569431	0.280636	0.781628	0.202386	-0.584388	0.299521	-0.59132	0.032853	-0.593533	0.062216	-0.655012	0.283341	0.182254	0.716744	-0.132148	0.780093	0.18999	0.701403	0.046507	0.839045	-0.357678	0.151963	-0.709958	0.21003	-1.478788	0.028022	0.22201	0.640573	0.157285	0.765995	0	0	strain	0	pd1074	1	pd1074	mix strain & pd1074	1	1	0	pd1074	0	pd1074	all pd1074 direction	0	0	pd1074	all pd1074 direction	0	0	0	strain	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	1
ppm_2_2579	-0.682663	0.17786	0.140504	0.812216	0.033538	0.913375	-0.554589	0.296759	0.238345	0.650114	0.847878	0.148042	-0.375097	0.498361	-0.144611	0.598218	-0.069668	0.825453	-0.069406	0.908302	0.209773	0.677144	0.058173	0.905364	0.670918	0.191805	0.227313	0.326654	-0.072852	0.770049	-0.662403	0.255252	-0.896118	0.143048	0.445392	0.359768	0.674053	0.213274	0	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_2_2768	-0.440703	0.378266	0.896411	0.153515	0.118311	0.704585	-0.648266	0.238574	0.33919	0.567863	-0.040151	0.941899	0.885299	0.168711	0.291301	0.331939	0.125821	0.71093	0.421573	0.478321	-0.257665	0.604847	1.421651	0.010485	0.491655	0.338386	0.223912	0.329991	0.120019	0.613742	-0.042287	0.931784	0.094864	0.870884	-0.005649	0.990442	0.397761	0.432414	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	1	strain	0	pd1074	0	strain	mix strain & pd1074	1	0	0	pd1074	0	strain	0	strain	0	pd1074	mix strain & pd1074	0
ppm_2_2916	-0.583536	0.244732	2.523831	0.011646	0.062978	0.843178	-0.347541	0.503381	1.331974	0.024516	-0.30171	0.582422	1.033272	0.207735	0.726051	0.029002	0.665619	0.067276	0.271277	0.706765	-0.542437	0.302059	-0.358093	0.459108	-0.500963	0.321328	-0.370152	0.100017	-0.377658	0.129103	-0.681822	0.187701	-0.050184	0.93127	-0.74513	0.133106	0.138705	0.778493	0	0	pd1074	1	strain	0	pd1074	mix strain & pd1074	1	1	1	strain	0	pd1074	mix strain & pd1074	2	0	strain	mix strain & pd1074	2	0	0	pd1074	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0
ppm_2_2952	0.306906	0.532953	-0.536074	0.371991	0.037203	0.902571	-0.076127	0.884154	0.123123	0.819615	0.397541	0.460183	-0.32697	0.554647	-0.183582	0.50588	-0.136135	0.668924	0.075118	0.900398	0.239662	0.625245	1.073007	0.038343	0.60048	0.260734	0.442984	0.048343	0.115072	0.631285	-0.155058	0.755723	-0.23359	0.689226	0.148938	0.752969	0.36583	0.459171	0	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	1	0	strain	1	strain	0	strain	0	strain	all strain direction	1	0	0	strain	0	strain	0	strain	0	pd1074	mix strain & pd1074	0
ppm_2_3006	-0.280562	0.572155	0.970353	0.130264	0.000206	0.999449	-0.567608	0.311676	0.019085	0.970229	-0.194121	0.715333	0.424625	0.545326	0.130036	0.659773	0.066683	0.837729	0.460734	0.439637	0.210318	0.673577	-0.057236	0.903466	-0.255717	0.608112	-0.190671	0.388393	0.068983	0.770687	-0.048321	0.92251	0.106815	0.854308	-0.087137	0.854422	-0.362963	0.470328	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	0	strain	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0
ppm_2_3109	-0.167548	0.733193	1.062217	0.118101	0.427307	0.174444	-0.518493	0.348943	0.943796	0.097187	0.217134	0.685696	1.052367	0.105167	0.55267	0.068218	0.413576	0.227456	0.425449	0.474406	0.946068	0.071352	0.656578	0.182809	0.536958	0.290777	0.278692	0.216341	0.524318	0.030006	0.167502	0.737704	0.568838	0.341077	-0.045628	0.925399	0.779243	0.131907	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	1	0	strain	0	strain	0	strain	0	strain	all strain direction	0
ppm_2_3199	0.210702	0.668909	-0.073863	0.907244	-0.492658	0.128304	-0.45572	0.380999	-1.181564	0.045304	0.389678	0.478497	0.707301	0.216953	-0.256514	0.372214	-0.580882	0.080484	-0.210618	0.720153	0.283827	0.570327	-0.996581	0.056794	-0.140237	0.784198	0.033132	0.884858	-0.142345	0.556404	-0.158179	0.756691	-0.716415	0.254232	0.123892	0.801298	0.412068	0.415954	0	0	strain	1	pd1074	0	pd1074	mix strain & pd1074	1	0	0	pd1074	0	pd1074	all pd1074 direction	1	0	strain	mix strain & pd1074	1	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_2_3246	0.231182	0.640142	1.244107	0.062622	0.780572	0.013991	1.312522	0.026711	1.305717	0.026829	-0.781377	0.172571	0.095293	0.864767	0.948608	0.001531	1.290827	0.00027	0.583161	0.346497	0.765517	0.134555	0.19582	0.679487	-0.087472	0.863222	0.101628	0.649193	0.457435	0.059286	0.399085	0.427833	0.762895	0.206073	0.439934	0.362195	0.171476	0.726656	1	0	strain	1	strain	0	strain	all strain direction	1	1	0	strain	1	strain	all strain direction	2	0	strain	all strain direction	2	0	0	pd1074	0	strain	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0
ppm_2_3291	-0.157384	0.748201	-0.702083	0.269909	-0.642547	0.039737	-1.091331	0.056142	-0.812405	0.133586	0.773086	0.165138	-0.106809	0.847328	-0.672075	0.018946	-0.877479	0.008693	-0.218519	0.710207	-0.44944	0.367714	-0.63591	0.192927	-0.044988	0.928076	-0.067469	0.763696	-0.408916	0.088483	-0.565925	0.265177	-0.898198	0.152046	-0.356041	0.460822	0.25488	0.610752	1	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	1	0	pd1074	0	pd1074	all pd1074 direction	0	0	pd1074	all pd1074 direction	0	0	0	strain	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0
ppm_2_3364	0.766135	0.188252	0.056192	0.923424	-0.687036	0.035676	0.327571	0.553319	-0.940861	0.103278	1.110139	0.067736	-0.221012	0.686516	-0.185162	0.512123	-0.172167	0.601538	-0.438114	0.463597	0.569074	0.257457	-0.418646	0.381962	-0.205065	0.68614	0.320042	0.173569	-0.274785	0.264263	-0.319131	0.535798	-1.698109	0.013875	-0.008557	0.985925	0.625273	0.222234	1	0	pd1074	0	pd1074	1	pd1074	all pd1074 direction	1	0	0	strain	0	strain	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	1
ppm_2_3474	0.699007	0.200429	-0.020697	0.9719	-0.734005	0.02407	-0.071262	0.900843	-1.576866	0.0132	0.952522	0.109586	-0.568259	0.335372	-0.513904	0.084104	-0.495361	0.150508	-0.615256	0.310736	0.709969	0.162353	-1.105502	0.033752	-0.407977	0.42122	0.115965	0.620565	-0.181811	0.458686	-0.018643	0.972157	-0.930163	0.131245	-0.135862	0.777046	0.435278	0.383097	1	0	pd1074	1	pd1074	0	pd1074	all pd1074 direction	1	0	0	pd1074	0	pd1074	all pd1074 direction	1	0	pd1074	all pd1074 direction	1	0	0	strain	1	pd1074	0	strain	0	strain	mix strain & pd1074	1	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0
ppm_2_3585	0.394335	0.436589	0.06029	0.918453	-0.485253	0.124601	0.307968	0.569176	-1.029233	0.077299	0.991783	0.09773	-0.128962	0.813495	-0.177683	0.528339	-0.195317	0.552562	-0.328399	0.584149	0.611126	0.224489	-1.14789	0.028612	-0.39767	0.43207	0.162087	0.48337	-0.1804	0.457287	-0.178761	0.729174	-0.902565	0.145966	0.114834	0.808062	0.611814	0.226504	0	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	1	pd1074	0	strain	0	strain	mix strain & pd1074	1	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0
