featureID	b1_aos_122	b1_aos_127	b1_aos_129	b1_aos_142	b1_aos_145	b1_aos_149	b1_aos_27	b1_aos_32	b1_aos_43	b1_aos_46	b1_aos_48	b1_aos_50	b1_aos_54	b1_aos_58	b1_aos_65	b1_aos_67	b1_aos_76	b1_aos_78	b1_pool_mutant	b1_pool_mutant_20200729045723	b1_pool_natural	b1_pool_natural_20200729044422	b1_pool_pd1074	b1_pool_pd1074_20200729051024	b2_aos_102	b2_aos_103	b2_aos_106	b2_aos_107	b2_aos_108	b2_aos_124	b2_aos_130	b2_aos_165	b2_aos_167	b2_aos_170	b2_aos_173	b2_aos_174	b2_aos_175	b2_aos_188	b2_aos_192	b2_aos_199	b2_aos_200	b2_aos_53	b2_aos_56	b2_pool_mutant_b2_01	b2_pool_mutant_b2_02	b2_pool_natural_b2_01	b2_pool_natural_b2_02	b2_pool_pd1074_b2_01	b2_pool_pd1074_b2_02	b3_aos_184	b3_aos_185	b3_aos_27	b3_aos_28	b3_aos_35	b3_aos_36	b3_aos_37	b3_aos_38	b3_aos_40	b3_aos_42	b3_aos_43	b3_aos_54	b3_aos_71	b3_aos_74	b3_aos_78	b3_aos_86	b3_aos_90	b3_aos_98	b3_aos_99	b3_pool_mutant_b3_01	b3_pool_mutant_b3_02	b3_pool_pd1074_b3_01	b3_pool_pd1074_b3_02	b4_aos_100	b4_aos_107	b4_aos_109	b4_aos_111	b4_aos_116	b4_aos_124	b4_aos_125	b4_aos_134	b4_aos_140	b4_aos_171	b4_aos_180	b4_aos_73	b4_aos_81	b4_aos_82	b4_aos_84	b4_aos_87	b4_aos_92	b4_aos_93	b4_aos_95	b4_aos_96	b4_pool_mutant_b4_01	b4_pool_mutant_b4_02	b4_pool_pd1074_b4_01	b4_pool_pd1074_b4_02	b5_aos_179	b5_aos_181	b5_aos_187	b5_aos_196	b5_aos_26	b5_aos_33	b5_aos_39	b5_aos_41	b5_aos_43	b5_aos_45	b5_aos_47	b5_aos_51	b5_aos_54	b5_aos_66	b5_aos_70	b5_aos_75	b5_aos_78	b5_aos_79	b5_aos_83	b5_aos_87	b5_aos_91	b5_pool_mutant_b5_01	b5_pool_mutant_b5_02	b5_pool_pd1074_b5_01	b5_pool_pd1074_b5_02	b6_aos_101	b6_aos_102	b6_aos_105	b6_aos_107	b6_aos_114	b6_aos_118	b6_aos_120	b6_aos_133	b6_aos_135	b6_aos_140	b6_aos_166	b6_aos_167	b6_aos_169	b6_aos_186	b6_aos_188	b6_aos_193	b6_aos_198	b6_aos_85	b6_aos_88	b6_aos_90	b6_aos_94	b6_pool_mutant_b6_01	b6_pool_mutant_b6_02	b6_pool_pd1074_b6_01	b6_pool_pd1074_b6_02
met_158	14277399	51282392	5633347	9929402	7471195.5	11093410	21429550	6999588	38906120	6664663.5	18177368	3887709.75	15620076	10785617	3942899.75	17938842	35533104	35828668	11631956	14133661	18297884	20472320	21667150	25356612	18076772	12874652	17164018	22345168	10038199	11548573	101029608	44397660	21014196	15956412	24764698	9798104	17919616	40861664	38543108	22235244	54493760	10328594	10552909	16681483	18744820	37448512	42844564	32088708	36706448	28519126	63493792	23251576	14991127	14945284	4846685.5	21248826	22785778	6723649	30227668	42867012	14853499	45795636	41723688	29753486	23935892	59322964	20330534	41346548	24598892	30827088	50768444	50153108	47504304	19107038	57751996	39910620	13754512	12730781	12813569	43347944	25912006	13081142	29189054	13166313	9807983	17651090	18081858	18577674	55809948	18728280	8351251	33996484	33845964	38236248	22579868	24612312	35578892	41221460	35344776	25298836	18746176	18398410	39395852	19180514	39138844	14057348	30472958	65793244	19084232	38072180	10036111	45946740	31778272	49308368	25082090	26985234	35315356	29602248	40451124	33354724	34997384	13634067	7963581.5	40324344	19517882	28239856	24495402	35266156	29540390	44662500	37404848	33370766	32751928	9918491	44561780	58399996	42261320	12439147	23674482	26240856	80623144	52896324	37665396	49859464	35012860	34106040
met_159	60014636	182029056	21901738	36312732	27503576	38955776	63399616	26690390	149155808	24769132	70975968	15424780	59905052	43830956	14986628	67972536	138216048	129010072	44626564	49266364	78563064	81731392	88033592	91364480	60052252	47785948	63459552	75393600	41217056	45353464	402115328	167283168	86582896	62097904	97910464	41219116	69017960	165693616	148315056	91439272	222689920	33323898	33923260	75169648	76300416	159464224	166350672	133398136	131481144	114087160	219306816	78748984	52978376	68205280	18834574	81295688	95208952	27074402	117663400	164148048	57327820	166686624	159768736	114353120	91138672	249980800	80424896	160284672	109479960	123501888	209393888	194694624	184001440	74307648	243679888	152363344	56553896	52134596	50779196	170060848	105350208	54109976	116988392	45430576	34002588	66807060	74455104	69389960	224914976	66817964	29958836	142070496	139659760	144051920	93948104	94409592	144844272	155321792	140283856	103407584	73388552	71318792	157943664	74943192	156905424	59567000	109795072	230205280	69523576	149084384	40955464	180277984	118380688	179511872	91628200	108417968	128642384	132457520	142503792	130467832	133356520	40750288	24776102	124447200	57205812	97016696	82920296	116771840	97161656	144302448	123265152	108416672	109674904	34561304	145226480	195214864	142142592	40976456	81571864	88613536	270809376	173383632	118744208	161482080	102406080	100527264
met_161	911067.5625	2798777	312569.25	623951.9375	431277.3125	593966.3125	1273567.375	441559.5313	2252716.5	353553.0313	968709.6875	241748.3125	884604.625	715297.3125	234079.8281	976913.3125	2087744.875	2186017.5	692617.5	776208.125	1112677	1130570.375	1201224.125	1506645.25	1099618.75	821817.6875	1064808.125	1444367.5	557149.75	620665.3125	6221587	2538874.5	1291530.625	846588.0625	1457066.875	595849.0625	1065723.875	2475045.25	2364594	1273741.375	3114532	646101.5	591686.625	1083289.625	1025892.375	2169580.25	2398751	2029201.625	2024618.875	1837714	3395936	1340797.25	949791.875	849363.75	275378.2188	1364708	1377673.5	375425.7813	1765567	2565861.75	808449.3125	2478842.5	2248370.75	1680661.375	1239454.125	3539049.75	1157635.875	2339174.5	1300856.75	1803636.125	2855913	2939535.75	2746693.25	1078564	3618251.75	2158562	854704.5	790928.1875	723599.6875	2400845.25	1382328	769795.625	1574119.625	763606.875	594915.4375	1014954.438	1102833	1007799.063	3641621.75	1234579	523569.3438	1967521.25	2054105.625	2226246.5	1323620.75	1354515.875	1937170	2613101	2022713.5	1428562.25	1130245.75	1094726.875	2456860.75	1007042.625	2212146	871233.4375	1715482.75	3483669.75	1025608.75	2228246.5	549714.625	2831046	1689103.625	2678354.75	1571914.375	1657557.625	2186718	1753848.625	2180254	1875233.125	1917798	846141	412652	2379202.5	1121447.5	1723376.875	1295341.75	2062974	1591495.625	2360288.5	2021745.5	2167827.75	1760082.25	510980.8125	2424167.25	3303078.75	2309010.5	673511.1875	1302376.25	1524066.125	4635086	3026308.75	2052095	2725300.5	2127469	1968243.125
met_171	5741427.5	1996664.875	1510244.625	616812.125	864165.5	1226642.75	1295216.5	399639.6875	2155491.75	13625.37305	1572546.25	177458.8125	1422275.375	3105116.75	1232940.75	9512895	3823372	5605873.5	4288407	4783135.5	1840697.625	1980750	2412489	2697335	497180.2813	182933.3125	244498.1875	391510.5938	5708044	4031572.25	4584896.5	1958464.875	1465731	1740418.25	10728028	517858.125	947488.0625	3394282	2261127.5	1931330.75	5091707	727577	153554.4375	8298366	8555469	3076862.25	2816373.5	5499012	5438674	933479.75	6712821	407475.5	928153.875	883610.9375	36866.92578	6944286.5	1487282.375	256729.7031	2837722.75	1882403.25	515490.6563	15548188	4338477.5	3825262.5	1930280.75	3935741	1133190.75	3583873.5	4003673.5	3759053.5	4820585	3883524	1212745.75	3686567.5	2759359.5	1304904.875	9382425	5465946.5	1440737.5	1451484.75	3225511.75	4020325	1150024	129923.1484	116947.4688	1142029.75	587435.3125	2854294.25	4483466.5	364005.9063	984336.4375	936878.6875	3185586.75	2957380	2581454	3046872.5	2957432	1434516.625	15402636	7989695.5	2920499.75	1950563.5	529855.375	461108.8438	833839.3125	3680401	934872.875	2204072.25	1505322.875	8376816	15196639	5656762.5	3505984.75	7524119	324502.4375	4809203	423156.2813	4684785.5	4662748	3004952.5	2801993	429452.5313	1013520.063	736747	639108.5625	1658834.75	5242532.5	1308705.75	1695801.625	4585594	1704540.875	551049.9375	2512182.75	1426812.5	10208660	4031787.5	7769780	1677337.25	498222.1563	2232169.5	3443787.75	1989740.375	979488.4375	7495341	1603017.375	1466786.25
met_173	18711928	96763192	31449018	31397314	22974090	23545318	36733828	11340983	49614064	7468406	25744328	5676543	21245230	27066072	10119302	36033960	57608816	48440048	18469562	24220620	31308786	45202664	30997858	36334364	31468860	31839292	31570466	50792044	22472936	35472136	142611200	49933932	28243180	29801212	35305220	22959762	24217504	43740244	39464480	16388002	63241092	22717498	22596482	31260566	33878616	51783096	45337788	39948348	35874076	40681740	64329500	28048894	33657472	49383212	7532818	30758802	27145372	11425210	29426974	49132248	17815598	62417780	93573520	35281824	27051280	59096980	40187884	42675768	42743928	46670876	46238896	46420184	53051268	23493628	28537486	41641484	15531581	23884792	23546476	54508060	31530228	19450608	33778960	22850934	13167933	17724972	29857762	13054109	37873392	28222952	19122918	42616752	35393544	37411628	32420448	31063802	60068484	48948104	56406144	22929442	23847826	18041308	39481216	51891896	34197772	24628288	25431648	59110484	14649024	32580936	13555415	40585736	28184978	35002408	43852812	16944898	41631676	34189136	35815600	32493272	34066476	18861332	31369548	41347540	31455086	41851468	13192465	34819044	12516743	24107448	29557468	21193758	14154475	15725290	24703368	34619044	27452042	18638804	13030832	13289549	47256740	52621764	37428160	27629690	42425104	36765524
met_175	3419925	340279.875	222919.8906	872072.5	307050.3438	601690.625	1405683	158414.1875	405705.25	152454.6875	219866.2813	400052.5	676060.5625	131893.375	234036.9531	350371.125	303541.125	890094.375	1933279.625	1938374.625	690757.6875	784143.3125	607909.0625	715226.125	640420.5	381573.5625	1194750.125	1446206	418921.625	436480.0313	1728606.25	1267261	282015.125	651752	1304515.125	1333036.75	748721.625	7923312	4629587.5	1282881.25	2330226	259222.7188	975790.5625	790755.8125	823285.625	1369384.25	1602167.375	2004140.5	2019380.5	3844346.5	4708775.5	1455436.5	2582819.25	127030.8828	463883.9375	3107143	1550470.625	132143.0938	1243523.875	388906.25	778345.3125	4040267.25	2507287.75	873678.625	916355.6875	3809674.25	2506081.75	1957619	2127686.25	2212576.5	2510280.5	2535430.5	4774508	967193.25	2040793.75	2882254.5	511153.1563	238281.7969	1176709.125	3957083.75	1326638.75	587197.875	481353.2188	1629986.75	549552.9375	822391.5625	2730546.25	337662.0625	2012749.875	1523946.375	759478	3215799	2194062.75	2499016	1092891.375	1392572	6829515	610153.75	276447.8125	768654.1875	1955365.375	275002.8125	172696.75	170877.3125	407814.4375	2892089.75	459531.5625	5306789	887125.375	98440.20313	114633.3359	4738366.5	1256432.375	5149621.5	232818.0938	342574.6563	2931223.25	2376687.5	2536374.25	1459101	1470553.875	857087.8125	356038.0938	3018560.5	1284041.75	16826550	1500589	1782411.25	3560481.25	3570141.25	2087640.5	1419087.75	256524.7031	882124.125	2511325	10121480	195255.9844	1574913.375	2110463.5	1188595.125	3842399.5	5950597.5	2501484.75	3460533.5	1965620.125	2753475.75
met_182	25745848	51172396	12866533	13195044	7450939	11660376	14173794	4444536	11618153	1851482.125	11710812	2659509.25	22361310	31029604	6040582	20158570	36219360	33652240	16568657	18033086	14394903	16603029	16700839	17759274	52701172	54690316	25318480	50234332	14166415	13257095	49134496	27851594	28095026	38000064	45294956	8601397	27319980	22298966	30028004	33781304	28872198	35073136	28580478	27362800	30046522	35353088	41681212	33546732	37258008	27629212	54060840	13577646	44674936	15926354	2871062.5	31343398	18575444	6036600	34730044	15162095	9899396	45090020	37022024	17115808	43423326.91	31608076	16542313	33870864	28954464	32595654	44066580	22776222	79033928	25041536	80183936	14358217	14213315	15420176	15981777	96062632	24952632	12287854	45607540	36352604	9367813	16341257	20359366	14672403	28950440	45496100	26029688	19142584	42151880	46547936	29575116	33662092	78624864	45622052	78592904	27096462	11194405	10977565	36213748	10433780	10102830	23891236	5383905.5	14302746	30531904	17630616	19920750	58537392	18425526	48361568	44063312	14691672	39850580	36037580	43064332	28091806	18628632	59890540	125203320	70747488	108938744	14443034	56687480	30154862	36431760	85130920	20156914	44006864	66849296	15806381	57423436	49408104	63055016	31443140	37695332	21906614	46413900	63445540	73696600	57566308	86378464	51191196
met_188	138781.8906	945153.5	96391.01563	44413.23828	112288.8828	54598.375	388885.7188	156465.375	1140718.625	8468.209961	361387.7813	37840.28125	209329.7188	148702.0469	100124.9844	22533.38281	10157.2334	21064.39063	145551.0625	177682.6719	151775.4844	206027.1406	353325.7813	447724.5938	50993.59766	43356.33594	276132.7813	80033.25781	186338.375	269722.125	116682.875	1038152.875	922202.75	475424.25	103945.0859	159117.1094	180255.3281	586237.4375	609902.625	33534.34766	2406414.75	67434.23438	114481.0156	133338.4063	186726.4844	454373.375	584927.5625	873483.5	956526.3125	26736.21094	448787	633243.25	24093.50586	34915.55859	30905.32422	50667.13672	372658.4375	82162.91406	43539.52734	1304045.5	153780.9063	47934.08594	139648.0625	491379.4063	65913.17188	581656.75	149804.5781	93912.39844	95848.46094	123204.4219	1547665.125	364136.6875	318506.25	37909.60156	60190.10547	37123.27344	438220.4688	5858.554199	205231.4063	1148458.875	13816.87891	380634.875	132405.0781	24018.23828	300018.6563	184762.25	36606.43359	31283.36328	1204764.75	16767.33594	113941.9453	174281.7656	462727.875	577694.3125	66468.79688	68273.09375	116760.9531	124310.1172	15985.89844	15536.73242	399925.375	323149	87261.60938	260634.8594	1014207.438	52523.08594	545360.625	36087.44141	215237.25	602117.625	12537.52637	126055.3281	658415.1875	63879.31641	29177.69922	71884.91406	50333.31641	234503.2031	275618.9688	375353.0313	232631.5469	1386481	1874065.25	263808.0625	2094848.125	13042.08496	58396.125	514032	767469.5625	97083.66406	661887.8125	1355383	69194.55469	83214.67188	117307.3203	81252.79688	1618241.875	339077.0625	45880.84766	1270300.125	4050898.75	781962.6875	1328934.875	887184.0625	1894478	988926.3125
met_194	26738980	32377374	9293691	39475364	21471132	27624560	5193278	23797818	23245742	32615490	28485902	9620800	22338066	6580112	4877619.5	30138494	10010512	11222944	21240920	29425120	15942166	24025872	13197391	16524040	9905018	7544128.5	8784624	7046707	21877864	6499249.5	39791364	22176048	7214297	56556896	26898824	20039020	30598288	4705081	4459712	10457411	7773104	9949975	10397291	23198780	28050196	16432713	20438984	6314557.5	8048013.5	1348326.5	27666600	15627353	8821570	7752852.5	17156042	72082776	46836264	24787938	4443840	60314648	26713514	59224784	21771004	17258036	47938212	30961752	1814377.75	42228084	24457282	27342564	40532096	44164880	19251706	15144117	8087918	5670847	33177352	8168937	697418.3125	21921998	40100028	32256680	18460060	456094.7188	9165163	40766404	1662670.75	8456336	26822408	1353413.25	23424634	17341730	17370864	19723854	14654703	18308728	10888498	26143708	67580880	16773454	48600500	44955036	22044100	9321139	41101100	33308892	32045368	31221194	32059338	30105506	11869085	23765426	13825943	11898188	14791363	13487591	10960710	26644144	37337608	19250288	21197538	63608632	62569700	51755160	58675472	13846629	88540584	140118192	80248600	105514120	87179952	194275952	53254276	99042144	31137202	26885428	222470656	73763760	103656648	64458636	73008448	30672396	138783824	90880992	104931832	86026544
met_2	3826936.5	7551305.5	1690006.375	2515489.25	1729766.875	2469805.5	3848199.75	1144976.625	4258536.5	503487.125	2721642	689333.5	1665284.375	1947616.625	883593.8125	3089871.75	4868676.5	4150453.5	2519656.25	2609253	2546857	3721200	2836923.5	3591576.75	4588232	5664803	4362998	4772169	2318981.25	3277507.75	4948819.5	5361996.5	4133981.25	3011662.75	4172218.25	1619217.625	3778771.5	3316869	4646992	3217971.5	5019261	3327107.5	3497194.25	3036836.25	3594487.75	4336094.5	4365507	3843494.5	4095486.75	3381053.25	4694667	3576991	2842508.25	3505799.25	846479.125	3444920.75	3926656.75	1219609.625	3611271.5	4554662	1853573.875	4974799	4482391.5	3205236	2183442.25	6361935.5	4482021.5	4908523.5	3668739.25	4053689.25	4669678.5	6348845	4155294.75	2585423	3840474	2229085	2345344.75	2326822.25	2364323.5	5086732.5	2990362.5	2419086	4956413	3004529.75	2034138.25	2612678	2394214.5	1820306.125	5254620	4039472.75	3254258.25	3730022	3210940.25	3491725.5	3176968.25	4091406.5	4989946.5	5691615	4453736	3028514	3168011.25	2557009.75	7359048.5	4096874.5	4400606.5	2361447.5	3211037.75	4617698.5	2013783.25	5514744.5	1740247	6634942	3713980.75	5727502.5	5379652	3049285	5643421	4514251	5176276.5	3981057.25	4594188.5	6367879	6902796	7674850.5	7509450.5	5195910.5	4905917	6419383.5	5064008	6325853.5	4950791.5	8252293	4673257.5	2920776.5	4265847.5	3832461.75	6519872	1746280.75	4059678	6374311	6608675.5	7708060.5	7514747	5350533	7724973	6411676
met_214	445598.9688	89323.40625	48682.46484	233784.8906	743110.5	109538.3193	28137.13867	601831.375	213998.0469	89080.125	423643.5313	49065.77344	57286.28516	205114.0156	22304.53125	157660.4688	63498.51563	231618.9844	471339.5938	508040.1563	178892.0938	217317.5313	119041.1719	159602.3906	55898.65625	27983.16016	57903.375	18140.91406	511885.0625	74273.79688	401743.2188	411700.6875	129754.6641	2281277.75	540759.4375	347253.75	350518.625	110781.1172	124345.8672	385189.9375	251054.9688	123247.8828	75510.48438	504279.1875	531871	539734.25	464495.7188	115215.9375	112900.4141	13209.7627	321834.0313	24790.75391	14332.15137	59549.92578	178615.2813	330026.2188	115175.2813	229879.2813	63898.59766	354055.7188	63811.78125	248594.7969	26810.91406	165600.625	158783.7031	127424.5938	23093.29492	243378.2969	119259.0078	116002.9766	149637.8281	265791.25	96503.25781	29884.38477	56308.96094	30975.3457	135160.3125	42065.61328	29157.45117	178277.9531	276346.8438	315577.0625	172268.0781	0	35634.125	103775.0234	17888.67773	18479.21289	161663.5	0	59371.89453	120921.4063	104717.6641	98447.0625	89994.125	89595.23438	30746.55469	131222.0625	185304.1563	178164.2031	90062.20313	197244.6875	240353.25	64854.97266	304027.1563	228314.0313	200503.2188	240766.8906	56960.68359	43651.98438	33269.75	67562.64844	132999.6719	98932.75	24636.40039	26283.50391	23014.68164	83510.59375	134220.875	94972.625	188911.0625	92469.75781	83217.05469	48414.85938	28303.18945	37896.70703	292899.25	482391.8438	178951.4375	211849.7188	281723.4688	446178.375	181020.9531	641452.0625	99055.11719	86669.78906	536415.5	190441.4688	252651.0781	213037.5	129226.0547	162556.0469	268280.9375	141161.6406	49315.48828	81840.875
met_222	2063856	2406666.75	810863.75	1004368.063	428271.5	871581.5625	1241696.125	404142.0938	1476327.5	182858.1406	1189000.75	370065.6875	1023995.375	818386.875	554827.4375	1021440.563	1432890	1837079.625	1163998.25	1291239.625	984068.375	1038207.75	1158577.625	1302671.375	2128292.5	1592085.25	1975794.125	2178079	1066290.125	1032877.688	2676623.75	2667404.75	1286151.625	1457883.375	1828291.75	761245.6875	1227573.875	1950708.5	2192255.25	1348464.875	2923140.5	1160438.625	1609143.25	1549493	1486176.875	1721305.125	1874944.875	1716971.5	1835076.5	1438204.5	2705545.75	1182464.375	750814.0625	636942.625	243960.7813	1746638.625	2110302.75	313173.375	1563134.5	1518534.25	890520.25	2466664.75	2026259.75	1296036	1386115.875	3702793.5	2110104.5	1951585.875	1373003.375	1498148.25	2424354.5	2360756.75	1887537.125	982560.75	1896009.125	742206.125	1288423.875	653518.3125	850501.25	1532997.5	1136999.75	882302.9375	1667942.875	1067527.125	1130827.75	1232440.875	1089882.5	946343.125	2443272.25	1733330.5	985257.375	1081271	1355997	1589087	1106604.875	1299169.625	1567297.875	1915147.375	1830812	1069545.125	807897.5625	1079016.5	1368490	424295.5313	1181232.25	660548.375	620624.5	1612472.125	855437.25	967471.625	485927.6563	2331302.75	1173798.125	2116051.25	1391224.75	1210801.125	1952048	1225884.375	1542456.75	1258160.5	1401054.125	2340034.25	3861842	3144111.5	3737819.5	2343181	2826335.5	2416732.75	2456347.75	2883717	1973695.375	4716787	2283317.5	1301759.5	1962032.875	3269459.75	2811753.25	1679738.5	1541679.5	2711527.75	5120443	3495151	4763560.5	3088990.75	5805100.5	3852573.75
met_224	945769.625	1289466.125	379522.1563	500829.0938	205866.5313	409690.9688	539532.1875	162079.75	686669.875	80797.17969	507477.6563	159845.8125	452831.6563	343656.3438	243529.8281	484900.7188	681235.0625	832648.1875	601160.0625	595896.375	406635.875	482674.9688	577798.875	546856.75	950337.625	690234.1875	907293.375	963287.125	488418.0313	479226.0625	1273162	1330671.875	597343.9375	627978.4375	903695.0625	322245.9375	539341.25	892483.8125	1168207.25	602259.125	1381654.5	580747.8125	754068.9375	638287.4375	675151.25	846354.6875	899713.375	813678.875	900994.8125	679686.9375	1224643.5	556697.4375	358774.3438	293707.875	103684.5547	755352.125	894798.875	138015.2813	747940.3125	596612.1875	453784.4688	1198299.25	916022.0625	575764.25	649529	1709544.625	943502.625	886432.25	646985.375	651339	1252437.625	937640.3125	818598	472164.875	974192.5	348689.2813	614162.6875	312968.1875	409363.1563	722542.0625	530120.375	392514.2188	706110.4375	510784.3438	502383.5938	516597.875	449845.5625	378268.375	1185150.5	774712	414866.6563	447356.75	634684.75	720762.1875	508018.1563	556673.375	791484.6875	883558.75	802510	479549.3125	329529.5	490443.6563	664048.875	177665.7656	495749.9375	281430.4688	280081.5	739686.6875	413777.0625	387470.9063	226972.4844	1029992.563	514759.5625	1004292.5	518143.4375	534534.25	920715.8125	536258.5625	693565.3125	541739.75	681974.125	1004289.125	1688999.625	1334659.625	1677706.125	1169111	1266941.75	1016043.688	1058043.125	1208155.375	826271.6875	1725820.875	871737.4375	540488	864897.75	1396321.125	1247941.875	640970.75	715004.125	1265276.75	2043538.375	1455537.75	1945865.25	1271654.875	2198969	1709902.25
met_236	2162591	3004213.5	1663701.75	1873182.25	1329930.75	1573202.625	2538720.5	573022.9375	904333.8125	315675.6563	1044401.438	486237.8438	996448.375	1617206.5	948179.25	935623.25	1769930.625	1444448	1353378.875	1511393	1391110	1534939.625	1387509.625	1575886.625	3199064.25	2352631	2519812.25	1838472.875	1492796.25	1909348.25	2255678.75	1737945.125	1468901	2171361.75	1499583.875	1191720.625	1756906.875	2168650.25	2950481.25	1170783	1894907	2077259.625	3096899.25	1480424.625	1513623.625	2065571.375	2316478.5	2188140.5	2277569.5	1343230.625	1725436.625	2689746.75	1954402	1747865.25	516133.25	2460171.5	2338116.25	761260.875	2250159.75	946257.75	1226364.25	1408914.75	2014883	1350134.375	1973216.25	3392738.25	3084677.25	2242058.5	2003273.875	1957897	2227171.75	2723652	2574219.75	1193860	1044463.625	825078.25	1235820.5	1226711.875	1607311.125	2059654.375	1293733.875	1103318.25	1916069	3804659.25	3831513	1956665.625	1927321.5	2700335.5	1866235.25	1767433.25	1504643.875	1553705.75	1977684.375	2039870.5	1879526.25	2116148.5	2901493.75	3172941.5	2159399	1375722.5	2209548.5	531450	2198492.5	1366294.375	1016980.25	1093605	785085.3125	1097394	1496930.625	1884668.75	1163960.625	5916443	1532840	4929159.5	3531611.75	4469960	5489296.5	2445098.5	2608312.25	2668228	2655092.5	3686134	8281224.5	2675824	3387530.25	2821507.75	1806169.75	2592393	2669241	3688603	1675254.125	4383492	1770273	1000445.063	1766768.875	3312065.75	1034277.125	1558716	1837160.875	3063816.25	4571697	6435787	6032011	2253632.75	6784551.5	5394134.5
met_24	464516.6563	422204.1875	409113.75	384910.125	446246.6563	1266476.75	806909.3125	55000.04297	485993.6563	34936.56641	430168.8125	71169.71875	1052266.75	1482644.375	661414.625	556856.5625	565707.5	1426374.5	240152.4531	387538.9688	420973.2188	586247.8125	734642.125	1053962.75	1070123.125	1277193.375	753582.125	1083530.5	350489.2188	1425921.25	3925352.25	1657817.75	679744.875	1056422.875	1838834.625	379127.3125	518205.2813	5671258.5	1423064	580135.75	4687392	147128.125	1109894.625	1108894.125	1165297	1562760.25	1624215	3248274	3120731.75	2746794.5	1231189.5	488613.25	678020.5	265397.9375	33980.6875	2159745.5	466867.6875	161440.625	3296464.75	711923.1875	470827.9688	2581212.25	285914.7188	1086650.375	4050299.75	6565292.5	2543920	1976419.375	1944258	1865295.375	2004348.5	1777124.75	2213655.5	175988	1604785.75	261293.5156	260030.2813	1054367.375	1132431.125	638060.875	286459.9375	830101.0625	500352.9688	732884.75	1038352.438	1010768.688	739935.3125	390429.7813	6225039.5	229466.1875	110753.375	543580.9375	1145187	1407560.75	564637.25	556288.4375	2704754.25	837278.375	296110.7813	2661976.25	256484.0156	671030.0625	196349.5313	114509.3828	346765.7813	377948.6875	362518.875	1319133.125	782665.0625	3284007	507245.5938	1638200.375	585233.8125	2839296.25	402087.4688	653843.25	961574.6875	1372487.25	1415160.25	1083825.5	889229.5	473361.9375	515650.875	1086070.375	329043.9688	643623.625	474982.625	151001.7344	942850.125	1658221.25	207621	1681622.375	395717.2188	233418.4531	4057526	2888943.75	192134.9063	117493.5625	837386.1875	699382.3125	4640366.5	647482.5625	975919.9375	1331075.625	1545730.875	1170994.125
met_243	568729.75	575229.4375	468474.75	449542	287228.0625	419626.1875	384099.5	115973.7578	334620.5625	68069.45313	362265.9375	116998.7031	354490.3125	272031.625	180483.4844	607326.4375	494292	414805.1875	299806.2188	380457.375	336502.6563	442358.9375	374249.5	424659.0625	377290.625	509676.3125	455563.625	1005071.188	525161.625	641428.125	2199808.5	1059578	546323.875	367297.5938	1544711	465656.6875	772822.9375	6304733	2764427.25	342900.0313	1039433.75	266263.75	575095.25	806584.4375	879407.4375	930029.5625	1006576.063	1499644.5	1629389.375	3383286.5	3983242.25	361688.125	669052.0625	67971.17188	145714.625	407894.8438	256605	217983.0313	655824.25	386358.6875	379378.7813	3189683.25	1852447.125	437191.4063	509722.0938	1172123.625	1210952.5	579449.8125	1235475.5	1300097.875	1332647.75	1610827.625	3220813.25	532520.75	1226791	2598251.75	280309.7813	322411.25	710577.8125	1703307.5	499131.5313	485345.8125	328856.125	1268940.75	194458.0938	623719.3125	1934616.625	172758.4844	1363598.75	966987.875	410529.9375	2186755.5	1111541	1321048.25	632579	730050.625	5390724.5	518301.3438	2257481.75	446386.5313	280738.5938	222755.4375	350948.0938	94096.38281	354799.6875	1804096.5	240311.1875	3561409.75	508501.7813	692707.75	310809.8438	1424057.875	531836.0625	2556452.25	514127.4688	192119.3125	1303096.125	1481533	1530530.125	514720.125	574226.125	773039.75	665402.5	1855450.75	1183001	11774968	1124900.625	1005933.188	2681858.5	1535753.875	782449.5	1581200	684674.25	697444.3125	2033954.375	9085990	363476.2813	716212	989197.5	1089621.625	1187243.25	6501805	4097846.75	2267085	3387190	2766919.75
