featureID	b1_aos_122	b1_aos_127	b1_aos_129	b1_aos_142	b1_aos_145	b1_aos_149	b1_aos_27	b1_aos_32	b1_aos_43	b1_aos_46	b1_aos_48	b1_aos_50	b1_aos_54	b1_aos_58	b1_aos_65	b1_aos_67	b1_aos_76	b1_aos_78	b1_pool_mutant	b1_pool_mutant_20200729045723	b1_pool_natural	b1_pool_natural_20200729044422	b1_pool_pd1074	b1_pool_pd1074_20200729051024	b2_aos_102	b2_aos_103	b2_aos_106	b2_aos_107	b2_aos_108	b2_aos_124	b2_aos_130	b2_aos_165	b2_aos_167	b2_aos_170	b2_aos_173	b2_aos_174	b2_aos_175	b2_aos_188	b2_aos_192	b2_aos_199	b2_aos_200	b2_aos_53	b2_aos_56	b2_pool_mutant_b2_01	b2_pool_mutant_b2_02	b2_pool_natural_b2_01	b2_pool_natural_b2_02	b2_pool_pd1074_b2_01	b2_pool_pd1074_b2_02	b3_aos_184	b3_aos_185	b3_aos_27	b3_aos_28	b3_aos_35	b3_aos_36	b3_aos_37	b3_aos_38	b3_aos_40	b3_aos_42	b3_aos_43	b3_aos_54	b3_aos_71	b3_aos_74	b3_aos_78	b3_aos_86	b3_aos_90	b3_aos_98	b3_aos_99	b3_pool_mutant_b3_01	b3_pool_mutant_b3_02	b3_pool_pd1074_b3_01	b3_pool_pd1074_b3_02	b4_aos_100	b4_aos_107	b4_aos_109	b4_aos_111	b4_aos_116	b4_aos_124	b4_aos_125	b4_aos_134	b4_aos_140	b4_aos_171	b4_aos_180	b4_aos_73	b4_aos_81	b4_aos_82	b4_aos_84	b4_aos_87	b4_aos_92	b4_aos_93	b4_aos_95	b4_aos_96	b4_pool_mutant_b4_01	b4_pool_mutant_b4_02	b4_pool_pd1074_b4_01	b4_pool_pd1074_b4_02	b5_aos_179	b5_aos_181	b5_aos_187	b5_aos_196	b5_aos_26	b5_aos_33	b5_aos_39	b5_aos_41	b5_aos_43	b5_aos_45	b5_aos_47	b5_aos_51	b5_aos_54	b5_aos_66	b5_aos_70	b5_aos_75	b5_aos_78	b5_aos_79	b5_aos_83	b5_aos_87	b5_aos_91	b5_pool_mutant_b5_01	b5_pool_mutant_b5_02	b5_pool_pd1074_b5_01	b5_pool_pd1074_b5_02	b6_aos_101	b6_aos_102	b6_aos_105	b6_aos_107	b6_aos_114	b6_aos_118	b6_aos_120	b6_aos_133	b6_aos_135	b6_aos_140	b6_aos_166	b6_aos_167	b6_aos_169	b6_aos_186	b6_aos_188	b6_aos_193	b6_aos_198	b6_aos_85	b6_aos_88	b6_aos_90	b6_aos_94	b6_pool_mutant_b6_01	b6_pool_mutant_b6_02	b6_pool_pd1074_b6_01	b6_pool_pd1074_b6_02
met_406	1829453.875	2138652	10304481	2594276	1606804	2672897.5	1785518.125	1252341.25	1317889.625	2430843.25	2296677.5	2116491.25	1809790	2920504.5	1604236	9926694	4646363	6370586.5	1363740.125	1575264.75	2907818.75	3143487.5	3869157.75	3999965	2786780.25	4303647	1955819.25	3480783.75	2282424.5	5215879	31274224	4524762	3979566.25	3740572.75	3768630.75	3135927.25	4678526	4116415.75	2718082.75	1727411.375	4152830.75	2142188.5	2500071	2787519.75	3234036.75	7786187	8566821	3624542	4218731.5	4240632	4636578	3829715.25	1676801.75	2788403.5	3793843	1829892.125	3149851.5	4207640	4610331.5	1877119.25	4926157.5	12484887	3869014.75	3276312.25	4260756.5	4708023.5	5476907.5	3141688.75	4973577.5	5130479	4274372.5	5436395	2470662.75	1345168.25	5861635	2458527	2139937	5204052	2170009.5	1816316.375	2830773.5	1992058.25	3926205	3462982	1559571.625	2685051.5	1929652.25	2385695	4960264	2807624.25	1715164.5	1632878.875	2984036.5	3126377.75	3328373.75	3274337.25	7830129.5	3900923.75	1153473.25	2295522.5	1060624	1318547.625	2405628.25	1544124.875	1793504.75	695383.375	1765583.625	3593200.25	1455871.625	4327130	1580220.375	4278678.5	2892892.25	4032164.5	4805447.5	3180833.25	4171478.75	3182141.25	3031335.25	2707515.25	6447639.5	2748955.75	400424.5625	5738223.5	3503176.25	9836089	2731997.75	5044610.5	5306095	3449925.5	4061227.5	3344609.5	7220845	5693993.5	6375319	3489198.75	5041307	3009460	2418362.25	3484731	5258615.5	2818960.25	1634332.25	946767.625	267893.8438	1603549.125
met_409	1980521.375	1433362.5	2348483.5	747208.125	990671.5625	2199305.75	2320269.25	691212.25	1203467.75	1340054.5	1607820.25	1096178.25	904594.6875	1838945.625	1760589.625	3936102.5	1969250.25	5068576.5	1395642	1501520.25	1481267.5	1720059.875	2150886.5	2692823.5	4058826.75	2419289.25	2158862.25	3687021.5	1471135.875	2511273.5	894976.125	2555840	1156739.625	953851.5	1310094.375	1816520.125	2163431	2779754.5	1307539.75	1479949.625	2537247.75	2579160.5	2546106.5	1423885.5	1558386.25	1577151	1753117.375	2577561.75	2800152.5	2150217.5	1675375.375	1617910.75	1665424.5	1080926.875	1171934.875	1083825.375	1040704	1373715.75	3591332.75	1208379.5	1687963.75	7336655	1803436	2194987	1640674.875	2733519.25	4306310	2504304.75	2502845	2333685.5	541553.1875	1859119.5	988782.4375	2101801.75	2192972	1378293.875	644812.875	2846056.5	2303431.75	903027.375	1155099.125	2752115.25	1439936.375	2365226.25	2876842.5	1500258	1781297.375	2371173.75	3239896.25	2415236.5	1781761.25	2243238.5	1943326.625	1771453.75	1995953.375	1685877.5	1729091.5	2224355	2790611.5	3247061.5	955694.125	2991990.5	1527522.875	605581.1875	1203193.375	835751.375	927988.875	833325	748249.5625	13544877	1971354.5	1899975.125	2313372.25	2135959.5	2326587.75	2816153.5	1803093.25	2243302.5	1897928.625	1552487.875	2610402.5	358948.2813	442056.8125	1144444.25	393111.5	1369736.875	448077.2188	679416.4375	584213.375	139777.3906	897228.125	530930.375	476308.6563	934124.9375	1682326.375	161199.2031	697786.9375	285533.3125	235715.4844	736720.125	981286	336531.7188	240166.5625	409151.2813	82262.41406	774420.6875
met_410	554494.4375	1138382.125	475750.75	422671.9375	434241.5313	320042.9375	724350.25	231770.3438	390245.0625	579973.625	361631.4375	865448.375	391619.0938	363326.2813	170769.9375	389786.3438	1204879.125	1402192.375	391999.6563	416102.7188	551295.625	727568.875	586538.4375	676728.5625	1014056.063	428500.8438	812140.125	1247575.875	640433.6875	654652.8125	3612140.25	2562007.75	829263.375	948456.25	1204768.375	829867.75	995704.5625	1522297.25	1158376.25	780544.5625	2040128.25	639807.875	452876.9063	875902.5625	1036449.188	1300081.25	1573164	1058148.75	1223824.125	1151891	2098031.5	1572918.625	375095.3438	426602.875	1038561.875	694653.625	1113236	781741.5625	1654607.75	554731.5	1238410.875	2901950.25	925331.0625	1267363.25	831342.8125	2205311	1280983	1694939.5	1138523.875	1260422.5	1422546.125	2158434	544855.8125	539120.0625	1438190.75	476212.8125	421621.6875	547546.25	640137.125	978627.6875	852453.5	1211505	997118.9375	485657.5	726660.6875	664868.125	462084.6563	601812.125	1869877.375	788616.25	492718.75	674795.8125	874519.5	936352.125	712604.1875	801342.1875	728618.4375	1606328.125	886077.25	584945.0625	497440	691696.5	634389.6875	414478.3125	624749.3125	304123.4063	768305.6875	833972.625	287359.0313	703900.4375	165420.6406	1607878.375	945927.375	1850829	941139.3125	820697.8125	855687.5	655948.75	883276.5	803679.8125	2369383	696132.9375	116617.5703	1056181.125	1020363.813	2787836.75	1219006.375	2111756.25	1553460.375	1093505.625	1602610.625	3216869	1018293.938	1188084.75	1996884.625	1074823.75	1485374.5	956063.375	704402.5625	1572177.625	2214966.25	493646.0938	450125.9688	235854.6094	156942.6719	749428.75
met_411	7901920	6384702	230457.875	796593.8125	235603.1875	390502.4063	2029255.875	140489.1094	1735223.125	131931	331093.0938	200153.0781	777351.8125	164364.0313	579204.875	1742396.25	1943143.625	1770135.375	3953777.25	4034517.75	1165723.625	1291062.375	1066869.75	1174215.625	2377505.5	659273.0625	3059651	2640626.5	1262354.375	295495.3125	6464543	13704935	1059259.875	4011436.5	1827033.5	929244.875	3171235	7028099.5	3289259.5	4487110	5670298.5	1652801.125	1054681.5	1481290.5	1546324	4044952.5	4563274.5	2800430.5	2818747.75	2956374	4653901.5	2332264.5	1695425	120584.0625	145082.8281	2965436.75	2795823.75	344384.625	8913281	1873953.875	865503.6875	3084309.75	4024408	2028861.75	1846398.25	9308161	2562024.5	3460526.75	2535116.75	2732904.5	4939011.5	5444304	6626421.5	1553511.625	2940286.75	3525978.25	3286813.75	178595.0313	1408545.625	2477306	1963943.625	642539	4037678.5	920028.6875	574363.4375	1110030.625	2366693.5	747040.6875	5105024.5	1610111.25	739168.875	3009037.5	2309919.75	2498727	1841466.625	1903862	5293405.5	2215764.5	8870784	725470	1430350.5	591093.9375	1209283.5	388678.9375	1688435.875	1301873	868709.5	4267046.5	935535.375	373666.375	454787.9375	8979344	2112544	5346054	974808.1875	1069490.375	4121657.75	2715025.25	2721585.75	2283071	2634901	1460670.25	3613054.5	5276411	3775749.5	7434836	2360137.25	10922149	2447455	5672024	3064215.25	5324006.5	1374362.125	1460802.25	2187386	8225214.5	5609185.5	1669082.875	1228751.875	3137932.5	9880030	4805133.5	7000592.5	3623750.75	7591248	5647004
met_412	1699050.625	626470	184652.0938	450429.0313	173083.5469	233470.3281	439206.3125	54651.69922	209954.5625	76587.26563	168266.7031	235384.8281	593810.375	226836.9688	332549.5	609070	372413.625	643053.125	875559.5	927191	514317.1875	504052.2188	392479.0313	414997.6563	643638.6875	510115.2813	963453.375	1343669.5	216459.4531	370604.5938	1472292.875	1932241.5	558848.1875	261815.0313	689108.5	1097041.625	609433.0625	7070821.5	3148653	960326.0625	2034951.625	123043.0391	412503.6563	407323	414833	1188455.5	1159901.25	1757065.125	1700570.875	4258363	4901119	581181.8125	858633.8125	42216.57813	52710.875	643838.1875	721354.875	85312.71094	933792.3125	210715.9688	741193.375	3743516.75	2412176.75	687468	1084785.5	3840769	2074047.625	1397604	1642304	1714157	2326198.5	2649297.75	4685836	711628.6875	1977155.625	2050700.875	669009.9375	211710.9063	748053.625	2348461.5	831305.25	396695.5	146055.6719	1375995	299483.6563	708881.9375	2018508.75	346888.9375	2270305.5	1182621.625	460225.1563	2364944.25	1802566.125	1769874	758046.75	896074	7474339.5	256314.1719	850337.3125	459898.0313	428437.25	159496.3281	78808.72656	68699.13281	170097.7188	1499949.375	277181.3438	3820021.5	701026.1875	198232.6719	169622.125	3066011.5	763707.75	3761533.5	217529.0938	350817.3125	2338788.5	1790334.625	1877683.5	728615	852933.1875	780333.3125	736683.3125	2759496	1714807.25	12867674	1720794	1430113.625	2537410	2422922.25	1156241.875	3353650.25	663300.4375	773735.9375	1884098.5	7981795	323401.0625	913138.75	1402051.125	1968468.375	3701316.75	6358405	4762874	2579580.75	3901794	3158684.75
met_416	408053.7813	222200.625	410427.5938	187995.5469	75917.41406	116661.6484	259165.9375	22268.46094	116850.9844	23713.89453	78324.10938	46773.31641	80839.57031	75439.35938	491779.9375	6414497.5	348503	721460.0625	226543.9844	241618.3281	236916.6719	241061.2031	312693.7188	299268.5313	1059500.5	297934	566025.875	626465.75	133187.5469	81361.73438	4272686	782408.4375	165507.6094	491338.9688	267026.2813	188124.0625	242355.6094	10370244	6850054	143943.9375	1891493.5	128579.7344	208496.4219	179882.7188	188575.4219	1505416.375	1577437.375	2204605.75	2409516.75	5278380.5	7204077	340281.25	1391788.5	104838.0547	18818.42383	537498.9375	175498.3281	53170.58594	350927.1875	140853.5781	87537.03906	5236467	1452754.125	576774.6875	397758.9688	1325208.25	585165.75	532904.4375	1179929.75	1210572	1773833	1996389.75	1544037.25	382433.8438	1350957.125	1783096.125	527040.8125	99398.39844	1534652.375	2504082.75	252429.6563	795591.625	195619.6719	2042664.75	353520.5938	150862.1094	1499636.625	365671.125	2740719.5	381924.3125	285167.875	4234038	1521637	1661629.5	502909.5625	522636.2188	7227968.5	305252.4688	848509.1875	1045953.125	416537.4688	146407.9844	175881.7813	96579.53125	136406.5781	1992441	68943.07813	4906742.5	120762.8984	1087977	648075.75	1008710.75	582409.6875	4498735	1577385.5	876450.4375	1900025.125	1844044	2152818	549013.5	588640.4375	753997.6875	1881240.5	1311929.75	1207156.875	25435466	232664.9375	705213.3125	1795172.5	1363374.625	364698.125	1313169	233575.1406	281294.5625	5130069.5	16881482	649009.625	686926.875	176648.6094	243228.375	1622300.5	14451774	6822617.5	3803552.5	5832411	4995753.5
met_422	140302.3906	485495.4688	181605.5	25475.19141	10903.81445	25512.19141	302611.375	5557.970215	72723.77344	7867.037109	16983.57227	7032.560547	78169.78125	98578.375	633007.4375	245233.1406	301497.375	270137.9688	58289.92969	89019.77344	195899	178285.7969	138426.75	141404.6875	539130	138829.1563	163289.5781	100195.5234	20076.3457	93638.6875	412932.6875	663889.8125	145492.0625	118670.0078	67647.88281	115010.2813	61534.60938	121270.9063	602448.875	63608.21875	752902.5625	169365.9063	35148.53906	33676.99609	41680.10938	231738.5	235895.125	273338.1563	287681.6563	103666.3984	789490.4375	303725.3125	347127.8438	55090.22266	8940.560547	232571.3281	491917.6875	4039.082764	150929.9531	71453.69531	86953.53906	270543.9688	645993.875	269149.0313	202049.5313	632010.0625	159639.1406	362273.7188	181223.7969	173189.0313	482553.6875	576783.875	558851.5625	68565.35156	128742.3594	194321.4531	63337.21875	54576.05078	115650.2109	334973.125	122452.1875	48564.08594	1145681.75	122275.8594	29115.03516	138528.0625	61734.20313	199272.0938	711537.9375	170534.6875	37296.12891	278309.6875	237494.2344	254842.1563	322221	367370.5313	644989.0625	1099877.625	21117.23047	122779.5938	328870.8438	53996.64063	397153.9688	487470.0313	79771.13281	149155.9531	33723.61328	384716.0938	118371.9063	46810.39453	225373.2969	2120773.5	289846.1875	968844.8125	1005203.188	225519.7344	851061.25	395166.7188	365510.5938	589830.25	642803.5625	38988.24219	639120.8125	416912.1563	154814.2344	204382.3906	267229.5625	266249.5313	220710.2031	639697.6875	188699.1094	277749.2813	170476.6563	84648.84375	201925.3281	148143.9844	34123.70703	132478.125	98789.99219	209244.0313	597682.625	962757.8125	413225.3438	222900.9688	484102.0313	371933.6563
met_426	784104.8125	2634935.75	210197.875	371307.1875	149616.125	378223.0625	715370.6875	217539.625	1106649.125	160985.1719	592399.625	104260.3828	385993.875	153611	310042.125	438782.3125	497597.3125	478033.5	605137	590226.25	579110	630890.375	549090.0625	598244.4375	948190.25	617181.875	990679.75	821272.0625	1687522.25	171278.3594	962719.8125	1548682.625	1017466.875	455701.9063	2674242	644188.875	911718.5625	469392.4063	1755000	481734.1563	1522070.625	730244.75	469759.9688	1890648.5	1996443.125	1007603.563	1118211	832848.75	944792.625	86151.11719	1193604.75	827589.125	609323.0625	456484.375	116265.3047	639849.5	1027405.875	645787.9375	162473	1044652.563	374628.5	634842.125	1898489	440416.375	474249.9063	1043597.938	51939.96484	1289139.625	643305.875	691182.0625	1733623.75	990251.8125	1844856.125	404720.9688	1500265.5	448276.2813	685634.375	92940.48438	80857.48438	1576451.875	722549.875	365005.0625	1143911	55502.73047	307071.7188	669235.3125	53320.57031	226531.0625	1124840.5	144531.1406	375110.25	945371.9375	1010004	1051543.75	544436.0625	585826.3125	1464232.625	1914387.625	4392066.5	739128.1875	532629.375	3365546.75	1647997.125	526953.5625	1035297.313	223564.1719	482112.0313	758545.125	417771.6875	10039648	215508.6094	1325695.625	443027.7188	913616.875	480450.625	315720.5313	545464.4375	2244068.25	2463242	1091155	998488.8125	1668606.875	3420025	1779336.75	1661574.375	343866	1308181.375	1053005.875	1142555.375	1993107.375	1119293	771010.8125	1493854	312154.4688	1181566.125	1454232.375	9317664	292917.4375	980265.375	1259875.75	1138026.5	3543022.25	3709364.75	4197186	3052814	860256.125
met_429	186000.375	1549221.75	55115.70313	73502.44531	40050.09375	107429.9453	406831.0938	68723.14844	455941.625	62111.03125	269533.1875	40462.79688	220377.0313	122923.9063	73804.42188	171278.9844	400026.5938	349675.2813	102968.9375	117150.4766	225511.0156	296593.2188	242149.4844	253376.8281	414085.5625	652579.1875	570681.25	791478.8125	408797.3438	112566.3828	439935.6875	932367.125	464413.6875	158461.2813	1486678.5	124187.2656	361761.8438	155349.25	613192.625	362633.0625	832173	712936.6875	292243	675912.75	807094.75	463180.1875	566481	497008.1563	504207.7813	949219.9375	1780777.25	540496.75	216464.125	412889.7813	34273.86328	195721.5469	1301106.75	71115.94531	454436.0625	697278.25	184090.6563	658977.125	1194637.75	172015.6563	786240.8125	1196020.875	726445.5	1057547.5	669356.25	784478.75	1862968.5	825513	868529.0625	342031.5313	362888.3438	257766.1406	153874.7969	96274.28125	306811.9063	665637.0625	660083.5	102365.2422	1638497.375	348750.5625	124383.8906	351726.9063	212650.5	238300.4219	732841.375	808896	176289.9219	687370.125	551844.9375	639580.5	602897.6875	733905.1875	581695	2617000	529569.8125	330799.2188	407855.7188	818777.125	983348.3125	541941.875	631423.5625	380967.5625	535924.3125	1223189.75	424331.6875	553419.1875	133876.9219	1576011.125	300921.4375	693411.125	1004165.188	386612.0938	709933.3125	705046.5	910696.4375	989310.75	774223.125	808392.125	1410981.25	1203966.625	2001187.625	368228.375	869150.625	859637.875	532087.3125	1674040.375	834318.125	631996.0625	1259404.875	512136.875	1139290.375	569990.25	2207492.75	365293.2188	687425.625	324036.4375	1939712	2223768.25	1730122.25	1553044.5	2318132.5	797788.0625
met_433	431767.7188	2518483.5	179767.3281	243162.2969	191792.1094	458976.25	1802608.75	74517.07813	429247.5	22194.15039	363788.2188	24969.12109	443739.75	383054.8125	612514.1875	790851.75	1416152.25	1840336.625	290493.4688	335775.0938	944373.625	1064417.25	759633.625	869230.875	1255703.625	808232.1875	764007.5625	1254709.25	196687.8594	1140092.25	1740397.25	1183379.625	573429.1875	252990.7813	742549.6875	215278.5781	684178.0625	1902146.75	279877.5625	459067	1859239.875	597454.625	617240.4375	438727.375	453667.2813	838969.0625	895162.5	1360559.875	1404382.25	465087.1563	391956.8125	1733092.125	707692.3125	498212.8438	30605.38867	613143.6875	525140.6875	70426.125	1364943.875	308009.5	182007.3594	2794304.5	543444.625	833337.1875	1513093.5	2533572	981794.375	1444968.625	916217.5	935270.0625	1180304.75	1223429	438582.9688	636628.6875	1232720	1002257.875	263195.6563	1258912	337462.7813	639514.0625	372140.2188	335888	387701.5313	2618269.5	883757.0625	655577.4375	342746.6563	1423149.375	1892063.125	677781.8125	305189.2188	1182458.5	930038.6875	1052311.75	662655.6875	797575	3444799.25	649654.125	554438.375	633216.75	695497.5625	186200.4844	558852.4375	733780.8125	271643.5938	550117	198029.6719	568518	726424.375	540473.8125	593927.8125	1984724.625	814696	1552399.75	3513449	1599863	1032665.938	1480246	1425505.625	1095537.5	975318.6875	1222669	1424148.125	1010018.5	1431247.25	1316309.875	725757.0625	1336796	1297375.25	1406626.875	485829.3125	1225286.875	827464.1875	228687.5625	3288545.5	2613038	225983.375	170906.1406	1240038.625	1232102.875	3753399	719353.0625	1311957.875	1211612.25	2152622.75	2468227.25
met_434	238569.2188	467090.3438	212439.7344	226386.8281	199751.6563	205748.7188	218081.1563	147137.5781	662402.125	79000.58594	428796.7813	41828.98828	187725.4375	253716.625	116537.4297	463660	375307.0313	450777.2188	175427.125	191153.6563	257998.3125	262909.375	340557.3438	341343.6563	185424.4375	332801.9375	253961.8438	309829.1563	189669.6094	345518.0938	853523.3125	286729.75	210122.0781	280489.875	351861.625	86546.98438	246749.9219	280463.5938	257597.5938	199284.1719	493950.125	167423.2344	252833.5313	239538.7344	264561.7813	395837.9688	376849.5938	299301.9688	300012.875	215202.625	459680.8125	210050	116128.7578	242286.9375	74262.08594	249632.375	326812.5	109485.1875	533131.375	696047.3125	277732.8438	1003551.375	551272.3125	349569.6563	169635.7188	422089.9375	459598.6563	293013.7813	420807.3125	436871.9063	482180.6875	504443.2188	373478.3125	161910.5156	105135.625	145436.7031	193216.4844	281779.5938	188853.6875	271294.7188	247763.9375	254256.2344	241765.4844	232449.6719	200026.2813	316864.1563	195100.0938	152381.5313	440307.1563	289554.25	237974.9688	350005.8438	282491.8438	339090.625	256112.1406	280348.8125	245481.4844	351127.8125	630208.8125	284580.9063	385826.5313	344928.5	511164.4063	256494.4688	667876.0625	250167.125	428032.5313	562414.875	302602.875	607909.5625	239498.2188	519970.5	485767.875	355122.2188	322438.1563	175248.7031	303425.5938	391547.3438	431498.3438	391115.7188	364803.3125	405048.1875	268886.0313	374501.2813	378795.9063	307966.4688	171711.5469	449836.6875	394428.0938	343832.0313	349845.75	604375.875	230092.2969	170629.875	303172.2188	304006.0313	336544.1875	167280.5938	234433.875	483070.7188	422232.8125	469665.875	532884.9375	348754.3438	696731	633484.375
met_438	116379.9219	279403.0938	268214.75	170549.1094	84175.71875	125664.625	95713.1875	30173.88867	156713.5469	21699.54883	87882.50781	32029.27734	125902.7734	343851.0313	75283.74219	441482.8438	540270.75	365152.2188	87535.75781	89745.45313	194706.2344	237048.5469	217904.2344	216364.3906	246750.6719	392355.1875	175420.875	506508.3125	95637.89844	397642.0625	347434.9688	791442.3125	482927.3438	119492.4453	322126.4688	360532.9375	485411.375	767535.0625	559523.1875	107462.9844	356032.3438	144339.6719	164932.8906	237733.9375	259166.0469	360433.25	387063.5	390582.5625	468605.8125	631417.0625	781346.3125	97949.05469	129787.3359	153809.2344	16036.17969	109935.0313	198152.9375	58124.49609	246107.1563	173221.2813	98005.25781	526542.6875	466992.6563	190157.9219	178344.2344	282363.375	313302.4063	254849.8906	258019.7656	266717.8125	357768.3125	340731.0313	356844.9688	184039.0938	206373.2969	170913.2969	167964.6719	208691.2344	213295.7344	504388.2188	184529.5469	141738.4688	293927.7188	333433.6563	69864.21875	210015.0938	232044.3438	97699.60938	361430.8438	287281.3438	82704.69531	341964.0938	255659.3438	293227.125	205615.125	289959.9063	701155.4375	322238.7188	238543.5938	182772.4219	89804.17188	116817.4922	130294.4688	192273.5156	183855.5469	313855.6875	170392.7031	635380.25	177221.5781	378336.875	225736.5781	336352.0625	229898	540964.375	534841.9375	158169	269108.375	310672.8125	359779.9063	204282.125	242318.4844	168557.7969	304865.2813	330216.5313	401754.3125	1508447.125	874351.75	550171.125	573390.4375	395288.4688	272170.0938	285542.875	530227.8125	366460.75	395137.7188	1035822.875	319811.875	122659.8281	490645.3438	525561	256448.0156	790320.9375	898489	519214.4063	662785.9375	533005.1875
met_442	266960.3125	121968.4844	4335.874023	98749.88281	56894.37109	70230.57031	10421.06641	14308.5957	57706.55078	16866.65625	79576.89063	29388.59766	21615.87109	0	25288.40234	44528.38281	16491.83594	34873.33203	52748.0625	62175.84375	35484.91016	59454.16797	18960.23438	25207.60352	45102.92969	32477.56055	184275.25	92989.44531	105805.6406	28168.6543	49962.14453	195826.5156	23889.3457	117098.75	738509	165926.1563	234550.9375	104294.0859	193407.1875	56895.82813	191324.0781	38645.64844	247490.9531	97981.32813	124905.9453	126711.0703	124526.2813	83165.35156	106461.7109	68481.08594	191535.9531	49951.41406	60235.03516	0	52503.28906	213974.25	83955	92857.83594	265965.625	149591.6406	206400.1875	216320.0156	81716.47656	154054.2969	166191.4219	390204.0938	138451.6563	106644.3828	124304.7188	139167.7969	281085.2188	319488.6875	144058	164125.1875	89531.55469	58425.17188	301853.3438	29468.62695	115115.0859	172148.0938	192510.0938	206471.5156	42271.92578	49035.32422	279144.1875	283890.6563	179900.5313	53215.79688	293291.5938	313453.5313	228726.4219	218401.1563	158351.1563	203802.5156	103692.2188	127199.5078	60859.48438	44935.78906	377154.3125	118956.8516	216320.375	181950.5781	31234.08203	14329.24707	154041.7656	197638.2969	61696.19141	183407.8125	286644.4063	134587.2969	15411.24316	186180.2031	218901.0313	168193.5781	126398.4609	113989.3906	151420.7813	160093.0625	194086.5313	117361.4844	132712.9844	1413273	628149.75	410288.1563	757207.3125	571360.125	2686245.75	2604961	863337.5	412867.875	416195.0938	2454490.75	142561	231248.8438	327718.625	581214.75	1255664.5	370863.0938	365813.3438	1483996.125	660968.6875	457355.9063	1490016.625	845575.625	1000142.063	783223.8125
met_452	1531215.375	8897239	25963796	1559012.875	621800.8125	1529217.75	6648782	353228.7813	11050063	436503.75	1246843.75	856426.125	1076302	3435693.5	753068.4375	1172279.625	12022831	4610582	934779.5625	1080818.625	3481155.25	4470372.5	9028811	10365651	4363920.5	8270696	4828249.5	4797884	2128504	4449832.5	20330444	7932373	5758873	3878385.5	2864707.75	1443389.75	1335647.25	4117637.25	8542926	1540158	11062674	4339776	2622964	2234789.25	2545447.25	7115414	7307525.5	5611061.5	6393877.5	7472034.5	14992195	7475431	8696722	12898594	347968.7813	4518880	10505995	464812.4688	5418243.5	12546523	1485802.625	3942740	29686366	3982643.5	3384596	13473233	7496477	6670707.5	9360485	9956592	12558994	14106555	20087466	2509781.5	11485155	6666671.5	1363922.125	2783939.25	1907251.625	9679429	4000764.75	2936183.75	17228982	3961456.25	935897.4375	2119486.5	3972406.75	2263912.75	8836765	2730459	1145723.375	8891654	7098090	6800514	6319906.5	7073578.5	16000071	21056214	8797453	5017377	2042630.25	2775892.25	17853256	20856530	12860476	1746177.25	6533929	23957320	2470807.25	2288468.25	1466466.75	18321642	4583043.5	17846124	13072686	3826986.25	12603566	10206645	11943538	12615779	13012481	1907300.25	5104459.5	11826559	6560808.5	8557655	2611872.5	8594469	2872486.75	13689439	4584865.5	5299484	6267240	1946034.25	6346650	4650188.5	4144331	1955289.75	1390727.875	3671125.75	14807914	20449080	9167252	6255277.5	9468035	9211437
met_453	1230322.25	977135.25	116151.3125	856185.75	282736.4375	302834.75	386121.6875	133700.875	612637.1875	90129.375	261341.2344	99834.14844	211079.0469	295876.3438	211281.5313	193624.4688	710795.4375	368892.125	767352.5625	795133.1875	417854.75	426045.1563	301564.7188	359433.7813	892031.5	957923.4375	1054292.75	664427.1875	1268466	521228.875	958251.75	775190.5625	445794.875	608350.4375	1554773.375	287242.3438	398407.9063	414885.5938	1030246.25	349011.7813	1153543.375	644081.375	1046131.25	1192419	1622312.125	750227.125	877599.1875	632356.5	734554.625	557280.1875	940790.375	298026.3125	352640.4375	316352.8125	54165.95703	406387.0938	366616.2813	78811.71875	471385.5625	645054.8125	231740.5313	899599	1037114	309346.4375	411553.7188	1410585	850938.75	467864.0938	506001.25	518348.8125	775178.1875	1177058.625	731050	420548.7813	454351.875	408462.5313	363927.4063	315572.5313	318436.875	758675	584109.8125	463038.2188	913600.9375	303139.5625	225049.7969	301267.7813	365749.9688	167033.9063	665900	557300.3125	300706.4063	258956.2344	455621.9063	454079.6563	547631.0625	612118.4375	822018.875	1069068.5	1115375.5	473040.125	339236.125	697407.25	909529	506585.5	676168.3125	244431	329453.125	503669.2188	230842.5625	2600496	225112.5625	1106076.625	410789.3438	708393.3125	406575.7813	235531.7031	681581.9375	897791.25	1021140.563	613721.0625	706082.1875	865992.1875	1272026.25	1684863.25	950246.375	850375.9375	824943.5625	1203606.375	1122316.125	1373679.75	931077.5625	1739568.5	503246.0938	673994.6875	631179.25	539704.3184	2238013.5	791886.8125	298297.5625	630017.75	1405143.375	1226576.125	1602204.875	948603	1289689.5	1261616.875
