featureID	b1_aos_122	b1_aos_127	b1_aos_129	b1_aos_142	b1_aos_145	b1_aos_149	b1_aos_25	b1_aos_27	b1_aos_32	b1_aos_43	b1_aos_46	b1_aos_48	b1_aos_50	b1_aos_54	b1_aos_58	b1_aos_65	b1_aos_67	b1_aos_76	b1_aos_78	b1_pool_mutant_b1_01	b1_pool_mutant_b1_02	b1_pool_natural_b1_01	b1_pool_natural_b1_02	b1_pool_pd1074_b1_01	b1_pool_pd1074_b1_02	b2_aos_102	b2_aos_103	b2_aos_106	b2_aos_107	b2_aos_108	b2_aos_124	b2_aos_130	b2_aos_165	b2_aos_167	b2_aos_170	b2_aos_173	b2_aos_174	b2_aos_175	b2_aos_188	b2_aos_192	b2_aos_199	b2_aos_200	b2_aos_56	b2_pool_mutant_01	b2_pool_mutant_02	b2_pool_natural_01	b2_pool_natural_02	b2_pool_pd1074_01	b2_pool_pd1074_02	b3_aos_184	b3_aos_185	b3_aos_27	b3_aos_28	b3_aos_35	b3_aos_36	b3_aos_37	b3_aos_38	b3_aos_40	b3_aos_42	b3_aos_43	b3_aos_54	b3_aos_71	b3_aos_74	b3_aos_78	b3_aos_86	b3_aos_90	b3_aos_98	b3_aos_99	b3_pool_mutant_01	b3_pool_mutant_02	b3_pool_pd1074_01	b3_pool_pd1074_02	b4_aos_100	b4_aos_107	b4_aos_109	b4_aos_111	b4_aos_116	b4_aos_124	b4_aos_125	b4_aos_134	b4_aos_140	b4_aos_171	b4_aos_180	b4_aos_73	b4_aos_81	b4_aos_82	b4_aos_84	b4_aos_87	b4_aos_92	b4_aos_93	b4_aos_95	b4_aos_96	b4_pool_mutant_01	b4_pool_mutant_02	b4_pool_pd1074_01	b4_pool_pd1074_02	b5_aos_179	b5_aos_181	b5_aos_187	b5_aos_196	b5_aos_26	b5_aos_33	b5_aos_39	b5_aos_43	b5_aos_45	b5_aos_47	b5_aos_51	b5_aos_54	b5_aos_66	b5_aos_70	b5_aos_75	b5_aos_78	b5_aos_79	b5_aos_83	b5_aos_87	b5_aos_91	b5_pool_mutant_01	b5_pool_mutant_02	b5_pool_pd1074_01	b5_pool_pd1074_02	b6_aos_101	b6_aos_102	b6_aos_105	b6_aos_107	b6_aos_114	b6_aos_118	b6_aos_120	b6_aos_133	b6_aos_135	b6_aos_140	b6_aos_166	b6_aos_167	b6_aos_169	b6_aos_186	b6_aos_188	b6_aos_193	b6_aos_198	b6_aos_85	b6_aos_88	b6_aos_90	b6_aos_94	b6_pool_mutant_01	b6_pool_mutant_02	b6_pool_pd1074_01	b6_pool_pd1074_02
met_1831	11562700	8828132	10821310	38813984	16213038	10778723	3584494.75	5714835.5	5123725.5	9259654	2724504	12874196	1505958.875	9378114	14152787	4524338.5	9619717	21144638	10484017	6454072	8939104	9453731	13436536	8078246	10386315	11806918	19325554	7790838	7439356.5	9582381	18226068	21976940	8156535.5	10830548	29094878	14949698	6308262.5	14396378	8850773	15489632	8634567	9710190	7713098	10913773	13936641	12134356	15751293	9900914	11369902	9657221	13305444	4913180.5	3140279	6596946.5	1039358.25	7700792.5	10511391	4858707.5	17896712	11636026	6135458	12673884	10981121	9271602	10884905	11414767	13013478	9945121	10277969	12517841	9909852	11527817	12197899	5773388.5	6424113.5	6729939	4954963	19658068	9474850	12000420	12629004	4681084.5	12463706	6791998	4204038	7910348	11161904	7881625	11744664	5841900.5	4031084	6025151.5	7140368	8328843.5	11370902	13056395	11321723	12363013	4352116	9983988	5625658.5	5137192.5	9818747	8487084	5863961	5868512	9335729	11250226	8450669	6851667.5	15819037	8166717.5	10541123	4996380.5	6409957.5	5852932	6014543	6757786	8486210	10046308	15359949	8706094	11182221	6256064.5	8733909	6984476.5	8555487	18299662	15322643	10474175	25863766	10998015	6055264.5	9726221	7130868	4066664.75	6102535	6974831	29383794	9345480	11306672	10849988	13581775	8061190.5	9712516
met_1833	1642758.25	4770499	608298.5625	424330.375	140796.1875	599112.5625	2550158.25	3231107.5	297392.8438	2221864.25	115423.9141	742108.875	75408.47656	1049590	1907832.125	251966.0469	754265.25	5222114.5	2577244.25	771965.125	1156809	1145856.75	1791937.25	1378111.5	1927012.75	4382861.5	4233210	3028048	1980386.125	1528559	2500489.25	3403628	3476646	2521705	960504.375	2523056	299503.0625	1122395.5	2916560.75	3772141.75	1946113.75	3530070	1621770.125	1932363.375	2275035.25	2146718	2897581	2674496	3308067.5	4392368	8513299	2531622	3531099.25	3062500	48800.61328	1770417.375	3693630	132783.7813	4116642.75	2800847	664956.9375	3532680	5387426	2364613.25	1154072.5	4135074	3828610	3048769.75	2976574	3806220.5	3707245.25	4506592	7417808.5	1684239.25	4207156.5	5016229	1635117.875	2358659	2280922	2982919.75	2640423.75	1419355	5830116	3278336.25	1051719.625	777457.75	3087163.75	4423697	6227842.5	2185494.5	707927	4200637	2752335	3249831.25	3506054.5	4233145.5	5155905	6409877.5	4715156.5	3839284.25	1068507.625	890964.1875	4966654	2157561.25	788713.3125	1805372	3820186	1044439.875	1865349.625	1530876.5	6197663.5	2125633.25	4744180	6147725.5	3170684.25	4545605.5	2875583.25	3449248	3223089.5	3781605.25	1334500	3580264.25	5490037.5	1969096.125	4143082	1387996.125	2398878	1945914.25	3522878.75	2272607.5	2762358.25	2472161	314794.2813	4633150.5	2942299.25	5132869	483515.2188	434759	2407167.5	3154239.5	6916281.5	2709167.75	3593844.25	2382683.5	2786439.75
met_1840	205345.6875	497668.9688	167980.9375	73139.57031	30462.01758	72810.04688	83217.94531	163443.2031	62657.59766	169837.3906	53699.875	161999.4063	30746.44922	106534.4766	113617.5625	64609.05859	124391.3438	374677.1875	252661.8438	123408.9922	139361.1406	118050.3438	166756.6875	126075.2188	147115.5938	194498.0938	183012.7188	154031.3125	154968.2656	218414.4688	305651.3438	103546.4375	632643.5625	139802.625	78442.99219	332412.1875	135970.2188	287125.375	201235.4688	340681.1563	370974.25	246793.2031	110284.9063	261499.5313	317204.9688	195362.0469	250693.3438	159404.75	190967.8438	151187.875	434964.9688	140137.0156	89418.96875	101941.7109	15737.85938	214958.7969	259048.625	49250.66406	253160.8438	217242.5625	73456.67969	253994.2969	327323.125	196447.8594	153559.7969	352727.2188	219352.8594	285949.2813	178851.4688	253687.3125	241138.8594	296358.0938	273269.5938	125197.0391	108955.9141	167105.9844	243234.4375	355029.3125	170942.2813	244020.625	176794.1875	98983.80469	449698.9375	139308.0938	75702.50781	151993.1563	175255.7188	233703.1406	332716.5938	99577.53125	76176.49219	198178.5938	137015.0313	178270.7188	258681.8906	338257.5	303506.8125	414731.625	1083301.25	142607.1094	180159.1406	182298.9219	371555.8438	175357.9219	161524.0313	118491.6797	187801.2656	122953.8594	226104.3281	120912	512346.8125	172932.2031	320550.5	324101.1563	153809.8594	180769.625	237567.0156	320273.0313	203678.8594	233257.2656	143992.7656	155963.1719	186724.8906	125767.3047	122652.4219	228862.0156	166983.4375	378248.2188	319654.1563	140898.6094	314308.5	154858.8906	80582.35156	310534.4063	168431.7969	432635.375	76666.32031	112615.2578	285417	299696.6875	286535.2188	198930.5469	237631.2344	168558	187615.4219
met_1842	8692879	8067227	9628027	42301256	21541108	13577859	3144933	5204479.5	5909119.5	9060174	3243832.5	13965353	1197797.5	8301515	10819481	4207321	12681189	11590191	8967353	5798015.5	7856480	11260616	14013530	7579730.5	9403823	8405956	16182459	6679717	6454527	8627794	10850227	32892566	9401132	10328481	42516272	11258089	7995071.5	21442118	7340144	10157992	5080347	7537177	7493956.5	10090698	11588582	15204942	19859652	6858953	7990328	10397503	13238269	4383832.5	3350862.25	5639891	1325048.875	7517363.5	10448948	6272338.5	16370496	9441530	5379786.5	12449837	10061787	6949116.5	11505664	10099577	12798789	7065762	10532865	12700626	8594576	9580508	12306366	5283668.5	5409602.5	7642537	8876262	11330609	9403555	5842163	8713388	3849749.25	11064168	7524828	2707736.25	11789902	11109131	7948364.5	10394201	6400928.5	4199273	6829463.5	7119559.5	8304830	8767476	9556287	8637582	11837372	2418953.25	6833303	6979532	4206322.5	6064211	7472372	6135229	4344246	7951564.5	8418617	9171174	5644215.5	9251747	6155532	8645783	8172512.5	6229736	4685336	5305649	6124097.5	6500472.5	7694450.5	10689763	5632184	8728242	5488680.5	10412541	5414326.5	6493320.5	9725235	8041201	6810280	7315649	10933566	5322382.5	11356103	6069120.5	5471907	5376480.5	6093559	8620321	7543595	9983074	7619771	8765605	6557350	7868768
met_1843	4290795.5	4142560.75	4656826.5	19980280	10825448	6987158.5	1618998	2493247	2931139.5	4341028	1634294.875	7130939.5	546798.5625	4101250.75	5148799.5	2051819.375	6709908	5701950	4537289	2702482.25	3923452.75	5218411.5	7143415.5	3571624	4663066.5	4169841.75	7794228.5	3512846.5	3212444.25	4527963	5108597	16489684	4883912.5	5043364.5	20880452	5434804.5	4004388.75	9972298	3472671.5	5007421	2434097.25	3683245.75	3646547.75	5069013	5735616.5	7499255	9520872	3360811.5	4047041.75	5137830.5	6429803.5	2079678.5	1602828.375	2559366	524748.8125	3619552.5	5204802	2930809.25	7620542.5	4628407	2559295.25	6128843.5	4719166	3406395.75	5788654.5	4891839.5	6152993.5	3510992	4802962.5	6112719.5	4163227.25	4725536.5	5992354	2558801.5	2534521.25	3626304	4300422	5331022	4513938.5	2795905.5	4286485.5	1800939	5215361	3745213	1340223	5925722	5426608	4109064.75	4882076.5	3064016.5	1989350.5	3313425.5	3597063	4232335.5	4154326.25	4711333.5	4005511.5	5565940	1142829.25	3286225.25	3292049.25	2051825	2823811.5	3470015.75	2954369.5	2156743.5	3918016.75	4028538.75	4245068	2711254	4226047.5	2865425.75	4074925.75	3942853.25	2944325.5	2343684.75	2433505.25	3154323	3122358.75	3824342	5262521.5	2665435.25	4105563.25	2632902	4852861.5	2608727	3251887.25	4599866	3846787.75	3373146	3483567	5188828.5	2505794.25	5171654	2922129	2688287	2576856.5	2952195.5	4236097	3575199.25	4748192.5	3559287.25	4240002	3204507.5	3810561
met_1875	20342832	16691895	13042563	13866803	5739526.5	12836865	4856747.5	14865944	5661444.5	23045384	2798565.5	15345969	1283268.625	14395058	16758002	3816712.5	14564070	22335530	18658720	11212625	15516261	8569063	12026569	13560455	16424827	25561926	22497078	21974162	20684450	12632766	20359410	18578724	28330984	19620194	20117038	18479162	8827621	13161753	11157380	17902826	12725117	19466114	24011768	14165679	17728010	16142672	20132710	16914882	20518428	12457475	20702252	12121370	9291506	10431886	1441191.375	16500127	21983296	4961365	22294420	26946188	9912230	20801344	22519464	16404256	16690671	22078816	18810912	23105984	15730337	19496684	18739038	21785528	19170526	17087672	21054880	19393994	16778904	21460194	11964208	16064481	22778532	6561864.5	23521752	15783506	10746607	15159835	13480451	25350200	28695232	14840450	11341115	16237033	13114246	17011914	18756894	23840002	12735124	21735758	15916518	18779040	7976704.5	5647127.5	19894152	21137396	7257041	13834062	15521890	16000498	14984096	9598154	25340144	15005297	19769620	17101964	17878998	20088334	11329633	15044945	15900844	20128280	15916809	21152196	21867780	19512374	13316962	13780690	15642317	13928637	19465706	18162770	9516071	22302962	5396878.5	15256728	13652254	11119258	8431724	8931992	12856794	18281668	19063674	12387126	15939319	15947461	19650592
met_1876	790085.1875	4780706.5	91364.23438	141384.7813	46901.39453	88881.57813	559870.375	1248320.5	51095.20313	694129.9375	32547.04688	107886.3359	34547.64844	171530.6875	198417.1406	66857.79688	317831.9063	1102363.25	889143.625	400221.25	472819.5	676288.875	893147.5	459909.6563	604190.125	1268140.875	335688.3438	995206	582680.8125	298944.0313	312891.9063	3519745	2235838.75	530134.5	681745.4375	737746.25	150706.0156	197035.125	2538348	1370834.625	503001.5625	1992196.125	205380.5938	529747.9375	617775	1114764.875	1386462.375	971679	1184706.25	1089983.875	1980906.75	1096739.75	640640.6875	767790.375	15750.02246	938754	980332.6875	45027.97266	929788.6875	837622.75	121418.7422	1185604.875	2282199.75	814857.5	472921.375	3596841.25	864004.75	2471485	969173.25	1165577.25	1569699.75	1906244.25	2415612.5	474867.625	1418897.5	1524195.375	403841.875	351486.3125	451238.5313	1979102.75	819697.4375	443380.7813	1601061.25	378986.5313	191979.9063	236553.6563	601490.875	703520.9375	1759066.875	422974.0625	153010.4844	1748777.875	931828.6875	1154839.25	957365.6875	1066767.75	2357451	2194328.5	4153144.5	808660.25	474527.4375	138333.0938	1635117.375	668307	618242.4375	500495.75	1564182.125	203582.2656	165808.5	253925.4375	3697971.5	711100.625	2952220.5	2312277.25	606637.75	1850789.25	1286344	1587027.5	1222377.75	1475042.75	260955.0156	1016424	2278818.5	563785.5	2166752.75	876720.8125	751356.6875	621021.4375	2310240	782728.5	508798.9688	546569.25	74259.02344	1690633.875	1390892.75	266512.6563	292012.5313	456282.9375	510944.25	3185512.25	1590795	906565.75	1126879.5	1193623.25	1407344.375
met_1888	4950351.5	19989092	1200927	2149480.5	861798.25	1725249.25	2422091.75	4808184.5	781401.1875	4112500.25	651727.25	2284228.5	553937.9375	2240413.25	2503978.75	867340.6875	2211888	6642920	13776.46875	2628575	3599335.75	3086734	4423822	2455448.5	3516981	7183494	5331724.5	6382291.5	6167080.5	3555216.5	2971533.75	9716320	12966823	4245226	3547824.5	5973075	2655717.25	3731360	3923338.5	9937343	5924379	7016797.5	4840820.5	4338050	5782731	5671609	7396549	4207918	5185607	3928441.75	7792787	3876167.5	2364563.75	4786493	211706.4844	4576020.5	5258459	854637.3125	6674504	4739986	1679859.875	4728777.5	5950900.5	3818110.5	3634318.75	11359647	4900586	9504674	3961261.5	4848690.5	5874511	7448941.5	9526624	4778495.5	7987662.5	6373589	4155140.75	3174760.75	3202316.5	7259327.5	5232205.5	2310602	8776806	3595184.75	2799466.5	2344504.75	3629185.25	6182899	8588616	4592467	2436758.25	5295499	4300347	4822383	5349241	6482690.5	8515168	8390633	14309274	5532388.5	2915477.75	3172198.5	6915228.5	4035916.5	3439321.75	2908524.5	5921199	2601192.75	3556076.5	2097903.75	11780276	3575983.75	7907436.5	6002242.5	4538694	8300697	4544859	5789587	5059932.5	5986191.5	5941598	6321659.5	8957241	5409606.5	3919103.75	6143625.5	4927799	6206259	8202577	4482560.5	13687728	5178316	1967911.5	6959325.5	4828891.5	6416965	1865618.5	3590170	10495122	10331270	8227230	4799182	5899147	5180939	6280513
met_1905	10655433	10635668	10493635	51983780	24110520	12731213	4056745.5	6291503	6111295	10804544	3014424.25	14729725	1537248	10119138	12401350	4506018	11240420	18727572	10851180	6596910.5	9308024	11232607	17045498	7946681	10631733	10259493	22994740	8735509	7570498.5	9452358	15275678	37697204	8458813	12525385	36894308	14779892	7911056.5	20376742	8114012	12834803	9272372	9972284	7483941	10879606	12792204	15050687	19461012	8741889	11127208	10411995	13515259	4782235	3112921.75	6615493	953769.375	8188111.5	11500782	5402626	21234476	12366974	6344823.5	12581612	11434066	8832969	12226857	12161033	13044313	11191271	10748790	13366542	10170522	12508512	14986689	6463748.5	6976027	8042737.5	6507033	16763289	10353935	11883887	12251916	4514648.5	12148509	7827046	4167187	10004245	13226572	9110885	12638295	6993031.5	4094250.75	7433138	7549574	8793888	11221552	12646037	12061130	13353785	4885871.5	8976553	6869748	5335509.5	11185908	9471778	6219763	6110984.5	10917247	10315797	7759061	7320082.5	15166116	7875390.5	11003090	7231315	7236890.5	6317944.5	6437776	7828521	8909761	11136526	22600024	7934025	12524040	7494786	11382213	7423063	9020342	22821968	12705114	10217591	32176460	13341559	7405066.5	10633319	6518559	4540971	6601994	7246848.5	40503764	10514610	12510873	13250775	16795486	8716701	10639752
met_1906	3254472.75	3771850.5	3483712.25	7354673	2772558	3322969.25	1354797.625	2515446	1126483.5	4331438.5	630321.1875	3865683.5	238085.8594	3091339.25	4786965	1053287.75	3759732.5	6153665	4816498.5	1751368.75	2402319.25	2543763.75	3656488.5	2938298.25	3733213	5302337	5814634	3720068.5	2875626.5	2354161.5	4959909	24156776	4338307	4423257.5	12558906	4055222.5	1821533.75	3674239.5	4154386.25	5896703	1291453.75	4837501.5	2944573.75	2998854.5	3493739.5	6605252	8102468.5	3652076.75	4687013	4239544	8262815	1991300.5	2034033.75	3360170	236943.0938	3099788.75	4533856	1239104.75	4690739.5	5123190	1697219.875	5775960	7084375	3603489.75	4631600.5	4818805	4326273.5	4563119	3902630.75	5159712.5	4295793	5529103	7926610.5	2406496.75	3689655.5	5148072.5	2258089.5	5523833.5	2800515.75	3855364.75	4794089.5	1531917.75	7195837	2782144.5	1343738.375	3042297.25	3487300.5	4068853.5	6047269	1842601	1336351.5	4056797.25	2839961.5	3527647	4728372	5378723.5	6153443.5	8062835	1151163	4223752.5	1929839.5	902544.6875	4065946.75	3814282	2338760.75	2618095	5416104.5	3094431.25	2468097.5	2586776.5	6653945.5	3208607	5694667	4661929.5	2823353.25	2771354.25	2530765	3435948.5	3696152.25	4919441	2549233.5	3870743.75	6194832.5	2677956	5124633	2226582	3292946.5	2747821	4767148.5	3586085.5	1514548.625	4939951.5	974294.5625	5421525.5	3536929	1345338.375	1666465.5	2001475.25	1320857.125	3892783.75	7948242	2996577.5	3579717.75	3318171.5	4002013.75
met_1910	977505	1066999.5	987848.4375	117808.5703	75289.92188	603754.6875	231191.9375	866231.75	318063.5938	656253.0625	162116.1875	844234.8125	140993.2969	708888.3125	799732.125	525764.75	1002724.563	1088530.125	1339698.625	520487.8438	745756	437598.875	544020.9375	709415.75	879554.25	1242046.75	748406.5625	941694.0625	878779.25	710578.3125	1170135	260419.8438	1769619.25	686338.1875	184694.1563	1079602.375	452277.8125	847514.0625	1012996.875	995760.125	934646.6875	1271144.5	652037.1875	818549.3125	1044758.563	599483.0625	736364.125	886805.5625	1037324.625	715737.5	2009880.75	702138.6875	422204.9063	453992.375	118789.9844	1421527.375	1514609.875	302001.625	1189895.875	858650.25	485839	1943916.125	1304144.25	1068949.5	899262.0625	1546553	1163122.5	1195923.25	1103845.875	1214927	1267511.25	1420744.25	1139426	774103.5	715490	887997.5625	1610281.75	1257998.625	890311.75	966696	1018743.438	779173.25	1323123.125	774168.875	536962.5625	953119.875	1041622.563	1221714.375	1584234.5	605407.8125	595058.5	1037940.5	801808.125	1017699.938	1148608.625	1262183.625	962051.25	1401254.625	4363958.5	1119731.375	1104886.125	1115161.375	961523.375	637870.75	945703.0625	556170.25	800176.6875	821123.5625	1855424.125	898283.9375	1699567.875	968929.125	1335963.5	1306214.25	984737.375	915553.5	1157757	1302689.25	892091.125	961317.1875	709869.125	933389.4375	1069511	787165.6875	998688.75	1467122.5	899748.125	1220574.5	1216806.625	850696.3125	706893.75	730060.375	383784.2188	1619954	841741.375	1941247	616189.9375	582046.6875	647843.125	1272217.5	1270487	934805.8125	1105637.375	866431.1875	1039262.875
met_1911	1216276.5	9087956	268641.8438	130788.875	104814.4219	407565.3438	88351.90625	687149.875	461211.0938	1601348.375	282794.1875	1377260.625	88298.77344	647683.6875	279938.6875	190091.1406	823561.9375	2062556	978425.4375	662194.9375	857753.5625	1133041.125	1557559.125	640689.0625	781310.5	963923.1875	561210.625	1278797.25	1428712.875	1124723.625	310963.2188	1302158.625	10430182	1232702	810250.375	2829770	1052419.125	4233022	600990.9375	1825601.625	6265011.5	1443380.375	702493.375	1803144.875	2089767.125	2046776.25	2641593.75	842161.625	901678.3125	881961.6875	1878301	630389	257067.6719	172057.0938	130129.0078	2063628.25	1321101.375	287624.375	2607502	1637990.125	393883.5313	1413078.25	1772356.25	787963.5625	824429	2347128	695728.25	4538239	1131484.375	1474218.625	1555203.625	2035153.625	1022616.25	1004207.125	681413.6875	877285.25	5746240.5	452309	700009.0625	2400534	1208060.125	727646.75	1916558.875	438407.6563	718807.375	1356324	709523.375	914269.5625	1832260.75	1073250.75	811981.125	1163561.875	1160051	1347323.5	1108946	1289350.5	496414.9063	2701166	16229021	678162.0625	1265395.75	802140.125	2648581.75	1219467.625	1808146.5	593486.6875	897446.25	776396.1875	843468.6875	332706.25	1650546.25	637158.0625	1089197.25	6322678	669138.125	626420.6875	2427036	2984651.5	948674.1875	1079357.875	1501020.125	634914.5	1015534.063	1127044.75	402275.5625	3395806	1546573.875	1661186.375	896662.3125	754093.8125	1078532.125	1532422.875	212657.2188	2212179.75	548792.25	7370745	481665.9063	767881.375	1319424.625	1929068.5	717920.625	1469766.25	1840292.875	967907.5	1232583.25
met_1922	1764072.75	1778518.5	1554601.375	780196.6875	399231.125	821897.5625	376351.5313	1010324.5	813472.6875	1018403.875	238149.8594	1343986.375	187099.375	639232.3125	927129.8125	446209	1563626.625	1796343.875	1743669.75	1058707.375	1367454.25	694574.6875	1005924.375	881444.25	1234217.875	1448369.125	1039043.125	1051194.125	1099912.875	1547239.5	1569921.5	2568843.5	1940558.25	725087.9375	1501240	2592456	941989.25	2009922.25	1167772.125	1298525.125	1637643.125	1022713.313	710943.75	1896262.625	2414442.25	1130667.625	1645128	979285.5625	1177437.875	1290931.375	2608391.25	829626.4375	788308.3125	651832.3125	142639.3438	1860727.25	1740806.625	569218.9375	2168302	1146288	360190.0313	2470776.5	1898886.25	1377926.125	1314492.625	1861562.5	1731277.125	1429739.875	1525014	1856765.25	1582721.875	1726163.25	1763585.125	842644.9375	842759.75	866223.1875	2012927.375	2044538.875	1376692.875	1258407	1136132.375	621270	2274590.75	1424455.875	770340	1113586.75	1727574.125	1426542.5	1811208.25	858724.9375	622452.125	1109108.25	1046748.375	1217510.75	1473477.75	1729699.125	1800945.875	2223318.75	2046926.75	925337.1875	1104780.375	703443.8125	1608295.875	885728.4375	854814.1875	459639	972320.4375	706655.625	1308461.75	923098.5	2737726.75	1142427.5	1907327	1457183	1154625.75	1145869.125	1025402	1208480.25	1095501.375	1335808.125	933144.9375	961836.875	1136054.5	985036.625	843571.6875	1417730.375	1038493.563	2088548.75	1857797.125	806488.6875	827305.25	965529.375	494543	1784613.625	1036505.125	1800863.875	497393.7813	1032276.563	782488.9375	1602207.125	1750952	1042270.875	1221382.125	1026055.438	1212337.375
met_1923	849365.625	932567.5625	804900.8125	407148.375	178142.1094	395954.7813	179838.8594	478268.7813	366376.3125	491159.3438	128853.5938	680587.9375	83851.57813	313316.6875	431640.5	226414	765398.8125	884032.75	898312.4375	496169.3125	654265.5	358973.875	453342.875	425792.4375	586622	610782.0625	467314.7813	527507.8125	541542	740614.4375	815102.25	1293493.75	968035.375	421277.5625	762546.5	1290543.375	457063	1015843.75	633431.5	673181.625	771723.4375	503002.5	323155.6563	910921.375	1170233.75	641944.75	806768.125	468541.5313	578019.5	621373.5625	1211997.625	379484.2813	379317.6563	334145.6563	73520.60938	878690.75	766943.1875	252563.6719	1020189.938	542328.25	183857.625	1186301.375	889010.6875	641386.4375	654438.5	905796.875	908176.1875	682022.875	719127.125	977553	732771.375	873302.9375	930816.0625	368825.2188	414262.5	418213.2813	729023.8125	922300	677854.6875	620748.9375	587375.8125	291461.0313	1079828.625	709648.3125	346760.6563	565875.25	784591.625	702473.1875	880455.6875	408208.8438	296861.0625	560323.3125	479739.0938	582909.8125	686000.5625	822657.875	937543.5625	1115562.5	1062761.625	408194.625	577288.25	356961.5313	765458.875	415268.75	415819.75	209939.25	486475.8438	341831.75	586739.6875	409012.8438	1311153	507047.3438	874996.5625	694492.625	499893.5625	539147.875	563784.0625	621334.5	577272.875	649184.375	469678.9688	442125.375	543707.75	425624.5625	440015.375	647685.875	482357.875	1084057.75	861338.625	401191.5625	446773.2188	493000.375	261655.5469	847754	537188.625	858839.5625	221741.7031	451077.5313	394966.6875	854520.125	821251	515109.75	627233.9375	450682.9688	564737.625
met_1968	2830579.25	3150881.75	1971907.75	569915.3125	317293	1992735.25	571138.6875	1539961	858171.875	2596912	425146	2108437.75	256847.3906	1799340.625	2692544.5	996943.375	2957513.75	2744059	2987028	1621637.125	2248318	1240856	1746020.5	1840590.375	2134097	3017088.25	2633355.25	2456468.75	2302795.25	1570245.75	2554435	2956748.5	4827713	2238088	1410079.25	2825532.75	1232210.875	2010363.75	2247073	3223568.5	1887043.625	2926588	1629282.25	1933106.25	2428985.5	2115796	2758672	2215325	2558311.25	1877877.125	4017848.5	1407915.375	1101758.5	1387352	236511.0313	2938734.75	2769704.5	737057.0625	2280485	2844524	1099569.5	4662940	3732297	2500866.25	2387544.75	3536450	2316467	2970824	2411279	2945402	2615046.25	3219144.25	3192427	1729889.375	2266300	2605239.75	2118336	2615518.25	1682369.25	2704927.25	2922964	1397500.5	3509461.75	1556863.625	1065701	1766773.125	2078867.625	2390929	3480134.25	1362151.625	1413756	2276911	1766753.25	2310226.75	2535813.75	2756655.75	2872831.75	3576430.25	6156106	2672496	1223000.25	963034.1875	3092614.5	2108829	1429067.125	1765623.5	2514012.5	1916591.875	3057328.5	1992460.5	3804662	2094971.5	3215657	2137207.75	1947210.875	1964392.75	2220508.75	2476447.5	2122378	2492600.75	1900623.625	2275522.75	3301867.5	1987463.125	2324371.5	1775343.125	2425230.25	2000747	2568077.5	2177758.5	1674285.875	2245154.75	1240170.125	2479354.25	1977463.125	2543849.75	1188688.375	1434828.375	1356923.375	2627167.25	3411477.75	1873461.5	2324965.75	2017013	2369025.25
met_1992	3167350.75	3799576.25	3353295.5	5424959.5	2075625.75	2971672.75	1056507.125	1625733.875	723794.75	1909548	541511.25	3119861.75	486176.5313	1479240.25	3270643.25	1222074.875	1695502.125	3075830.75	2039741.875	1582833.625	2374344.75	1480109	2318062.25	1677980.125	2301253.5	3942564.5	4761447	3605944.25	2671849.25	3272411	6567376.5	3843318.5	7091539.5	3858104.5	4068073.75	3499937.5	2457607.5	3080160.25	2684690.5	5501940.5	1412489.125	4173366.75	4451234	2959030.25	4070159.5	3384711.25	3946329.25	3412529	3941904.75	2740972.75	4376924	1397116.25	1221380.375	1241872	268315.375	1754106.125	2731691.75	824187.6875	5116461	2229702.5	2052550.25	3716602.75	4200562	2365419.75	1793429.625	5084257	5185943	2830589	2592271.5	3842279	3343373.75	3618104.25	4829177	2376533	2916340.75	4002510	3345445.5	5056109	3127383.25	3825977.25	2535331.75	1448816.125	4560449	2421231.25	1552950.875	3197637.25	3452718	4743079.5	6257040	2789569.5	2014100.375	2846133.75	2466576.75	2954785.75	3683699.75	4514108.5	3912419.25	4667203	5166054.5	2249512.5	1629673.375	2137949.5	1904961.875	2054860.5	1193879.625	1698999.875	2020271.875	1953847.625	4501982.5	1372404.625	5425979.5	2282599.5	3782264.25	4494850.5	3109367	2833636.5	2267260.5	2513898	2467878.25	2951893.5	4526221.5	3806444.25	4286890	3161210.5	3508023.25	2753619.5	3059401.5	4115347	3742170.5	2677451.5	3349457.25	3381900	1517285.125	2939708.5	2103446.75	5381282.5	1672559.5	1078808.375	4278240	4667375	4792305.5	3025245.5	3595439.5	2781276.25	3647577
