sampleID
ppm_0_73102
ppm_0_78581
ppm_0_86209
ppm_0_94007
ppm_0_97397
ppm_0_98857
ppm_1_0072
ppm_1_0192
ppm_1_0358
ppm_1_3238
ppm_1_3396
ppm_1_4552
ppm_1_4761
ppm_1_4896
ppm_1_5457
ppm_1_5561
ppm_1_5767
ppm_1_591
ppm_1_5981
ppm_1_6058
ppm_1_6196
ppm_1_6275
ppm_1_6361
ppm_1_6525
ppm_1_6609
ppm_1_6686
ppm_1_6832
ppm_1_6929
ppm_1_7156
ppm_1_7348
ppm_1_755
ppm_1_8125
ppm_1_8227
ppm_1_8316
ppm_1_8406
ppm_1_8483
ppm_1_8818
ppm_1_9208
ppm_1_9545
ppm_1_9739
ppm_1_9906
ppm_2_007
ppm_2_0233
ppm_2_0306
ppm_2_0689
ppm_2_0778
ppm_2_1094
ppm_2_1186
ppm_2_1285
ppm_2_1721
ppm_2_2055
ppm_2_215
ppm_2_237
ppm_2_2476
ppm_2_2768
ppm_2_2916
ppm_2_2952
ppm_2_3199
ppm_2_3246
ppm_2_3364
ppm_2_3474
ppm_2_3585
ppm_2_4119
ppm_2_4498
ppm_2_4587
ppm_2_4673
ppm_2_4774
ppm_2_5027
ppm_2_5584
ppm_2_5788
ppm_2_5866
ppm_2_6424
ppm_2_6556
ppm_2_6732
ppm_2_6827
ppm_2_7037
ppm_2_7132
ppm_2_7216
ppm_2_7305
ppm_2_741
ppm_2_7514
ppm_2_7968
ppm_2_8079
ppm_2_8212
ppm_2_8691
ppm_2_8901
ppm_2_9007
ppm_2_9527
ppm_2_9685
ppm_3_0189
ppm_3_029
ppm_3_0393
ppm_3_054
ppm_3_0965
ppm_3_1052
ppm_3_1144
ppm_3_1231
ppm_3_1467
ppm_3_1561
ppm_3_1695
ppm_3_1839
ppm_3_2244
ppm_3_2366
ppm_3_2462
ppm_3_2547
ppm_3_2672
ppm_3_4211
ppm_3_4329
ppm_3_4544
ppm_3_4704
ppm_3_5209
ppm_3_5305
ppm_3_5782
ppm_3_6073
ppm_3_6408
ppm_3_6575
ppm_3_7197
ppm_3_7324
ppm_3_7554
ppm_3_7827
ppm_3_7919
ppm_3_8019
ppm_3_8518
ppm_3_8699
ppm_3_887
ppm_3_9436
ppm_3_9741
ppm_4_0946
ppm_4_1642
ppm_4_1895
ppm_4_2203
ppm_4_3028
ppm_4_3323
ppm_4_3779
ppm_4_5399
ppm_4_632
ppm_4_9644
ppm_4_9724
ppm_5_0188
ppm_5_0494
ppm_5_0717
ppm_5_0992
ppm_5_1249
ppm_5_188
ppm_5_2069
ppm_5_2215
ppm_5_4023
ppm_5_4891
ppm_5_5153
ppm_5_5482
ppm_5_564
ppm_5_7153
ppm_5_7483
ppm_5_7897
ppm_5_8015
ppm_5_8106
ppm_5_8267
ppm_5_8385
ppm_5_8514
ppm_5_8933
ppm_6_0014
ppm_6_0277
ppm_6_0381
ppm_6_0723
ppm_6_1077
ppm_6_1474
ppm_6_1837
ppm_6_3541
ppm_6_6493
ppm_6_6766
ppm_6_703
ppm_6_7562
ppm_6_7722
ppm_6_8802
ppm_6_9276
ppm_6_9544
ppm_6_9796
ppm_6_9984
ppm_7_0521
ppm_7_1375
ppm_7_2253
ppm_7_2687
ppm_7_3089
ppm_7_3231
ppm_7_338
ppm_7_354
ppm_7_3876
ppm_7_4387
ppm_7_5061
ppm_7_5126
ppm_7_5213
ppm_7_6519
ppm_7_6637
ppm_7_6951
ppm_7_7234
ppm_7_7461
ppm_7_7835
ppm_7_8061
ppm_7_8222
ppm_7_8278
ppm_7_8386
ppm_7_8794
ppm_7_9062
ppm_7_9796
ppm_8_1063
ppm_8_148
ppm_8_1863
ppm_8_2518
ppm_8_374
ppm_8_4707
ppm_8_4943
ppm_8_5096
ppm_8_5204
ppm_8_5593
ppm_8_5812
ppm_8_691
ppm_8_7216
ppm_8_7563
ppm_8_7883
ppm_8_9647
ppm_9_0473
ppm_9_077
ppm_9_0883
ppm_9_112
ppm_9_181
ppm_9_2891
ppm_9_5228
ppm_9_5609
