dsim2_geneid,COUNT,PERCENT
FBgn0192466,1,0.0012852149
FBgn0192467,1,0.0012852149
FBgn0192468,1,0.0012852149
FBgn0192471,1,0.0012852149
FBgn0192472,1,0.0012852149
FBgn0192475,1,0.0012852149
FBgn0192477,1,0.0012852149
FBgn0192485,1,0.0012852149
FBgn0192486,1,0.0012852149
FBgn0192487,1,0.0012852149
FBgn0192490,1,0.0012852149
FBgn0192498,1,0.0012852149
FBgn0192499,1,0.0012852149
FBgn0192500,1,0.0012852149
FBgn0192501,1,0.0012852149
FBgn0192502,1,0.0012852149
FBgn0192508,1,0.0012852149
FBgn0192512,1,0.0012852149
FBgn0192517,1,0.0012852149
FBgn0192521,1,0.0012852149
FBgn0192523,1,0.0012852149
FBgn0192526,1,0.0012852149
FBgn0192545,1,0.0012852149
FBgn0192550,1,0.0012852149
FBgn0192551,1,0.0012852149
FBgn0192556,1,0.0012852149
FBgn0192560,1,0.0012852149
FBgn0192568,1,0.0012852149
FBgn0192573,1,0.0012852149
FBgn0192577,1,0.0012852149
FBgn0192583,1,0.0012852149
FBgn0192589,1,0.0012852149
FBgn0192601,1,0.0012852149
FBgn0192605,1,0.0012852149
FBgn0192609,1,0.0012852149
FBgn0192610,1,0.0012852149
FBgn0192611,1,0.0012852149
FBgn0192619,1,0.0012852149
FBgn0192621,1,0.0012852149
FBgn0192635,1,0.0012852149
FBgn0192639,1,0.0012852149
FBgn0192640,1,0.0012852149
FBgn0192641,1,0.0012852149
FBgn0192642,1,0.0012852149
FBgn0192643,1,0.0012852149
FBgn0192646,1,0.0012852149
FBgn0192647,1,0.0012852149
FBgn0192658,1,0.0012852149
FBgn0192660,1,0.0012852149
FBgn0192662,1,0.0012852149
FBgn0192666,1,0.0012852149
FBgn0192668,1,0.0012852149
FBgn0192670,1,0.0012852149
FBgn0192681,1,0.0012852149
FBgn0192686,1,0.0012852149
FBgn0192688,1,0.0012852149
FBgn0192695,1,0.0012852149
FBgn0192703,1,0.0012852149
FBgn0192707,1,0.0012852149
FBgn0192708,1,0.0012852149
FBgn0192709,1,0.0012852149
FBgn0192735,1,0.0012852149
FBgn0192748,1,0.0012852149
FBgn0192753,1,0.0012852149
FBgn0192766,1,0.0012852149
FBgn0192772,1,0.0012852149
FBgn0192774,1,0.0012852149
FBgn0192776,1,0.0012852149
FBgn0192778,1,0.0012852149
FBgn0192783,1,0.0012852149
FBgn0192793,1,0.0012852149
FBgn0192796,1,0.0012852149
FBgn0192798,1,0.0012852149
FBgn0192812,1,0.0012852149
FBgn0192836,1,0.0012852149
FBgn0192839,1,0.0012852149
FBgn0192844,1,0.0012852149
FBgn0192845,1,0.0012852149
FBgn0192846,1,0.0012852149
FBgn0192850,1,0.0012852149
FBgn0192875,1,0.0012852149
FBgn0192878,1,0.0012852149
FBgn0192883,1,0.0012852149
FBgn0192888,1,0.0012852149
FBgn0192892,1,0.0012852149
FBgn0192894,1,0.0012852149
FBgn0192900,1,0.0012852149
FBgn0192902,1,0.0012852149
FBgn0192918,1,0.0012852149
FBgn0192925,1,0.0012852149
FBgn0192927,1,0.0012852149
FBgn0192931,1,0.0012852149
FBgn0192934,1,0.0012852149
FBgn0192953,1,0.0012852149
FBgn0192967,1,0.0012852149
FBgn0192973,1,0.0012852149
FBgn0192976,1,0.0012852149
FBgn0192977,1,0.0012852149
FBgn0192991,1,0.0012852149
FBgn0192995,1,0.0012852149
FBgn0193022,1,0.0012852149
FBgn0193025,1,0.0012852149
FBgn0193026,1,0.0012852149
FBgn0193055,1,0.0012852149
FBgn0193072,1,0.0012852149
FBgn0193078,1,0.0012852149
FBgn0193081,1,0.0012852149
FBgn0193083,1,0.0012852149
FBgn0193088,1,0.0012852149
FBgn0193089,1,0.0012852149
FBgn0193090,1,0.0012852149
FBgn0193095,1,0.0012852149
FBgn0193100,1,0.0012852149
FBgn0193125,1,0.0012852149
FBgn0193126,1,0.0012852149
FBgn0193129,1,0.0012852149
FBgn0193137,1,0.0012852149
FBgn0193147,1,0.0012852149
FBgn0193148,1,0.0012852149
FBgn0193166,1,0.0012852149
FBgn0193168,1,0.0012852149
FBgn0193170,1,0.0012852149
FBgn0193197,1,0.0012852149
FBgn0193202,1,0.0012852149
FBgn0193205,1,0.0012852149
FBgn0193208,1,0.0012852149
FBgn0193211,1,0.0012852149
FBgn0193213,1,0.0012852149
FBgn0193216,1,0.0012852149
FBgn0193218,1,0.0012852149
FBgn0193241,1,0.0012852149
FBgn0193242,1,0.0012852149
FBgn0193246,1,0.0012852149
FBgn0193252,1,0.0012852149
FBgn0193266,1,0.0012852149
FBgn0193277,1,0.0012852149
FBgn0193280,1,0.0012852149
FBgn0193283,1,0.0012852149
FBgn0193287,1,0.0012852149
FBgn0193297,1,0.0012852149
FBgn0193305,1,0.0012852149
FBgn0193306,1,0.0012852149
FBgn0193307,1,0.0012852149
FBgn0193311,1,0.0012852149
FBgn0193313,1,0.0012852149
FBgn0193314,1,0.0012852149
FBgn0193316,1,0.0012852149
FBgn0193317,1,0.0012852149
FBgn0193321,1,0.0012852149
FBgn0193325,1,0.0012852149
FBgn0193336,1,0.0012852149
FBgn0193338,1,0.0012852149
FBgn0193348,1,0.0012852149
FBgn0193349,1,0.0012852149
FBgn0193358,1,0.0012852149
FBgn0193363,1,0.0012852149
FBgn0193365,1,0.0012852149
FBgn0193371,1,0.0012852149
FBgn0193379,1,0.0012852149
FBgn0193391,1,0.0012852149
FBgn0193392,1,0.0012852149
FBgn0193396,1,0.0012852149
FBgn0193400,1,0.0012852149
FBgn0193411,1,0.0012852149
FBgn0193419,1,0.0012852149
FBgn0193423,1,0.0012852149
FBgn0193425,1,0.0012852149
FBgn0193431,1,0.0012852149
FBgn0193438,1,0.0012852149
FBgn0193439,1,0.0012852149
FBgn0193441,1,0.0012852149
FBgn0193442,1,0.0012852149
FBgn0193450,1,0.0012852149
FBgn0193453,1,0.0012852149
FBgn0193467,1,0.0012852149
FBgn0193470,1,0.0012852149
FBgn0193471,1,0.0012852149
FBgn0193478,1,0.0012852149
FBgn0193480,1,0.0012852149
FBgn0193482,1,0.0012852149
FBgn0193487,1,0.0012852149
FBgn0193506,1,0.0012852149
FBgn0193507,1,0.0012852149
FBgn0193515,1,0.0012852149
FBgn0193528,1,0.0012852149
FBgn0193539,1,0.0012852149
FBgn0193555,1,0.0012852149
FBgn0193563,1,0.0012852149
FBgn0193579,1,0.0012852149
FBgn0193580,1,0.0012852149
FBgn0193587,1,0.0012852149
FBgn0193590,1,0.0012852149
FBgn0193600,1,0.0012852149
FBgn0193601,1,0.0012852149
FBgn0193621,1,0.0012852149
FBgn0193626,1,0.0012852149
FBgn0193641,1,0.0012852149
FBgn0193643,1,0.0012852149
FBgn0193660,1,0.0012852149
FBgn0193664,1,0.0012852149
FBgn0193665,1,0.0012852149
FBgn0193668,1,0.0012852149
FBgn0193672,1,0.0012852149
FBgn0193673,1,0.0012852149
FBgn0193675,1,0.0012852149
FBgn0193684,1,0.0012852149
FBgn0193696,1,0.0012852149
FBgn0193727,1,0.0012852149
FBgn0193732,1,0.0012852149
FBgn0193738,1,0.0012852149
FBgn0193745,1,0.0012852149
FBgn0193746,1,0.0012852149
FBgn0193747,1,0.0012852149
FBgn0193749,1,0.0012852149
FBgn0193754,1,0.0012852149
FBgn0193755,1,0.0012852149
FBgn0193769,1,0.0012852149
FBgn0193775,1,0.0012852149
FBgn0193782,1,0.0012852149
FBgn0193802,1,0.0012852149
FBgn0193806,1,0.0012852149
FBgn0193811,1,0.0012852149
FBgn0193826,1,0.0012852149
FBgn0193827,1,0.0012852149
FBgn0193834,1,0.0012852149
FBgn0193840,1,0.0012852149
FBgn0193847,1,0.0012852149
FBgn0193850,1,0.0012852149
FBgn0193852,1,0.0012852149
FBgn0193874,1,0.0012852149
FBgn0193875,1,0.0012852149
FBgn0193880,1,0.0012852149
FBgn0193882,1,0.0012852149
FBgn0193883,1,0.0012852149
FBgn0193895,1,0.0012852149
FBgn0193897,1,0.0012852149
FBgn0193898,1,0.0012852149
FBgn0193903,1,0.0012852149
FBgn0193908,1,0.0012852149
FBgn0193916,1,0.0012852149
FBgn0193928,1,0.0012852149
FBgn0193929,1,0.0012852149
FBgn0193933,1,0.0012852149
FBgn0193936,1,0.0012852149
FBgn0193937,1,0.0012852149
FBgn0193942,1,0.0012852149
FBgn0193947,1,0.0012852149
FBgn0193957,1,0.0012852149
FBgn0193967,1,0.0012852149
FBgn0193970,1,0.0012852149
FBgn0193971,1,0.0012852149
FBgn0193988,1,0.0012852149
FBgn0194000,1,0.0012852149
FBgn0194003,1,0.0012852149
FBgn0194008,1,0.0012852149
FBgn0194011,1,0.0012852149
FBgn0194038,1,0.0012852149
FBgn0194041,1,0.0012852149
FBgn0194044,1,0.0012852149
FBgn0194047,1,0.0012852149
FBgn0194050,1,0.0012852149
FBgn0194059,1,0.0012852149
FBgn0194060,1,0.0012852149
FBgn0194068,1,0.0012852149
FBgn0194069,1,0.0012852149
FBgn0194071,1,0.0012852149
FBgn0194072,1,0.0012852149
FBgn0194077,1,0.0012852149
FBgn0194082,1,0.0012852149
FBgn0194086,1,0.0012852149
FBgn0194091,1,0.0012852149
FBgn0194095,1,0.0012852149
FBgn0194101,1,0.0012852149
FBgn0194102,1,0.0012852149
FBgn0194105,1,0.0012852149
FBgn0194127,1,0.0012852149
FBgn0194128,1,0.0012852149
FBgn0194129,1,0.0012852149
FBgn0194131,1,0.0012852149
FBgn0194134,1,0.0012852149
FBgn0194135,1,0.0012852149
FBgn0194139,1,0.0012852149
FBgn0194143,1,0.0012852149
FBgn0194154,1,0.0012852149
FBgn0194165,1,0.0012852149
FBgn0194169,1,0.0012852149
FBgn0194176,1,0.0012852149
FBgn0194186,1,0.0012852149
FBgn0194190,1,0.0012852149
FBgn0194195,1,0.0012852149
FBgn0194215,1,0.0012852149
FBgn0194218,1,0.0012852149
FBgn0194222,1,0.0012852149
FBgn0194223,1,0.0012852149
FBgn0194225,1,0.0012852149
FBgn0194248,1,0.0012852149
FBgn0194250,1,0.0012852149
FBgn0194255,1,0.0012852149
FBgn0194266,1,0.0012852149
FBgn0194272,1,0.0012852149
FBgn0194287,1,0.0012852149
FBgn0194288,1,0.0012852149
FBgn0194295,1,0.0012852149
FBgn0194308,1,0.0012852149
FBgn0194310,1,0.0012852149
FBgn0194333,1,0.0012852149
FBgn0194334,1,0.0012852149
FBgn0194354,1,0.0012852149
FBgn0194360,1,0.0012852149
FBgn0194364,1,0.0012852149
FBgn0194372,1,0.0012852149
FBgn0194373,1,0.0012852149
FBgn0194383,1,0.0012852149
FBgn0194387,1,0.0012852149
FBgn0194403,1,0.0012852149
FBgn0194412,1,0.0012852149
FBgn0194414,1,0.0012852149
FBgn0194415,1,0.0012852149
FBgn0194418,1,0.0012852149
FBgn0194423,1,0.0012852149
FBgn0194427,1,0.0012852149
FBgn0194437,1,0.0012852149
FBgn0194438,1,0.0012852149
FBgn0194448,1,0.0012852149
FBgn0194451,1,0.0012852149
FBgn0194454,1,0.0012852149
FBgn0194456,1,0.0012852149
FBgn0194460,1,0.0012852149
FBgn0194467,1,0.0012852149
FBgn0194478,1,0.0012852149
FBgn0194484,1,0.0012852149
FBgn0194493,1,0.0012852149
FBgn0194495,1,0.0012852149
FBgn0194506,1,0.0012852149
FBgn0194510,1,0.0012852149
FBgn0194511,1,0.0012852149
FBgn0194513,1,0.0012852149
FBgn0194522,1,0.0012852149
FBgn0194523,1,0.0012852149
FBgn0194526,1,0.0012852149
FBgn0194539,1,0.0012852149
FBgn0194541,1,0.0012852149
FBgn0194542,1,0.0012852149
FBgn0194543,1,0.0012852149
FBgn0194545,1,0.0012852149
FBgn0194551,1,0.0012852149
FBgn0194553,1,0.0012852149
FBgn0194555,1,0.0012852149
FBgn0194557,1,0.0012852149
FBgn0194569,1,0.0012852149
FBgn0194570,1,0.0012852149
FBgn0194575,1,0.0012852149
FBgn0194582,1,0.0012852149
FBgn0194588,1,0.0012852149
FBgn0194589,1,0.0012852149
FBgn0194600,1,0.0012852149
FBgn0194603,1,0.0012852149
FBgn0194606,1,0.0012852149
FBgn0194621,1,0.0012852149
FBgn0194622,1,0.0012852149
FBgn0194624,1,0.0012852149
FBgn0194625,1,0.0012852149
FBgn0194626,1,0.0012852149
FBgn0194635,1,0.0012852149
FBgn0194637,1,0.0012852149
FBgn0194668,1,0.0012852149
FBgn0194671,1,0.0012852149
FBgn0194674,1,0.0012852149
FBgn0194675,1,0.0012852149
FBgn0194676,1,0.0012852149
FBgn0194692,1,0.0012852149
FBgn0194693,1,0.0012852149
FBgn0194700,1,0.0012852149
FBgn0194701,1,0.0012852149
FBgn0194705,1,0.0012852149
FBgn0194744,1,0.0012852149
FBgn0194745,1,0.0012852149
FBgn0194763,1,0.0012852149
FBgn0194767,1,0.0012852149
FBgn0194769,1,0.0012852149
FBgn0194781,1,0.0012852149
FBgn0194794,1,0.0012852149
FBgn0194807,1,0.0012852149
FBgn0194809,1,0.0012852149
FBgn0194810,1,0.0012852149
FBgn0194813,1,0.0012852149
FBgn0194822,1,0.0012852149
FBgn0194823,1,0.0012852149
FBgn0194827,1,0.0012852149
FBgn0194829,1,0.0012852149
FBgn0194846,1,0.0012852149
FBgn0194849,1,0.0012852149
FBgn0194857,1,0.0012852149
FBgn0194863,1,0.0012852149
FBgn0194866,1,0.0012852149
FBgn0194867,1,0.0012852149
FBgn0194871,1,0.0012852149
FBgn0194875,1,0.0012852149
FBgn0194879,1,0.0012852149
FBgn0194881,1,0.0012852149
FBgn0194892,1,0.0012852149
FBgn0194894,1,0.0012852149
FBgn0194895,1,0.0012852149
FBgn0194896,1,0.0012852149
FBgn0194900,1,0.0012852149
FBgn0194907,1,0.0012852149
FBgn0194912,1,0.0012852149
FBgn0194918,1,0.0012852149
FBgn0194931,1,0.0012852149
FBgn0194937,1,0.0012852149
FBgn0194938,1,0.0012852149
FBgn0194950,1,0.0012852149
FBgn0194954,1,0.0012852149
FBgn0194955,1,0.0012852149
FBgn0194957,1,0.0012852149
FBgn0194960,1,0.0012852149
FBgn0194973,1,0.0012852149
FBgn0194978,1,0.0012852149
FBgn0194982,1,0.0012852149
FBgn0194991,1,0.0012852149
FBgn0194999,1,0.0012852149
FBgn0195000,1,0.0012852149
FBgn0195004,1,0.0012852149
FBgn0195005,1,0.0012852149
FBgn0195008,1,0.0012852149
FBgn0195009,1,0.0012852149
FBgn0195010,1,0.0012852149
FBgn0195016,1,0.0012852149
FBgn0195024,1,0.0012852149
FBgn0195039,1,0.0012852149
FBgn0195048,1,0.0012852149
FBgn0195052,1,0.0012852149
FBgn0195056,1,0.0012852149
FBgn0195058,1,0.0012852149
FBgn0195060,1,0.0012852149
FBgn0195066,1,0.0012852149
FBgn0195067,1,0.0012852149
FBgn0195080,1,0.0012852149
FBgn0195081,1,0.0012852149
FBgn0195088,1,0.0012852149
FBgn0195090,1,0.0012852149
FBgn0195096,1,0.0012852149
FBgn0195100,1,0.0012852149
FBgn0195102,1,0.0012852149
FBgn0195113,1,0.0012852149
FBgn0195116,1,0.0012852149
FBgn0195120,1,0.0012852149
FBgn0195122,1,0.0012852149
FBgn0195125,1,0.0012852149
FBgn0195133,1,0.0012852149
FBgn0195142,1,0.0012852149
FBgn0195156,1,0.0012852149
FBgn0195163,1,0.0012852149
FBgn0195165,1,0.0012852149
FBgn0195167,1,0.0012852149
FBgn0195173,1,0.0012852149
FBgn0195175,1,0.0012852149
FBgn0195176,1,0.0012852149
FBgn0195177,1,0.0012852149
FBgn0195181,1,0.0012852149
FBgn0195187,1,0.0012852149
FBgn0195197,1,0.0012852149
FBgn0195210,1,0.0012852149
FBgn0195218,1,0.0012852149
FBgn0195220,1,0.0012852149
FBgn0195228,1,0.0012852149
FBgn0195229,1,0.0012852149
FBgn0195231,1,0.0012852149
FBgn0195233,1,0.0012852149
FBgn0195234,1,0.0012852149
FBgn0195243,1,0.0012852149
FBgn0195261,1,0.0012852149
FBgn0195262,1,0.0012852149
FBgn0195265,1,0.0012852149
FBgn0195275,1,0.0012852149
FBgn0195276,1,0.0012852149
FBgn0195291,1,0.0012852149
FBgn0195292,1,0.0012852149
FBgn0195294,1,0.0012852149
FBgn0195295,1,0.0012852149
FBgn0195298,1,0.0012852149
FBgn0195300,1,0.0012852149
FBgn0195304,1,0.0012852149
FBgn0195309,1,0.0012852149
FBgn0195324,1,0.0012852149
FBgn0195328,1,0.0012852149
FBgn0195354,1,0.0012852149
FBgn0195357,1,0.0012852149
FBgn0195371,1,0.0012852149
FBgn0195375,1,0.0012852149
FBgn0195382,1,0.0012852149
FBgn0195386,1,0.0012852149
FBgn0195388,1,0.0012852149
FBgn0195410,1,0.0012852149
FBgn0195412,1,0.0012852149
FBgn0195431,1,0.0012852149
FBgn0195440,1,0.0012852149
FBgn0195455,1,0.0012852149
FBgn0195457,1,0.0012852149
FBgn0195458,1,0.0012852149
FBgn0195459,1,0.0012852149
FBgn0195461,1,0.0012852149
FBgn0195464,1,0.0012852149
FBgn0195465,1,0.0012852149
FBgn0195498,1,0.0012852149
FBgn0195500,1,0.0012852149
FBgn0195507,1,0.0012852149
FBgn0195508,1,0.0012852149
FBgn0195512,1,0.0012852149
FBgn0195516,1,0.0012852149
FBgn0195522,1,0.0012852149
FBgn0195531,1,0.0012852149
FBgn0195533,1,0.0012852149
FBgn0195534,1,0.0012852149
FBgn0195552,1,0.0012852149
FBgn0195555,1,0.0012852149
FBgn0195561,1,0.0012852149
FBgn0195562,1,0.0012852149
FBgn0195571,1,0.0012852149
FBgn0195576,1,0.0012852149
FBgn0195577,1,0.0012852149
FBgn0195578,1,0.0012852149
FBgn0195582,1,0.0012852149
FBgn0195592,1,0.0012852149
FBgn0195593,1,0.0012852149
FBgn0195597,1,0.0012852149
FBgn0195599,1,0.0012852149
FBgn0195603,1,0.0012852149
FBgn0195607,1,0.0012852149
FBgn0195609,1,0.0012852149
FBgn0195620,1,0.0012852149
FBgn0195626,1,0.0012852149
FBgn0195635,1,0.0012852149
FBgn0195646,1,0.0012852149
FBgn0195653,1,0.0012852149
FBgn0195656,1,0.0012852149
FBgn0195670,1,0.0012852149
FBgn0195674,1,0.0012852149
FBgn0195681,1,0.0012852149
FBgn0195764,1,0.0012852149
FBgn0195779,1,0.0012852149
FBgn0195783,1,0.0012852149
FBgn0195789,1,0.0012852149
FBgn0195800,1,0.0012852149
FBgn0195802,1,0.0012852149
FBgn0195803,1,0.0012852149
FBgn0195805,1,0.0012852149
FBgn0195808,1,0.0012852149
FBgn0195830,1,0.0012852149
FBgn0195834,1,0.0012852149
FBgn0195836,1,0.0012852149
FBgn0195837,1,0.0012852149
FBgn0195838,1,0.0012852149
FBgn0195844,1,0.0012852149
FBgn0195853,1,0.0012852149
FBgn0195855,1,0.0012852149
FBgn0195858,1,0.0012852149
FBgn0195870,1,0.0012852149
FBgn0195888,1,0.0012852149
FBgn0195889,1,0.0012852149
FBgn0195897,1,0.0012852149
FBgn0195916,1,0.0012852149
FBgn0195926,1,0.0012852149
FBgn0195933,1,0.0012852149
FBgn0195936,1,0.0012852149
FBgn0195937,1,0.0012852149
FBgn0195947,1,0.0012852149
FBgn0195948,1,0.0012852149
FBgn0195955,1,0.0012852149
FBgn0195961,1,0.0012852149
FBgn0195963,1,0.0012852149
FBgn0195966,1,0.0012852149
FBgn0195971,1,0.0012852149
FBgn0195987,1,0.0012852149
FBgn0195993,1,0.0012852149
FBgn0196012,1,0.0012852149
FBgn0196040,1,0.0012852149
FBgn0196049,1,0.0012852149
FBgn0196054,1,0.0012852149
FBgn0196061,1,0.0012852149
FBgn0196080,1,0.0012852149
FBgn0196095,1,0.0012852149
FBgn0196097,1,0.0012852149
FBgn0196103,1,0.0012852149
FBgn0196104,1,0.0012852149
FBgn0196124,1,0.0012852149
FBgn0196129,1,0.0012852149
FBgn0196134,1,0.0012852149
FBgn0196145,1,0.0012852149
FBgn0196146,1,0.0012852149
FBgn0196174,1,0.0012852149
FBgn0196175,1,0.0012852149
FBgn0196179,1,0.0012852149
FBgn0196196,1,0.0012852149
FBgn0196197,1,0.0012852149
FBgn0196211,1,0.0012852149
FBgn0196217,1,0.0012852149
FBgn0196230,1,0.0012852149
FBgn0196242,1,0.0012852149
FBgn0196245,1,0.0012852149
FBgn0196253,1,0.0012852149
FBgn0196254,1,0.0012852149
FBgn0196264,1,0.0012852149
FBgn0196267,1,0.0012852149
FBgn0196268,1,0.0012852149
FBgn0196282,1,0.0012852149
FBgn0196287,1,0.0012852149
FBgn0196290,1,0.0012852149
FBgn0196293,1,0.0012852149
FBgn0196300,1,0.0012852149
FBgn0196301,1,0.0012852149
FBgn0196303,1,0.0012852149
FBgn0196305,1,0.0012852149
FBgn0196310,1,0.0012852149
FBgn0196314,1,0.0012852149
FBgn0196316,1,0.0012852149
FBgn0196320,1,0.0012852149
FBgn0196325,1,0.0012852149
FBgn0196339,1,0.0012852149
FBgn0196345,1,0.0012852149
FBgn0196349,1,0.0012852149
FBgn0196351,1,0.0012852149
FBgn0196353,1,0.0012852149
FBgn0196356,1,0.0012852149
FBgn0196369,1,0.0012852149
FBgn0196371,1,0.0012852149
FBgn0196378,1,0.0012852149
FBgn0196388,1,0.0012852149
FBgn0196390,1,0.0012852149
FBgn0196392,1,0.0012852149
FBgn0196393,1,0.0012852149
FBgn0196396,1,0.0012852149
FBgn0196397,1,0.0012852149
FBgn0196398,1,0.0012852149
FBgn0196410,1,0.0012852149
FBgn0196412,1,0.0012852149
FBgn0196416,1,0.0012852149
FBgn0196426,1,0.0012852149
FBgn0196428,1,0.0012852149
FBgn0196430,1,0.0012852149
FBgn0196431,1,0.0012852149
FBgn0196444,1,0.0012852149
FBgn0196446,1,0.0012852149
FBgn0196460,1,0.0012852149
FBgn0196468,1,0.0012852149
FBgn0196473,1,0.0012852149
FBgn0196474,1,0.0012852149
FBgn0196475,1,0.0012852149
FBgn0196487,1,0.0012852149
FBgn0196492,1,0.0012852149
FBgn0196512,1,0.0012852149
FBgn0196523,1,0.0012852149
FBgn0196524,1,0.0012852149
FBgn0196531,1,0.0012852149
FBgn0196534,1,0.0012852149
FBgn0196537,1,0.0012852149
FBgn0196540,1,0.0012852149
FBgn0196543,1,0.0012852149
FBgn0196547,1,0.0012852149
FBgn0196555,1,0.0012852149
FBgn0196560,1,0.0012852149
FBgn0196567,1,0.0012852149
FBgn0196579,1,0.0012852149
FBgn0196581,1,0.0012852149
FBgn0196595,1,0.0012852149
FBgn0196601,1,0.0012852149
FBgn0196602,1,0.0012852149
FBgn0196607,1,0.0012852149
FBgn0196614,1,0.0012852149
FBgn0196622,1,0.0012852149
FBgn0196634,1,0.0012852149
FBgn0196637,1,0.0012852149
FBgn0196638,1,0.0012852149
FBgn0196645,1,0.0012852149
FBgn0196646,1,0.0012852149
FBgn0196647,1,0.0012852149
FBgn0196648,1,0.0012852149
FBgn0196649,1,0.0012852149
FBgn0196664,1,0.0012852149
FBgn0196668,1,0.0012852149
FBgn0196678,1,0.0012852149
FBgn0196688,1,0.0012852149
FBgn0196691,1,0.0012852149
FBgn0196704,1,0.0012852149
FBgn0196716,1,0.0012852149
FBgn0196717,1,0.0012852149
FBgn0196718,1,0.0012852149
FBgn0196719,1,0.0012852149
FBgn0196720,1,0.0012852149
FBgn0196725,1,0.0012852149
FBgn0196730,1,0.0012852149
FBgn0196735,1,0.0012852149
FBgn0196736,1,0.0012852149
FBgn0196740,1,0.0012852149
FBgn0196742,1,0.0012852149
FBgn0196748,1,0.0012852149
FBgn0196757,1,0.0012852149
FBgn0196758,1,0.0012852149
FBgn0196759,1,0.0012852149
FBgn0196763,1,0.0012852149
FBgn0196769,1,0.0012852149
FBgn0196772,1,0.0012852149
FBgn0196774,1,0.0012852149
FBgn0196775,1,0.0012852149
FBgn0196776,1,0.0012852149
FBgn0196791,1,0.0012852149
FBgn0196795,1,0.0012852149
FBgn0196803,1,0.0012852149
FBgn0196815,1,0.0012852149
FBgn0196820,1,0.0012852149
FBgn0196821,1,0.0012852149
FBgn0196823,1,0.0012852149
FBgn0196827,1,0.0012852149
FBgn0196839,1,0.0012852149
FBgn0196842,1,0.0012852149
FBgn0196846,1,0.0012852149
FBgn0196853,1,0.0012852149
FBgn0196855,1,0.0012852149
FBgn0196861,1,0.0012852149
FBgn0196862,1,0.0012852149
FBgn0196864,1,0.0012852149
FBgn0196865,1,0.0012852149
FBgn0196878,1,0.0012852149
FBgn0196895,1,0.0012852149
FBgn0196899,1,0.0012852149
FBgn0196908,1,0.0012852149
FBgn0196919,1,0.0012852149
FBgn0196921,1,0.0012852149
FBgn0196924,1,0.0012852149
FBgn0196931,1,0.0012852149
FBgn0196935,1,0.0012852149
FBgn0196937,1,0.0012852149
FBgn0196938,1,0.0012852149
FBgn0196939,1,0.0012852149
FBgn0196940,1,0.0012852149
FBgn0196945,1,0.0012852149
FBgn0196949,1,0.0012852149
FBgn0196964,1,0.0012852149
FBgn0196969,1,0.0012852149
FBgn0196970,1,0.0012852149
FBgn0196972,1,0.0012852149
FBgn0196977,1,0.0012852149
FBgn0196984,1,0.0012852149
FBgn0196985,1,0.0012852149
FBgn0196987,1,0.0012852149
FBgn0196994,1,0.0012852149
FBgn0197001,1,0.0012852149
FBgn0197012,1,0.0012852149
FBgn0197018,1,0.0012852149
FBgn0197019,1,0.0012852149
FBgn0197028,1,0.0012852149
FBgn0197031,1,0.0012852149
FBgn0197038,1,0.0012852149
FBgn0197046,1,0.0012852149
FBgn0197050,1,0.0012852149
FBgn0197053,1,0.0012852149
FBgn0197056,1,0.0012852149
FBgn0197057,1,0.0012852149
FBgn0197060,1,0.0012852149
FBgn0197072,1,0.0012852149
FBgn0197073,1,0.0012852149
FBgn0197091,1,0.0012852149
FBgn0197093,1,0.0012852149
FBgn0197097,1,0.0012852149
FBgn0197099,1,0.0012852149
FBgn0197104,1,0.0012852149
FBgn0197110,1,0.0012852149
FBgn0197111,1,0.0012852149
FBgn0197112,1,0.0012852149
FBgn0197117,1,0.0012852149
FBgn0197147,1,0.0012852149
FBgn0197150,1,0.0012852149
FBgn0197173,1,0.0012852149
FBgn0197183,1,0.0012852149
FBgn0197194,1,0.0012852149
FBgn0197198,1,0.0012852149
FBgn0197200,1,0.0012852149
FBgn0197203,1,0.0012852149
FBgn0197204,1,0.0012852149
FBgn0197209,1,0.0012852149
FBgn0197219,1,0.0012852149
FBgn0197227,1,0.0012852149
FBgn0197234,1,0.0012852149
FBgn0197262,1,0.0012852149
FBgn0197273,1,0.0012852149
FBgn0197275,1,0.0012852149
FBgn0197283,1,0.0012852149
FBgn0197284,1,0.0012852149
FBgn0197285,1,0.0012852149
FBgn0197286,1,0.0012852149
FBgn0250855,1,0.0012852149
FBgn0255948,1,0.0012852149
FBgn0255958,1,0.0012852149
FBgn0255965,1,0.0012852149
FBgn0255969,1,0.0012852149
FBgn0255973,1,0.0012852149
FBgn0255974,1,0.0012852149
FBgn0255977,1,0.0012852149
FBgn0255983,1,0.0012852149
FBgn0255989,1,0.0012852149
FBgn0255992,1,0.0012852149
FBgn0262090,1,0.0012852149
FBgn0263783,1,0.0012852149
FBgn0263786,1,0.0012852149
FBgn0264007,1,0.0012852149
FBgn0264008,1,0.0012852149
FBgn0264009,1,0.0012852149
FBgn0264014,1,0.0012852149
FBgn0264019,1,0.0012852149
FBgn0264021,1,0.0012852149
FBgn0264022,1,0.0012852149
FBgn0264023,1,0.0012852149
FBgn0264025,1,0.0012852149
FBgn0264030,1,0.0012852149
FBgn0264031,1,0.0012852149
FBgn0264036,1,0.0012852149
FBgn0264040,1,0.0012852149
FBgn0264041,1,0.0012852149
FBgn0264042,1,0.0012852149
FBgn0264045,1,0.0012852149
FBgn0264046,1,0.0012852149
FBgn0264047,1,0.0012852149
