dsim2_geneid,COUNT,PERCENT
FBgn0186200,1,0.0012852149
FBgn0186201,1,0.0012852149
FBgn0186206,1,0.0012852149
FBgn0186212,1,0.0012852149
FBgn0186223,1,0.0012852149
FBgn0186224,1,0.0012852149
FBgn0186225,1,0.0012852149
FBgn0186236,1,0.0012852149
FBgn0186237,1,0.0012852149
FBgn0186245,1,0.0012852149
FBgn0186246,1,0.0012852149
FBgn0186248,1,0.0012852149
FBgn0186249,1,0.0012852149
FBgn0186252,1,0.0012852149
FBgn0186256,1,0.0012852149
FBgn0186259,1,0.0012852149
FBgn0186263,1,0.0012852149
FBgn0186265,1,0.0012852149
FBgn0186266,1,0.0012852149
FBgn0186267,1,0.0012852149
FBgn0186268,1,0.0012852149
FBgn0186270,1,0.0012852149
FBgn0186273,1,0.0012852149
FBgn0186274,1,0.0012852149
FBgn0186276,1,0.0012852149
FBgn0186277,1,0.0012852149
FBgn0186282,1,0.0012852149
FBgn0186285,1,0.0012852149
FBgn0186286,1,0.0012852149
FBgn0186294,1,0.0012852149
FBgn0186298,1,0.0012852149
FBgn0186299,1,0.0012852149
FBgn0186300,1,0.0012852149
FBgn0186301,1,0.0012852149
FBgn0186308,1,0.0012852149
FBgn0186310,1,0.0012852149
FBgn0186315,1,0.0012852149
FBgn0186327,1,0.0012852149
FBgn0186329,1,0.0012852149
FBgn0186332,1,0.0012852149
FBgn0186363,1,0.0012852149
FBgn0186368,1,0.0012852149
FBgn0186374,1,0.0012852149
FBgn0186383,1,0.0012852149
FBgn0186405,1,0.0012852149
FBgn0186410,1,0.0012852149
FBgn0186419,1,0.0012852149
FBgn0186423,1,0.0012852149
FBgn0186429,1,0.0012852149
FBgn0186434,1,0.0012852149
FBgn0186437,1,0.0012852149
FBgn0186438,1,0.0012852149
FBgn0186441,1,0.0012852149
FBgn0186442,1,0.0012852149
FBgn0186450,1,0.0012852149
FBgn0186451,1,0.0012852149
FBgn0186452,1,0.0012852149
FBgn0186454,1,0.0012852149
FBgn0186456,1,0.0012852149
FBgn0186459,1,0.0012852149
FBgn0186462,1,0.0012852149
FBgn0186466,1,0.0012852149
