comparison,FEATURE_ID,dm12279_38d_num_reps,dm11255_38d_num_reps,counts_dm12279_38d_g1,counts_dm12279_38d_g2,counts_dm12279_38d_both,counts_dm11255_38d_g1,counts_dm11255_38d_g2,counts_dm11255_38d_both,prior_dm12279_38d_g1,prior_dm12279_38d_g2,prior_dm11255_38d_g1,prior_dm11255_38d_g2,H3_independence_Bayes_evidence,dm12279_38d_sampleprop,dm12279_38d_theta,dm12279_38d_q025,dm12279_38d_q975,dm12279_38d_Bayes_evidence,dm12279_38d_AI_decision,dm11255_38d_sampleprop,dm11255_38d_theta,dm11255_38d_q025,dm11255_38d_q975,dm11255_38d_Bayes_evidence,dm11255_38d_AI_decision,alpha1_postmean,alpha2_postmean,flaganalyze
dm12279_High_vs_dm11255_Low_38d,FBgn0036116,3,3,91,70,15,136,132,20,0.9147727272727271,0.9147727272727271,0.930555555555556,0.930555555555556,0.34,0.5652,0.5561,0.4571,0.6509999999999999,0.2629,0,0.5075,0.4919,0.3992,0.583,0.8667,0,0.8971,1.021,1
dm12279_High_vs_dm11255_Low_38d,FBgn0040752,3,3,314,277,196,371,340,239,0.7509529860228721,0.7509529860228721,0.748421052631579,0.748421052631579,0.6807,0.5313,0.5325,0.4607,0.601,0.3431,0,0.5218,0.5123,0.4432,0.5815,0.7233,0,0.9391,0.978,1
dm12279_High_vs_dm11255_Low_38d,FBgn0038243,3,3,66,75,2420,33,37,1569,0.0550566185083951,0.0550566185083951,0.0427089688834655,0.0427089688834655,0.8758,0.4681,0.46799999999999997,0.3701,0.5711,0.5284,0,0.4714,0.4802,0.3668,0.5943,0.7211,0,1.0725,1.0482,1
dm12279_High_vs_dm11255_Low_38d,FBgn0032864,3,3,588,713,13,368,514,419,0.990106544901065,0.990106544901065,0.67794004611837,0.67794004611837,0.4871,0.452,0.4599,0.3846,0.5401,0.2976,0,0.4172,0.4217,0.3444,0.5078,0.0713,0,1.0878,1.1764,1
dm12279_High_vs_dm11255_Low_38d,FBgn0033574,3,3,84,29,3,58,42,16,0.9741379310344829,0.9741379310344829,0.8620689655172409,0.8620689655172409,0.0738,0.7434,0.6973,0.5919,0.7843,0.0011,1,0.58,0.5624,0.4469,0.6707,0.2684,0,0.6598,0.8866,1
dm12279_High_vs_dm11255_Low_38d,FBgn0036373,3,3,47,44,230,48,64,186,0.283489096573209,0.283489096573209,0.375838926174497,0.375838926174497,0.31,0.5165,0.5145,0.4086,0.6212,0.7959999999999999,0,0.4286,0.4406,0.3473,0.5384,0.2336,0,0.977,1.1341,1
dm12279_High_vs_dm11255_Low_38d,FBgn0051908,3,3,158,148,189,223,268,11,0.6181818181818179,0.6181818181818179,0.97808764940239,0.97808764940239,0.2733,0.5163,0.5131,0.4359,0.5897,0.7124,0,0.4542,0.4569,0.3902,0.5279,0.20800000000000002,0,0.9769,1.0935,1
dm12279_High_vs_dm11255_Low_38d,FBgn0051901,3,3,92,27,22,49,17,10,0.8439716312056741,0.8439716312056741,0.8684210526315791,0.8684210526315791,0.5489,0.7731,0.7172,0.6113,0.8044,0.0013,1,0.7424,0.6723,0.5479,0.7771,0.01,1,0.6286,0.7002,1
dm12279_High_vs_dm11255_Low_38d,FBgn0261373,3,3,99,104,50,109,98,56,0.802371541501976,0.802371541501976,0.7870722433460079,0.7870722433460079,0.4616,0.4877,0.4875,0.3996,0.5757,0.7773,0,0.5266,0.5328,0.4447,0.62,0.4782,0,1.0296,0.9399,1
dm12279_High_vs_dm11255_Low_38d,FBgn0035876,3,3,449,10,282,267,277,46,0.619433198380567,0.619433198380567,0.922033898305085,0.922033898305085,0.0213,0.9782,0.8555,0.6139,0.9512,0.0087,1,0.4908,0.5039,0.3674,0.6438,0.9387,0,0.4023,1.0017,1
dm12279_High_vs_dm11255_Low_38d,FBgn0035872,3,3,77,80,285,106,131,225,0.35520361990950206,0.35520361990950206,0.512987012987013,0.512987012987013,0.3822,0.4904,0.5016,0.3977,0.6055,0.9784,0,0.4473,0.4393,0.3431,0.541,0.2227,0,1.0026,1.1373,1
dm12279_High_vs_dm11255_Low_38d,FBgn0035871,3,3,1106,1776,592,1134,1587,115,0.829591249280368,0.829591249280368,0.9594499294781379,0.9594499294781379,0.6282,0.3838,0.4009,0.3063,0.5083,0.068,0,0.4168,0.4344,0.3353,0.5422,0.2004,0,1.2323,1.1493,1
dm12279_High_vs_dm11255_Low_38d,FBgn0028648,3,3,164,245,70,195,213,51,0.8538622129436328,0.8538622129436328,0.8888888888888891,0.8888888888888891,0.23800000000000002,0.401,0.4082,0.3274,0.4972,0.0438,1,0.4779,0.4797,0.3891,0.5716,0.6459999999999999,0,1.2105,1.0462,1
dm12279_High_vs_dm11255_Low_38d,FBgn0032475,3,3,86,5,37,68,75,48,0.7109375,0.7109375,0.74869109947644,0.74869109947644,0.0,0.9451,0.8390000000000001,0.7513,0.9027,0.0,1,0.4755,0.4798,0.3808,0.5801,0.7013,0,0.4366,1.0474,1
dm12279_High_vs_dm11255_Low_38d,FBgn0003048,3,3,81,74,107,74,85,70,0.591603053435114,0.591603053435114,0.6943231441048029,0.6943231441048029,0.5467,0.5226,0.5174,0.4047,0.6261,0.7589,0,0.4654,0.4699,0.3583,0.5867,0.5869,0,0.9718,1.0705,1
dm12279_High_vs_dm11255_Low_38d,FBgn0003041,3,3,31,35,75,81,78,31,0.468085106382979,0.468085106382979,0.8368421052631579,0.8368421052631579,0.4947,0.4697,0.4775,0.3486,0.6069,0.7158,0,0.5094,0.536,0.428,0.6435,0.524,0,1.0564,0.9355,1
dm12279_High_vs_dm11255_Low_38d,FBgn0042627,3,3,997,1842,4709,1240,1441,4711,0.37612612612612606,0.37612612612612606,0.362689393939394,0.362689393939394,0.1476,0.3512,0.3749,0.2942,0.4688,0.0102,1,0.4625,0.4659,0.3773,0.5605,0.4362,0,1.2999,1.0759999999999998,1
dm12279_High_vs_dm11255_Low_38d,FBgn0035293,3,3,34,50,22,34,35,26,0.7924528301886791,0.7924528301886791,0.7263157894736841,0.7263157894736841,0.4809,0.4048,0.4261,0.3152,0.5512,0.2211,0,0.4928,0.4867,0.3643,0.6122,0.8271,0,1.1722,1.036,1
dm12279_High_vs_dm11255_Low_38d,FBgn0035290,3,3,31,53,26,22,38,22,0.763636363636364,0.763636363636364,0.7317073170731708,0.7317073170731708,0.8718,0.369,0.3945,0.2876,0.5101,0.0736,0,0.3667,0.4073,0.2963,0.5257,0.1253,0,1.2522,1.219,1
dm12279_High_vs_dm11255_Low_38d,FBgn0035294,3,3,56,90,16,46,66,17,0.9012345679012349,0.9012345679012349,0.868217054263566,0.868217054263566,0.6940000000000001,0.3836,0.4042,0.3124,0.5042,0.0604,0,0.4107,0.4312,0.3295,0.5381,0.1933,0,1.2227,1.1574,1
dm12279_High_vs_dm11255_Low_38d,FBgn0263081,3,3,1177,1354,17,927,829,226,0.9933281004709581,0.9933281004709581,0.8859737638748739,0.8859737638748739,0.0911,0.465,0.4633,0.4082,0.5199,0.1816,0,0.5279,0.5286,0.4723,0.5844,0.2867,0,1.0784,0.9457,1
dm12279_High_vs_dm11255_Low_38d,FBgn0004432,3,3,19771,16313,7788,6164,1168,37672,0.8224835886214441,0.8224835886214441,0.16291885165763,0.16291885165763,0.1467,0.5479,0.5251,0.364,0.6789,0.746,0,0.8407,0.6954,0.5113,0.8293,0.0404,1,0.9631,0.6653,1
dm12279_High_vs_dm11255_Low_38d,FBgn0287775,3,3,106,83,176,32,38,225,0.5178082191780821,0.5178082191780821,0.23728813559321998,0.23728813559321998,0.2322,0.5608,0.5548,0.4668,0.6402,0.2138,0,0.4571,0.4689,0.3597,0.5799,0.5736,0,0.8986,1.0722,1
dm12279_High_vs_dm11255_Low_38d,FBgn0035207,3,3,274,156,119,298,121,113,0.7832422586520948,0.7832422586520948,0.7875939849624058,0.7875939849624058,0.2689,0.6372,0.6254,0.5425,0.6989,0.0049,1,0.7112,0.6847,0.6032,0.7547,0.0002,1,0.7754,0.6794,1
dm12279_High_vs_dm11255_Low_38d,FBgn0261020,3,3,236,270,430,176,183,294,0.540598290598291,0.540598290598291,0.549770290964778,0.549770290964778,0.6673,0.4664,0.4668,0.3925,0.5437,0.368,0,0.4903,0.4891,0.4095,0.5681,0.7831,0,1.0724,1.0257,1
dm12279_High_vs_dm11255_Low_38d,FBgn0032129,3,3,20,23,41,19,21,45,0.511904761904762,0.511904761904762,0.47058823529411803,0.47058823529411803,0.9427,0.4651,0.473,0.33399999999999996,0.6101,0.6993,0,0.475,0.4818,0.3395,0.6257,0.7936,0,1.0678,1.0494,1
dm12279_High_vs_dm11255_Low_38d,FBgn0262721,3,3,41,82,6,23,51,48,0.953488372093023,0.953488372093023,0.60655737704918,0.60655737704918,0.9584,0.3333,0.3595,0.267,0.4658,0.0138,1,0.3108,0.3562,0.2541,0.4729,0.0184,1,1.3477,1.3606,1
dm12279_High_vs_dm11255_Low_38d,FBgn0031979,3,3,173,154,16,130,133,7,0.9533527696793,0.9533527696793,0.974074074074074,0.974074074074074,0.6413,0.5291,0.5254,0.4467,0.6017,0.5111,0,0.4943,0.4994,0.418,0.5835,0.9873,0,0.9531,1.0049,1
dm12279_High_vs_dm11255_Low_38d,FBgn0266696,3,3,631,972,401,542,496,422,0.7999001996007981,0.7999001996007981,0.7109589041095892,0.7109589041095892,0.016,0.3936,0.4011,0.3417,0.4664,0.0076,1,0.5222,0.5214,0.4541,0.5885,0.5049,0,1.2257,0.9601,1
dm12279_High_vs_dm11255_Low_38d,FBgn0031972,3,3,171,140,13,147,118,12,0.959876543209877,0.959876543209877,0.956678700361011,0.956678700361011,0.9013,0.5498,0.5449,0.4675,0.6188,0.2404,0,0.5547,0.5514,0.4697,0.6303,0.2013,0,0.9162,0.9044,1
dm12279_High_vs_dm11255_Low_38d,FBgn0031973,3,3,433,436,133,215,247,98,0.867265469061876,0.867265469061876,0.825,0.825,0.5282,0.4983,0.4992,0.4352,0.5607,0.99,0,0.4654,0.4708,0.4027,0.5419,0.3991,0,1.0037,1.0632,1
dm12279_High_vs_dm11255_Low_38d,FBgn0031971,3,3,2558,2684,50,1748,1938,46,0.990551776266062,0.990551776266062,0.987674169346195,0.987674169346195,0.6707,0.488,0.4892,0.4335,0.5469,0.6793,0,0.4742,0.4737,0.4156,0.5341,0.3442,0,1.0236,1.0561,1
dm12279_High_vs_dm11255_Low_38d,FBgn0031974,3,3,502,110,50,339,103,39,0.924471299093656,0.924471299093656,0.9189189189189191,0.9189189189189191,0.1571,0.8203,0.7922,0.7203,0.8437,0.0,1,0.767,0.728,0.6448,0.7924,0.0,1,0.5119,0.6116,1
dm12279_High_vs_dm11255_Low_38d,FBgn0031975,3,3,82,73,119,87,102,103,0.5656934306569339,0.5656934306569339,0.647260273972603,0.647260273972603,0.3911,0.529,0.5258,0.426,0.625,0.6049,0,0.4603,0.4682,0.3766,0.5626,0.5007,0,0.9540000000000001,1.0714,1
dm12279_High_vs_dm11255_Low_38d,FBgn0034180,3,3,123,153,243,200,211,93,0.531791907514451,0.531791907514451,0.81547619047619,0.81547619047619,0.48,0.4457,0.4514,0.3686,0.5379,0.2442,0,0.4866,0.4914,0.41600000000000004,0.5676,0.8227,0,1.1073,1.0207,1
dm12279_High_vs_dm11255_Low_38d,FBgn0034181,3,3,307,554,231,374,566,251,0.788461538461538,0.788461538461538,0.7892527287993281,0.7892527287993281,0.6222,0.3566,0.3712,0.3089,0.4416,0.002,1,0.3979,0.3939,0.3302,0.4632,0.0047,1,1.3067,1.245,1
dm12279_High_vs_dm11255_Low_38d,FBgn0034182,3,3,25,28,5,30,26,9,0.9137931034482759,0.9137931034482759,0.861538461538462,0.861538461538462,0.6067,0.4717,0.4812,0.3531,0.6092,0.7658,0,0.5357,0.5276,0.395,0.6572,0.674,0,1.0482,0.9540000000000001,1
dm12279_High_vs_dm11255_Low_38d,FBgn0038747,3,3,57,68,162,45,44,160,0.435540069686411,0.435540069686411,0.35742971887550207,0.35742971887550207,0.6544,0.456,0.4658,0.3547,0.5802,0.5444,0,0.5056,0.5016,0.3785,0.6237,0.9804,0,1.0792,1.0049,1
dm12279_High_vs_dm11255_Low_38d,FBgn0036117,3,3,108,70,9,114,72,14,0.9518716577540111,0.9518716577540111,0.93,0.93,0.9011,0.6067,0.5907,0.4953,0.6775,0.0618,0,0.6129,0.5984,0.5041,0.6842,0.0413,1,0.8349,0.8216,1
dm12279_High_vs_dm11255_Low_38d,FBgn0030511,3,3,209,30,18,90,47,22,0.929961089494164,0.929961089494164,0.861635220125786,0.861635220125786,0.0018,0.8745,0.8287,0.7568,0.8828,0.0,1,0.6569,0.6212,0.5165,0.716,0.026000000000000002,1,0.4538,0.7833,1
dm12279_High_vs_dm11255_Low_38d,FBgn0030510,3,3,414,73,160,297,320,85,0.752704791344668,0.752704791344668,0.8789173789173791,0.8789173789173791,0.0,0.8501,0.8112,0.7435,0.8605,0.0,1,0.4814,0.4883,0.4074,0.5698,0.7591,0,0.4819,1.0274,1
dm12279_High_vs_dm11255_Low_38d,FBgn0031609,3,3,116,149,5,187,95,5,0.9814814814814821,0.9814814814814821,0.982578397212544,0.982578397212544,0.0076,0.4377,0.4424,0.3585,0.5317,0.17600000000000002,0,0.6631,0.6367,0.5439,0.7165,0.01,1,1.1281,0.7569,1
dm12279_High_vs_dm11255_Low_38d,FBgn0034989,3,3,133,140,53,57,44,176,0.837423312883436,0.837423312883436,0.36462093862815903,0.36462093862815903,0.3807,0.4872,0.4858,0.3975,0.5786,0.7433,0,0.5644,0.5486,0.4354,0.6553,0.3931,0,1.0334,0.912,1
dm12279_High_vs_dm11255_Low_38d,FBgn0010228,3,3,3641,1436,2606,1748,1204,1808,0.660809579591305,0.660809579591305,0.620168067226891,0.620168067226891,0.0036,0.7172,0.7078,0.6565,0.7506,0.0,1,0.5921,0.5856,0.5256,0.6406,0.0091,1,0.6427,0.8423,1
dm12279_High_vs_dm11255_Low_38d,FBgn0031602,3,3,18,33,34,16,18,31,0.6,0.6,0.523076923076923,0.523076923076923,0.3333,0.3529,0.3891,0.2658,0.5227,0.1009,0,0.4706,0.4833,0.345,0.6209,0.8096,0,1.2709,1.0456,1
dm12279_High_vs_dm11255_Low_38d,FBgn0031603,3,3,36,138,158,129,185,2,0.524096385542169,0.524096385542169,0.9936708860759491,0.9936708860759491,0.0036,0.2069,0.2498,0.1839,0.3263,0.0,1,0.4108,0.4189,0.3445,0.4964,0.0413,1,1.7495,1.1828,1
dm12279_High_vs_dm11255_Low_38d,FBgn0031604,3,3,32,60,152,141,140,4,0.377049180327869,0.377049180327869,0.985964912280702,0.985964912280702,0.1018,0.3478,0.3774,0.2778,0.4862,0.0309,1,0.5018,0.4922,0.4081,0.5792,0.8558,0,1.2971,1.0199,1
dm12279_High_vs_dm11255_Low_38d,FBgn0040102,3,3,327,211,8,132,156,110,0.9853479853479851,0.9853479853479851,0.723618090452261,0.723618090452261,0.0513,0.6078,0.59,0.5007,0.6725,0.0493,1,0.4583,0.4634,0.3729,0.5574,0.43200000000000005,0,0.8359,1.0819,1
dm12279_High_vs_dm11255_Low_38d,FBgn0031606,3,3,32,46,9,74,55,8,0.8965517241379308,0.8965517241379308,0.9416058394160579,0.9416058394160579,0.1338,0.4103,0.4371,0.3224,0.5587,0.298,0,0.5736,0.5624,0.4522,0.6649,0.2464,0,1.1459,0.8863,1
dm12279_High_vs_dm11255_Low_38d,FBgn0004435,3,3,79,72,442,166,171,143,0.254637436762226,0.254637436762226,0.702083333333333,0.702083333333333,0.6716,0.5232,0.5168,0.4232,0.6111,0.7233,0,0.4926,0.4903,0.4135,0.5675,0.7987,0,0.9712,1.0228,1
dm12279_High_vs_dm11255_Low_38d,FBgn0051224,3,3,44,79,110,87,99,44,0.5278969957081551,0.5278969957081551,0.8086956521739129,0.8086956521739129,0.2349,0.3577,0.3879,0.2926,0.494,0.0393,1,0.4677,0.4708,0.3764,0.5651,0.5418,0,1.2670000000000001,1.0657,1
dm12279_High_vs_dm11255_Low_38d,FBgn0026577,3,3,158,157,227,71,70,323,0.581180811808118,0.581180811808118,0.303879310344828,0.303879310344828,0.9096,0.5016,0.5056,0.4215,0.5904,0.9016,0,0.5035,0.4974,0.3978,0.5955,0.9596,0,0.9925,1.0105,1
dm12279_High_vs_dm11255_Low_38d,FBgn0026573,3,3,86,54,114,67,48,192,0.551181102362205,0.551181102362205,0.37459283387622105,0.37459283387622105,0.6476,0.6143,0.5883,0.4796,0.6861,0.1051,0,0.5826,0.5534,0.4346,0.6614,0.3447,0,0.84,0.9033,1
dm12279_High_vs_dm11255_Low_38d,FBgn0026570,3,3,254,267,51,179,156,21,0.9108391608391608,0.9108391608391608,0.941011235955056,0.941011235955056,0.3798,0.4875,0.4907,0.4207,0.5636,0.7876,0,0.5343,0.537,0.4566,0.615,0.3476,0,1.0217,0.9312,1
dm12279_High_vs_dm11255_Low_38d,FBgn0037186,3,3,122,112,261,72,77,207,0.47272727272727294,0.47272727272727294,0.41853932584269704,0.41853932584269704,0.6027,0.5214,0.5183,0.4263,0.61,0.6929,0,0.4832,0.4829,0.3844,0.5812,0.736,0,0.9682,1.0407,1
dm12279_High_vs_dm11255_Low_38d,FBgn0260855,3,3,342,150,453,286,133,354,0.520634920634921,0.520634920634921,0.542043984476067,0.542043984476067,0.632,0.6951,0.6825,0.6204,0.7383,0.0,1,0.6826,0.6625,0.5961,0.7219,0.0,1,0.6825,0.7145,1
dm12279_High_vs_dm11255_Low_38d,FBgn0039431,3,3,38,28,100,41,42,141,0.3975903614457829,0.3975903614457829,0.37053571428571397,0.37053571428571397,0.5722,0.5758,0.5439,0.42200000000000004,0.6612,0.4704,0,0.494,0.4945,0.3773,0.6131,0.9202,0,0.9216,1.0186,1
dm12279_High_vs_dm11255_Low_38d,FBgn0039430,3,3,542,586,375,440,586,378,0.750499001996008,0.750499001996008,0.7307692307692311,0.7307692307692311,0.3333,0.4805,0.4823,0.4189,0.5463,0.5453,0,0.4288,0.4391,0.3785,0.502,0.0587,0,1.0382,1.133,1
dm12279_High_vs_dm11255_Low_38d,FBgn0037765,3,3,4182,3543,5897,3225,2547,4416,0.5670973425341359,0.5670973425341359,0.566548881036514,0.566548881036514,0.5922,0.5414,0.5339,0.47600000000000003,0.5917,0.2402,0,0.5587,0.5553,0.4944,0.6131,0.07400000000000001,0,0.9359,0.8962,1
dm12279_High_vs_dm11255_Low_38d,FBgn0037265,3,3,56,59,161,40,57,101,0.4166666666666671,0.4166666666666671,0.48989898989899,0.48989898989899,0.4656,0.48700000000000004,0.4874,0.3832,0.5907,0.8156,0,0.4124,0.4339,0.3298,0.5442,0.2287,0,1.0319,1.1514,1
dm12279_High_vs_dm11255_Low_38d,FBgn0036587,3,3,45,57,224,39,23,203,0.31288343558282206,0.31288343558282206,0.233962264150943,0.233962264150943,0.0691,0.4412,0.4497,0.3507,0.5532,0.3362,0,0.629,0.5909,0.4764,0.6983,0.1142,0,1.1136,0.8358,1
dm12279_High_vs_dm11255_Low_38d,FBgn0036589,3,3,404,385,91,257,242,102,0.8965909090909091,0.8965909090909091,0.8302828618968392,0.8302828618968392,0.9431,0.512,0.5112,0.4441,0.5799,0.7447,0,0.515,0.515,0.444,0.5872,0.67,0,0.9801,0.9729,1
dm12279_High_vs_dm11255_Low_38d,FBgn0263316,3,3,71,133,41,95,97,47,0.83265306122449,0.83265306122449,0.803347280334728,0.803347280334728,0.0393,0.348,0.36700000000000005,0.2883,0.4517,0.004,1,0.4948,0.49700000000000005,0.4099,0.5842,0.9453,0,1.3214,1.0102,1
dm12279_High_vs_dm11255_Low_38d,FBgn0020508,3,3,118,114,240,100,83,5,0.49152542372881397,0.49152542372881397,0.9734042553191491,0.9734042553191491,0.5749,0.5086,0.4964,0.3638,0.6248,0.9627,0,0.5464,0.5477,0.4181,0.6733,0.4462,0,1.0167,0.9154,1
dm12279_High_vs_dm11255_Low_38d,FBgn0027660,3,3,63,63,192,34,24,238,0.39622641509434,0.39622641509434,0.19594594594594603,0.19594594594594603,0.4551,0.5,0.4999,0.3969,0.6022,0.9987,0,0.5862,0.5612,0.4354,0.68,0.3267,0,1.0059,0.8899,1
dm12279_High_vs_dm11255_Low_38d,FBgn0020503,3,3,766,795,1197,575,508,1554,0.5659898477157359,0.5659898477157359,0.410693970420933,0.410693970420933,0.4178,0.4907,0.4913,0.4311,0.5529,0.7673,0,0.5309,0.5269,0.4618,0.5915,0.392,0,1.0196,0.9494,1
dm12279_High_vs_dm11255_Low_38d,FBgn0035462,3,3,76,0,8,109,0,13,0.9047619047619051,0.9047619047619051,0.8934426229508199,0.8934426229508199,0.9013,1.0,0.5749,0.349,0.7819,0.5196,0,1.0,0.5948,0.3681,0.7997,0.4184,0,0.8784,0.8413,1
dm12279_High_vs_dm11255_Low_38d,FBgn0035464,3,3,58,32,77,66,126,17,0.538922155688623,0.538922155688623,0.91866028708134,0.91866028708134,0.0024,0.6444,0.6122,0.4919,0.7201,0.0662,0,0.3438,0.3441,0.2544,0.4439,0.006,1,0.7993,1.3937,1
dm12279_High_vs_dm11255_Low_38d,FBgn0020647,3,3,188,143,460,196,126,424,0.418457648546144,0.418457648546144,0.43163538873994606,0.43163538873994606,0.5191,0.568,0.5643,0.4882,0.6371,0.0956,0,0.6087,0.5976,0.5231,0.6682,0.0136,1,0.8806,0.8220000000000001,1
dm12279_High_vs_dm11255_Low_38d,FBgn0266848,3,3,265,253,208,170,141,293,0.713498622589532,0.713498622589532,0.514900662251656,0.514900662251656,0.6882,0.5116,0.5116,0.4111,0.6095,0.8116,0,0.5466,0.5396,0.4308,0.6427,0.4409,0,0.982,0.9282,1
dm12279_High_vs_dm11255_Low_38d,FBgn0024887,3,3,155,3,17,114,5,39,0.902857142857143,0.902857142857143,0.753164556962025,0.753164556962025,0.8513,0.981,0.6712,0.4261,0.8682,0.1558,0,0.958,0.6491,0.4198,0.8447,0.20199999999999999,0,0.7087,0.7456,1
dm12279_High_vs_dm11255_Low_38d,FBgn0263768,3,3,51,44,41,76,54,12,0.6985294117647061,0.6985294117647061,0.9154929577464791,0.9154929577464791,0.6453,0.5368,0.5269,0.4203,0.633,0.6136,0,0.5846,0.5603,0.4536,0.6586,0.2493,0,0.9527,0.8897,1
dm12279_High_vs_dm11255_Low_38d,FBgn0031711,3,3,185,385,43,358,375,49,0.9298531810766719,0.9298531810766719,0.9373401534526851,0.9373401534526851,0.0873,0.3246,0.3405,0.2547,0.4492,0.0104,1,0.4884,0.4702,0.3659,0.579,0.5713,0,1.4054,1.0686,1
dm12279_High_vs_dm11255_Low_38d,FBgn0003721,3,3,290,305,7493,637,577,6267,0.0735657764589515,0.0735657764589515,0.162277770351557,0.162277770351557,0.6338,0.4874,0.4889,0.3956,0.5834,0.8176,0,0.5247,0.5206,0.4268,0.6129,0.6533,0,1.0276,0.9635,1
dm12279_High_vs_dm11255_Low_38d,FBgn0034389,3,3,43,75,50,56,67,52,0.7023809523809521,0.7023809523809521,0.702857142857143,0.702857142857143,0.4493,0.3644,0.4063,0.2929,0.5324,0.1431,0,0.4553,0.4717,0.3505,0.5982,0.6491,0,1.2226,1.0682,1
dm12279_High_vs_dm11255_Low_38d,FBgn0051106,3,3,48,40,214,39,49,177,0.291390728476821,0.291390728476821,0.332075471698113,0.332075471698113,0.496,0.5455,0.5349,0.3985,0.6657,0.604,0,0.4432,0.4701,0.3376,0.6117,0.6493,0,0.9406,1.0737,1
dm12279_High_vs_dm11255_Low_38d,FBgn0052103,3,3,334,358,666,212,230,629,0.509572901325479,0.509572901325479,0.412698412698413,0.412698412698413,0.9798,0.4827,0.4832,0.4191,0.5467,0.594,0,0.4796,0.4818,0.4142,0.5504,0.5967,0,1.0365,1.0397,1
dm12279_High_vs_dm11255_Low_38d,FBgn0025681,3,3,103,123,274,54,90,374,0.452,0.452,0.277992277992278,0.277992277992278,0.3633,0.4558,0.4582,0.3676,0.5497,0.3569,0,0.375,0.3958,0.3038,0.4983,0.044000000000000004,1,1.0931,1.245,1
