comparison,FEATURE_ID,dm12272_38d_num_reps,dm11255_38d_num_reps,counts_dm12272_38d_g1,counts_dm12272_38d_g2,counts_dm12272_38d_both,counts_dm11255_38d_g1,counts_dm11255_38d_g2,counts_dm11255_38d_both,prior_dm12272_38d_g1,prior_dm12272_38d_g2,prior_dm11255_38d_g1,prior_dm11255_38d_g2,H3_independence_Bayes_evidence,dm12272_38d_sampleprop,dm12272_38d_theta,dm12272_38d_q025,dm12272_38d_q975,dm12272_38d_Bayes_evidence,dm12272_38d_AI_decision,dm11255_38d_sampleprop,dm11255_38d_theta,dm11255_38d_q025,dm11255_38d_q975,dm11255_38d_Bayes_evidence,dm11255_38d_AI_decision,alpha1_postmean,alpha2_postmean,flaganalyze
dm12272_High_vs_dm11255_Low_38d,FBgn0003048,3,3,52,72,57,74,85,70,0.6850828729281769,0.6850828729281769,0.6943231441048029,0.6943231441048029,0.6989,0.4194,0.4368,0.3253,0.5558,0.276,0,0.4654,0.4686,0.3569,0.5845,0.5767,0,1.1459,1.0733,1
dm12272_High_vs_dm11255_Low_38d,FBgn0003041,3,3,87,23,45,81,78,31,0.7096774193548392,0.7096774193548392,0.8368421052631579,0.8368421052631579,0.1293,0.7909,0.6924,0.5354,0.8069,0.0216,1,0.5094,0.539,0.4022,0.6746,0.5593,0,0.6692,0.9329,1
dm12272_High_vs_dm11255_Low_38d,FBgn0042627,3,3,1228,1537,3101,1240,1441,4711,0.47136038186157503,0.47136038186157503,0.362689393939394,0.362689393939394,0.5909,0.4441,0.4378,0.374,0.5071,0.07200000000000001,0,0.4625,0.4623,0.3955,0.5298,0.2571,0,1.1366,1.0815,1
dm12272_High_vs_dm11255_Low_38d,FBgn0035293,3,3,46,70,43,34,35,26,0.729559748427673,0.729559748427673,0.7263157894736841,0.7263157894736841,0.4482,0.3966,0.4197,0.3097,0.5357,0.1718,0,0.4928,0.4851,0.361,0.6124,0.8178,0,1.1871,1.0398,1
dm12272_High_vs_dm11255_Low_38d,FBgn0035290,3,3,27,29,14,22,38,22,0.8,0.8,0.7317073170731708,0.7317073170731708,0.3284,0.4821,0.4871,0.361,0.6175,0.8387,0,0.3667,0.4009,0.2868,0.5308,0.1182,0,1.0355,1.2367,1
dm12272_High_vs_dm11255_Low_38d,FBgn0263081,3,3,569,679,124,927,829,226,0.909620991253644,0.909620991253644,0.8859737638748739,0.8859737638748739,0.2076,0.4559,0.4741,0.413,0.5379,0.4133,0,0.5279,0.5289,0.4697,0.5872,0.3267,0,1.0557,0.9454,1
dm12272_High_vs_dm11255_Low_38d,FBgn0004432,3,3,5979,196,30372,6164,1168,37672,0.16896051659506897,0.16896051659506897,0.16291885165763,0.16291885165763,0.7484,0.9683,0.6653,0.4418,0.8435,0.1411,0,0.8407,0.6242,0.4165,0.7991,0.2422,0,0.7173,0.7861,1
dm12272_High_vs_dm11255_Low_38d,FBgn0287775,3,3,64,51,101,32,38,225,0.532407407407407,0.532407407407407,0.23728813559321998,0.23728813559321998,0.4147,0.5565,0.5359,0.4262,0.6405,0.5091,0,0.4571,0.4692,0.3478,0.5973,0.6229,0,0.9357,1.0734,1
dm12272_High_vs_dm11255_Low_38d,FBgn0035207,3,3,208,88,217,298,121,113,0.576998050682261,0.576998050682261,0.7875939849624058,0.7875939849624058,0.9876,0.7027,0.6809999999999999,0.5911,0.7555,0.0009,1,0.7112,0.6827,0.5949,0.755,0.0013,1,0.6854,0.6827,1
dm12272_High_vs_dm11255_Low_38d,FBgn0261020,3,3,225,248,233,176,183,294,0.669971671388102,0.669971671388102,0.549770290964778,0.549770290964778,0.868,0.4757,0.4801,0.4066,0.5557,0.5796,0,0.4903,0.4891,0.41100000000000003,0.5695,0.7833,0,1.0439,1.0256,1
dm12272_High_vs_dm11255_Low_38d,FBgn0262721,3,3,51,65,2,23,51,48,0.983050847457627,0.983050847457627,0.60655737704918,0.60655737704918,0.2271,0.4397,0.4481,0.3442,0.5565,0.3324,0,0.3108,0.3546,0.2502,0.4729,0.0173,1,1.1178,1.3661,1
dm12272_High_vs_dm11255_Low_38d,FBgn0266696,3,3,741,889,358,542,496,422,0.819919517102616,0.819919517102616,0.7109589041095892,0.7109589041095892,0.2802,0.4546,0.4618,0.3815,0.5441,0.3369,0,0.5222,0.5203,0.4407,0.5996,0.6013,0,1.0839,0.9632,1
dm12272_High_vs_dm11255_Low_38d,FBgn0031972,3,3,90,123,24,147,118,12,0.8987341772151899,0.8987341772151899,0.956678700361011,0.956678700361011,0.0553,0.4225,0.4358,0.3548,0.522,0.1411,0,0.5547,0.5523,0.4678,0.633,0.1944,0,1.1434,0.9029,1
dm12272_High_vs_dm11255_Low_38d,FBgn0031973,3,3,101,134,254,215,247,98,0.48057259713701395,0.48057259713701395,0.825,0.825,0.6222,0.4298,0.4435,0.3634,0.5278,0.1756,0,0.4654,0.4699,0.4003,0.5408,0.3849,0,1.1251,1.0653,1
dm12272_High_vs_dm11255_Low_38d,FBgn0031971,3,3,1809,51,373,1748,1938,46,0.832960143304971,0.832960143304971,0.987674169346195,0.987674169346195,0.1304,0.9726,0.7036,0.4795,0.8837,0.0733,0,0.4742,0.4869,0.3187,0.6568,0.8758,0,0.6536,1.0439,1
dm12272_High_vs_dm11255_Low_38d,FBgn0031974,3,3,260,8,113,339,103,39,0.7034120734908139,0.7034120734908139,0.9189189189189191,0.9189189189189191,0.2222,0.9701,0.7919,0.5588,0.9191,0.0182,1,0.767,0.6706,0.4788,0.7973,0.0793,0,0.5106,0.7058,1
dm12272_High_vs_dm11255_Low_38d,FBgn0031975,3,3,123,109,39,87,102,103,0.8560885608856089,0.8560885608856089,0.647260273972603,0.647260273972603,0.3784,0.5302,0.5225,0.43700000000000006,0.6064,0.6029,0,0.4603,0.469,0.382,0.5621,0.4864,0,0.9594,1.0692,1
dm12272_High_vs_dm11255_Low_38d,FBgn0034180,3,3,84,93,238,200,211,93,0.426506024096385,0.426506024096385,0.81547619047619,0.81547619047619,0.8056,0.4746,0.4784,0.3866,0.573,0.6398,0,0.4866,0.4924,0.4101,0.5744,0.8511,0,1.0493,1.0190000000000001,1
dm12272_High_vs_dm11255_Low_38d,FBgn0034181,3,3,284,278,108,374,566,251,0.8388059701492541,0.8388059701492541,0.7892527287993281,0.7892527287993281,0.0504,0.5053,0.5016,0.4268,0.578,0.9633,0,0.3979,0.3936,0.325,0.4692,0.0071,1,0.9999,1.2463,1
dm12272_High_vs_dm11255_Low_38d,FBgn0038746,3,3,198,164,108,262,228,117,0.770212765957447,0.770212765957447,0.8072487644151559,0.8072487644151559,0.5716,0.547,0.5081,0.3908,0.6235,0.8749,0,0.5347,0.4621,0.3494,0.5765,0.51,0,0.9907,1.0877,1
dm12272_High_vs_dm11255_Low_38d,FBgn0038747,3,3,62,82,97,45,44,160,0.597510373443983,0.597510373443983,0.35742971887550207,0.35742971887550207,0.4849,0.4306,0.4454,0.3435,0.5539,0.3111,0,0.5056,0.5019,0.3793,0.6212,0.972,0,1.1242,1.004,1
dm12272_High_vs_dm11255_Low_38d,FBgn0036117,3,3,108,3,74,114,72,14,0.6,0.6,0.93,0.93,0.0018,0.973,0.8682,0.7798,0.9239,0.0004,1,0.6129,0.5992,0.4967,0.6904,0.055999999999999994,0,0.3876,0.8206,1
dm12272_High_vs_dm11255_Low_38d,FBgn0030511,3,3,47,44,84,90,47,22,0.52,0.52,0.861635220125786,0.861635220125786,0.2291,0.5165,0.5178,0.39799999999999996,0.6373,0.758,0,0.6569,0.6155,0.5001,0.7152,0.0498,1,0.9717,0.7934,1
dm12272_High_vs_dm11255_Low_38d,FBgn0030510,3,3,219,165,116,297,320,85,0.768,0.768,0.8789173789173791,0.8789173789173791,0.2422,0.5703,0.5662,0.4682,0.6577,0.1804,0,0.4814,0.4894,0.39799999999999996,0.5812,0.8140000000000001,0,0.8786,1.0261,1
dm12272_High_vs_dm11255_Low_38d,FBgn0031609,3,3,116,103,0,187,95,5,0.5,0.5,0.982578397212544,0.982578397212544,0.8671,0.5297,0.5086,0.3157,0.6954,0.9213,0,0.6631,0.5325,0.3166,0.7375,0.7604,0,1.0026,0.9584,1
dm12272_High_vs_dm11255_Low_38d,FBgn0034989,3,3,65,65,157,57,44,176,0.452961672473868,0.452961672473868,0.36462093862815903,0.36462093862815903,0.4962,0.5,0.4988,0.3964,0.6009,0.9769,0,0.5644,0.5495,0.439,0.6564,0.3718,0,1.0081,0.9102,1
dm12272_High_vs_dm11255_Low_38d,FBgn0010228,3,3,2268,719,1238,1748,1204,1808,0.70698224852071,0.70698224852071,0.620168067226891,0.620168067226891,0.0049,0.7593,0.7323,0.6642,0.7851,0.0,1,0.5921,0.5849,0.5104,0.6514,0.0262,1,0.6048,0.8439,1
dm12272_High_vs_dm11255_Low_38d,FBgn0031604,3,3,42,47,132,141,140,4,0.402714932126697,0.402714932126697,0.985964912280702,0.985964912280702,0.8,0.4719,0.4734,0.3613,0.586,0.636,0,0.5018,0.4918,0.4003,0.5816,0.8589,0,1.0628,1.0211,1
dm12272_High_vs_dm11255_Low_38d,FBgn0031606,3,3,48,49,7,74,55,8,0.9326923076923079,0.9326923076923079,0.9416058394160579,0.9416058394160579,0.3816,0.4948,0.4956,0.3858,0.6056,0.9369,0,0.5736,0.563,0.4574,0.664,0.2342,0,1.0156,0.885,1
dm12272_High_vs_dm11255_Low_38d,FBgn0004435,3,3,158,125,74,166,171,143,0.7927170868347341,0.7927170868347341,0.702083333333333,0.702083333333333,0.2671,0.5583,0.5518,0.4707,0.6308,0.1918,0,0.4926,0.4898,0.4101,0.5676,0.7982,0,0.9036,1.024,1
dm12272_High_vs_dm11255_Low_38d,FBgn0051739,3,3,111,128,232,144,170,290,0.507430997876858,0.507430997876858,0.5198675496688739,0.5198675496688739,0.6291,0.4644,0.4654,0.3834,0.5494,0.4047,0,0.4586,0.4367,0.3569,0.5182,0.1238,0,1.0762,1.1407,1
dm12272_High_vs_dm11255_Low_38d,FBgn0051224,3,3,55,47,69,87,99,44,0.5964912280701761,0.5964912280701761,0.8086956521739129,0.8086956521739129,0.39799999999999996,0.5392,0.5301,0.4261,0.6324,0.5662,0,0.4677,0.4702,0.38,0.5635,0.508,0,0.9462,1.0667,1
dm12272_High_vs_dm11255_Low_38d,FBgn0026573,3,3,89,60,67,67,48,192,0.6898148148148149,0.6898148148148149,0.37459283387622105,0.37459283387622105,0.7702,0.5973,0.5725,0.4568,0.6769,0.2009,0,0.5826,0.5486,0.4186,0.6696,0.4404,0,0.8683,0.9135,1
dm12272_High_vs_dm11255_Low_38d,FBgn0026570,3,3,169,179,31,179,156,21,0.91820580474934,0.91820580474934,0.941011235955056,0.941011235955056,0.4389,0.4856,0.4901,0.4039,0.5766,0.8073,0,0.5343,0.5358,0.447,0.6211,0.4024,0,1.0242,0.934,1
dm12272_High_vs_dm11255_Low_38d,FBgn0037186,3,3,61,48,121,72,77,207,0.473913043478261,0.473913043478261,0.41853932584269704,0.41853932584269704,0.4151,0.5596,0.544,0.4322,0.6549,0.4331,0,0.4832,0.4812,0.3742,0.5875,0.7258,0,0.9205,1.0451,1
dm12272_High_vs_dm11255_Low_38d,FBgn0260855,3,3,305,98,318,286,133,354,0.5589459084604721,0.5589459084604721,0.542043984476067,0.542043984476067,0.1236,0.7568,0.7335,0.6711,0.7873,0.0,1,0.6826,0.6659999999999999,0.5978,0.7269,0.0002,1,0.6028,0.7089,1
dm12272_High_vs_dm11255_Low_38d,FBgn0260856,3,3,142,145,6,114,115,1,0.979522184300341,0.979522184300341,0.9956521739130441,0.9956521739130441,0.9818,0.4948,0.4997,0.4155,0.5834,0.9898,0,0.4978,0.5013,0.4106,0.5926,0.9824,0,1.0043,1.0015,1
dm12272_High_vs_dm11255_Low_38d,FBgn0039431,3,3,59,63,42,41,42,141,0.74390243902439,0.74390243902439,0.37053571428571397,0.37053571428571397,0.9462,0.4836,0.4891,0.3879,0.5942,0.828,0,0.494,0.4946,0.3825,0.6103,0.9259999999999999,0,1.0282,1.0181,1
dm12272_High_vs_dm11255_Low_38d,FBgn0039430,3,3,237,337,379,440,586,378,0.602308499475341,0.602308499475341,0.7307692307692311,0.7307692307692311,0.7007,0.4129,0.4202,0.3364,0.5132,0.0813,0,0.4288,0.44299999999999995,0.358,0.532,0.1982,0,1.1813,1.127,1
dm12272_High_vs_dm11255_Low_38d,FBgn0037765,3,3,3806,2580,4029,3225,2547,4416,0.613154104656745,0.613154104656745,0.566548881036514,0.566548881036514,0.3433,0.596,0.5927,0.5369,0.645,0.0049,1,0.5587,0.5563,0.5003,0.6104,0.0498,1,0.8298,0.8943,1
dm12272_High_vs_dm11255_Low_38d,FBgn0037265,3,3,38,49,92,40,57,101,0.486033519553073,0.486033519553073,0.48989898989899,0.48989898989899,0.7904,0.4368,0.4498,0.3437,0.5583,0.3709,0,0.4124,0.4298,0.3295,0.5378,0.1871,0,1.1146,1.1607,1
dm12272_High_vs_dm11255_Low_38d,FBgn0036587,3,3,61,39,107,39,23,203,0.483091787439614,0.483091787439614,0.233962264150943,0.233962264150943,0.7882,0.61,0.574,0.4607,0.6784,0.1953,0,0.629,0.5959,0.4659,0.7153,0.1384,0,0.8656,0.8279,1
dm12272_High_vs_dm11255_Low_38d,FBgn0036589,3,3,470,727,139,257,242,102,0.895958083832335,0.895958083832335,0.8302828618968392,0.8302828618968392,0.0196,0.3926,0.4014,0.3438,0.46399999999999997,0.006,1,0.515,0.5152,0.4459,0.5824,0.6533,0,1.2245,0.9724,1
dm12272_High_vs_dm11255_Low_38d,FBgn0263316,3,3,84,78,30,95,97,47,0.84375,0.84375,0.803347280334728,0.803347280334728,0.8776,0.5185,0.5064,0.4136,0.5981,0.8862,0,0.4948,0.49700000000000005,0.4093,0.585,0.9498,0,0.9917,1.0102,1
dm12272_High_vs_dm11255_Low_38d,FBgn0020503,3,3,915,999,460,575,508,1554,0.806234203875316,0.806234203875316,0.410693970420933,0.410693970420933,0.2624,0.4781,0.4801,0.42200000000000004,0.5391,0.4996,0,0.5309,0.5275,0.4651,0.5869,0.358,0,1.0427,0.9482,1
dm12272_High_vs_dm11255_Low_38d,FBgn0035462,3,3,105,1,8,109,0,13,0.9298245614035091,0.9298245614035091,0.8934426229508199,0.8934426229508199,0.9887,0.9906,0.5853,0.3498,0.7935,0.4638,0,1.0,0.5873,0.3532,0.7929999999999999,0.4533,0,0.8597,0.8556,1
dm12272_High_vs_dm11255_Low_38d,FBgn0035464,3,3,91,77,14,66,126,17,0.923076923076923,0.923076923076923,0.91866028708134,0.91866028708134,0.0171,0.5417,0.5302,0.425,0.6302,0.5542,0,0.3438,0.3456,0.2553,0.44799999999999995,0.0082,1,0.9461,1.3894,1
dm12272_High_vs_dm11255_Low_38d,FBgn0020647,3,3,154,80,322,196,126,424,0.4208633093525179,0.4208633093525179,0.43163538873994606,0.43163538873994606,0.6407,0.6581,0.6277,0.5432,0.7039,0.0071,1,0.6087,0.6013,0.5191,0.6789,0.0187,1,0.7717,0.8161,1
dm12272_High_vs_dm11255_Low_38d,FBgn0266848,3,3,190,172,89,170,141,293,0.8026607538802659,0.8026607538802659,0.514900662251656,0.514900662251656,0.7711,0.5249,0.5189,0.4057,0.6274,0.7298,0,0.5466,0.5404,0.4254,0.6503,0.4658,0,0.9687,0.9275,1
dm12272_High_vs_dm11255_Low_38d,FBgn0024887,3,3,130,3,15,114,5,39,0.898648648648649,0.898648648648649,0.753164556962025,0.753164556962025,0.9476,0.9774,0.6952,0.455,0.8912,0.1127,0,0.958,0.6886,0.4496,0.8798,0.1187,0,0.6685,0.6794,1
dm12272_High_vs_dm11255_Low_38d,FBgn0035600,3,3,2670,2955,536,2428,69,4531,0.9130011361791921,0.9130011361791921,0.355293113261241,0.355293113261241,0.0498,0.4747,0.48700000000000004,0.3193,0.6513,0.8824,0,0.9724,0.7743,0.5542,0.9246,0.0176,1,1.043,0.5387,1
dm12272_High_vs_dm11255_Low_38d,FBgn0035601,3,3,815,822,547,1278,18,1288,0.749542124542125,0.749542124542125,0.501547987616099,0.501547987616099,0.1264,0.4979,0.5014,0.3231,0.6802,0.9927,0,0.9861,0.7324,0.4915,0.9316,0.0569,0,1.0157,0.6062,1
dm12272_High_vs_dm11255_Low_38d,FBgn0035603,3,3,717,664,14,948,854,35,0.989964157706093,0.989964157706093,0.980947196516059,0.980947196516059,0.6758,0.5192,0.5187,0.4574,0.5773,0.5236,0,0.5261,0.5365,0.4756,0.5961,0.2178,0,0.965,0.9309999999999999,1
dm12272_High_vs_dm11255_Low_38d,FBgn0003721,3,3,2858,3250,2539,637,577,6267,0.7063721521915122,0.7063721521915122,0.162277770351557,0.162277770351557,0.3989,0.4679,0.4719,0.3908,0.5559,0.4802,0,0.5247,0.5208,0.4292,0.6067,0.6329,0,1.062,0.9629,1
dm12272_High_vs_dm11255_Low_38d,FBgn0051106,3,3,98,70,103,39,49,177,0.619926199261993,0.619926199261993,0.332075471698113,0.332075471698113,0.2024,0.5833,0.5813,0.4584,0.6934,0.1747,0,0.4432,0.4714,0.3478,0.5991,0.6524,0,0.8532,1.069,1
dm12272_High_vs_dm11255_Low_38d,FBgn0052103,3,3,260,244,428,212,230,629,0.540772532188841,0.540772532188841,0.412698412698413,0.412698412698413,0.45799999999999996,0.5159,0.523,0.4431,0.6035,0.5562,0,0.4796,0.4814,0.4029,0.5621,0.6331,0,0.9578,1.0416,1
dm12272_High_vs_dm11255_Low_38d,FBgn0025681,3,3,97,89,217,54,90,374,0.46153846153846206,0.46153846153846206,0.277992277992278,0.277992277992278,0.07200000000000001,0.5215,0.516,0.4218,0.6113,0.7307,0,0.375,0.3889,0.2948,0.491,0.0367,1,0.9727,1.2638,1
dm12272_High_vs_dm11255_Low_38d,FBgn0052109,3,3,138,136,16,222,6,87,0.9448275862068969,0.9448275862068969,0.723809523809524,0.723809523809524,0.0404,0.5036,0.5005,0.3458,0.6579999999999999,0.9893,0,0.9737,0.7966,0.5678,0.9187,0.0142,1,1.0121,0.5031,1
dm12272_High_vs_dm11255_Low_38d,FBgn0025682,3,3,182,164,39,183,126,34,0.8987012987012991,0.8987012987012991,0.900874635568513,0.900874635568513,0.33799999999999997,0.526,0.5308,0.4559,0.6045,0.41,0,0.5922,0.5816,0.5022,0.6569,0.0458,1,0.9427,0.8501,1
dm12272_High_vs_dm11255_Low_38d,FBgn0025684,3,3,33,35,50,105,90,17,0.576271186440678,0.576271186440678,0.9198113207547169,0.9198113207547169,0.6091,0.4853,0.4913,0.3695,0.6161,0.8822,0,0.5385,0.5321,0.429,0.6318,0.5156,0,1.0262,0.9422,1
dm12272_High_vs_dm11255_Low_38d,FBgn0043471,3,3,176,165,145,254,293,2,0.70164609053498,0.70164609053498,0.996357012750455,0.996357012750455,0.43200000000000005,0.5161,0.5122,0.4319,0.5920000000000001,0.7651,0,0.4644,0.4688,0.3947,0.5469,0.3876,0,0.9790000000000001,1.0679,1
dm12272_High_vs_dm11255_Low_38d,FBgn0040653,3,3,4074,8020,151,7088,15027,324,0.9876684360963659,0.9876684360963659,0.9855608538704929,0.9855608538704929,0.7162,0.3369,0.3389,0.3004,0.3842,0.0,1,0.3205,0.3284,0.2899,0.3708,0.0,1,1.3991,1.4325,1
