comparison,FEATURE_ID,dm12272_38d_num_reps,dm11037_38d_num_reps,counts_dm12272_38d_g1,counts_dm12272_38d_g2,counts_dm12272_38d_both,counts_dm11037_38d_g1,counts_dm11037_38d_g2,counts_dm11037_38d_both,prior_dm12272_38d_g1,prior_dm12272_38d_g2,prior_dm11037_38d_g1,prior_dm11037_38d_g2,H3_independence_Bayes_evidence,dm12272_38d_sampleprop,dm12272_38d_theta,dm12272_38d_q025,dm12272_38d_q975,dm12272_38d_Bayes_evidence,dm12272_38d_AI_decision,dm11037_38d_sampleprop,dm11037_38d_theta,dm11037_38d_q025,dm11037_38d_q975,dm11037_38d_Bayes_evidence,dm11037_38d_AI_decision,alpha1_postmean,alpha2_postmean,flaganalyze
dm12272_High_vs_dm11037_Low_38d,FBgn0027562,3,3,59,62,40,48,25,40,0.751552795031056,0.751552795031056,0.6460176991150439,0.6460176991150439,0.1367,0.4876,0.4886,0.3832,0.5920000000000001,0.8302,0,0.6575,0.6072,0.4871,0.7164,0.0756,0,1.0295,0.8079,1
dm12272_High_vs_dm11037_Low_38d,FBgn0027563,3,3,440,306,21,172,130,472,0.972620599739244,0.972620599739244,0.39018087855297207,0.39018087855297207,0.7478,0.5898,0.579,0.5123,0.6423,0.0229,1,0.5695,0.5635,0.4861,0.637,0.1051,0,0.8541,0.8822,1
dm12272_High_vs_dm11037_Low_38d,FBgn0027560,3,3,10376,10553,707,1460,3236,22977,0.9673229802181551,0.9673229802181551,0.169696093665305,0.169696093665305,0.0,0.4958,0.4955,0.4445,0.5475,0.8598,0,0.3109,0.3279,0.2838,0.3781,0.0,1,1.0105,1.4353,1
dm12272_High_vs_dm11037_Low_38d,FBgn0027561,3,3,101,149,137,69,122,122,0.645994832041344,0.645994832041344,0.610223642172524,0.610223642172524,0.6253,0.40399999999999997,0.4122,0.3314,0.4972,0.0427,1,0.3613,0.384,0.304,0.4708,0.0096,1,1.2004,1.2741,1
dm12272_High_vs_dm11037_Low_38d,FBgn0036173,3,3,371,237,305,433,198,301,0.665936473165389,0.665936473165389,0.6770386266094421,0.6770386266094421,0.1151,0.6102,0.6011,0.5272,0.6673,0.0118,1,0.6862,0.6732,0.6075,0.7309,0.0,1,0.816,0.6974,1
dm12272_High_vs_dm11037_Low_38d,FBgn0027567,3,3,375,405,135,252,243,187,0.852459016393443,0.852459016393443,0.7258064516129029,0.7258064516129029,0.6842,0.4808,0.484,0.4004,0.5699,0.696,0,0.5091,0.5076,0.4203,0.5939,0.8547,0,1.0366,0.9888,1
dm12272_High_vs_dm11037_Low_38d,FBgn0027564,3,3,50,49,78,20,42,58,0.559322033898305,0.559322033898305,0.516666666666667,0.516666666666667,0.1093,0.5051,0.5026,0.3947,0.6113,0.9664,0,0.3226,0.3794,0.2739,0.493,0.0351,1,1.0011,1.2929,1
dm12272_High_vs_dm11037_Low_38d,FBgn0027565,3,3,129,142,20,127,125,28,0.93127147766323,0.93127147766323,0.9,0.9,0.6742,0.47600000000000003,0.4797,0.4017,0.5588,0.6138,0,0.504,0.5026,0.4224,0.5849,0.9491,0,1.0452,0.9983,1
dm12272_High_vs_dm11037_Low_38d,FBgn0027568,3,3,82,40,112,44,55,108,0.521367521367521,0.521367521367521,0.4782608695652171,0.4782608695652171,0.0113,0.6721,0.6437,0.5435,0.7339,0.008,1,0.4444,0.4547,0.3517,0.5604,0.3971,0,0.7459,1.1027,1
dm12272_High_vs_dm11037_Low_38d,FBgn0027569,3,3,44,67,91,32,55,90,0.54950495049505,0.54950495049505,0.49152542372881397,0.49152542372881397,0.8329,0.3964,0.414,0.3132,0.5218,0.1049,0,0.3678,0.39899999999999997,0.2998,0.508,0.0713,0,1.1992,1.2383,1
dm12272_High_vs_dm11037_Low_38d,FBgn0010434,3,3,110,2,594,121,131,374,0.158640226628895,0.158640226628895,0.402555910543131,0.402555910543131,0.0002,0.9821,0.8682,0.7831,0.9219,0.0002,1,0.4802,0.4894,0.3934,0.5891,0.8173,0,0.3877,1.0268,1
dm12272_High_vs_dm11037_Low_38d,FBgn0010435,3,3,1534,1646,437,1457,1471,565,0.8791816422449541,0.8791816422449541,0.838247924420269,0.838247924420269,0.8518,0.4824,0.4867,0.4085,0.5641,0.7231,0,0.4976,0.4964,0.4197,0.5738,0.9287,0,1.0305,1.0105,1
dm12272_High_vs_dm11037_Low_38d,FBgn0259482,3,3,212,218,6,218,159,11,0.986238532110092,0.986238532110092,0.971649484536082,0.971649484536082,0.1649,0.493,0.4955,0.4221,0.5709,0.9004,0,0.5782,0.5705,0.4945,0.6436,0.0691,0,1.012,0.8696,1
dm12272_High_vs_dm11037_Low_38d,FBgn0085212,3,3,211,224,10,144,18,285,0.9775280898876401,0.9775280898876401,0.36241610738255003,0.36241610738255003,0.0002,0.4851,0.4884,0.409,0.5692,0.7736,0,0.8889,0.8222,0.7441,0.8803,0.0,1,1.0272,0.4642,1
dm12272_High_vs_dm11037_Low_38d,FBgn0266101,3,3,23,25,249,48,46,90,0.161616161616162,0.161616161616162,0.5108695652173909,0.5108695652173909,0.7876,0.4792,0.4865,0.3563,0.6231,0.84,0,0.5106,0.5099,0.4024,0.6195,0.8616,0,1.0379,0.9863,1
