comparison,FEATURE_ID,dm12272_01h_num_reps,counts_dm12272_01h_g1,counts_dm12272_01h_g2,counts_dm12272_01h_both,prior_dm12272_01h_g1,prior_dm12272_01h_g2,H3_independence_Bayes_evidence,dm12272_01h_sampleprop,dm12272_01h_theta,dm12272_01h_q025,dm12272_01h_q975,dm12272_01h_Bayes_evidence,dm12272_01h_AI_decision,alpha1_postmean,flaganalyze
dm12272_01h,FBgn0261373,3,43,37,32,0.7142857142857142,0.7142857142857142,NA,0.5375,0.5294,0.4175,0.6395,0.6015,0,0.9484,1
dm12272_01h,FBgn0035871,3,95,247,196,0.635687732342007,0.635687732342007,NA,0.2778,0.2987,0.2318,0.382,0.0006,1,1.5434,1
dm12272_01h,FBgn0028648,3,63,66,35,0.786585365853659,0.786585365853659,NA,0.4884,0.4902,0.389,0.5924,0.8459,0,1.0256,1
dm12272_01h,FBgn0032476,3,15,21,1,0.972972972972973,0.972972972972973,NA,0.4167,0.4468,0.3107,0.5897,0.4585,0,1.1275,1
dm12272_01h,FBgn0032475,3,21,10,16,0.6595744680851059,0.6595744680851059,NA,0.6774,0.6081,0.4597,0.7424,0.147,0,0.8084,1
dm12272_01h,FBgn0032472,3,112,72,0,0.5,0.5,NA,0.6087,0.5208,0.314,0.7191,0.8359,0,0.9807,1
dm12272_01h,FBgn0034614,3,33,16,32,0.604938271604938,0.604938271604938,NA,0.6735,0.621,0.4916,0.738,0.066,0,0.7851,1
dm12272_01h,FBgn0035290,3,29,24,10,0.841269841269841,0.841269841269841,NA,0.5472,0.5337,0.4051,0.6585,0.6034,0,0.9419,1
dm12272_01h,FBgn0263081,3,165,173,79,0.810551558752998,0.810551558752998,NA,0.4882,0.4925,0.4136,0.5731,0.8458,0,1.0185,1
dm12272_01h,FBgn0004432,3,858,400,7763,0.13945238887041297,0.13945238887041297,NA,0.682,0.6457,0.5172,0.7449,0.0315,1,0.7436,1
dm12272_01h,FBgn0261020,3,39,63,135,0.430379746835443,0.430379746835443,NA,0.3824,0.4051,0.3049,0.5118,0.0788,0,1.222,1
dm12272_01h,FBgn0266696,3,55,71,125,0.5019920318725101,0.5019920318725101,NA,0.4365,0.4477,0.3501,0.5502,0.3044,0,1.1179,1
dm12272_01h,FBgn0031972,3,30,28,16,0.7837837837837841,0.7837837837837841,NA,0.5172,0.5121,0.3873,0.6347,0.8456,0,0.9838,1
dm12272_01h,FBgn0031973,3,39,37,165,0.31535269709543606,0.31535269709543606,NA,0.5132,0.5097,0.3964,0.6224,0.868,0,0.9873,1
dm12272_01h,FBgn0031971,3,474,18,274,0.642297650130548,0.642297650130548,NA,0.9634,0.8220000000000001,0.5165,0.9496,0.0391,1,0.4573,1
dm12272_01h,FBgn0031974,3,103,0,98,0.512437810945274,0.512437810945274,NA,1.0,0.7116,0.4089,0.9228,0.1852,0,0.6451,1
dm12272_01h,FBgn0031975,3,30,20,7,0.8771929824561401,0.8771929824561401,NA,0.6,0.5683,0.434,0.6953,0.3086,0,0.8778,1
dm12272_01h,FBgn0034184,3,31,23,3,0.9473684210526321,0.9473684210526321,NA,0.5741,0.5528,0.4271,0.6725,0.4024,0,0.9055,1
dm12272_01h,FBgn0034181,3,58,57,75,0.6052631578947371,0.6052631578947371,NA,0.5043,0.5077,0.4008,0.6162,0.8879,0,0.9905,1
dm12272_01h,FBgn0038746,3,49,98,40,0.7860962566844921,0.7860962566844921,NA,0.3333,0.3651,0.2724,0.473,0.0182,1,1.3311,1
dm12272_01h,FBgn0030510,3,38,21,49,0.5462962962962961,0.5462962962962961,NA,0.6441,0.6033,0.4764,0.7188,0.1067,0,0.815,1
dm12272_01h,FBgn0036967,3,28,25,40,0.5698924731182801,0.5698924731182801,NA,0.5283,0.5202,0.3937,0.6466,0.7572,0,0.9682,1
dm12272_01h,FBgn0031609,3,29,22,2,0.9622641509433959,0.9622641509433959,NA,0.5686,0.5484,0.4164,0.6751,0.4629,0,0.9144,1
dm12272_01h,FBgn0034988,3,44,33,25,0.7549019607843142,0.7549019607843142,NA,0.5714,0.5553,0.4424,0.6645,0.3315,0,0.8996,1
dm12272_01h,FBgn0010228,3,937,342,1141,0.528512396694215,0.528512396694215,NA,0.7326,0.7026,0.6116,0.7702,0.0013,1,0.6513,1
dm12272_01h,FBgn0004435,3,37,53,57,0.612244897959184,0.612244897959184,NA,0.4111,0.4306,0.3259,0.5412,0.2119,0,1.1595,1
dm12272_01h,FBgn0051739,3,17,42,52,0.531531531531532,0.531531531531532,NA,0.2881,0.3451,0.2383,0.4658,0.013000000000000001,1,1.3968,1
dm12272_01h,FBgn0026570,3,48,54,25,0.8031496062992131,0.8031496062992131,NA,0.4706,0.4764,0.3687,0.5857,0.6679999999999999,0,1.0556,1
dm12272_01h,FBgn0260855,3,72,34,141,0.42914979757085,0.42914979757085,NA,0.6792,0.6466,0.545,0.7389,0.006999999999999999,1,0.7412,1
dm12272_01h,FBgn0260856,3,29,33,1,0.9841269841269841,0.9841269841269841,NA,0.4677,0.47600000000000003,0.3558,0.5988,0.6973,0,1.0585,1
dm12272_01h,FBgn0046999,3,862,1263,11,0.994850187265918,0.994850187265918,NA,0.4056,0.4086,0.3476,0.4764,0.0156,1,1.2067,1
dm12272_01h,FBgn0036587,3,78,47,229,0.35310734463276794,0.35310734463276794,NA,0.624,0.6021,0.4951,0.6993,0.06,0,0.8159,1
dm12272_01h,FBgn0036589,3,1055,726,345,0.8377234242709309,0.8377234242709309,NA,0.5924,0.5784,0.5054,0.6438,0.0387,1,0.8553,1
dm12272_01h,FBgn0263316,3,37,42,15,0.840425531914894,0.840425531914894,NA,0.4684,0.4728,0.3601,0.5878,0.6417,0,1.0641,1
dm12272_01h,FBgn0020503,3,91,88,107,0.6258741258741259,0.6258741258741259,NA,0.5084,0.5056,0.4156,0.5941,0.9002,0,0.9929,1
dm12272_01h,FBgn0035464,3,16,23,5,0.8863636363636359,0.8863636363636359,NA,0.4103,0.441,0.3102,0.5799,0.3976,0,1.14,1
dm12272_01h,FBgn0020647,3,37,23,73,0.45112781954887204,0.45112781954887204,NA,0.6167,0.5834,0.4613,0.6953,0.1728,0,0.8494,1
dm12272_01h,FBgn0266848,3,22,27,59,0.45370370370370394,0.45370370370370394,NA,0.449,0.4649,0.341,0.5938,0.5911,0,1.0835,1
dm12272_01h,FBgn0024887,3,54,0,2,0.9642857142857142,0.9642857142857142,NA,1.0,0.7287,0.4198,0.8951,0.1535,0,0.618,1
dm12272_01h,FBgn0035600,3,665,764,424,0.7711818672423101,0.7711818672423101,NA,0.4654,0.4672,0.4064,0.5295,0.2732,0,1.0702,1
dm12272_01h,FBgn0035601,3,178,179,261,0.577669902912621,0.577669902912621,NA,0.4986,0.4993,0.426,0.5729,0.9847,0,1.0042,1
dm12272_01h,FBgn0035603,3,208,182,3,0.99236641221374,0.99236641221374,NA,0.5333,0.5298,0.4521,0.606,0.4273,0,0.9446,1
dm12272_01h,FBgn0003721,3,1314,1509,1111,0.717590238942552,0.717590238942552,NA,0.4655,0.4658,0.4117,0.5215,0.2023,0,1.0728,1
dm12272_01h,FBgn0051106,3,42,55,88,0.524324324324324,0.524324324324324,NA,0.433,0.4456,0.3431,0.5529999999999999,0.3101,0,1.1236,1
dm12272_01h,FBgn0052103,3,37,31,265,0.20420420420420396,0.20420420420420396,NA,0.5441,0.5369,0.4115,0.6584,0.5562,0,0.9353,1
dm12272_01h,FBgn0052109,3,38,45,13,0.864583333333333,0.864583333333333,NA,0.4578,0.4666,0.35700000000000004,0.5792,0.5557,0,1.0774,1
dm12272_01h,FBgn0025682,3,153,164,29,0.9161849710982659,0.9161849710982659,NA,0.4826,0.4842,0.4047,0.5655,0.6903,0,1.0359,1
dm12272_01h,FBgn0043470,3,88,77,80,0.6734693877551021,0.6734693877551021,NA,0.5333,0.529,0.4341,0.6215,0.5399,0,0.9475,1
dm12272_01h,FBgn0043471,3,122,104,246,0.47881355932203395,0.47881355932203395,NA,0.5398,0.5356,0.445,0.6237,0.4232,0,0.9346,1
dm12272_01h,FBgn0040653,3,362,837,24,0.9803761242845459,0.9803761242845459,NA,0.3019,0.3164,0.2605,0.3868,0.0006,1,1.4768,1
dm12272_01h,FBgn0265003,3,26,26,59,0.46846846846846796,0.46846846846846796,NA,0.5,0.4988,0.3717,0.6277,0.9822,0,1.0114,1
dm12272_01h,FBgn0041709,3,26,23,0,0.5,0.5,NA,0.5306,0.509,0.3207,0.6963,0.9247,0,1.0017,1
dm12272_01h,FBgn0037973,3,310,2,349,0.47201210287443296,0.47201210287443296,NA,0.9936,0.6249,0.37799999999999995,0.8455,0.3201,0,0.7897,1
dm12272_01h,FBgn0037976,3,22,30,35,0.5977011494252871,0.5977011494252871,NA,0.4231,0.4461,0.3218,0.5779,0.4086,0,1.1265,1
dm12272_01h,FBgn0000578,3,49,65,205,0.35736677115987503,0.35736677115987503,NA,0.4298,0.4412,0.3393,0.5482,0.2724,0,1.1337,1
dm12272_01h,FBgn0000579,3,728,1081,440,0.804357492218764,0.804357492218764,NA,0.4024,0.41200000000000003,0.3411,0.49200000000000005,0.0341,1,1.1997,1
dm12272_01h,FBgn0259736,3,182,136,13,0.9607250755287009,0.9607250755287009,NA,0.5723,0.5652,0.485,0.6414,0.1049,0,0.8793,1
dm12272_01h,FBgn0011327,3,188,227,104,0.799614643545279,0.799614643545279,NA,0.45299999999999996,0.4578,0.3866,0.5322,0.2482,0,1.0918,1
dm12272_01h,FBgn0011638,3,82,106,96,0.661971830985915,0.661971830985915,NA,0.4362,0.4447,0.3575,0.5361,0.2247,0,1.1232,1
dm12272_01h,FBgn0262965,3,80,110,10,0.95,0.95,NA,0.4211,0.4304,0.3428,0.5223,0.131,0,1.1568,1
dm12272_01h,FBgn0050342,3,18,24,13,0.763636363636364,0.763636363636364,NA,0.4286,0.4525,0.3205,0.5897,0.4894,0,1.1132,1
dm12272_01h,FBgn0050344,3,117,189,95,0.763092269326683,0.763092269326683,NA,0.3824,0.3961,0.3235,0.4751,0.0142,1,1.2406,1
dm12272_01h,FBgn0050349,3,47,42,86,0.508571428571429,0.508571428571429,NA,0.5281,0.5195,0.4068,0.6313,0.7290000000000001,0,0.9678,1
dm12272_01h,FBgn0005612,3,25,20,212,0.17509727626459098,0.17509727626459098,NA,0.5556,0.5382,0.4042,0.6675,0.5672,0,0.9338,1
dm12272_01h,FBgn0032848,3,29,32,1,0.9838709677419358,0.9838709677419358,NA,0.4754,0.4827,0.3581,0.6096,0.7846,0,1.0447,1
dm12272_01h,FBgn0037515,3,27,20,99,0.321917808219178,0.321917808219178,NA,0.5745,0.5503,0.4161,0.6787,0.46,0,0.9109999999999999,1
dm12272_01h,FBgn0085232,3,81,1,44,0.6507936507936509,0.6507936507936509,NA,0.9878,0.8255,0.5606,0.9179,0.022000000000000002,1,0.4575,1
dm12272_01h,FBgn0033454,3,23,20,0,0.5,0.5,NA,0.5349,0.5108,0.322,0.6970000000000001,0.9084,0,0.9978,1
dm12272_01h,FBgn0033453,3,38,52,26,0.7758620689655171,0.7758620689655171,NA,0.4222,0.4382,0.3327,0.5477,0.2656,0,1.1413,1
dm12272_01h,FBgn0033451,3,34,25,10,0.855072463768116,0.855072463768116,NA,0.5763,0.5478,0.4168,0.6728,0.46299999999999997,0,0.9153,1
dm12272_01h,FBgn0040734,3,60,59,395,0.231517509727626,0.231517509727626,NA,0.5042,0.5047,0.4045,0.6047,0.9271,0,0.9959,1
dm12272_01h,FBgn0040730,3,50,40,3,0.967741935483871,0.967741935483871,NA,0.5556,0.5435,0.4313,0.6516,0.4367,0,0.9216,1
dm12272_01h,FBgn0040732,3,3008,1729,93,0.9807453416149069,0.9807453416149069,NA,0.635,0.6262,0.568,0.6771,0.0011,1,0.7734,1
dm12272_01h,FBgn0040733,3,112,214,21189,0.0151522193818266,0.0151522193818266,NA,0.3436,0.35700000000000004,0.2893,0.4322,0.0009,1,1.3487,1
dm12272_01h,FBgn0051694,3,83,102,114,0.618729096989967,0.618729096989967,NA,0.4486,0.4531,0.3672,0.5422,0.2926,0,1.1039,1
dm12272_01h,FBgn0019938,3,37,14,29,0.6375,0.6375,NA,0.7255,0.6591,0.5316,0.7715,0.0158,1,0.7217,1
dm12272_01h,FBgn0038545,3,34,20,14,0.7941176470588241,0.7941176470588241,NA,0.6296,0.5915,0.4634,0.7092,0.1532,0,0.8356,1
dm12272_01h,FBgn0267330,3,140,153,132,0.6894117647058821,0.6894117647058821,NA,0.4778,0.4803,0.4029,0.5587,0.6083,0,1.0438,1
dm12272_01h,FBgn0034735,3,10,32,0,0.5,0.5,NA,0.2381,0.426,0.2466,0.6286,0.4542,0,1.1936,1
dm12272_01h,FBgn0261987,3,45,41,1,0.988505747126437,0.988505747126437,NA,0.5233,0.5158,0.39799999999999996,0.6308,0.7849,0,0.9755,1
dm12272_01h,FBgn0029506,3,666,842,55,0.964811260396673,0.964811260396673,NA,0.4416,0.4475,0.3857,0.5134,0.1044,0,1.114,1
dm12272_01h,FBgn0023507,3,314,256,263,0.684273709483794,0.684273709483794,NA,0.5509,0.54,0.4503,0.6256,0.3481,0,0.9261,1
dm12272_01h,FBgn0028622,3,55,56,453,0.19680851063829802,0.19680851063829802,NA,0.4955,0.4962,0.3855,0.6065,0.9453,0,1.0142,1
dm12272_01h,FBgn0032494,3,129,260,112,0.776447105788423,0.776447105788423,NA,0.3316,0.3468,0.2847,0.41600000000000004,0.0005,1,1.3784,1
dm12272_01h,FBgn0032495,3,18,21,76,0.33913043478260907,0.33913043478260907,NA,0.4615,0.4746,0.3391,0.613,0.7186,0,1.0642,1
dm12272_01h,FBgn0015039,3,45,16,243,0.20065789473684198,0.20065789473684198,NA,0.7377,0.6725,0.5468,0.7806,0.0104,1,0.7001,1
dm12272_01h,FBgn0053198,3,62,96,1,0.993710691823899,0.993710691823899,NA,0.3924,0.414,0.3125,0.5278,0.1218,0,1.2,1
dm12272_01h,FBgn0019936,3,6606,7224,2927,0.8253267291281259,0.8253267291281259,NA,0.4777,0.4796,0.4218,0.5394,0.4613,0,1.0437,1
dm12272_01h,FBgn0003068,3,42,37,2,0.9753086419753091,0.9753086419753091,NA,0.5316,0.5253,0.4095,0.6389,0.6664,0,0.9568,1
dm12272_01h,FBgn0035878,3,24,80,7,0.936936936936937,0.936936936936937,NA,0.2308,0.29100000000000004,0.2008,0.4057,0.0031,1,1.5838,1
dm12272_01h,FBgn0261703,3,19,31,95,0.34482758620689696,0.34482758620689696,NA,0.38,0.4177,0.2946,0.5497,0.2152,0,1.1953,1
dm12272_01h,FBgn0031436,3,551,501,176,0.8566775244299671,0.8566775244299671,NA,0.5238,0.5244,0.4611,0.5872,0.4244,0,0.9540000000000001,1
dm12272_01h,FBgn0028331,3,88,61,274,0.35224586288416104,0.35224586288416104,NA,0.5906,0.5772,0.4846,0.6651,0.0994,0,0.8586,1
dm12272_01h,FBgn0261553,3,36,32,58,0.53968253968254,0.53968253968254,NA,0.5294,0.5224,0.4047,0.6393,0.7088,0,0.9626,1
dm12272_01h,FBgn0261554,3,33,39,38,0.654545454545455,0.654545454545455,NA,0.4583,0.4683,0.3534,0.5854,0.591,0,1.0744,1
dm12272_01h,FBgn0030013,3,42,32,95,0.437869822485207,0.437869822485207,NA,0.5676,0.5503,0.4307,0.6645,0.39799999999999996,0,0.9095,1
dm12272_01h,FBgn0028646,3,203,223,297,0.589211618257261,0.589211618257261,NA,0.4765,0.4779,0.4028,0.5549,0.5505,0,1.0487,1
dm12272_01h,FBgn0035147,3,206,222,463,0.480359147025814,0.480359147025814,NA,0.4813,0.4799,0.4094,0.5509,0.5698,0,1.044,1
dm12272_01h,FBgn0038465,3,27,43,273,0.204081632653061,0.204081632653061,NA,0.3857,0.414,0.3019,0.5342,0.1541,0,1.202,1
dm12272_01h,FBgn0035144,3,33,26,11,0.842857142857143,0.842857142857143,NA,0.5593,0.5439,0.4169,0.6655,0.4892,0,0.9222,1
dm12272_01h,FBgn0038463,3,47,27,94,0.44047619047619,0.44047619047619,NA,0.6351,0.6024,0.4853,0.7106,0.0855,0,0.816,1
dm12272_01h,FBgn0031914,3,99,56,168,0.47987616099071206,0.47987616099071206,NA,0.6387,0.6177,0.5237,0.7038,0.0155,1,0.7888,1
dm12272_01h,FBgn0034436,3,22,36,97,0.37419354838709706,0.37419354838709706,NA,0.3793,0.4127,0.2957,0.5391,0.1684,0,1.2067,1
dm12272_01h,FBgn0031913,3,262,224,1232,0.282887077997672,0.282887077997672,NA,0.5391,0.5365,0.4623,0.609,0.3164,0,0.9317,1
dm12272_01h,FBgn0017581,3,72,75,1068,0.120987654320988,0.120987654320988,NA,0.4898,0.4917,0.3925,0.5924,0.8662,0,1.0223,1
dm12272_01h,FBgn0038720,3,42,52,208,0.311258278145695,0.311258278145695,NA,0.4468,0.4611,0.3539,0.5718,0.4793,0,1.0892,1
dm12272_01h,FBgn0038723,3,32,116,61,0.708133971291866,0.708133971291866,NA,0.2162,0.2728,0.1892,0.3883,0.0029,1,1.6572,1
dm12272_01h,FBgn0019982,3,170,213,150,0.718574108818011,0.718574108818011,NA,0.4439,0.4507,0.3774,0.5274,0.1969,0,1.1079,1
dm12272_01h,FBgn0010808,3,277,240,37,0.9332129963898921,0.9332129963898921,NA,0.5358,0.5328,0.4576,0.6052,0.3592,0,0.9387,1
dm12272_01h,FBgn0010803,3,43,45,9,0.9072164948453609,0.9072164948453609,NA,0.4886,0.4923,0.38299999999999995,0.6029,0.8897,0,1.0223,1
dm12272_01h,FBgn0085468,3,622,556,591,0.665912945166761,0.665912945166761,NA,0.528,0.526,0.4684,0.5820000000000001,0.3538,0,0.9508,1
dm12272_01h,FBgn0032477,3,37,31,0,0.5,0.5,NA,0.5441,0.5103,0.3159,0.7023,0.9175,0,1.0002,1
dm12272_01h,FBgn0031453,3,580,869,2283,0.388263665594855,0.388263665594855,NA,0.4003,0.4224,0.3147,0.5456,0.1882,0,1.1805,1
dm12272_01h,FBgn0032029,3,57,49,200,0.34640522875817004,0.34640522875817004,NA,0.5377,0.5287,0.4229,0.6319,0.5854,0,0.9491,1
dm12272_01h,FBgn0039350,3,32,29,43,0.586538461538462,0.586538461538462,NA,0.5246,0.5173,0.3953,0.6383,0.7794,0,0.9731,1
dm12272_01h,FBgn0034724,3,93,213,406,0.42977528089887607,0.42977528089887607,NA,0.3039,0.3428,0.2523,0.4589,0.0141,1,1.3994,1
dm12272_01h,FBgn0051205,3,36,73,12,0.9008264462809921,0.9008264462809921,NA,0.3303,0.3635,0.2697,0.4694,0.0142,1,1.3359,1
dm12272_01h,FBgn0026593,3,51,61,56,0.666666666666667,0.666666666666667,NA,0.4554,0.4634,0.3635,0.5669,0.4728,0,1.0829,1
dm12272_01h,FBgn0037164,3,20,20,1,0.975609756097561,0.975609756097561,NA,0.5,0.4993,0.3603,0.6377,0.9953,0,1.012,1
dm12272_01h,FBgn0026598,3,34,25,117,0.335227272727273,0.335227272727273,NA,0.5763,0.5558,0.4301,0.6759,0.3757,0,0.8999,1
dm12272_01h,FBgn0025866,3,50,36,3,0.9662921348314608,0.9662921348314608,NA,0.5814,0.5634,0.4497,0.6719,0.2659,0,0.8848,1
dm12272_01h,FBgn0016983,3,18,24,84,0.33333333333333304,0.33333333333333304,NA,0.4286,0.4515,0.3203,0.5858,0.48200000000000004,0,1.1153,1
dm12272_01h,FBgn0039417,3,22,24,3,0.938775510204082,0.938775510204082,NA,0.4783,0.4849,0.3542,0.618,0.8192,0,1.0412,1
dm12272_01h,FBgn0051716,3,43,29,139,0.341232227488152,0.341232227488152,NA,0.5972,0.5761,0.4594,0.6866,0.1986,0,0.8622,1
dm12272_01h,FBgn0265661,3,51,0,9,0.85,0.85,NA,1.0,0.8121,0.5895,0.9067,0.0152,1,0.4797,1
dm12272_01h,FBgn0037709,3,26,32,58,0.5,0.5,NA,0.4483,0.4628,0.3462,0.5843,0.5409,0,1.087,1
dm12272_01h,FBgn0051717,3,135,135,10,0.9642857142857142,0.9642857142857142,NA,0.5,0.5013,0.41700000000000004,0.5847,0.9738,0,1.0012,1
dm12272_01h,FBgn0031143,3,174,100,24,0.919463087248322,0.919463087248322,NA,0.635,0.6203,0.5402,0.6939,0.0065,1,0.7838,1
dm12272_01h,FBgn0034645,3,39,74,1835,0.0580082135523614,0.0580082135523614,NA,0.3451,0.3755,0.2771,0.486,0.0294,1,1.3022,1
dm12272_01h,FBgn0034644,3,18,20,180,0.174311926605505,0.174311926605505,NA,0.4737,0.4844,0.3442,0.6259,0.8263,0,1.0438,1
dm12272_01h,FBgn0004045,3,1365,1330,153,0.9462780898876401,0.9462780898876401,NA,0.5065,0.507,0.4487,0.5657,0.7961,0,0.9877,1
dm12272_01h,FBgn0050404,3,97,81,66,0.729508196721312,0.729508196721312,NA,0.5449,0.5371,0.4424,0.6291,0.4233,0,0.932,1
dm12272_01h,FBgn0263846,3,23,16,2,0.9512195121951221,0.9512195121951221,NA,0.5897,0.5583,0.4195,0.6896,0.4036,0,0.8966,1
dm12272_01h,FBgn0003890,3,76,77,438,0.25888324873096397,0.25888324873096397,NA,0.4967,0.4978,0.3996,0.5963,0.9652,0,1.0095,1
dm12272_01h,FBgn0003891,3,171,176,239,0.592150170648464,0.592150170648464,NA,0.4928,0.4931,0.4172,0.5701,0.8519,0,1.0171,1
dm12272_01h,FBgn0011230,3,125,101,35,0.865900383141762,0.865900383141762,NA,0.5531,0.5478,0.4598,0.6323,0.2688,0,0.9114,1
dm12272_01h,FBgn0038105,3,33,57,170,0.34615384615384603,0.34615384615384603,NA,0.3667,0.3976,0.2943,0.5087,0.069,0,1.2425,1
dm12272_01h,FBgn0031327,3,129,215,10,0.9717514124293791,0.9717514124293791,NA,0.375,0.3923,0.2938,0.5137,0.0742,0,1.2565,1
dm12272_01h,FBgn0020622,3,21,42,23,0.7325581395348841,0.7325581395348841,NA,0.3333,0.3782,0.2666,0.5014,0.0522,0,1.2982,1
dm12272_01h,FBgn0033661,3,19,35,10,0.84375,0.84375,NA,0.3519,0.3936,0.2738,0.5252,0.11,0,1.2578,1
dm12272_01h,FBgn0033663,3,179,164,384,0.47180192572214597,0.47180192572214597,NA,0.5219,0.5195,0.4436,0.5942,0.6018,0,0.9644,1
dm12272_01h,FBgn0001125,3,261,604,1297,0.40009250693802,0.40009250693802,NA,0.3017,0.3247,0.2599,0.4064,0.0015,1,1.4507,1
dm12272_01h,FBgn0040843,3,269,250,94,0.8466557911908651,0.8466557911908651,NA,0.5183,0.5179,0.4458,0.5886,0.6088,0,0.9673,1
dm12272_01h,FBgn0032398,3,45,34,48,0.622047244094488,0.622047244094488,NA,0.5696,0.5557,0.4375,0.6694,0.3462,0,0.8993,1
dm12272_01h,FBgn0032820,3,392,365,237,0.7615694164989941,0.7615694164989941,NA,0.5178,0.5153,0.4309,0.5988,0.7016,0,0.9731,1
dm12272_01h,FBgn0032393,3,51,55,52,0.6708860759493671,0.6708860759493671,NA,0.4811,0.4861,0.38,0.593,0.792,0,1.0348,1
dm12272_01h,FBgn0035625,3,58,31,317,0.219211822660099,0.219211822660099,NA,0.6517,0.6207,0.5113,0.7213,0.0307,1,0.7845,1
dm12272_01h,FBgn0283510,3,35,44,102,0.43646408839779,0.43646408839779,NA,0.44299999999999995,0.4617,0.3477,0.5807,0.5136,0,1.089,1
dm12272_01h,FBgn0003517,3,2448,2261,5938,0.44228421151498104,0.44228421151498104,NA,0.5199,0.5173,0.426,0.6067,0.6879,0,0.9698,1
dm12272_01h,FBgn0013720,3,36,33,13,0.841463414634146,0.841463414634146,NA,0.5217,0.5141,0.3936,0.6335,0.8172,0,0.9794,1
dm12272_01h,FBgn0002022,3,35,63,14,0.875,0.875,NA,0.3571,0.3856,0.2872,0.4931,0.0384,1,1.2741,1
dm12272_01h,FBgn0033160,3,22,11,20,0.622641509433962,0.622641509433962,NA,0.6667,0.6031,0.4562,0.7376,0.1635,0,0.8171,1
dm12272_01h,FBgn0026189,3,20,18,62,0.38,0.38,NA,0.5263,0.517,0.3757,0.6581,0.8128,0,0.9764,1
dm12272_01h,FBgn0039259,3,198,47,165,0.597560975609756,0.597560975609756,NA,0.8082,0.7719,0.696,0.8325,0.0001,1,0.5435,1
dm12272_01h,FBgn0001308,3,22,27,182,0.212121212121212,0.212121212121212,NA,0.449,0.4635,0.3342,0.5967,0.5828,0,1.0875,1
