comparison,FEATURE_ID,dm11255_01h_num_reps,dm11255_38d_num_reps,counts_dm11255_01h_g1,counts_dm11255_01h_g2,counts_dm11255_01h_both,counts_dm11255_38d_g1,counts_dm11255_38d_g2,counts_dm11255_38d_both,prior_dm11255_01h_g1,prior_dm11255_01h_g2,prior_dm11255_38d_g1,prior_dm11255_38d_g2,H3_independence_Bayes_evidence,dm11255_01h_sampleprop,dm11255_01h_theta,dm11255_01h_q025,dm11255_01h_q975,dm11255_01h_Bayes_evidence,dm11255_01h_AI_decision,dm11255_38d_sampleprop,dm11255_38d_theta,dm11255_38d_q025,dm11255_38d_q975,dm11255_38d_Bayes_evidence,dm11255_38d_AI_decision,alpha1_postmean,alpha2_postmean,flaganalyze
dm11255_01h_vs_dm11255_38d,FBgn0003041,3,3,20,27,3,81,78,31,0.94,0.94,0.8368421052631579,0.8368421052631579,0.3578,0.4255,0.45399999999999996,0.3166,0.6027,0.5127,0,0.5094,0.5382,0.41700000000000004,0.6567,0.5322,0,1.1112,0.9324,1
dm11255_01h_vs_dm11255_38d,FBgn0263081,3,3,72,53,49,927,829,226,0.718390804597701,0.718390804597701,0.8859737638748739,0.8859737638748739,0.5544,0.5760000000000001,0.5627,0.4657,0.6547,0.2009,0,0.5279,0.5292,0.4671,0.5886,0.3276,0,0.8848,0.9448,1
dm11255_01h_vs_dm11255_38d,FBgn0004432,3,3,658,215,6643,6164,1168,37672,0.116152208621607,0.116152208621607,0.16291885165763,0.16291885165763,0.4756,0.7537,0.6141,0.4242,0.7682,0.21,0,0.8407,0.6959,0.5017,0.8357,0.0476,1,0.8011,0.6649,1
dm11255_01h_vs_dm11255_38d,FBgn0035207,3,3,34,16,42,298,121,113,0.543478260869565,0.543478260869565,0.7875939849624058,0.7875939849624058,0.3736,0.68,0.6176,0.4859,0.7373,0.0744,0,0.7112,0.6852,0.595,0.7559,0.0016,1,0.7909,0.6787,1
dm11255_01h_vs_dm11255_38d,FBgn0261020,3,3,37,30,57,176,183,294,0.540322580645161,0.540322580645161,0.549770290964778,0.549770290964778,0.5196,0.5522,0.5345,0.4182,0.6509999999999999,0.5522,0,0.4903,0.4888,0.4083,0.5705,0.7733,0,0.9390000000000001,1.0263,1
dm11255_01h_vs_dm11255_38d,FBgn0266696,3,3,32,36,105,542,496,422,0.393063583815029,0.393063583815029,0.7109589041095892,0.7109589041095892,0.522,0.4706,0.4773,0.3614,0.5972,0.7064,0,0.5222,0.5217,0.4478,0.5945,0.5436,0,1.0551,0.96,1
dm11255_01h_vs_dm11255_38d,FBgn0031971,3,3,284,319,10,1748,1938,46,0.9836867862969001,0.9836867862969001,0.987674169346195,0.987674169346195,0.9613,0.47100000000000003,0.4734,0.4059,0.5421,0.4196,0,0.4742,0.4718,0.4146,0.5287,0.3064,0,1.0574,1.06,1
dm11255_01h_vs_dm11255_38d,FBgn0034180,3,3,18,25,13,200,211,93,0.767857142857143,0.767857142857143,0.81547619047619,0.81547619047619,0.5602,0.4186,0.4469,0.3164,0.585,0.4373,0,0.4866,0.4938,0.4088,0.5788,0.8833,0,1.1257,1.0163,1
dm11255_01h_vs_dm11255_38d,FBgn0034181,3,3,41,55,112,374,566,251,0.46153846153846206,0.46153846153846206,0.7892527287993281,0.7892527287993281,0.4576,0.4271,0.4395,0.3365,0.5455,0.2642,0,0.3979,0.3928,0.3244,0.4677,0.0109,1,1.1378,1.2485,1
dm11255_01h_vs_dm11255_38d,FBgn0030510,3,3,32,48,33,297,320,85,0.7079646017699109,0.7079646017699109,0.8789173789173791,0.8789173789173791,0.4182,0.4,0.43200000000000005,0.3205,0.5498,0.2467,0,0.4814,0.4894,0.4132,0.5692,0.7684,0,1.1574,1.0248,1
dm11255_01h_vs_dm11255_38d,FBgn0010228,3,3,278,183,878,1748,1204,1808,0.34428678117998496,0.34428678117998496,0.620168067226891,0.620168067226891,0.804,0.603,0.596,0.5005,0.6838,0.0487,1,0.5921,0.5809,0.4932,0.6621,0.0698,0,0.8258,0.8518,1
dm11255_01h_vs_dm11255_38d,FBgn0040102,3,3,54,43,48,132,156,110,0.668965517241379,0.668965517241379,0.723618090452261,0.723618090452261,0.3107,0.5567,0.5413,0.419,0.6595,0.4933,0,0.4583,0.4607,0.3605,0.5628,0.4371,0,0.9267,1.0892,1
dm11255_01h_vs_dm11255_38d,FBgn0026570,3,3,22,23,15,179,156,21,0.75,0.75,0.941011235955056,0.941011235955056,0.7111,0.4889,0.505,0.3698,0.6428,0.9502,0,0.5343,0.5368,0.4374,0.6329,0.43,0,0.9998,0.9328,1
dm11255_01h_vs_dm11255_38d,FBgn0260855,3,3,43,20,139,286,133,354,0.311881188118812,0.311881188118812,0.542043984476067,0.542043984476067,0.6213,0.6825,0.6306,0.5138,0.7377,0.0284,1,0.6826,0.6641,0.5908,0.7293,0.0004,1,0.7683,0.7119,1
dm11255_01h_vs_dm11255_38d,FBgn0036589,3,3,292,246,201,257,242,102,0.7280108254397829,0.7280108254397829,0.8302828618968392,0.8302828618968392,0.6447,0.5428,0.5417,0.4521,0.6269,0.3262,0,0.515,0.5136,0.4274,0.5994,0.7511,0,0.9228,0.9768,1
dm11255_01h_vs_dm11255_38d,FBgn0263316,3,3,24,46,10,95,97,47,0.875,0.875,0.803347280334728,0.803347280334728,0.1356,0.3429,0.3868,0.2795,0.5058,0.0598,0,0.4948,0.4976,0.4094,0.5889,0.9556,0,1.2726,1.0092,1
dm11255_01h_vs_dm11255_38d,FBgn0020508,3,3,111,88,6,100,83,5,0.970731707317073,0.970731707317073,0.9734042553191491,0.9734042553191491,0.9476,0.5578,0.5512,0.4581,0.6408,0.2613,0,0.5464,0.5468,0.4532,0.6375,0.314,0,0.9056,0.9138,1
dm11255_01h_vs_dm11255_38d,FBgn0035600,3,3,347,9,895,2428,69,4531,0.284572342126299,0.284572342126299,0.355293113261241,0.355293113261241,0.6373,0.9747,0.6084,0.3762,0.8113,0.3513,0,0.9724,0.6749,0.4479,0.8592,0.1309,0,0.8174,0.7017,1
dm11255_01h_vs_dm11255_38d,FBgn0035601,3,3,173,3,294,1278,18,1288,0.37446808510638296,0.37446808510638296,0.501547987616099,0.501547987616099,0.672,0.983,0.5811,0.3503,0.7862,0.4684,0,0.9861,0.643,0.4124,0.8402,0.2271,0,0.8667,0.7564,1
dm11255_01h_vs_dm11255_38d,FBgn0035603,3,3,146,164,3,948,854,35,0.9904153354632591,0.9904153354632591,0.980947196516059,0.980947196516059,0.2304,0.47100000000000003,0.4775,0.4,0.5562,0.5673,0,0.5261,0.5366,0.4761,0.597,0.212,0,1.0497,0.9309,1
dm11255_01h_vs_dm11255_38d,FBgn0003721,3,3,65,78,1862,637,577,6267,0.0713216957605985,0.0713216957605985,0.162277770351557,0.162277770351557,0.3764,0.4545,0.4536,0.3443,0.5711,0.4242,0,0.5247,0.5206,0.4217,0.6139,0.6542,0,1.1065,0.9640000000000001,1
dm11255_01h_vs_dm11255_38d,FBgn0025682,3,3,155,61,32,183,126,34,0.870967741935484,0.870967741935484,0.900874635568513,0.900874635568513,0.0587,0.7176,0.6897,0.6097,0.7621,0.0002,1,0.5922,0.5843,0.5068,0.6576,0.0331,1,0.6715,0.8453,1
dm11255_01h_vs_dm11255_38d,FBgn0043471,3,3,174,168,0,254,293,2,0.5,0.5,0.996357012750455,0.996357012750455,0.9362,0.5088,0.5023,0.312,0.6941,0.9733,0,0.4644,0.4919,0.295,0.6935,0.9427,0,1.0156,1.0411,1
dm11255_01h_vs_dm11255_38d,FBgn0040653,3,3,519,1059,26,7088,15027,324,0.9837905236907729,0.9837905236907729,0.9855608538704929,0.9855608538704929,0.6724,0.3289,0.3459,0.2948,0.4038,0.0,1,0.3205,0.3311,0.2881,0.3815,0.0,1,1.3793,1.4247,1
dm11255_01h_vs_dm11255_38d,FBgn0003189,3,3,49,47,13,103,117,31,0.8807339449541279,0.8807339449541279,0.8764940239043821,0.8764940239043821,0.5658,0.5104,0.5115,0.4061,0.6176,0.8322,0,0.4682,0.4715,0.3881,0.5613,0.5,0,0.983,1.0633,1
dm11255_01h_vs_dm11255_38d,FBgn0037973,3,3,104,2,240,565,4,516,0.30635838150289,0.30635838150289,0.52442396313364,0.52442396313364,0.6553,0.9811,0.5739,0.3507,0.7767,0.5178,0,0.993,0.638,0.406,0.8364,0.2396,0,0.8794,0.7649,1
dm11255_01h_vs_dm11255_38d,FBgn0000579,3,3,750,811,85,8120,8118,350,0.9483596597812879,0.9483596597812879,0.9789004099348929,0.9789004099348929,0.7402,0.4805,0.4811,0.4056,0.556,0.5898,0,0.5001,0.4976,0.4259,0.5707,0.9347,0,1.0418,1.0076,1
dm11255_01h_vs_dm11255_38d,FBgn0259736,3,3,101,90,4,977,1147,274,0.9794871794871791,0.9794871794871791,0.8857381150959129,0.8857381150959129,0.2273,0.5288,0.5229,0.4369,0.607,0.5931,0,0.46,0.461,0.4063,0.5176,0.1613,0,0.9585,1.0834,1
dm11255_01h_vs_dm11255_38d,FBgn0011327,3,3,130,157,110,372,448,169,0.7229219143576829,0.7229219143576829,0.8291203235591509,0.8291203235591509,0.8316,0.45299999999999996,0.4423,0.3326,0.5555,0.2953,0,0.4537,0.4577,0.3581,0.5648,0.3942,0,1.1321,1.0957,1
dm11255_01h_vs_dm11255_38d,FBgn0011638,3,3,54,56,133,301,308,183,0.452674897119342,0.452674897119342,0.768939393939394,0.768939393939394,0.9853,0.4909,0.4984,0.3938,0.605,0.986,0,0.4943,0.4966,0.4156,0.5786,0.9262,0,1.0090000000000001,1.0102,1
dm11255_01h_vs_dm11255_38d,FBgn0050344,3,3,37,73,97,144,122,58,0.531400966183575,0.531400966183575,0.8209876543209879,0.8209876543209879,0.0291,0.3364,0.3647,0.2628,0.4775,0.0238,1,0.5414,0.5353,0.4369,0.6297,0.4524,0,1.3348,0.9356,1
dm11255_01h_vs_dm11255_38d,FBgn0050349,3,3,49,99,7,212,222,11,0.954838709677419,0.954838709677419,0.975280898876404,0.975280898876404,0.1238,0.3311,0.3714,0.2702,0.4876,0.032,1,0.4885,0.4874,0.38799999999999996,0.5863,0.7869,0,1.3148,1.0309,1
dm11255_01h_vs_dm11255_38d,FBgn0040734,3,3,71,688,69,2141,9374,540,0.916666666666667,0.916666666666667,0.955205309000415,0.955205309000415,0.0522,0.0935,0.1378,0.0901,0.2299,0.0,1,0.1859,0.2249,0.1693,0.3244,0.0009,1,2.5608,1.8780000000000001,1
dm11255_01h_vs_dm11255_38d,FBgn0040735,3,3,2972,1080,75,8116,9013,415,0.9818269929731039,0.9818269929731039,0.976345189238486,0.976345189238486,0.0033,0.7335,0.733,0.6409999999999999,0.8008,0.0002,1,0.4738,0.4889,0.397,0.5841,0.8011,0,0.6039,1.0272,1
dm11255_01h_vs_dm11255_38d,FBgn0040736,3,3,1177,1991,1799,4879,5417,2856,0.637809542983692,0.637809542983692,0.7828467153284671,0.7828467153284671,0.1513,0.3715,0.3815,0.2993,0.4774,0.0184,1,0.4739,0.4722,0.3858,0.5594,0.5067,0,1.2819,1.0619,1
dm11255_01h_vs_dm11255_38d,FBgn0040732,3,3,1278,93,388,20522,2087,7178,0.7794201250710631,0.7794201250710631,0.759022392318797,0.759022392318797,0.1978,0.9322,0.9186,0.8937,0.9371,0.0,1,0.9077,0.9016,0.8785,0.917,0.0,1,0.297,0.33,1
dm11255_01h_vs_dm11255_38d,FBgn0040733,3,3,2811,5949,1608,23144,24142,6330,0.844907407407407,0.844907407407407,0.881938227394808,0.881938227394808,0.0144,0.3209,0.3277,0.2563,0.4184,0.0009,1,0.4894,0.4865,0.3991,0.5748,0.7464,0,1.4426,1.0315,1
dm11255_01h_vs_dm11255_38d,FBgn0051694,3,3,111,75,9,311,351,181,0.953846153846154,0.953846153846154,0.785290628706999,0.785290628706999,0.0749,0.5968,0.5765,0.48700000000000004,0.6603,0.0907,0,0.4698,0.4728,0.4055,0.5446,0.4162,0,0.8596,1.0589,1
dm11255_01h_vs_dm11255_38d,FBgn0005585,3,3,111,157,2494,945,1145,4092,0.0970311368573497,0.0970311368573497,0.33807829181494703,0.33807829181494703,0.718,0.4142,0.4303,0.2884,0.584,0.3616,0,0.4522,0.4663,0.33299999999999996,0.6074,0.6133,0,1.1692,1.0821,1
dm11255_01h_vs_dm11255_38d,FBgn0267330,3,3,50,41,224,535,474,591,0.288888888888889,0.288888888888889,0.630625,0.630625,0.8927,0.5495,0.5104,0.3639,0.6484,0.882,0,0.5302,0.5245,0.3995,0.6482,0.7004,0,0.9898,0.9592,1
dm11255_01h_vs_dm11255_38d,FBgn0029506,3,3,94,80,578,873,807,1819,0.231382978723404,0.231382978723404,0.480137182052015,0.480137182052015,0.6809,0.5402,0.55,0.3993,0.6938,0.5067,0,0.5196,0.5102,0.374,0.64,0.8759999999999999,0,0.9135,0.9890000000000001,1
dm11255_01h_vs_dm11255_38d,FBgn0023507,3,3,153,144,192,2499,1983,1239,0.607361963190184,0.607361963190184,0.7834294703723129,0.7834294703723129,0.6144,0.5152,0.5172,0.415,0.6214,0.7224,0,0.5576,0.5508,0.4586,0.6349,0.2322,0,0.9711,0.9061,1
dm11255_01h_vs_dm11255_38d,FBgn0032494,3,3,55,75,94,2417,3102,1614,0.5803571428571429,0.5803571428571429,0.7737277442871159,0.7737277442871159,0.9876,0.4231,0.4409,0.3299,0.5567,0.3064,0,0.4379,0.4387,0.358,0.5258,0.152,0,1.1359,1.1364,1
dm11255_01h_vs_dm11255_38d,FBgn0053198,3,3,26,51,2,242,363,8,0.974683544303797,0.974683544303797,0.98694942903752,0.98694942903752,0.7607,0.3377,0.382,0.2661,0.5122,0.0709,0,0.4,0.4028,0.3173,0.5132,0.0709,0,1.2886,1.2259,1
dm11255_01h_vs_dm11255_38d,FBgn0019936,3,3,2810,3258,2192,38363,43276,15564,0.734624697336562,0.734624697336562,0.839881485139348,0.839881485139348,0.9382,0.4631,0.4696,0.3992,0.5402,0.3893,0,0.4699,0.4735,0.4061,0.5447,0.4202,0,1.0658,1.0574,1
dm11255_01h_vs_dm11255_38d,FBgn0003068,3,3,30,25,0,24,37,5,0.5,0.5,0.9242424242424241,0.9242424242424241,0.6813,0.5455,0.5189,0.3427,0.6895,0.8293,0,0.3934,0.4657,0.2815,0.6609999999999999,0.7209,0,0.9783,1.0966,1
dm11255_01h_vs_dm11255_38d,FBgn0031436,3,3,214,327,68,3062,3104,176,0.888341543513957,0.888341543513957,0.9722485020498269,0.9722485020498269,0.3367,0.3956,0.4164,0.3042,0.5396,0.1736,0,0.4966,0.4955,0.3771,0.6129,0.9327,0,1.1963,1.0164,1
dm11255_01h_vs_dm11255_38d,FBgn0040777,3,3,28,36,139,505,549,612,0.31527093596059097,0.31527093596059097,0.6326530612244899,0.6326530612244899,0.8929,0.4375,0.4677,0.3402,0.6021,0.6378,0,0.4791,0.4777,0.3778,0.5815,0.6396,0,1.0784,1.0518,1
dm11255_01h_vs_dm11255_38d,FBgn0028331,3,3,46,40,160,686,644,346,0.349593495934959,0.349593495934959,0.7935560859188541,0.7935560859188541,0.922,0.5349,0.5263,0.4168,0.6326,0.6284,0,0.5158,0.5207,0.4529,0.5876,0.5262,0,0.9539,0.9615,1
dm11255_01h_vs_dm11255_38d,FBgn0028646,3,3,140,145,224,1338,1251,671,0.5599214145383101,0.5599214145383101,0.794171779141104,0.794171779141104,0.5227,0.4912,0.4855,0.4034,0.5677,0.728,0,0.5168,0.5185,0.4527,0.584,0.5658,0,1.0334,0.9657,1
dm11255_01h_vs_dm11255_38d,FBgn0035147,3,3,92,97,281,794,634,1402,0.402127659574468,0.402127659574468,0.504593639575972,0.504593639575972,0.5411,0.4868,0.4875,0.3494,0.6286,0.8651,0,0.556,0.542,0.4137,0.6618,0.4898,0,1.0368,0.9258,1
dm11255_01h_vs_dm11255_38d,FBgn0038463,3,3,59,45,5,386,414,80,0.9541284403669721,0.9541284403669721,0.9090909090909091,0.9090909090909091,0.2373,0.5673,0.5607,0.4561,0.6631,0.2493,0,0.4825,0.4869,0.4157,0.5585,0.6971,0,0.8891,1.0295,1
dm11255_01h_vs_dm11255_38d,FBgn0035142,3,3,29,39,110,224,180,464,0.38202247191011207,0.38202247191011207,0.465437788018433,0.465437788018433,0.1564,0.4265,0.444,0.3295,0.5639,0.348,0,0.5545,0.5494,0.4657,0.6309,0.2382,0,1.1294,0.9083,1
dm11255_01h_vs_dm11255_38d,FBgn0034432,3,3,197,229,17,1859,2225,116,0.9616252821670429,0.9616252821670429,0.9723809523809521,0.9723809523809521,0.8907,0.4624,0.4646,0.3974,0.5317,0.2896,0,0.4552,0.4593,0.40700000000000003,0.5136,0.1227,0,1.0765,1.0869,1
dm11255_01h_vs_dm11255_38d,FBgn0038723,3,3,14,53,59,271,330,168,0.531746031746032,0.531746031746032,0.7815344603381009,0.7815344603381009,0.3031,0.209,0.3292,0.1998,0.4928,0.042,1,0.4509,0.4333,0.3011,0.5744,0.3524,0,1.4623,1.1589,1
dm11255_01h_vs_dm11255_38d,FBgn0010808,3,3,123,158,13,980,867,220,0.95578231292517,0.95578231292517,0.8935655539429119,0.8935655539429119,0.19399999999999998,0.4377,0.4496,0.3683,0.5368,0.2356,0,0.5306,0.5231,0.4491,0.5948,0.4969,0,1.1115,0.9571,1
dm11255_01h_vs_dm11255_38d,FBgn0036702,3,3,32,39,76,92,107,236,0.48299319727891105,0.48299319727891105,0.4574712643678161,0.4574712643678161,0.9398,0.4507,0.4591,0.3439,0.5749,0.494,0,0.4623,0.4649,0.3748,0.5585,0.4418,0,1.0947,1.0784,1
dm11255_01h_vs_dm11255_38d,FBgn0031450,3,3,29,22,14,185,171,71,0.7846153846153849,0.7846153846153849,0.8337236533957851,0.8337236533957851,0.7611,0.5686,0.5477,0.4234,0.6671,0.4656,0,0.5197,0.5252,0.4466,0.6029,0.4904,0,0.915,0.9535,1
dm11255_01h_vs_dm11255_38d,FBgn0031453,3,3,168,195,1815,5005,4744,8996,0.166666666666667,0.166666666666667,0.520085356094959,0.520085356094959,0.5064,0.4628,0.4386,0.2808,0.6065,0.4756,0,0.5134,0.5099,0.3645,0.6506,0.8859999999999999,0,1.1531,0.991,1
dm11255_01h_vs_dm11255_38d,FBgn0034724,3,3,43,61,273,258,421,727,0.27586206896551696,0.27586206896551696,0.482930298719772,0.482930298719772,0.5444,0.4135,0.4494,0.3179,0.5922,0.4533,0,0.38,0.3946,0.2883,0.5197,0.0909,0,1.1206,1.2523,1
dm11255_01h_vs_dm11255_38d,FBgn0037163,3,3,36,69,30,513,611,187,0.7777777777777779,0.7777777777777779,0.8573607932875671,0.8573607932875671,0.2304,0.3429,0.3735,0.2774,0.4797,0.0218,1,0.4564,0.4489,0.3784,0.5224,0.1509,0,1.3074,1.1115,1
dm11255_01h_vs_dm11255_38d,FBgn0030396,3,3,31,48,32,145,147,68,0.711711711711712,0.711711711711712,0.8111111111111109,0.8111111111111109,0.20199999999999999,0.3924,0.4159,0.3124,0.5245,0.1356,0,0.4966,0.5016,0.4209,0.5829,0.9729,0,1.1956,1.0001,1
dm11255_01h_vs_dm11255_38d,FBgn0025866,3,3,24,21,7,52,70,18,0.8653846153846151,0.8653846153846151,0.8714285714285709,0.8714285714285709,0.308,0.5333,0.5206,0.3886,0.6484,0.7458,0,0.4262,0.4341,0.3326,0.5402,0.2142,0,0.9679,1.1505,1
dm11255_01h_vs_dm11255_38d,FBgn0265669,3,3,117,125,17,82,77,13,0.934362934362934,0.934362934362934,0.9244186046511629,0.9244186046511629,0.6882,0.4835,0.5031,0.4112,0.5992,0.9531,0,0.5157,0.5302,0.4304,0.6292,0.5573,0,0.9985,0.9458,1
dm11255_01h_vs_dm11255_38d,FBgn0051717,3,3,78,87,19,414,441,23,0.8967391304347829,0.8967391304347829,0.9738041002277901,0.9738041002277901,0.8622,0.4727,0.4836,0.3918,0.5788,0.7391,0,0.4842,0.4929,0.4237,0.563,0.8122,0,1.0386,1.0169,1
dm11255_01h_vs_dm11255_38d,FBgn0004047,3,3,295,587,1684,63495,49823,112922,0.343725643024162,0.343725643024162,0.500875176803395,0.500875176803395,0.1296,0.3345,0.3856,0.2549,0.5434,0.1484,0,0.5603,0.5441,0.4068,0.6721,0.5113,0,1.2853,0.9229999999999999,1
dm11255_01h_vs_dm11255_38d,FBgn0003890,3,3,154,122,125,612,486,225,0.688279301745636,0.688279301745636,0.8299319727891159,0.8299319727891159,0.9702,0.5579999999999999,0.5533,0.4624,0.6412,0.2382,0,0.5574,0.5551,0.4732,0.6317,0.1598,0,0.9016,0.8976,1
dm11255_01h_vs_dm11255_38d,FBgn0003891,3,3,110,109,253,642,551,662,0.46398305084745795,0.46398305084745795,0.643126684636119,0.643126684636119,0.5602,0.5023,0.5015,0.4131,0.5896,0.9709,0,0.5381,0.5338,0.465,0.601,0.3147,0,1.001,0.9365,1
dm11255_01h_vs_dm11255_38d,FBgn0011230,3,3,92,69,51,755,493,241,0.7594339622641508,0.7594339622641508,0.838146406984553,0.838146406984553,0.5064,0.5714,0.5602,0.4679,0.6484,0.1884,0,0.605,0.597,0.5301,0.6573,0.0073,1,0.889,0.8228,1
dm11255_01h_vs_dm11255_38d,FBgn0031327,3,3,99,92,5,560,675,15,0.974489795918367,0.974489795918367,0.988,0.988,0.2778,0.5183,0.5117,0.4253,0.5977,0.7809,0,0.4534,0.4535,0.3924,0.5152,0.1249,0,0.9805,1.1003,1
dm11255_01h_vs_dm11255_38d,FBgn0033663,3,3,83,86,410,965,805,1191,0.291882556131261,0.291882556131261,0.597771023302938,0.597771023302938,0.7473,0.4911,0.5104,0.3824,0.6409999999999999,0.8762,0,0.5452,0.5383,0.4205,0.6493,0.5016,0,0.9878,0.9318,1
dm11255_01h_vs_dm11255_38d,FBgn0001125,3,3,568,561,38,3314,3309,148,0.9674378748928879,0.9674378748928879,0.978142076502732,0.978142076502732,0.8669,0.5031,0.5037,0.4291,0.5773,0.9156,0,0.5004,0.4962,0.4265,0.5660000000000001,0.902,0,0.9954,1.0101,1
dm11255_01h_vs_dm11255_38d,FBgn0283510,3,3,55,32,14,283,326,38,0.8613861386138609,0.8613861386138609,0.941267387944359,0.941267387944359,0.036000000000000004,0.6322,0.6003,0.4937,0.7015,0.0642,0,0.4647,0.4659,0.3979,0.5364,0.32799999999999996,0,0.8192,1.0737,1
dm11255_01h_vs_dm11255_38d,FBgn0003517,3,3,940,844,7605,15975,13151,23656,0.19000958568537601,0.19000958568537601,0.5518169072789971,0.5518169072789971,0.8702,0.5269,0.5199,0.3773,0.6607,0.7809,0,0.5485,0.536,0.3984,0.6678,0.5878,0,0.9709,0.9385,1
dm11255_01h_vs_dm11255_38d,FBgn0002022,3,3,45,37,7,366,360,35,0.9213483146067422,0.9213483146067422,0.9540078843626809,0.9540078843626809,0.6158,0.5488,0.5399,0.4236,0.6531,0.4924,0,0.5041,0.5042,0.4267,0.5832,0.9079999999999999,0,0.9286,0.9948,1
dm11255_01h_vs_dm11255_38d,FBgn0261437,3,3,75,85,9,377,432,21,0.9467455621301779,0.9467455621301779,0.9746987951807231,0.9746987951807231,0.9776,0.4688,0.4755,0.3842,0.5671,0.604,0,0.466,0.4776,0.409,0.5485,0.5016,0,1.0555,1.0487,1
dm11255_01h_vs_dm11255_38d,FBgn0039259,3,3,100,108,41,840,824,158,0.835341365461847,0.835341365461847,0.9132821075740941,0.9132821075740941,0.8831,0.4808,0.4953,0.4073,0.5887,0.9098,0,0.5048,0.5022,0.4355,0.5683,0.9438,0,1.0138,0.9977,1
dm11255_01h_vs_dm11255_38d,FBgn0035298,3,3,60,58,7,381,407,29,0.9440000000000001,0.9440000000000001,0.964504283965728,0.964504283965728,0.6204,0.5085,0.5083,0.4076,0.6076,0.8718,0,0.4835,0.4768,0.4067,0.5464,0.4982,0,0.9886,1.0504,1
dm11255_01h_vs_dm11255_38d,FBgn0286516,3,3,72,88,867,2404,2371,5107,0.155793573515092,0.155793573515092,0.48320178101598904,0.48320178101598904,0.5369,0.45,0.4553,0.3368,0.5760000000000001,0.4536,0,0.5035,0.502,0.3999,0.6027,0.9684,0,1.1039,1.0013,1
