comparison,FEATURE_ID,dm12272_38d_num_reps,counts_dm12272_38d_g1,counts_dm12272_38d_g2,counts_dm12272_38d_both,prior_dm12272_38d_g1,prior_dm12272_38d_g2,H3_independence_Bayes_evidence,dm12272_38d_sampleprop,dm12272_38d_theta,dm12272_38d_q025,dm12272_38d_q975,dm12272_38d_Bayes_evidence,dm12272_38d_AI_decision,alpha1_postmean,flaganalyze
dm12272_38d,FBgn0014930,3,260,333,115,0.8375706214689269,0.8375706214689269,NA,0.4384,0.4446,0.3743,0.5185,0.1299,0,1.1215,1
dm12272_38d,FBgn0027562,3,59,62,40,0.751552795031056,0.751552795031056,NA,0.4876,0.4891,0.3897,0.5897,0.8266,0,1.0276,1
dm12272_38d,FBgn0027563,3,440,306,21,0.972620599739244,0.972620599739244,NA,0.5898,0.5769,0.4992,0.6459999999999999,0.0521,0,0.8582,1
dm12272_38d,FBgn0027560,3,10376,10553,707,0.9673229802181551,0.9673229802181551,NA,0.4958,0.4954,0.4449,0.5464,0.8446,0,1.0106,1
dm12272_38d,FBgn0027561,3,101,149,137,0.645994832041344,0.645994832041344,NA,0.40399999999999997,0.4152,0.3379,0.4987,0.0462,1,1.1924,1
dm12272_38d,FBgn0036173,3,371,237,305,0.665936473165389,0.665936473165389,NA,0.6102,0.5996,0.5249,0.6677,0.0135,1,0.8186,1
dm12272_38d,FBgn0027567,3,375,405,135,0.852459016393443,0.852459016393443,NA,0.4808,0.4851,0.3855,0.588,0.7538,0,1.0361,1
dm12272_38d,FBgn0027564,3,50,49,78,0.559322033898305,0.559322033898305,NA,0.5051,0.5028,0.3956,0.6098,0.9559,0,1.0004,1
dm12272_38d,FBgn0027565,3,129,142,20,0.93127147766323,0.93127147766323,NA,0.47600000000000003,0.4803,0.3956,0.5674,0.636,0,1.0445,1
dm12272_38d,FBgn0027568,3,82,40,112,0.521367521367521,0.521367521367521,NA,0.6721,0.6385,0.5279,0.7348,0.018000000000000002,1,0.7548,1
dm12272_38d,FBgn0027569,3,44,67,91,0.54950495049505,0.54950495049505,NA,0.3964,0.4151,0.3182,0.5177,0.1026,0,1.196,1
dm12272_38d,FBgn0010434,3,110,2,594,0.158640226628895,0.158640226628895,NA,0.9821,0.7829999999999999,0.4829,0.9262,0.0636,0,0.526,1
dm12272_38d,FBgn0010435,3,1534,1646,437,0.8791816422449541,0.8791816422449541,NA,0.4824,0.4871,0.4058,0.5699,0.7340000000000001,0,1.0299,1
dm12272_38d,FBgn0259482,3,212,218,6,0.986238532110092,0.986238532110092,NA,0.493,0.4953,0.4182,0.5738,0.8973,0,1.0126,1
dm12272_38d,FBgn0085212,3,211,224,10,0.9775280898876401,0.9775280898876401,NA,0.4851,0.4892,0.4122,0.5677,0.7696,0,1.0252,1
dm12272_38d,FBgn0266101,3,23,25,249,0.161616161616162,0.161616161616162,NA,0.4792,0.4863,0.3576,0.6165,0.8365,0,1.0378,1
dm12272_38d,FBgn0033437,3,34,14,12,0.8,0.8,NA,0.7083,0.6431,0.5116,0.7604,0.0342,1,0.7483,1
dm12272_38d,FBgn0033439,3,69,19,14,0.862745098039216,0.862745098039216,NA,0.7841,0.7184,0.599,0.8118,0.0036,1,0.627,1
dm12272_38d,FBgn0040752,3,281,308,121,0.8295774647887321,0.8295774647887321,NA,0.4771,0.4833,0.3764,0.5928,0.7453,0,1.0408,1
dm12272_38d,FBgn0040751,3,81,48,440,0.22671353251318105,0.22671353251318105,NA,0.6279,0.6051,0.5026,0.6990000000000001,0.045,1,0.8105,1
dm12272_38d,FBgn0040754,3,732,744,63,0.9590643274853801,0.9590643274853801,NA,0.4959,0.4966,0.4326,0.5607,0.9147,0,1.0090000000000001,1
dm12272_38d,FBgn0038243,3,55,42,1654,0.0553969160479725,0.0553969160479725,NA,0.5670000000000001,0.5528,0.4433,0.6584,0.3371,0,0.9039,1
dm12272_38d,FBgn0032864,3,406,498,3,0.996692392502756,0.996692392502756,NA,0.4491,0.4587,0.3893,0.5329999999999999,0.2366,0,1.0897,1
dm12272_38d,FBgn0033574,3,62,27,17,0.8396226415094341,0.8396226415094341,NA,0.6966,0.636,0.5015,0.7472,0.0481,1,0.7599,1
dm12272_38d,FBgn0051908,3,250,7,220,0.5387840670859539,0.5387840670859539,NA,0.9728,0.7595,0.4608,0.9378,0.0904,0,0.5628,1
dm12272_38d,FBgn0051901,3,77,72,7,0.955128205128205,0.955128205128205,NA,0.5168,0.5163,0.4082,0.6234,0.7559999999999999,0,0.9735,1
dm12272_38d,FBgn0033081,3,275,263,155,0.7763347763347759,0.7763347763347759,NA,0.5112,0.5032,0.3771,0.6291,0.9559,0,1.0018,1
dm12272_38d,FBgn0052843,3,57,26,16,0.8383838383838379,0.8383838383838379,NA,0.6867,0.6392,0.5143,0.7457,0.0321,1,0.7542,1
dm12272_38d,FBgn0033982,3,36,20,6,0.9032258064516129,0.9032258064516129,NA,0.6429,0.598,0.46399999999999997,0.7182,0.1426,0,0.8247,1
dm12272_38d,FBgn0261373,3,101,75,42,0.807339449541284,0.807339449541284,NA,0.5739,0.5495,0.4338,0.6551,0.3634,0,0.9103,1
dm12272_38d,FBgn0035876,3,344,10,176,0.6679245283018871,0.6679245283018871,NA,0.9718,0.8032,0.4988,0.9485,0.051,0,0.489,1
dm12272_38d,FBgn0035872,3,73,70,188,0.43202416918428993,0.43202416918428993,NA,0.5105,0.4992,0.3792,0.6179,0.9905,0,1.0093,1
dm12272_38d,FBgn0035871,3,1159,1229,421,0.850124599501602,0.850124599501602,NA,0.4853,0.4819,0.4062,0.5595,0.6127,0,1.0402,1
dm12272_38d,FBgn0028648,3,152,149,30,0.909365558912387,0.909365558912387,NA,0.505,0.503,0.4173,0.5877,0.9416,0,0.9978,1
dm12272_38d,FBgn0032479,3,103,93,173,0.531165311653117,0.531165311653117,NA,0.5255,0.5136,0.3909,0.6328,0.8115,0,0.9803,1
dm12272_38d,FBgn0032476,3,44,72,13,0.8992248062015501,0.8992248062015501,NA,0.3793,0.4015,0.3029,0.5082,0.0687,0,1.2313,1
dm12272_38d,FBgn0032475,3,64,88,25,0.858757062146893,0.858757062146893,NA,0.4211,0.4399,0.3409,0.5452,0.2459,0,1.1364,1
dm12272_38d,FBgn0032472,3,2448,2575,31,0.993866244558765,0.993866244558765,NA,0.4874,0.49,0.4289,0.5517,0.7141,0,1.0223,1
dm12272_38d,FBgn0086895,3,72,56,20,0.8648648648648649,0.8648648648648649,NA,0.5625,0.5345,0.4223,0.64,0.5232,0,0.9384,1
dm12272_38d,FBgn0003048,3,52,72,57,0.6850828729281769,0.6850828729281769,NA,0.4194,0.4324,0.33299999999999996,0.5368,0.1959,0,1.1539,1
dm12272_38d,FBgn0003044,3,60,30,116,0.43689320388349495,0.43689320388349495,NA,0.6667,0.6268,0.5064,0.7331,0.0394,1,0.7747,1
dm12272_38d,FBgn0003041,3,87,23,45,0.7096774193548392,0.7096774193548392,NA,0.7909,0.7035,0.5419,0.8117,0.0217,1,0.6515,1
dm12272_38d,FBgn0042627,3,1228,1537,3101,0.47136038186157503,0.47136038186157503,NA,0.4441,0.4385,0.3673,0.5144,0.1007,0,1.1356,1
dm12272_38d,FBgn0035293,3,46,70,43,0.729559748427673,0.729559748427673,NA,0.3966,0.4185,0.3159,0.529,0.1389,0,1.1888,1
dm12272_38d,FBgn0035290,3,27,29,14,0.8,0.8,NA,0.4821,0.48700000000000004,0.3615,0.6136,0.8361,0,1.0357,1
dm12272_38d,FBgn0263081,3,569,679,124,0.909620991253644,0.909620991253644,NA,0.4559,0.4763,0.40299999999999997,0.5535,0.503,0,1.052,1
dm12272_38d,FBgn0004432,3,5979,196,30372,0.16896051659506897,0.16896051659506897,NA,0.9683,0.7001,0.4436,0.9021,0.1232,0,0.6612,1
dm12272_38d,FBgn0287775,3,64,51,101,0.532407407407407,0.532407407407407,NA,0.5565,0.5363,0.4215,0.6458,0.515,0,0.9354,1
dm12272_38d,FBgn0035207,3,208,88,217,0.576998050682261,0.576998050682261,NA,0.7027,0.6823,0.5913,0.757,0.0014,1,0.6833,1
dm12272_38d,FBgn0261020,3,225,248,233,0.669971671388102,0.669971671388102,NA,0.4757,0.4795,0.4039,0.5582,0.5836,0,1.0453,1
dm12272_38d,FBgn0262721,3,51,65,2,0.983050847457627,0.983050847457627,NA,0.4397,0.4485,0.344,0.5579999999999999,0.3377,0,1.1172,1
dm12272_38d,FBgn0266696,3,741,889,358,0.819919517102616,0.819919517102616,NA,0.4546,0.4628,0.3797,0.5503,0.363,0,1.0821,1
dm12272_38d,FBgn0031972,3,90,123,24,0.8987341772151899,0.8987341772151899,NA,0.4225,0.4361,0.3498,0.5276,0.1599,0,1.1432,1
dm12272_38d,FBgn0031973,3,101,134,254,0.48057259713701395,0.48057259713701395,NA,0.4298,0.4444,0.3604,0.5342,0.2057,0,1.1237,1
dm12272_38d,FBgn0031971,3,1809,51,373,0.832960143304971,0.832960143304971,NA,0.9726,0.7116,0.4464,0.9341,0.1156,0,0.6419,1
dm12272_38d,FBgn0031974,3,260,8,113,0.7034120734908139,0.7034120734908139,NA,0.9701,0.7548,0.4815,0.9301,0.0681,0,0.5710000000000001,1
dm12272_38d,FBgn0031975,3,123,109,39,0.8560885608856089,0.8560885608856089,NA,0.5302,0.5227,0.4363,0.6069,0.588,0,0.9589,1
dm12272_38d,FBgn0034184,3,90,115,20,0.9111111111111109,0.9111111111111109,NA,0.439,0.4468,0.3628,0.534,0.2177,0,1.1179,1
dm12272_38d,FBgn0034186,3,15,26,5,0.891304347826087,0.891304347826087,NA,0.3659,0.4085,0.2752,0.5536,0.2051,0,1.222,1
dm12272_38d,FBgn0034180,3,84,93,238,0.426506024096385,0.426506024096385,NA,0.4746,0.4774,0.3843,0.5718,0.6306,0,1.0516,1
dm12272_38d,FBgn0034181,3,284,278,108,0.8388059701492541,0.8388059701492541,NA,0.5053,0.5019,0.4153,0.5881,0.9635,0,1.0,1
dm12272_38d,FBgn0038746,3,198,164,108,0.770212765957447,0.770212765957447,NA,0.547,0.5202,0.4333,0.6018,0.6161,0,0.9637,1
dm12272_38d,FBgn0038747,3,62,82,97,0.597510373443983,0.597510373443983,NA,0.4306,0.4417,0.3494,0.5382,0.2279,0,1.131,1
dm12272_38d,FBgn0038744,3,22,35,18,0.76,0.76,NA,0.386,0.4201,0.2983,0.5495,0.2175,0,1.1888,1
dm12272_38d,FBgn0038745,3,173,226,405,0.49626865671641796,0.49626865671641796,NA,0.4336,0.4405,0.3653,0.5196,0.1302,0,1.1314,1
dm12272_38d,FBgn0036117,3,108,3,74,0.6,0.6,NA,0.973,0.8508,0.6144,0.9285,0.0124,1,0.4152,1
dm12272_38d,FBgn0030511,3,47,44,84,0.52,0.52,NA,0.5165,0.5147,0.3861,0.6413,0.8146,0,0.9791,1
dm12272_38d,FBgn0030510,3,219,165,116,0.768,0.768,NA,0.5703,0.5637,0.4543,0.6632,0.2185,0,0.8836,1
dm12272_38d,FBgn0036967,3,142,171,66,0.8258575197889179,0.8258575197889179,NA,0.4537,0.4599,0.3677,0.5574,0.3864,0,1.0896,1
dm12272_38d,FBgn0031609,3,116,103,0,0.5,0.5,NA,0.5297,0.506,0.3017,0.7084,0.9552,0,1.0115,1
dm12272_38d,FBgn0034988,3,120,137,30,0.895470383275261,0.895470383275261,NA,0.4669,0.4732,0.3843,0.5648,0.5414,0,1.0602,1
dm12272_38d,FBgn0034989,3,65,65,157,0.452961672473868,0.452961672473868,NA,0.5,0.4994,0.4025,0.596,0.9934,0,1.0062,1
dm12272_38d,FBgn0010228,3,2268,719,1238,0.70698224852071,0.70698224852071,NA,0.7593,0.732,0.6516,0.7892,0.0003,1,0.6053,1
dm12272_38d,FBgn0031604,3,42,47,132,0.402714932126697,0.402714932126697,NA,0.4719,0.4731,0.3623,0.5862,0.6337,0,1.0632,1
dm12272_38d,FBgn0031606,3,48,49,7,0.9326923076923079,0.9326923076923079,NA,0.4948,0.4951,0.3853,0.6045,0.9278,0,1.0166,1
dm12272_38d,FBgn0004435,3,158,125,74,0.7927170868347341,0.7927170868347341,NA,0.5583,0.5518,0.4671,0.6323,0.2102,0,0.9039,1
dm12272_38d,FBgn0051739,3,111,128,232,0.507430997876858,0.507430997876858,NA,0.4644,0.4654,0.3844,0.5479999999999999,0.4031,0,1.0762,1
dm12272_38d,FBgn0051224,3,55,47,69,0.5964912280701761,0.5964912280701761,NA,0.5392,0.5318,0.4231,0.6374,0.5564,0,0.9434,1
dm12272_38d,FBgn0051223,3,41,65,4,0.9636363636363641,0.9636363636363641,NA,0.3868,0.4118,0.3086,0.5241,0.1168,0,1.2059,1
dm12272_38d,FBgn0026573,3,89,60,67,0.6898148148148149,0.6898148148148149,NA,0.5973,0.5786,0.4737,0.6748,0.1283,0,0.8568,1
dm12272_38d,FBgn0026570,3,169,179,31,0.91820580474934,0.91820580474934,NA,0.4856,0.4894,0.4056,0.5743,0.787,0,1.0253,1
dm12272_38d,FBgn0037186,3,61,48,121,0.473913043478261,0.473913043478261,NA,0.5596,0.5457,0.4303,0.6558,0.4202,0,0.9176,1
dm12272_38d,FBgn0260855,3,305,98,318,0.5589459084604721,0.5589459084604721,NA,0.7568,0.7343,0.6663,0.7907,0.0,1,0.6017,1
dm12272_38d,FBgn0260856,3,142,145,6,0.979522184300341,0.979522184300341,NA,0.4948,0.4986,0.4126,0.5845,0.9734,0,1.0067,1
dm12272_38d,FBgn0039431,3,59,63,42,0.74390243902439,0.74390243902439,NA,0.4836,0.4885,0.3812,0.5976,0.8281,0,1.0299,1
dm12272_38d,FBgn0039430,3,237,337,379,0.602308499475341,0.602308499475341,NA,0.4129,0.4234,0.3252,0.5346,0.1553,0,1.1761,1
dm12272_38d,FBgn0046999,3,313,828,4,0.9965065502183409,0.9965065502183409,NA,0.2743,0.3023,0.2404,0.386,0.0013,1,1.5293,1
dm12272_38d,FBgn0037765,3,3806,2580,4029,0.613154104656745,0.613154104656745,NA,0.596,0.5912,0.525,0.6504,0.0131,1,0.8328,1
dm12272_38d,FBgn0037265,3,38,49,92,0.486033519553073,0.486033519553073,NA,0.4368,0.4499,0.3438,0.5599,0.3627,0,1.1143,1
dm12272_38d,FBgn0036587,3,61,39,107,0.483091787439614,0.483091787439614,NA,0.61,0.5686,0.4439,0.6812,0.2553,0,0.8759999999999999,1
dm12272_38d,FBgn0036589,3,470,727,139,0.895958083832335,0.895958083832335,NA,0.3926,0.4027,0.3449,0.4667,0.006999999999999999,1,1.2212,1
dm12272_38d,FBgn0032805,3,27,15,11,0.7924528301886791,0.7924528301886791,NA,0.6429,0.5944,0.4563,0.7226,0.1763,0,0.8315,1
dm12272_38d,FBgn0263316,3,84,78,30,0.84375,0.84375,NA,0.5185,0.5049,0.4055,0.6014,0.9166,0,0.9954,1
dm12272_38d,FBgn0020503,3,915,999,460,0.806234203875316,0.806234203875316,NA,0.4781,0.4802,0.42100000000000004,0.5404,0.4876,0,1.0426,1
dm12272_38d,FBgn0035462,3,105,1,8,0.9298245614035091,0.9298245614035091,NA,0.9906,0.6172,0.3676,0.8423,0.3589,0,0.8039,1
dm12272_38d,FBgn0035464,3,91,77,14,0.923076923076923,0.923076923076923,NA,0.5417,0.5319,0.4346,0.6253,0.5024,0,0.9422,1
dm12272_38d,FBgn0020647,3,154,80,322,0.4208633093525179,0.4208633093525179,NA,0.6581,0.6339,0.5423,0.7143,0.0078,1,0.7616,1
dm12272_38d,FBgn0266848,3,190,172,89,0.8026607538802659,0.8026607538802659,NA,0.5249,0.5204,0.414,0.6238,0.6816,0,0.9652,1
dm12272_38d,FBgn0024887,3,130,3,15,0.898648648648649,0.898648648648649,NA,0.9774,0.7716,0.47600000000000003,0.9274,0.0718,0,0.5442,1
dm12272_38d,FBgn0035600,3,2670,2955,536,0.9130011361791921,0.9130011361791921,NA,0.4747,0.4795,0.3928,0.5686,0.6149,0,1.0464,1
dm12272_38d,FBgn0035601,3,815,822,547,0.749542124542125,0.749542124542125,NA,0.4979,0.5016,0.4196,0.5834,0.9673,0,1.0003,1
dm12272_38d,FBgn0035603,3,717,664,14,0.989964157706093,0.989964157706093,NA,0.5192,0.5182,0.449,0.5856,0.5681,0,0.9664,1
dm12272_38d,FBgn0003721,3,2858,3250,2539,0.7063721521915122,0.7063721521915122,NA,0.4679,0.4694,0.4153,0.5245,0.2485,0,1.0651,1
dm12272_38d,FBgn0051106,3,98,70,103,0.619926199261993,0.619926199261993,NA,0.5833,0.5837,0.4736,0.6862,0.1242,0,0.8481,1
dm12272_38d,FBgn0052100,3,37,29,7,0.904109589041096,0.904109589041096,NA,0.5606,0.5497,0.4263,0.6687,0.4246,0,0.9109999999999999,1
dm12272_38d,FBgn0052103,3,260,244,428,0.540772532188841,0.540772532188841,NA,0.5159,0.5228,0.4267,0.6159,0.6128,0,0.9594,1
dm12272_38d,FBgn0052104,3,24,36,6,0.9090909090909091,0.9090909090909091,NA,0.4,0.425,0.3071,0.5501,0.2361,0,1.1759,1
dm12272_38d,FBgn0025681,3,97,89,217,0.46153846153846206,0.46153846153846206,NA,0.5215,0.5166,0.4149,0.616,0.7353,0,0.9721,1
dm12272_38d,FBgn0052109,3,138,136,16,0.9448275862068969,0.9448275862068969,NA,0.5036,0.5026,0.4157,0.5886,0.9456,0,0.9986,1
dm12272_38d,FBgn0025682,3,182,164,39,0.8987012987012991,0.8987012987012991,NA,0.526,0.5297,0.4477,0.6104,0.4601,0,0.9452,1
dm12272_38d,FBgn0025684,3,33,35,50,0.576271186440678,0.576271186440678,NA,0.4853,0.4897,0.3699,0.61,0.8658,0,1.0291,1
dm12272_38d,FBgn0043471,3,176,165,145,0.70164609053498,0.70164609053498,NA,0.5161,0.5118,0.4238,0.5983,0.778,0,0.9803,1
dm12272_38d,FBgn0040653,3,4074,8020,151,0.9876684360963659,0.9876684360963659,NA,0.3369,0.3411,0.2948,0.3962,0.0003,1,1.3934,1
dm12272_38d,FBgn0265003,3,137,114,114,0.6876712328767121,0.6876712328767121,NA,0.5458,0.5365,0.4517,0.618,0.3814,0,0.9324,1
dm12272_38d,FBgn0037973,3,492,8,266,0.6527415143603129,0.6527415143603129,NA,0.9840000000000001,0.6671,0.4142,0.8833,0.1881,0,0.7166,1
dm12272_38d,FBgn0037976,3,23,45,20,0.7727272727272729,0.7727272727272729,NA,0.3382,0.3959,0.2638,0.5532,0.1695,0,1.2562,1
dm12272_38d,FBgn0000578,3,29,31,132,0.3125,0.3125,NA,0.4833,0.4871,0.3651,0.6117,0.8345,0,1.035,1
dm12272_38d,FBgn0000579,3,6239,6587,1094,0.9214080459770121,0.9214080459770121,NA,0.4864,0.4875,0.3999,0.5757,0.7637,0,1.0296,1
dm12272_38d,FBgn0259735,3,171,235,290,0.583333333333333,0.583333333333333,NA,0.4212,0.4284,0.3533,0.509,0.0765,0,1.16,1
dm12272_38d,FBgn0259736,3,693,886,150,0.913244650086755,0.913244650086755,NA,0.4389,0.4427,0.3842,0.5054,0.0691,0,1.1247,1
dm12272_38d,FBgn0039600,3,67,67,131,0.505660377358491,0.505660377358491,NA,0.5,0.4987,0.3825,0.6149,0.98,0,1.01,1
dm12272_38d,FBgn0039601,3,66,36,31,0.766917293233083,0.766917293233083,NA,0.6471,0.6021,0.4761,0.7114,0.1015,0,0.8169,1
dm12272_38d,FBgn0030724,3,17,30,2133,0.0215596330275229,0.0215596330275229,NA,0.3617,0.4018,0.2789,0.5349,0.1435,0,1.2366,1
dm12272_38d,FBgn0030720,3,57,61,97,0.548837209302326,0.548837209302326,NA,0.4831,0.4918,0.3725,0.6134,0.8877,0,1.0248,1
dm12272_38d,FBgn0011327,3,309,365,98,0.8730569948186531,0.8730569948186531,NA,0.4585,0.4442,0.3533,0.5404,0.2213,0,1.1249,1
dm12272_38d,FBgn0011638,3,235,324,104,0.8431372549019609,0.8431372549019609,NA,0.4204,0.4295,0.36200000000000004,0.5017,0.0549,0,1.1564,1
dm12272_38d,FBgn0029906,3,68,54,21,0.853146853146853,0.853146853146853,NA,0.5574,0.5435,0.435,0.6468,0.4135,0,0.9209999999999999,1
dm12272_38d,FBgn0029905,3,76,57,43,0.755681818181818,0.755681818181818,NA,0.5714,0.5505,0.4368,0.6574,0.3618,0,0.9084,1
dm12272_38d,FBgn0262962,3,86,72,7,0.957575757575758,0.957575757575758,NA,0.5443,0.53,0.4268,0.6281,0.5457,0,0.9462,1
dm12272_38d,FBgn0050342,3,78,92,42,0.8018867924528299,0.8018867924528299,NA,0.4588,0.4601,0.3636,0.5585,0.4162,0,1.0896,1
dm12272_38d,FBgn0050344,3,159,117,36,0.8846153846153849,0.8846153846153849,NA,0.5761,0.5666,0.4752,0.6508,0.1393,0,0.8773,1
dm12272_38d,FBgn0050349,3,93,122,132,0.619596541786744,0.619596541786744,NA,0.4326,0.4469,0.3576,0.5414,0.2492,0,1.1187,1
dm12272_38d,FBgn0031774,3,72,47,36,0.7677419354838709,0.7677419354838709,NA,0.605,0.5799,0.4624,0.688,0.1669,0,0.8553,1
dm12272_38d,FBgn0027505,3,31,43,20,0.7872340425531921,0.7872340425531921,NA,0.4189,0.43799999999999994,0.3251,0.5577,0.3014,0,1.1434,1
dm12272_38d,FBgn0027506,3,103,126,569,0.28696741854636604,0.28696741854636604,NA,0.4498,0.4578,0.366,0.5544,0.3678,0,1.0943,1
dm12272_38d,FBgn0027507,3,68,44,273,0.290909090909091,0.290909090909091,NA,0.6071,0.5720000000000001,0.4441,0.6853,0.2388,0,0.8701,1
dm12272_38d,FBgn0027508,3,58,56,13,0.8976377952755911,0.8976377952755911,NA,0.5088,0.5068,0.4023,0.6116,0.898,0,0.992,1
dm12272_38d,FBgn0027509,3,19,66,25,0.7727272727272729,0.7727272727272729,NA,0.2235,0.2845,0.1919,0.3965,0.0016,1,1.6108,1
dm12272_38d,FBgn0005612,3,64,99,302,0.350537634408602,0.350537634408602,NA,0.3926,0.4115,0.3221,0.5076,0.0693,0,1.2036,1
dm12272_38d,FBgn0031456,3,30,27,13,0.8142857142857142,0.8142857142857142,NA,0.5263,0.5186,0.391,0.6442,0.7704,0,0.9713,1
dm12272_38d,FBgn0037518,3,26,35,7,0.897058823529412,0.897058823529412,NA,0.4262,0.4464,0.3256,0.5726,0.3993,0,1.125,1
dm12272_38d,FBgn0037517,3,33,26,66,0.47200000000000003,0.47200000000000003,NA,0.5593,0.5475,0.4244,0.6679,0.4555,0,0.9153,1
dm12272_38d,FBgn0037515,3,93,91,219,0.456575682382134,0.456575682382134,NA,0.5054,0.5096,0.3895,0.628,0.8723,0,0.9883,1
dm12272_38d,FBgn0085237,3,165,109,3,0.9891696750902529,0.9891696750902529,NA,0.6022,0.5886,0.5002,0.6693,0.0494,1,0.8383,1
dm12272_38d,FBgn0033454,3,71,62,0,0.5,0.5,NA,0.5338,0.5067,0.3069,0.7054,0.9491,0,1.0091,1
dm12272_38d,FBgn0033453,3,198,200,37,0.9149425287356322,0.9149425287356322,NA,0.4975,0.5016,0.4172,0.5861,0.9682,0,1.0005,1
dm12272_38d,FBgn0033451,3,149,143,44,0.869047619047619,0.869047619047619,NA,0.5103,0.5074,0.4182,0.5955,0.8604,0,0.9892,1
dm12272_38d,FBgn0030318,3,66,0,126,0.34375,0.34375,NA,1.0,0.8054,0.4972,0.9215,0.052000000000000005,0,0.4905,1
dm12272_38d,FBgn0040734,3,239,197,1658,0.208213944603629,0.208213944603629,NA,0.5482,0.5477,0.4743,0.6195,0.1887,0,0.9109,1
dm12272_38d,FBgn0040732,3,16051,12708,493,0.983146451524682,0.983146451524682,NA,0.5581,0.5536,0.4936,0.6099,0.0751,0,0.8993,1
dm12272_38d,FBgn0040733,3,150,297,31119,0.0141608059304314,0.0141608059304314,NA,0.3356,0.3432,0.2772,0.4193,0.0013,1,1.3907,1
dm12272_38d,FBgn0051694,3,330,382,165,0.811858608893957,0.811858608893957,NA,0.4635,0.4694,0.4015,0.5397,0.3695,0,1.0661,1
dm12272_38d,FBgn0020767,3,80,80,124,0.563380281690141,0.563380281690141,NA,0.5,0.499,0.405,0.5931,0.9813,0,1.0067,1
dm12272_38d,FBgn0035021,3,34,32,55,0.545454545454545,0.545454545454545,NA,0.5152,0.5146,0.3939,0.6353,0.815,0,0.9784,1
dm12272_38d,FBgn0036398,3,195,131,315,0.508580343213729,0.508580343213729,NA,0.5982,0.5868,0.5033,0.6634,0.0428,1,0.8412,1
dm12272_38d,FBgn0019938,3,70,34,44,0.7027027027027031,0.7027027027027031,NA,0.6731,0.6428,0.5287,0.7422,0.0182,1,0.7478,1
dm12272_38d,FBgn0038545,3,110,112,26,0.895161290322581,0.895161290322581,NA,0.4955,0.4917,0.3958,0.5872,0.8623,0,1.0218,1
dm12272_38d,FBgn0051961,3,98,85,41,0.8169642857142858,0.8169642857142858,NA,0.5355,0.5371,0.4295,0.6395,0.47200000000000003,0,0.9331,1
dm12272_38d,FBgn0286898,3,78,87,368,0.30956848030018796,0.30956848030018796,NA,0.4727,0.4734,0.3765,0.5718,0.5866,0,1.0607,1
dm12272_38d,FBgn0267336,3,57,63,459,0.207253886010363,0.207253886010363,NA,0.475,0.4817,0.38,0.5853,0.7199,0,1.0436,1
dm12272_38d,FBgn0267330,3,598,595,294,0.802286482851379,0.802286482851379,NA,0.5013,0.5002,0.4217,0.5783,0.9968,0,1.0028,1
dm12272_38d,FBgn0265784,3,76,87,165,0.496951219512195,0.496951219512195,NA,0.4663,0.4712,0.3723,0.5727,0.5642,0,1.0657,1
dm12272_38d,FBgn0034735,3,95,144,7,0.971544715447154,0.971544715447154,NA,0.3975,0.4124,0.3226,0.5135,0.0796,0,1.2017,1
dm12272_38d,FBgn0264785,3,35,51,439,0.16380952380952402,0.16380952380952402,NA,0.40700000000000003,0.4332,0.3208,0.5545,0.2609,0,1.1547,1
dm12272_38d,FBgn0029506,3,1681,1971,62,0.983306408185245,0.983306408185245,NA,0.4603,0.4615,0.3951,0.5321,0.2382,0,1.0833,1
dm12272_38d,FBgn0267252,3,74,51,65,0.657894736842105,0.657894736842105,NA,0.5920000000000001,0.5763,0.4725,0.6739,0.1401,0,0.8607,1
dm12272_38d,FBgn0023506,3,61,52,1,0.9912280701754391,0.9912280701754391,NA,0.5398,0.5307,0.419,0.6381,0.5733,0,0.9457,1
dm12272_38d,FBgn0023507,3,1984,1650,646,0.849065420560748,0.849065420560748,NA,0.546,0.5404,0.4765,0.6011,0.1867,0,0.9238,1
dm12272_38d,FBgn0023508,3,50,23,111,0.3967391304347829,0.3967391304347829,NA,0.6849,0.6396,0.5208,0.7462,0.024,1,0.7533,1
dm12272_38d,FBgn0028622,3,106,107,336,0.38797814207650294,0.38797814207650294,NA,0.4977,0.4984,0.3896,0.6074,0.9731,0,1.0095,1
dm12272_38d,FBgn0032494,3,2346,3191,1459,0.791452258433391,0.791452258433391,NA,0.4237,0.4294,0.3571,0.5093,0.0776,0,1.1574,1
dm12272_38d,FBgn0001247,3,43,33,475,0.137931034482759,0.137931034482759,NA,0.5658,0.5485,0.4304,0.6621,0.4116,0,0.9127,1
dm12272_38d,FBgn0053196,3,99,93,260,0.42477876106194706,0.42477876106194706,NA,0.5156,0.5121,0.4176,0.6052,0.7892,0,0.9804,1
dm12272_38d,FBgn0053193,3,56,42,2,0.98,0.98,NA,0.5714,0.5559,0.4421,0.6633,0.3209,0,0.8986,1
dm12272_38d,FBgn0015039,3,407,262,886,0.4302250803858521,0.4302250803858521,NA,0.6084,0.5947,0.5192,0.6628,0.0197,1,0.8271,1
dm12272_38d,FBgn0053198,3,247,253,3,0.99403578528827,0.99403578528827,NA,0.494,0.4997,0.42200000000000004,0.5783,0.9856,0,1.0038,1
dm12272_38d,FBgn0019936,3,39529,44023,13440,0.8614318706697459,0.8614318706697459,NA,0.4731,0.475,0.4258,0.5254,0.2931,0,1.0529,1
