comparison,FEATURE_ID,dm12279_01h_num_reps,dm11037_01h_num_reps,counts_dm12279_01h_g1,counts_dm12279_01h_g2,counts_dm12279_01h_both,counts_dm11037_01h_g1,counts_dm11037_01h_g2,counts_dm11037_01h_both,prior_dm12279_01h_g1,prior_dm12279_01h_g2,prior_dm11037_01h_g1,prior_dm11037_01h_g2,H3_independence_Bayes_evidence,dm12279_01h_sampleprop,dm12279_01h_theta,dm12279_01h_q025,dm12279_01h_q975,dm12279_01h_Bayes_evidence,dm12279_01h_AI_decision,dm11037_01h_sampleprop,dm11037_01h_theta,dm11037_01h_q025,dm11037_01h_q975,dm11037_01h_Bayes_evidence,dm11037_01h_AI_decision,alpha1_postmean,alpha2_postmean,flaganalyze
dm12279_High_vs_dm11037_Low_01h,FBgn0010339,3,3,59,77,5,64,70,5,0.964539007092198,0.964539007092198,0.964028776978417,0.964028776978417,0.6464,0.4338,0.4473,0.3472,0.552,0.2956,0,0.4776,0.4791,0.3824,0.5751,0.6656,0,1.119,1.0483,1
dm12279_High_vs_dm11037_Low_01h,FBgn0003149,3,3,181,160,341,366,183,453,0.5,0.5,0.547904191616766,0.547904191616766,0.0264,0.5308,0.5249,0.4362,0.6077,0.5413,0,0.6667,0.6549,0.5816,0.7173,0.0007,1,0.9548,0.7267,1
dm12279_High_vs_dm11037_Low_01h,FBgn0039755,3,3,187,161,16,117,20,164,0.956043956043956,0.956043956043956,0.455149501661129,0.455149501661129,0.0016,0.5374,0.5337,0.4425,0.621,0.4336,0,0.8540000000000001,0.7867,0.6901,0.8571,0.0002,1,0.9382,0.5202,1
dm12279_High_vs_dm11037_Low_01h,FBgn0053126,3,3,124,113,102,112,95,218,0.6991150442477879,0.6991150442477879,0.4870588235294121,0.4870588235294121,0.7393,0.5232,0.5136,0.4164,0.6051,0.7593,0,0.5411,0.5349,0.4389,0.6265,0.44799999999999995,0,0.9773,0.9362,1
dm12279_High_vs_dm11037_Low_01h,FBgn0000079,3,3,59,96,17,75,99,12,0.901162790697674,0.901162790697674,0.9354838709677421,0.9354838709677421,0.5864,0.3806,0.3942,0.2959,0.5027,0.0569,0,0.431,0.4327,0.3362,0.5327,0.1729,0,1.2506,1.1527,1
dm12279_High_vs_dm11037_Low_01h,FBgn0031374,3,3,55,68,55,65,60,49,0.6910112359550561,0.6910112359550561,0.718390804597701,0.718390804597701,0.3647,0.4472,0.4517,0.3556,0.5505,0.3264,0,0.52,0.5163,0.4177,0.6143,0.7382,0,1.1085,0.9727,1
dm12279_High_vs_dm11037_Low_01h,FBgn0036813,3,3,108,98,19,107,100,28,0.915555555555556,0.915555555555556,0.880851063829787,0.880851063829787,0.888,0.5243,0.5212,0.428,0.6117,0.6298,0,0.5169,0.5119,0.4237,0.6001,0.7916,0,0.9624,0.9802,1
dm12279_High_vs_dm11037_Low_01h,FBgn0036816,3,3,188,224,227,30,29,472,0.6447574334898281,0.6447574334898281,0.111111111111111,0.111111111111111,0.5729,0.4563,0.4588,0.3651,0.5561,0.3802,0,0.5085,0.5049,0.3765,0.6309,0.9376,0,1.0921,0.9988,1
dm12279_High_vs_dm11037_Low_01h,FBgn0033999,3,3,104,89,78,108,88,69,0.7121771217712181,0.7121771217712181,0.7396226415094341,0.7396226415094341,0.8947,0.5389,0.5394,0.4513,0.6293,0.3827,0,0.551,0.5465,0.4612,0.6296,0.2649,0,0.9274,0.9137,1
dm12279_High_vs_dm11037_Low_01h,FBgn0010352,3,3,115,123,128,160,133,155,0.650273224043716,0.650273224043716,0.6540178571428571,0.6540178571428571,0.2387,0.4832,0.4769,0.3954,0.5588,0.5742,0,0.5461,0.5433,0.4682,0.615,0.2429,0,1.0514,0.919,1
dm12279_High_vs_dm11037_Low_01h,FBgn0004888,3,3,189,398,437,264,481,238,0.5732421875,0.5732421875,0.7578840284842321,0.7578840284842321,0.5987,0.322,0.3427,0.2668,0.4327,0.0013,1,0.3544,0.3729,0.2976,0.4604,0.0098,1,1.3945,1.3044,1
dm12279_High_vs_dm11037_Low_01h,FBgn0039297,3,3,287,283,136,147,138,156,0.807365439093484,0.807365439093484,0.6462585034013609,0.6462585034013609,0.9404,0.5035,0.5006,0.3504,0.6514,0.9782,0,0.5158,0.5101,0.3707,0.6493,0.888,0,1.0112,0.99,1
dm12279_High_vs_dm11037_Low_01h,FBgn0014454,3,3,448,518,112,398,318,125,0.8961038961038961,0.8961038961038961,0.851367419738407,0.851367419738407,0.054000000000000006,0.4638,0.4627,0.3949,0.5313,0.2751,0,0.5559,0.5524,0.4889,0.6136,0.0998,0,1.0806,0.9016,1
dm12279_High_vs_dm11037_Low_01h,FBgn0027835,3,3,182,4,156,209,5,243,0.543859649122807,0.543859649122807,0.468271334792123,0.468271334792123,0.8253,0.9785,0.6291,0.3971,0.8251,0.2707,0,0.9766,0.6575,0.4197,0.8483,0.1849,0,0.7806,0.7317,1
dm12279_High_vs_dm11037_Low_01h,FBgn0035049,3,3,127,130,164,63,65,267,0.6104513064133019,0.6104513064133019,0.32405063291139197,0.32405063291139197,0.9491,0.4942,0.4922,0.3964,0.5875,0.8662,0,0.4922,0.4971,0.3958,0.6014,0.9516,0,1.0209,1.0115,1
dm12279_High_vs_dm11037_Low_01h,FBgn0031294,3,3,20,21,74,85,52,50,0.356521739130435,0.356521739130435,0.732620320855615,0.732620320855615,0.1644,0.4878,0.4891,0.3572,0.6221,0.8758,0,0.6204,0.6065,0.5086,0.6985,0.0324,1,1.0324,0.8079,1
dm12279_High_vs_dm11037_Low_01h,FBgn0010078,3,3,5019,2408,2707,4823,4435,1279,0.7328794158279058,0.7328794158279058,0.878618202524438,0.878618202524438,0.0707,0.6758,0.6181,0.5395,0.6876,0.0082,1,0.521,0.5189,0.4398,0.5943,0.6109,0,0.7874,0.9658,1
dm12279_High_vs_dm11037_Low_01h,FBgn0039737,3,3,277,299,414,257,229,283,0.581818181818182,0.581818181818182,0.631989596879064,0.631989596879064,0.7953,0.4809,0.5068,0.3993,0.6195,0.9109,0,0.5288,0.5252,0.4195,0.6263,0.5971,0,0.9927,0.9556,1
dm12279_High_vs_dm11037_Low_01h,FBgn0037354,3,3,242,245,36,115,123,247,0.9311663479923521,0.9311663479923521,0.490721649484536,0.490721649484536,0.9116,0.4969,0.4906,0.4158,0.5641,0.8084,0,0.4832,0.485,0.405,0.5652,0.7040000000000001,0,1.022,1.0341,1
dm12279_High_vs_dm11037_Low_01h,FBgn0030653,3,3,18,33,22,64,60,27,0.698630136986301,0.698630136986301,0.8211920529801321,0.8211920529801321,0.1278,0.3529,0.3961,0.2781,0.5214,0.10400000000000001,0,0.5161,0.5186,0.4139,0.6189,0.722,0,1.2501,0.9686,1
dm12279_High_vs_dm11037_Low_01h,FBgn0014868,3,3,43,103,8,84,96,10,0.9480519480519479,0.9480519480519479,0.9473684210526321,0.9473684210526321,0.0969,0.2945,0.3282,0.2238,0.4568,0.0147,1,0.4667,0.4679,0.3531,0.5865,0.5727,0,1.4528,1.0751,1
dm12279_High_vs_dm11037_Low_01h,FBgn0033294,3,3,20,29,15,36,37,13,0.765625,0.765625,0.848837209302326,0.848837209302326,0.5511,0.4082,0.4356,0.3125,0.5624,0.3144,0,0.4932,0.4899,0.371,0.6118,0.8664,0,1.1509,1.0287,1
dm12279_High_vs_dm11037_Low_01h,FBgn0033297,3,3,170,212,78,115,141,69,0.830434782608696,0.830434782608696,0.787692307692308,0.787692307692308,0.8491,0.445,0.4389,0.3267,0.5618,0.2993,0,0.4492,0.4548,0.342,0.5708,0.4333,0,1.1414,1.104,1
dm12279_High_vs_dm11037_Low_01h,FBgn0261955,3,3,31,26,941,32,23,1007,0.0571142284569138,0.0571142284569138,0.051789077212806,0.051789077212806,0.6384,0.5439,0.5051,0.3622,0.643,0.9322,0,0.5818,0.552,0.4037,0.69,0.46399999999999997,0,1.0006,0.9091,1
dm12279_High_vs_dm11037_Low_01h,FBgn0028543,3,3,96,92,0,95,102,3,0.5,0.5,0.985,0.985,0.97,0.5106,0.5036,0.3191,0.6887,0.9611,0,0.4822,0.4968,0.2939,0.7002,0.9771,0,1.0117,1.0312,1
dm12279_High_vs_dm11037_Low_01h,FBgn0017567,3,3,61,277,134,38,377,202,0.716101694915254,0.716101694915254,0.672609400324149,0.672609400324149,0.3436,0.1805,0.3246,0.1829,0.5309,0.0858,0,0.0916,0.2341,0.1111,0.4468,0.0184,1,1.4934,1.9168,1
dm12279_High_vs_dm11037_Low_01h,FBgn0017566,3,3,133,135,13,141,142,10,0.95373665480427,0.95373665480427,0.9658703071672359,0.9658703071672359,0.9793,0.4963,0.4975,0.4166,0.5776,0.9429,0,0.4982,0.4988,0.4198,0.5788,0.9793,0,1.0085,1.0058,1
dm12279_High_vs_dm11037_Low_01h,FBgn0038658,3,3,374,658,520,748,628,204,0.664948453608248,0.664948453608248,0.8708860759493672,0.8708860759493672,0.28800000000000003,0.3624,0.3972,0.24,0.5927,0.254,0,0.5436,0.5265,0.3644,0.6806,0.7304,0,1.2633,0.9604,1
dm12279_High_vs_dm11037_Low_01h,FBgn0036837,3,3,249,184,192,252,330,219,0.6928,0.6928,0.7265917602996249,0.7265917602996249,0.0173,0.5751,0.5687,0.4953,0.6389,0.0653,0,0.433,0.4397,0.3729,0.5088,0.0804,0,0.8726,1.1323,1
dm12279_High_vs_dm11037_Low_01h,FBgn0285952,3,3,2700,26,2882,1932,15,3271,0.486091298145506,0.486091298145506,0.37313146799540003,0.37313146799540003,0.9373,0.9905,0.5846,0.3566,0.7894,0.4638,0,0.9923,0.596,0.3676,0.7948,0.3969,0,0.8603,0.8385,1
dm12279_High_vs_dm11037_Low_01h,FBgn0260945,3,3,28,39,63,36,42,92,0.515384615384615,0.515384615384615,0.458823529411765,0.458823529411765,0.6973,0.4179,0.4396,0.3282,0.5554,0.3071,0,0.4615,0.4713,0.3628,0.5856,0.6087,0,1.1392,1.0673,1
dm12279_High_vs_dm11037_Low_01h,FBgn0036766,3,3,132,161,20,138,131,15,0.936102236421725,0.936102236421725,0.9471830985915491,0.9471830985915491,0.3167,0.4505,0.4511,0.3687,0.5345,0.2409,0,0.513,0.5107,0.4302,0.5899,0.7853,0,1.1079,0.9819,1
dm12279_High_vs_dm11037_Low_01h,FBgn0036493,3,3,51,70,12,8,164,7,0.909774436090226,0.909774436090226,0.960893854748603,0.960893854748603,0.0207,0.4215,0.4288,0.3077,0.5697,0.2691,0,0.0465,0.1455,0.0726,0.3472,0.0031,1,1.168,2.5901,1
dm12279_High_vs_dm11037_Low_01h,FBgn0004657,3,3,60,73,31,28,36,98,0.8109756097560981,0.8109756097560981,0.39506172839506204,0.39506172839506204,0.9887,0.4511,0.4552,0.3557,0.5549,0.3911,0,0.4375,0.4543,0.3392,0.5742,0.4462,0,1.1012,1.1062,1
dm12279_High_vs_dm11037_Low_01h,FBgn0264490,3,3,44,41,379,39,55,570,0.18318965517241395,0.18318965517241395,0.141566265060241,0.141566265060241,0.28,0.5176,0.5094,0.4008,0.6151,0.8604,0,0.4149,0.4285,0.3281,0.5343,0.1756,0,0.9871,1.1639,1
dm12279_High_vs_dm11037_Low_01h,FBgn0264494,3,3,73,94,9,67,90,28,0.9488636363636359,0.9488636363636359,0.848648648648649,0.848648648648649,0.8462,0.4371,0.4515,0.3575,0.5496,0.3147,0,0.4268,0.4376,0.3453,0.534,0.1922,0,1.1087,1.1405,1
dm12279_High_vs_dm11037_Low_01h,FBgn0030098,3,3,114,134,34,148,193,13,0.8794326241134749,0.8794326241134749,0.963276836158192,0.963276836158192,0.5796,0.4597,0.4696,0.3445,0.6018,0.6216,0,0.434,0.4225,0.3069,0.5523,0.21600000000000003,0,1.0732,1.1818,1
dm12279_High_vs_dm11037_Low_01h,FBgn0011760,3,3,209,276,216,205,260,337,0.691868758915835,0.691868758915835,0.5798004987531171,0.5798004987531171,0.7120000000000001,0.4309,0.4289,0.33799999999999997,0.5261,0.1349,0,0.4409,0.4517,0.3665,0.5433,0.2911,0,1.161,1.1076,1
dm12279_High_vs_dm11037_Low_01h,FBgn0259998,3,3,114,128,73,146,144,212,0.7682539682539681,0.7682539682539681,0.5776892430278879,0.5776892430278879,0.7067,0.4711,0.4759,0.3829,0.5684,0.5962,0,0.5034,0.4987,0.4104,0.5864,0.9740000000000001,0,1.0547,1.0068,1
dm12279_High_vs_dm11037_Low_01h,FBgn0002570,3,3,194,217,1025,227,244,735,0.28621169916434497,0.28621169916434497,0.39054726368159204,0.39054726368159204,0.8287,0.47200000000000003,0.4686,0.3903,0.5444,0.4162,0,0.48200000000000004,0.4802,0.4146,0.5451,0.5611,0,1.0686,1.0429,1
dm12279_High_vs_dm11037_Low_01h,FBgn0085246,3,3,4293,4928,1647,3546,3837,1277,0.8484541774015459,0.8484541774015459,0.8525404157043879,0.8525404157043879,0.752,0.4656,0.4654,0.3927,0.5428,0.3296,0,0.4803,0.4806,0.4119,0.5509,0.5638,0,1.0753,1.0424,1
dm12279_High_vs_dm11037_Low_01h,FBgn0028684,3,3,181,179,46,140,165,56,0.8866995073891629,0.8866995073891629,0.8448753462603878,0.8448753462603878,0.526,0.5028,0.4993,0.415,0.5827,0.9833,0,0.45899999999999996,0.4626,0.3827,0.5429999999999999,0.3549,0,1.0052,1.0822,1
dm12279_High_vs_dm11037_Low_01h,FBgn0028685,3,3,175,194,130,150,165,149,0.7394789579158321,0.7394789579158321,0.6788793103448281,0.6788793103448281,0.9573,0.4743,0.4808,0.39299999999999996,0.5716,0.6476,0,0.4762,0.4766,0.396,0.5595,0.5493,0,1.0439,1.0519,1
dm12279_High_vs_dm11037_Low_01h,FBgn0016726,3,3,3887,3714,1331,3607,3408,350,0.8509852216748771,0.8509852216748771,0.9524779361846569,0.9524779361846569,0.8893,0.5114,0.5024,0.3958,0.6101,0.9587,0,0.5142,0.5125,0.4171,0.6062,0.8022,0,1.0009,0.9798,1
dm12279_High_vs_dm11037_Low_01h,FBgn0266410,3,3,112,183,1511,235,249,2143,0.163344407530454,0.163344407530454,0.184240578606776,0.184240578606776,0.0691,0.3797,0.3909,0.3176,0.4708,0.0098,1,0.4855,0.4868,0.4183,0.5561,0.7049,0,1.2543,1.0295,1
dm12279_High_vs_dm11037_Low_01h,FBgn0034709,3,3,99,177,3,89,136,6,0.989247311827957,0.989247311827957,0.9740259740259741,0.9740259740259741,0.5444,0.3587,0.3657,0.2719,0.4725,0.0176,1,0.3956,0.4082,0.3151,0.5151,0.0791,0,1.3294,1.213,1
dm12279_High_vs_dm11037_Low_01h,FBgn0034576,3,3,380,411,164,402,378,167,0.8282722513088999,0.8282722513088999,0.8236536430834208,0.8236536430834208,0.5336,0.4804,0.4834,0.405,0.5603,0.6378,0,0.5154,0.5152,0.4427,0.5876,0.6667,0,1.0372,0.9726,1
dm12279_High_vs_dm11037_Low_01h,FBgn0021967,3,3,421,619,19,199,368,561,0.982058545797923,0.982058545797923,0.5026595744680851,0.5026595744680851,0.6384,0.4048,0.4019,0.3158,0.4959,0.0427,1,0.35100000000000003,0.3731,0.2918,0.4702,0.012,1,1.2275,1.3051,1
dm12279_High_vs_dm11037_Low_01h,FBgn0051313,3,3,538,1075,982,451,451,1023,0.621579961464354,0.621579961464354,0.46857142857142897,0.46857142857142897,0.4496,0.3335,0.4088,0.2402,0.604,0.3429,0,0.5,0.5035,0.3337,0.6697,0.9620000000000001,0,1.2354,1.0089,1
dm12279_High_vs_dm11037_Low_01h,FBgn0032025,3,3,266,313,34,162,145,11,0.944535073409462,0.944535073409462,0.9654088050314459,0.9654088050314459,0.3422,0.4594,0.4738,0.3952,0.5579999999999999,0.5016,0,0.5277,0.5287,0.4455,0.6103,0.4724,0,1.0579,0.9471,1
dm12279_High_vs_dm11037_Low_01h,FBgn0265998,3,3,150,126,183,199,63,194,0.601307189542484,0.601307189542484,0.5745614035087719,0.5745614035087719,0.0053,0.5435,0.5359,0.4414,0.6261,0.4264,0,0.7595,0.7282,0.6404,0.7971,0.0,1,0.9342,0.6112,1
dm12279_High_vs_dm11037_Low_01h,FBgn0050042,3,3,466,17,20,452,18,9,0.9602385685884692,0.9602385685884692,0.981210855949896,0.981210855949896,0.9702,0.9648,0.6418,0.413,0.8344,0.2182,0,0.9617,0.6474,0.4176,0.8390000000000001,0.2007,0,0.758,0.7482,1
dm12279_High_vs_dm11037_Low_01h,FBgn0263120,3,3,233,160,579,183,111,509,0.40432098765432106,0.40432098765432106,0.36612702366127,0.36612702366127,0.5956,0.5929,0.579,0.4985,0.6535,0.0544,0,0.6224,0.6071,0.5309,0.6779,0.0082,1,0.8547,0.8059,1
dm12279_High_vs_dm11037_Low_01h,FBgn0030539,3,3,437,111,380,811,65,177,0.59051724137931,0.59051724137931,0.831908831908832,0.831908831908832,0.0051,0.7974,0.7756,0.703,0.8287,0.0004,1,0.9258,0.8976,0.8482,0.9267,0.0,1,0.5378,0.3366,1
dm12279_High_vs_dm11037_Low_01h,FBgn0035088,3,3,115,1,9,112,1,6,0.9279999999999999,0.9279999999999999,0.949579831932773,0.949579831932773,0.988,0.9914,0.5967,0.3675,0.8013,0.408,0,0.9912,0.5983,0.3606,0.8026,0.4,0,0.8383,0.8357,1
dm12279_High_vs_dm11037_Low_01h,FBgn0035770,3,3,636,666,9,326,194,253,0.993135011441648,0.993135011441648,0.6727037516170761,0.6727037516170761,0.0062,0.4885,0.4815,0.419,0.5444,0.55,0,0.6269,0.6196,0.5533,0.6809,0.0029,1,1.0401,0.7845,1
dm12279_High_vs_dm11037_Low_01h,FBgn0029854,3,3,188,189,11,192,155,18,0.971649484536082,0.971649484536082,0.9506849315068491,0.9506849315068491,0.4133,0.4987,0.5022,0.4215,0.5834,0.9518,0,0.5533,0.5475,0.4662,0.6257,0.228,0,0.9990000000000001,0.9116,1
dm12279_High_vs_dm11037_Low_01h,FBgn0031703,3,3,63,47,50,46,47,68,0.6875,0.6875,0.577639751552795,0.577639751552795,0.3909,0.5727,0.56,0.4558,0.6606,0.2609,0,0.4946,0.4939,0.3885,0.6044,0.9078,0,0.8904,1.0187,1
dm12279_High_vs_dm11037_Low_01h,FBgn0259176,3,3,52,55,351,24,26,500,0.233624454148472,0.233624454148472,0.0909090909090909,0.0909090909090909,0.922,0.486,0.4919,0.3896,0.5956,0.8842,0,0.48,0.4851,0.3581,0.6153,0.818,0,1.0222,1.0399,1
dm12279_High_vs_dm11037_Low_01h,FBgn0020255,3,3,151,179,574,271,326,499,0.365044247787611,0.365044247787611,0.54470802919708,0.54470802919708,0.8516,0.4576,0.4682,0.3934,0.5466,0.4036,0,0.4539,0.45899999999999996,0.3971,0.5238,0.192,0,1.0694,1.0884,1
dm12279_High_vs_dm11037_Low_01h,FBgn0011705,3,3,86,84,13,43,35,149,0.92896174863388,0.92896174863388,0.34361233480176195,0.34361233480176195,0.5678,0.5059,0.4997,0.4048,0.5956,0.9940000000000001,0,0.5513,0.5407,0.4321,0.6462,0.4731,0,1.0054,0.9265,1
dm12279_High_vs_dm11037_Low_01h,FBgn0058469,3,3,165,123,3792,165,127,3712,0.0705882352941176,0.0705882352941176,0.0729270729270729,0.0729270729270729,0.8513,0.5729,0.5692,0.491,0.6429,0.0789,0,0.5651,0.5595,0.4846,0.6323,0.11800000000000001,0,0.872,0.8893,1
dm12279_High_vs_dm11037_Low_01h,FBgn0051145,3,3,98,2,34,94,5,21,0.746268656716418,0.746268656716418,0.825,0.825,0.8369,0.98,0.7339,0.4694,0.9079,0.0787,0,0.9495,0.7176,0.4571,0.892,0.0944,0,0.6057,0.6326,1
dm12279_High_vs_dm11037_Low_01h,FBgn0262515,3,3,129,200,122,128,174,163,0.7294900221729491,0.7294900221729491,0.6494623655913979,0.6494623655913979,0.7118,0.3921,0.4119,0.3115,0.5243,0.1133,0,0.4238,0.4384,0.3401,0.5438,0.2309,0,1.2052,1.1395,1
dm12279_High_vs_dm11037_Low_01h,FBgn0033906,3,3,298,325,36,197,231,53,0.9453717754172991,0.9453717754172991,0.88981288981289,0.88981288981289,0.6127,0.4783,0.49700000000000005,0.4077,0.5902,0.9259999999999999,0,0.4603,0.4656,0.3797,0.5573,0.4204,0,1.0104,1.0763,1
dm12279_High_vs_dm11037_Low_01h,FBgn0013325,3,3,1613,1873,2170,1094,1308,2308,0.616336633663366,0.616336633663366,0.509978768577495,0.509978768577495,0.9958,0.4627,0.473,0.3211,0.6309,0.7356,0,0.4555,0.4729,0.3369,0.6144,0.696,0,1.0714,1.0682,1
dm12279_High_vs_dm11037_Low_01h,FBgn0032505,3,3,122,116,13,148,125,5,0.948207171314741,0.948207171314741,0.9820143884892091,0.9820143884892091,0.5047,0.5126,0.5077,0.4121,0.6035,0.8740000000000001,0,0.5421,0.5489,0.4621,0.6345,0.2502,0,0.9893,0.9094,1
dm12279_High_vs_dm11037_Low_01h,FBgn0031066,3,3,2086,39,354,1561,920,444,0.8572004840661559,0.8572004840661559,0.8482051282051278,0.8482051282051278,0.2873,0.9816,0.7029,0.4632,0.8938,0.0911,0,0.6292,0.5508,0.3638,0.7211,0.5893,0,0.6557,0.9173,1
dm12279_High_vs_dm11037_Low_01h,FBgn0039697,3,3,289,284,17,265,234,24,0.9711864406779659,0.9711864406779659,0.9541108986615681,0.9541108986615681,0.4689,0.5044,0.4937,0.41600000000000004,0.5697,0.8647,0,0.5311,0.5307,0.4578,0.6032,0.3893,0,1.016,0.9427,1
dm12279_High_vs_dm11037_Low_01h,FBgn0283471,3,3,853,1341,1867,591,1077,2437,0.540261019453337,0.540261019453337,0.406333739342266,0.406333739342266,0.9413,0.3888,0.4052,0.2778,0.555,0.2011,0,0.3543,0.41100000000000003,0.2894,0.5514,0.1936,0,1.2303,1.2131,1
dm12279_High_vs_dm11037_Low_01h,FBgn0004828,3,3,164,201,431,127,251,436,0.458542713567839,0.458542713567839,0.464373464373464,0.464373464373464,0.1267,0.4493,0.45,0.3625,0.5433,0.266,0,0.336,0.35700000000000004,0.2802,0.4485,0.0047,1,1.1112,1.3509,1
dm12279_High_vs_dm11037_Low_01h,FBgn0035753,3,3,2056,1919,225,47,29,4191,0.9464285714285708,0.9464285714285708,0.0178111085071478,0.0178111085071478,0.1644,0.5172,0.5079,0.4495,0.5646,0.7724,0,0.6184,0.5935,0.4834,0.6975,0.0947,0,0.9859,0.831,1
dm12279_High_vs_dm11037_Low_01h,FBgn0039321,3,3,154,202,39,25,41,329,0.90126582278481,0.90126582278481,0.16708860759493696,0.16708860759493696,0.7036,0.4326,0.4338,0.3559,0.5152,0.1116,0,0.3788,0.4063,0.2941,0.5258,0.1164,0,1.1475,1.2218,1
dm12279_High_vs_dm11037_Low_01h,FBgn0016119,3,3,1441,1128,91,1402,1348,257,0.9657894736842101,0.9657894736842101,0.9145327569005649,0.9145327569005649,0.564,0.5609,0.5539,0.4207,0.6736,0.3813,0,0.5098,0.5071,0.3868,0.6267,0.9051,0,0.9037,0.993,1
dm12279_High_vs_dm11037_Low_01h,FBgn0031980,3,3,5157,5065,277,5081,5154,257,0.9736165349080859,0.9736165349080859,0.975505146778498,0.975505146778498,0.9471,0.5045,0.4986,0.4507,0.547,0.9462,0,0.4964,0.4965,0.4495,0.5431,0.8727,0,1.0041,1.0083,1
dm12279_High_vs_dm11037_Low_01h,FBgn0004363,3,3,497,474,573,470,482,801,0.628886010362694,0.628886010362694,0.543069024529378,0.543069024529378,0.8778,0.5118,0.5073,0.376,0.6372,0.9153,0,0.4937,0.4941,0.3764,0.6139,0.9109,0,0.9943,1.0197,1
dm12279_High_vs_dm11037_Low_01h,FBgn0028480,3,3,234,181,103,128,107,258,0.8011583011583009,0.8011583011583009,0.476673427991886,0.476673427991886,0.8498,0.5639,0.5496,0.4721,0.6232,0.1947,0,0.5447,0.5401,0.4572,0.6205,0.3213,0,0.9074,0.9254,1
dm12279_High_vs_dm11037_Low_01h,FBgn0022160,3,3,277,256,127,299,251,171,0.807575757575758,0.807575757575758,0.7628294036061031,0.7628294036061031,0.7113,0.5197,0.5193,0.4366,0.6021,0.6356,0,0.5436,0.5394,0.4611,0.6126,0.28600000000000003,0,0.9653,0.9264,1
dm12279_High_vs_dm11037_Low_01h,FBgn0063491,3,3,204,298,72,170,223,48,0.8745644599303142,0.8745644599303142,0.8911564625850341,0.8911564625850341,0.5942,0.4064,0.4068,0.2863,0.5473,0.1618,0,0.4326,0.4534,0.3256,0.5912,0.4611,0,1.2229999999999999,1.1099,1
dm12279_High_vs_dm11037_Low_01h,FBgn0063497,3,3,239,195,45,221,202,50,0.906054279749478,0.906054279749478,0.8942917547568711,0.8942917547568711,0.7262,0.5507,0.5392,0.4613,0.6143,0.3082,0,0.5225,0.5212,0.4463,0.5949,0.5693,0,0.9269,0.961,1
dm12279_High_vs_dm11037_Low_01h,FBgn0033912,3,3,387,428,8361,2395,2161,4713,0.0888186573670444,0.0888186573670444,0.49153090948322403,0.49153090948322403,0.2067,0.4748,0.4736,0.4136,0.5342,0.3884,0,0.5257,0.5234,0.4731,0.5711,0.3338,0,1.0565,0.9553,1
dm12279_High_vs_dm11037_Low_01h,FBgn0004117,3,3,1035,1113,457,198,188,2085,0.8245681381957769,0.8245681381957769,0.156212059894779,0.156212059894779,0.7853,0.4818,0.4849,0.3575,0.6144,0.8204,0,0.513,0.5096,0.3834,0.6332,0.8796,0,1.0403,0.9890000000000001,1
dm12279_High_vs_dm11037_Low_01h,FBgn0050000,3,3,103,110,41,83,87,37,0.8385826771653541,0.8385826771653541,0.8212560386473431,0.8212560386473431,0.8307,0.4836,0.4831,0.3832,0.5872,0.732,0,0.4882,0.4981,0.3988,0.6009,0.9636,0,1.0405,1.0093,1
dm12279_High_vs_dm11037_Low_01h,FBgn0026619,3,3,96,108,33,76,94,27,0.860759493670886,0.860759493670886,0.862944162436548,0.862944162436548,0.7807,0.4706,0.47100000000000003,0.3816,0.5608,0.5147,0,0.4471,0.4541,0.3654,0.5429,0.3004,0,1.0649,1.1019,1
dm12279_High_vs_dm11037_Low_01h,FBgn0033777,3,3,140,90,126,104,107,270,0.6460674157303371,0.6460674157303371,0.43866943866943897,0.43866943866943897,0.0911,0.6087,0.5998,0.5085,0.6839,0.0316,1,0.4929,0.4929,0.4071,0.5789,0.872,0,0.8190000000000001,1.0184,1
dm12279_High_vs_dm11037_Low_01h,FBgn0032429,3,3,104,73,4,102,83,7,0.977900552486188,0.977900552486188,0.963541666666667,0.963541666666667,0.9167,0.5876,0.5455,0.4072,0.6757,0.4907,0,0.5514,0.5368,0.3988,0.6631,0.5724,0,0.9205,0.9365,1
dm12279_High_vs_dm11037_Low_01h,FBgn0086355,3,3,234,270,302,323,310,151,0.62531017369727,0.62531017369727,0.807397959183674,0.807397959183674,0.3816,0.4643,0.4587,0.3734,0.544,0.3231,0,0.5103,0.5065,0.42700000000000005,0.5843,0.858,0,1.091,0.9902,1
dm12279_High_vs_dm11037_Low_01h,FBgn0086357,3,3,123,161,252,105,168,278,0.529850746268657,0.529850746268657,0.49546279491833,0.49546279491833,0.8033,0.4331,0.4245,0.3288,0.5261,0.1316,0,0.3846,0.4086,0.3204,0.5101,0.0716,0,1.1723,1.2112,1
dm12279_High_vs_dm11037_Low_01h,FBgn0262512,3,3,436,414,224,432,387,261,0.791433891992551,0.791433891992551,0.758333333333333,0.758333333333333,0.8938,0.5129,0.5143,0.4024,0.6241,0.7771,0,0.5275,0.5229,0.4258,0.6184,0.6224,0,0.9776,0.9594,1
dm12279_High_vs_dm11037_Low_01h,FBgn0010470,3,3,123,129,76,200,111,98,0.7682926829268292,0.7682926829268292,0.76039119804401,0.76039119804401,0.0147,0.4881,0.4871,0.4043,0.5688,0.7536,0,0.6431,0.6292,0.5526,0.6994,0.0018,1,1.0301,0.7689,1
