comparison,FEATURE_ID,dm11037_38d_num_reps,dm11255_38d_num_reps,counts_dm11037_38d_g1,counts_dm11037_38d_g2,counts_dm11037_38d_both,counts_dm11255_38d_g1,counts_dm11255_38d_g2,counts_dm11255_38d_both,prior_dm11037_38d_g1,prior_dm11037_38d_g2,prior_dm11255_38d_g1,prior_dm11255_38d_g2,H3_independence_Bayes_evidence,dm11037_38d_sampleprop,dm11037_38d_theta,dm11037_38d_q025,dm11037_38d_q975,dm11037_38d_Bayes_evidence,dm11037_38d_AI_decision,dm11255_38d_sampleprop,dm11255_38d_theta,dm11255_38d_q025,dm11255_38d_q975,dm11255_38d_Bayes_evidence,dm11255_38d_AI_decision,alpha1_postmean,alpha2_postmean,flaganalyze
dm11037_Low_vs_dm11255_Low_38d,FBgn0027562,3,3,48,25,40,64,32,53,0.6460176991150439,0.6460176991150439,0.644295302013423,0.644295302013423,0.7282,0.6575,0.6031,0.4759,0.7169,0.1036,0,0.6667,0.6309,0.5084,0.7396,0.036000000000000004,1,0.8155,0.768,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0027563,3,3,172,130,472,444,379,34,0.39018087855297207,0.39018087855297207,0.960326721120187,0.960326721120187,0.5884,0.5695,0.5627,0.4906,0.6338,0.0873,0,0.5395,0.5372,0.4761,0.5963,0.222,0,0.8834,0.9298,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0027560,3,3,1460,3236,22977,2012,2387,24961,0.169696093665305,0.169696093665305,0.149829700272479,0.149829700272479,0.196,0.3109,0.3582,0.2617,0.4764,0.026000000000000002,1,0.4574,0.4596,0.3468,0.5815,0.4684,0,1.3534,1.0934,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0027561,3,3,69,122,122,147,157,159,0.610223642172524,0.610223642172524,0.65658747300216,0.65658747300216,0.1462,0.3613,0.3872,0.3031,0.4777,0.0189,1,0.4836,0.4794,0.3946,0.5670000000000001,0.6311,0,1.2663,1.0466,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0036173,3,3,433,198,301,907,8,294,0.6770386266094421,0.6770386266094421,0.75682382133995,0.75682382133995,0.3131,0.6862,0.5648,0.3627,0.7449,0.5104,0,0.9913,0.7065,0.4708,0.8884,0.0824,0,0.8928,0.6493,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0027565,3,3,127,125,28,178,206,31,0.9,0.9,0.9253012048192769,0.9253012048192769,0.4642,0.504,0.5018,0.4221,0.5823,0.966,0,0.4635,0.462,0.3894,0.537,0.3062,0,0.9997,1.0828,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0027569,3,3,32,55,90,73,65,119,0.49152542372881397,0.49152542372881397,0.5369649805447471,0.5369649805447471,0.1418,0.3678,0.40399999999999997,0.2931,0.5237,0.1067,0,0.529,0.5247,0.4108,0.635,0.6671,0,1.2273,0.9576,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0010434,3,3,121,131,374,167,145,468,0.402555910543131,0.402555910543131,0.4,0.4,0.4469,0.4802,0.4887,0.406,0.5741,0.772,0,0.5353,0.5329,0.4507,0.6142,0.4242,0,1.0267,0.9392,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0010435,3,3,1457,1471,565,1640,1579,963,0.838247924420269,0.838247924420269,0.769727403156385,0.769727403156385,0.7773,0.4976,0.4959,0.4299,0.5608,0.8924,0,0.5095,0.5081,0.4429,0.5741,0.7967,0,1.0104,0.9859,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0085212,3,3,144,18,285,189,19,232,0.36241610738255003,0.36241610738255003,0.47272727272727294,0.47272727272727294,0.7996,0.8889,0.7945,0.6501,0.8792,0.0018,1,0.9087,0.8086,0.6542,0.8909,0.0031,1,0.5076,0.4853,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0040752,3,3,201,195,139,371,340,239,0.7401869158878499,0.7401869158878499,0.748421052631579,0.748421052631579,0.9322,0.5076,0.507,0.4277,0.5841,0.8516,0,0.5218,0.5115,0.4357,0.5846,0.7364,0,0.9893,0.9801,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0038243,3,3,40,55,1468,33,37,1569,0.0607805502239283,0.0607805502239283,0.0427089688834655,0.0427089688834655,0.6711,0.4211,0.4441,0.3373,0.5548,0.3087,0,0.4714,0.4777,0.3594,0.5978,0.7104,0,1.1276,1.0543,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0032864,3,3,465,500,12,368,514,419,0.987717502558854,0.987717502558854,0.67794004611837,0.67794004611837,0.3189,0.4819,0.48200000000000004,0.3952,0.5709,0.6707,0,0.4172,0.4218,0.3393,0.5119,0.0844,0,1.041,1.1769,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0033574,3,3,40,8,23,58,42,16,0.676056338028169,0.676056338028169,0.8620689655172409,0.8620689655172409,0.0584,0.8333,0.7178,0.5941,0.8201,0.0013,1,0.58,0.5647,0.4562,0.6679999999999999,0.2367,0,0.628,0.8821,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0036373,3,3,67,59,60,48,64,186,0.67741935483871,0.67741935483871,0.375838926174497,0.375838926174497,0.2233,0.5317,0.5312,0.4317,0.6321,0.5364,0,0.4286,0.4395,0.3375,0.5456,0.2556,0,0.9439,1.1377,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0051908,3,3,214,217,21,223,268,11,0.9535398230088499,0.9535398230088499,0.97808764940239,0.97808764940239,0.4187,0.4965,0.4961,0.4286,0.5654,0.9033,0,0.4542,0.4563,0.39,0.5246,0.1987,0,1.0104,1.0947,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0005617,3,3,47,55,53,52,61,140,0.658064516129032,0.658064516129032,0.44664031620553396,0.44664031620553396,0.9807,0.4608,0.4564,0.3241,0.5934,0.5069,0,0.4602,0.4538,0.3205,0.5912,0.5073,0,1.1038,1.1105,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0261373,3,3,88,66,34,109,98,56,0.8191489361702131,0.8191489361702131,0.7870722433460079,0.7870722433460079,0.9209,0.5714,0.5416,0.4287,0.6504,0.46,0,0.5266,0.5337,0.4261,0.6378,0.5113,0,0.9252,0.9395,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0035876,3,3,330,8,270,267,277,46,0.555921052631579,0.555921052631579,0.922033898305085,0.922033898305085,0.0891,0.9763,0.7747,0.5103,0.938,0.0416,1,0.4908,0.5006,0.3312,0.6648,0.9858,0,0.5368,1.0134,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0035872,3,3,39,54,205,106,131,225,0.312080536912752,0.312080536912752,0.512987012987013,0.512987012987013,0.9913,0.4194,0.4403,0.332,0.5558,0.3047,0,0.4473,0.4403,0.3407,0.5454,0.2393,0,1.1371,1.1352,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0035871,3,3,652,1491,470,1134,1587,115,0.8201301186375809,0.8201301186375809,0.9594499294781379,0.9594499294781379,0.2469,0.3042,0.3487,0.2559,0.4654,0.013999999999999999,1,0.4168,0.4348,0.3287,0.5502,0.2373,0,1.3813,1.1495,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0028648,3,3,115,110,35,195,213,51,0.8653846153846151,0.8653846153846151,0.8888888888888891,0.8888888888888891,0.5896,0.5111,0.5156,0.4153,0.6134,0.7391,0,0.4779,0.4805,0.3878,0.5778,0.6693,0,0.9740000000000001,1.0449,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0032479,3,3,73,42,198,102,107,252,0.36741214057508,0.36741214057508,0.45336225596529295,0.45336225596529295,0.2231,0.6348,0.5866,0.4575,0.7011,0.1791,0,0.488,0.4795,0.361,0.6036,0.7244,0,0.8443,1.0507,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0032476,3,3,41,37,11,71,82,12,0.876404494382023,0.876404494382023,0.927272727272727,0.927272727272727,0.4833,0.5256,0.5239,0.3999,0.6447,0.698,0,0.4641,0.4671,0.3597,0.5791,0.5411,0,0.9603,1.0759,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0032475,3,3,46,40,16,68,75,48,0.8431372549019609,0.8431372549019609,0.74869109947644,0.74869109947644,0.528,0.5349,0.5264,0.4175,0.633,0.6371,0,0.4755,0.48,0.3817,0.5781,0.6907,0,0.9540000000000001,1.0467,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0003048,3,3,59,65,104,74,85,70,0.543859649122807,0.543859649122807,0.6943231441048029,0.6943231441048029,0.8638,0.4758,0.4807,0.3723,0.5889,0.7229,0,0.4654,0.4685,0.365,0.5744,0.5444,0,1.0464,1.0721,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0003042,3,3,23,10,112,45,31,137,0.22758620689655198,0.22758620689655198,0.356807511737089,0.356807511737089,0.7424,0.6970000000000001,0.609,0.4646,0.7377,0.1316,0,0.5921,0.5779,0.4496,0.6965,0.2224,0,0.8063,0.8597,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0003041,3,3,34,32,18,81,78,31,0.7857142857142858,0.7857142857142858,0.8368421052631579,0.8368421052631579,0.7364,0.5152,0.51,0.3766,0.6414,0.8802,0,0.5094,0.5388,0.4159,0.66,0.5253,0,0.9893,0.9315,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0042627,3,3,3401,2913,988,1240,1441,4711,0.8646946042180219,0.8646946042180219,0.362689393939394,0.362689393939394,0.0847,0.5386,0.5379999999999999,0.4754,0.5983,0.2042,0,0.4625,0.4622,0.4012,0.5241,0.214,0,0.9282,1.0811,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0035293,3,3,35,26,38,34,35,26,0.616161616161616,0.616161616161616,0.7263157894736841,0.7263157894736841,0.4553,0.5738,0.5545,0.4247,0.6811,0.4149,0,0.4928,0.4853,0.3592,0.6089,0.8251,0,0.9029,1.0392,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0035290,3,3,18,21,10,22,38,22,0.7959183673469391,0.7959183673469391,0.7317073170731708,0.7317073170731708,0.3989,0.4615,0.4757,0.3462,0.6116,0.7238,0,0.3667,0.3962,0.27699999999999997,0.5264,0.1176,0,1.061,1.2507,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0263081,3,3,1143,1036,208,927,829,226,0.9128613322161708,0.9128613322161708,0.8859737638748739,0.8859737638748739,0.8336,0.5246,0.5379,0.4762,0.6001,0.2204,0,0.5279,0.5287,0.4702,0.5851,0.3113,0,0.9284,0.9457,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0004432,3,3,3943,1343,24616,6164,1168,37672,0.176777473078724,0.176777473078724,0.16291885165763,0.16291885165763,0.4833,0.7459,0.6276,0.4469,0.7739,0.152,0,0.8407,0.7007,0.5185,0.8340000000000001,0.0322,1,0.7772,0.6567,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0287775,3,3,65,97,146,32,38,225,0.525974025974026,0.525974025974026,0.23728813559321998,0.23728813559321998,0.4433,0.4012,0.4135,0.3273,0.5011,0.0536,0,0.4571,0.4678,0.3616,0.5793,0.5511,0,1.1977,1.0742,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0035207,3,3,133,65,284,298,121,113,0.410788381742739,0.410788381742739,0.7875939849624058,0.7875939849624058,0.4727,0.6717,0.6485,0.5576,0.7291,0.002,1,0.7112,0.6877,0.6096,0.7544,0.0,1,0.7377,0.6746,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0261020,3,3,160,155,263,176,183,294,0.5449826989619381,0.5449826989619381,0.549770290964778,0.549770290964778,0.7769,0.5079,0.5037,0.4228,0.5848,0.9244,0,0.4903,0.4888,0.4085,0.5697,0.7922,0,0.9961,1.0262,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0262721,3,3,24,63,17,23,51,48,0.836538461538462,0.836538461538462,0.60655737704918,0.60655737704918,0.7864,0.2759,0.3327,0.2357,0.4483,0.0102,1,0.3108,0.3529,0.2459,0.4725,0.0173,1,1.4343,1.3717,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0031979,3,3,85,68,27,130,133,7,0.85,0.85,0.974074074074074,0.974074074074074,0.4924,0.5556,0.5511,0.43799999999999994,0.6589,0.3567,0,0.4943,0.501,0.3988,0.6069,0.9831,0,0.9073,1.0035,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0266696,3,3,409,377,323,542,496,422,0.708746618575293,0.708746618575293,0.7109589041095892,0.7109589041095892,0.9293,0.5204,0.5179,0.4497,0.5843,0.5893,0,0.5222,0.5218,0.4563,0.5866,0.5116,0,0.9669,0.9593,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0031972,3,3,111,78,30,147,118,12,0.8630136986301371,0.8630136986301371,0.956678700361011,0.956678700361011,0.7162,0.5873,0.5728,0.4839,0.6554,0.1,0,0.5547,0.5519,0.469,0.6339,0.2104,0,0.8662,0.9037,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0031973,3,3,31,73,539,215,247,98,0.16174183514774498,0.16174183514774498,0.825,0.825,0.0271,0.2981,0.3325,0.24600000000000002,0.4281,0.0022,1,0.4654,0.4696,0.4025,0.5378,0.3689,0,1.4303,1.0657,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0031971,3,3,2555,72,805,1748,1938,46,0.76544289044289,0.76544289044289,0.987674169346195,0.987674169346195,0.0671,0.9726,0.7436,0.5375,0.8991,0.0253,1,0.4742,0.4863,0.3228,0.6544,0.8598,0,0.5883,1.0446,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0031974,3,3,183,13,16,339,103,39,0.924528301886792,0.924528301886792,0.9189189189189191,0.9189189189189191,0.1244,0.9337,0.8231,0.6275,0.9054,0.0056,1,0.767,0.7114,0.5557,0.7985,0.0153,1,0.4614,0.6386,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0031975,3,3,43,35,108,87,102,103,0.419354838709677,0.419354838709677,0.647260273972603,0.647260273972603,0.3436,0.5513,0.5388,0.4264,0.6487,0.502,0,0.4603,0.4676,0.3746,0.5627,0.5016,0,0.9305,1.0728,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0034180,3,3,169,183,57,200,211,93,0.860635696821516,0.860635696821516,0.81547619047619,0.81547619047619,0.8796,0.4801,0.4837,0.395,0.5739,0.71,0,0.4866,0.4928,0.4039,0.5807,0.8656,0,1.0379,1.0189,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0034181,3,3,246,315,168,374,566,251,0.769547325102881,0.769547325102881,0.7892527287993281,0.7892527287993281,0.2824,0.4385,0.4435,0.3745,0.5147,0.1127,0,0.3979,0.3925,0.3296,0.46,0.0038,1,1.1237,1.2482,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0038746,3,3,76,93,76,262,228,117,0.689795918367347,0.689795918367347,0.8072487644151559,0.8072487644151559,0.9451,0.4497,0.4568,0.3378,0.5835,0.4771,0,0.5347,0.4625,0.3467,0.5814,0.5009,0,1.1008,1.0871,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0038747,3,3,31,37,143,45,44,160,0.322274881516588,0.322274881516588,0.35742971887550207,0.35742971887550207,0.7736,0.4559,0.4757,0.3456,0.6116,0.7133,0,0.5056,0.5017,0.3708,0.6338,0.9836,0,1.0611,1.0058,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0036117,3,3,75,5,85,114,72,14,0.484848484848485,0.484848484848485,0.93,0.93,0.0027,0.9375,0.8239,0.7306,0.8919,0.0,1,0.6129,0.5995,0.4964,0.6890000000000001,0.0569,0,0.4611,0.8199,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0030511,3,3,43,46,114,90,47,22,0.43842364532019706,0.43842364532019706,0.861635220125786,0.861635220125786,0.0613,0.4831,0.4814,0.3688,0.595,0.7511,0,0.6569,0.6236,0.5244,0.7118,0.0184,1,1.0454,0.779,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0030510,3,3,183,130,186,297,320,85,0.627254509018036,0.627254509018036,0.8789173789173791,0.8789173789173791,0.1267,0.5847,0.5739,0.4914,0.6498,0.0702,0,0.4814,0.488,0.4129,0.565,0.7353,0,0.8638,1.0274,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0036964,3,3,63,50,189,91,75,237,0.374172185430464,0.374172185430464,0.41191066997518605,0.41191066997518605,0.8424,0.5575,0.5427,0.4272,0.654,0.4618,0,0.5482,0.5267,0.41200000000000003,0.6358,0.6336,0,0.9233,0.9538,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0031609,3,3,95,83,0,187,95,5,0.5,0.5,0.982578397212544,0.982578397212544,0.836,0.5337,0.5068,0.3206,0.6875,0.9358,0,0.6631,0.5383,0.3335,0.7340000000000001,0.7118,0,1.0055,0.9453,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0034989,3,3,40,26,155,57,44,176,0.29864253393665197,0.29864253393665197,0.36462093862815903,0.36462093862815903,0.7976,0.6061,0.5738,0.4542,0.6883,0.2249,0,0.5644,0.552,0.436,0.6621,0.3544,0,0.8665,0.9057,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0010228,3,3,1661,1155,1679,1748,1204,1808,0.6264738598442711,0.6264738598442711,0.620168067226891,0.620168067226891,0.9696,0.5898,0.5859,0.5311,0.6374,0.0056,1,0.5921,0.5875,0.5327,0.6388,0.0024,1,0.8415,0.8387,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0031604,3,3,86,91,7,141,140,4,0.96195652173913,0.96195652173913,0.985964912280702,0.985964912280702,0.9782,0.4859,0.494,0.3942,0.5976,0.9047,0,0.5018,0.4918,0.3951,0.5879,0.8662,0,1.0176,1.0218,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0040102,3,3,232,271,63,132,156,110,0.8886925795053001,0.8886925795053001,0.723618090452261,0.723618090452261,0.8942,0.4612,0.4683,0.3966,0.5449,0.3818,0,0.4583,0.4609,0.3781,0.5485,0.3471,0,1.069,1.0861,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0031606,3,3,35,22,2,74,55,8,0.966101694915254,0.966101694915254,0.9416058394160579,0.9416058394160579,0.8702,0.614,0.5747,0.4415,0.6974,0.2476,0,0.5736,0.5611,0.446,0.6671,0.2776,0,0.866,0.8891,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0031607,3,3,50,153,3,97,106,2,0.9854368932038841,0.9854368932038841,0.990243902439024,0.990243902439024,0.0142,0.2463,0.2899,0.2113,0.3899,0.0011,1,0.4778,0.4763,0.3759,0.5781,0.6351,0,1.5824,1.0547,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0004435,3,3,49,53,305,166,171,143,0.250614250614251,0.250614250614251,0.702083333333333,0.702083333333333,0.9502,0.4804,0.4862,0.3887,0.5844,0.7833,0,0.4926,0.4903,0.4144,0.5654,0.7869,0,1.0335,1.0227,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0051224,3,3,90,49,43,87,99,44,0.7637362637362641,0.7637362637362641,0.8086956521739129,0.8086956521739129,0.0373,0.6475,0.6154,0.5181,0.7045,0.0229,1,0.4677,0.4698,0.3783,0.5636,0.5107,0,0.7929,1.0677,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0051221,3,3,46,57,109,40,52,101,0.4858490566037729,0.4858490566037729,0.47668393782383395,0.47668393782383395,0.9882,0.4466,0.4501,0.3427,0.5596,0.3587,0,0.4348,0.4493,0.3436,0.5613,0.3593,0,1.1138,1.1156,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0026573,3,3,33,39,159,67,48,192,0.311688311688312,0.311688311688312,0.37459283387622105,0.37459283387622105,0.3236,0.4583,0.47,0.3497,0.5920000000000001,0.6264,0,0.5826,0.5529999999999999,0.4336,0.6634,0.3627,0,1.0713,0.9043,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0026570,3,3,134,90,23,179,156,21,0.906882591093117,0.906882591093117,0.941011235955056,0.941011235955056,0.5027,0.5982,0.5793,0.4859,0.6639,0.086,0,0.5343,0.5377,0.4495,0.6213,0.3833,0,0.8548,0.9303,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0037186,3,3,118,91,71,72,77,207,0.7464285714285709,0.7464285714285709,0.41853932584269704,0.41853932584269704,0.278,0.5646,0.5539,0.467,0.6365,0.2076,0,0.4832,0.483,0.3883,0.5792,0.7244,0,0.9001,1.04,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0260855,3,3,273,145,298,286,133,354,0.583798882681564,0.583798882681564,0.542043984476067,0.542043984476067,0.6147,0.6531,0.6387,0.5657,0.7048,0.0009,1,0.6826,0.6628,0.5902,0.7267,0.0,1,0.7531,0.7140000000000001,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0260856,3,3,66,108,3,114,115,1,0.983050847457627,0.983050847457627,0.9956521739130441,0.9956521739130441,0.0933,0.3793,0.3966,0.3115,0.48700000000000004,0.027999999999999997,1,0.4978,0.5008,0.4144,0.5865,0.9889,0,1.2414,1.0023,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0039430,3,3,411,603,250,440,586,378,0.8022151898734179,0.8022151898734179,0.7307692307692311,0.7307692307692311,0.4909,0.4053,0.4094,0.3477,0.4768,0.012,1,0.4288,0.4404,0.376,0.5102,0.0869,0,1.2047,1.1305,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0037765,3,3,2971,3400,5096,3225,2547,4416,0.555594314118776,0.555594314118776,0.566548881036514,0.566548881036514,0.0204,0.4663,0.4694,0.4173,0.5215,0.2387,0,0.5587,0.5564,0.505,0.6043,0.0313,1,1.0648,0.8939,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0037265,3,3,32,67,99,40,57,101,0.5,0.5,0.48989898989899,0.48989898989899,0.3198,0.3232,0.3575,0.2626,0.4615,0.0084,1,0.4124,0.4309,0.3295,0.5383,0.2007,0,1.3537,1.1582,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0036589,3,3,325,293,104,257,242,102,0.85595567867036,0.85595567867036,0.8302828618968392,0.8302828618968392,0.8342,0.5259,0.5236,0.457,0.5885,0.4749,0,0.515,0.5142,0.4465,0.5815,0.6689,0,0.9559,0.9741,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0263316,3,3,71,90,19,95,97,47,0.894444444444444,0.894444444444444,0.803347280334728,0.803347280334728,0.4916,0.441,0.4506,0.3556,0.5488,0.3024,0,0.4948,0.4969,0.4019,0.5908,0.9513,0,1.1107,1.0109,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0027660,3,3,41,39,136,34,24,238,0.37037037037037,0.37037037037037,0.19594594594594603,0.19594594594594603,0.4831,0.5125,0.5085,0.397,0.6215,0.8724,0,0.5862,0.5698,0.4375,0.6966,0.3116,0,0.9895,0.875,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0020503,3,3,78,183,1850,575,508,1554,0.123638086215064,0.123638086215064,0.410693970420933,0.410693970420933,0.0018,0.2989,0.3328,0.2611,0.4138,0.0002,1,0.5309,0.5275,0.4565,0.5948,0.4189,0,1.4249,0.9486,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0035462,3,3,62,0,9,109,0,13,0.873239436619718,0.873239436619718,0.8934426229508199,0.8934426229508199,0.8469,1.0,0.5772,0.3484,0.7875,0.4996,0,1.0,0.6059,0.3663,0.8077,0.3747,0,0.8744,0.8223,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0035464,3,3,40,76,12,66,126,17,0.90625,0.90625,0.91866028708134,0.91866028708134,0.6138,0.3448,0.3816,0.2793,0.4955,0.0416,1,0.3438,0.3441,0.2515,0.4483,0.0056,1,1.2861,1.3946,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0020647,3,3,164,100,347,196,126,424,0.43207855973813397,0.43207855973813397,0.43163538873994606,0.43163538873994606,0.9993,0.6212,0.6027,0.5247,0.6764,0.0147,1,0.6087,0.6022,0.5243,0.6735,0.0104,1,0.8135,0.8142,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0266848,3,3,45,65,296,170,141,293,0.270935960591133,0.270935960591133,0.514900662251656,0.514900662251656,0.17,0.4091,0.4338,0.3232,0.5499,0.2598,0,0.5466,0.5423,0.4367,0.6434,0.4111,0,1.153,0.9229999999999999,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0024887,3,3,95,3,24,114,5,39,0.80327868852459,0.80327868852459,0.753164556962025,0.753164556962025,0.8356,0.9694,0.7253,0.4715,0.8946,0.0782,0,0.958,0.7433,0.4965,0.9049,0.054000000000000006,0,0.6195,0.5896,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0035600,3,3,1075,1063,3437,2428,69,4531,0.383497757847534,0.383497757847534,0.355293113261241,0.355293113261241,0.0013,0.5028,0.5021,0.4369,0.5681,0.9347,0,0.9724,0.9490000000000001,0.7933,0.9696,0.0013,1,0.9983,0.22399999999999998,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0035601,3,3,421,445,769,1278,18,1288,0.529663608562691,0.529663608562691,0.501547987616099,0.501547987616099,0.0391,0.4861,0.4913,0.3508,0.6446,0.8182,0,0.9861,0.8669,0.5683,0.9768,0.0169,1,1.0278,0.3673,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0035603,3,3,464,482,16,948,854,35,0.9833679833679829,0.9833679833679829,0.980947196516059,0.980947196516059,0.2589,0.4905,0.4879,0.4262,0.551,0.6938,0,0.5261,0.5366,0.4744,0.5963,0.2113,0,1.0266,0.9307,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0263768,3,3,41,49,8,76,54,12,0.918367346938776,0.918367346938776,0.9154929577464791,0.9154929577464791,0.2269,0.4556,0.4642,0.3541,0.5766,0.5262,0,0.5846,0.5596,0.4545,0.6592,0.2687,0,1.0826,0.8912,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0031711,3,3,133,182,25,358,375,49,0.926470588235294,0.926470588235294,0.9373401534526851,0.9373401534526851,0.5318,0.4222,0.4316,0.3489,0.5218,0.126,0,0.4884,0.4689,0.3847,0.5536,0.4538,0,1.1536,1.0686,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0003721,3,3,1866,2117,1910,637,577,6267,0.675886645172238,0.675886645172238,0.162277770351557,0.162277770351557,0.3291,0.4685,0.4671,0.3878,0.5478,0.3993,0,0.5247,0.522,0.4381,0.6029,0.5738,0,1.0722,0.96,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0034389,3,3,30,29,28,56,67,52,0.6781609195402301,0.6781609195402301,0.702857142857143,0.702857142857143,0.8269,0.5085,0.5022,0.3523,0.6544,0.9853,0,0.4553,0.4776,0.3306,0.6343,0.7582,0,1.0082,1.0603,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0052103,3,3,213,223,501,212,230,629,0.465314834578442,0.465314834578442,0.412698412698413,0.412698412698413,0.8907,0.4885,0.4871,0.4243,0.5518,0.6878,0,0.4796,0.4808,0.4155,0.5454,0.5479999999999999,0,1.0285,1.0417,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0025681,3,3,39,82,252,54,90,374,0.324396782841823,0.324396782841823,0.277992277992278,0.277992277992278,0.65,0.3223,0.3581,0.2712,0.4544,0.0049,1,0.375,0.3867,0.2992,0.4794,0.0171,1,1.3496,1.2681,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0052109,3,3,95,129,17,222,6,87,0.9294605809128629,0.9294605809128629,0.723809523809524,0.723809523809524,0.0216,0.4241,0.4577,0.3135,0.6203,0.5571,0,0.9737,0.8085,0.5859,0.9227,0.0098,1,1.1049,0.4837,1
dm11037_Low_vs_dm11255_Low_38d,FBgn0025682,3,3,99,112,10,183,126,34,0.95475113122172,0.95475113122172,0.900874635568513,0.900874635568513,0.0567,0.4692,0.4732,0.3907,0.5559,0.5282,0,0.5922,0.5845,0.5063,0.6587,0.0358,1,1.0595,0.845,1
