comparison,FEATURE_ID,dm11255_01h_num_reps,counts_dm11255_01h_g1,counts_dm11255_01h_g2,counts_dm11255_01h_both,prior_dm11255_01h_g1,prior_dm11255_01h_g2,H3_independence_Bayes_evidence,dm11255_01h_sampleprop,dm11255_01h_theta,dm11255_01h_q025,dm11255_01h_q975,dm11255_01h_Bayes_evidence,dm11255_01h_AI_decision,alpha1_postmean,flaganalyze
dm11255_01h,FBgn0027525,3,72,1,190,0.27756653992395397,0.27756653992395397,NA,0.9863,0.8474,0.6744,0.922,0.0066,1,0.4217,1
dm11255_01h,FBgn0034371,3,21,50,47,0.601694915254237,0.601694915254237,NA,0.2958,0.3485,0.24,0.475,0.0223,1,1.3871,1
dm11255_01h,FBgn0033476,3,36,33,30,0.696969696969697,0.696969696969697,NA,0.5217,0.5186,0.3986,0.637,0.7607,0,0.9703,1
dm11255_01h,FBgn0040717,3,43,51,7,0.9306930693069309,0.9306930693069309,NA,0.4574,0.469,0.3604,0.5816,0.5824,0,1.0719,1
dm11255_01h,FBgn0026439,3,98,69,79,0.678861788617886,0.678861788617886,NA,0.5868,0.5708,0.4664,0.6683,0.1699,0,0.8706,1
dm11255_01h,FBgn0031478,3,23,33,25,0.6913580246913579,0.6913580246913579,NA,0.4107,0.4326,0.3093,0.5622,0.3029,0,1.1583,1
dm11255_01h,FBgn0013269,3,386,379,24,0.9695817490494301,0.9695817490494301,NA,0.5046,0.4992,0.4267,0.5703,0.9865,0,1.0042,1
dm11255_01h,FBgn0050476,3,21,36,0,0.5,0.5,NA,0.3684,0.466,0.2783,0.6646,0.7279,0,1.0967,1
dm11255_01h,FBgn0038400,3,97,228,34,0.9052924791086351,0.9052924791086351,NA,0.2985,0.319,0.2459,0.41,0.002,1,1.4725,1
dm11255_01h,FBgn0039870,3,32,33,3,0.9558823529411759,0.9558823529411759,NA,0.4923,0.49,0.366,0.6143,0.8738,0,1.0291,1
dm11255_01h,FBgn0261990,3,139,176,20,0.9402985074626871,0.9402985074626871,NA,0.4413,0.4481,0.3685,0.5306,0.2033,0,1.1146,1
dm11255_01h,FBgn0261995,3,96,93,40,0.8253275109170308,0.8253275109170308,NA,0.5079,0.5023,0.3956,0.6066,0.9587,0,1.0012,1
dm11255_01h,FBgn0024277,3,57,12,73,0.485915492957746,0.485915492957746,NA,0.8261,0.7438,0.6331,0.835,0.0005,1,0.5871,1
dm11255_01h,FBgn0261575,3,106,117,155,0.58994708994709,0.58994708994709,NA,0.4753,0.4778,0.3958,0.561,0.5933,0,1.0495,1
dm11255_01h,FBgn0035169,3,34,41,5,0.9375,0.9375,NA,0.4533,0.4637,0.3477,0.5835,0.5456,0,1.0848,1
dm11255_01h,FBgn0035165,3,207,195,48,0.893333333333333,0.893333333333333,NA,0.5149,0.5222,0.4349,0.6093,0.5982,0,0.9599,1
dm11255_01h,FBgn0263593,3,24,27,91,0.35915492957746503,0.35915492957746503,NA,0.4706,0.4787,0.3525,0.6073,0.746,0,1.0537,1
dm11255_01h,FBgn0263598,3,108,129,852,0.21763085399448998,0.21763085399448998,NA,0.4557,0.4739,0.3415,0.6133,0.6947,0,1.0652,1
dm11255_01h,FBgn0024285,3,45,31,31,0.7102803738317759,0.7102803738317759,NA,0.5921,0.5623,0.4396,0.6782,0.3052,0,0.8876,1
dm11255_01h,FBgn0064225,3,885,942,4687,0.28047282775560306,0.28047282775560306,NA,0.4844,0.4832,0.3792,0.5907,0.7394,0,1.0406,1
dm11255_01h,FBgn0031395,3,40,42,48,0.630769230769231,0.630769230769231,NA,0.4878,0.4888,0.3773,0.6019,0.8395,0,1.0299,1
dm11255_01h,FBgn0031939,3,50,61,171,0.39361702127659604,0.39361702127659604,NA,0.4505,0.4596,0.3468,0.5776,0.485,0,1.0933,1
dm11255_01h,FBgn0287825,3,121,114,308,0.432780847145488,0.432780847145488,NA,0.5149,0.5142,0.4321,0.5952,0.7248,0,0.9752,1
dm11255_01h,FBgn0051778,3,103,96,105,0.654605263157895,0.654605263157895,NA,0.5176,0.5131,0.4252,0.5999,0.7626,0,0.9779,1
dm11255_01h,FBgn0011284,3,712,806,7898,0.161214953271028,0.161214953271028,NA,0.469,0.4802,0.335,0.6304,0.7796,0,1.0537,1
dm11255_01h,FBgn0037723,3,81,81,15,0.915254237288136,0.915254237288136,NA,0.5,0.4987,0.3993,0.5982,0.9782,0,1.0078,1
dm11255_01h,FBgn0029155,3,49,34,222,0.272131147540983,0.272131147540983,NA,0.5904,0.5637,0.4301,0.6857,0.3246,0,0.8859999999999999,1
dm11255_01h,FBgn0010488,3,343,305,150,0.81203007518797,0.81203007518797,NA,0.5293,0.5286,0.4615,0.5944,0.3789,0,0.9464,1
dm11255_01h,FBgn0050423,3,48,51,343,0.223981900452489,0.223981900452489,NA,0.4848,0.4946,0.3755,0.6166,0.9239,0,1.0189,1
dm11255_01h,FBgn0038197,3,39,42,165,0.329268292682927,0.329268292682927,NA,0.4815,0.4836,0.3725,0.5952,0.7721,0,1.0408,1
dm11255_01h,FBgn0031579,3,122,272,56,0.875555555555556,0.875555555555556,NA,0.3096,0.3398,0.2551,0.4507,0.0109,1,1.4074,1
dm11255_01h,FBgn0035422,3,3378,3580,576,0.923546588797452,0.923546588797452,NA,0.4855,0.483,0.4319,0.5348,0.4848,0,1.036,1
dm11255_01h,FBgn0033138,3,48,24,70,0.5070422535211271,0.5070422535211271,NA,0.6667,0.6251,0.5048,0.7342,0.0429,1,0.7777,1
dm11255_01h,FBgn0033133,3,31,21,300,0.147727272727273,0.147727272727273,NA,0.5962,0.569,0.439,0.6915,0.2897,0,0.8759999999999999,1
dm11255_01h,FBgn0250757,3,79,71,114,0.568181818181818,0.568181818181818,NA,0.5267,0.5203,0.4224,0.6161,0.6764,0,0.9646,1
dm11255_01h,FBgn0035390,3,18,37,16,0.7746478873239441,0.7746478873239441,NA,0.3273,0.3761,0.261,0.5035,0.0565,0,1.3055,1
dm11255_01h,FBgn0005771,3,33,27,1,0.983606557377049,0.983606557377049,NA,0.55,0.5376,0.4119,0.6598,0.5528,0,0.934,1
dm11255_01h,FBgn0035398,3,41,17,14,0.805555555555556,0.805555555555556,NA,0.7069,0.653,0.5286,0.7638,0.0173,1,0.7316,1
dm11255_01h,FBgn0041194,3,126,108,2,0.9915254237288141,0.9915254237288141,NA,0.5385,0.5351,0.4457,0.6226,0.4231,0,0.9354,1
dm11255_01h,FBgn0063449,3,209,73,179,0.6117136659436011,0.6117136659436011,NA,0.7411,0.7002,0.5836,0.7842,0.005,1,0.6555,1
dm11255_01h,FBgn0262509,3,56,10,36,0.647058823529412,0.647058823529412,NA,0.8485,0.7574,0.6475,0.8467,0.0004,1,0.5660000000000001,1
dm11255_01h,FBgn0262508,3,25,25,1,0.980392156862745,0.980392156862745,NA,0.5,0.5002,0.371,0.6294,0.9962,0,1.0088,1
dm11255_01h,FBgn0039358,3,66,90,21,0.88135593220339,0.88135593220339,NA,0.4231,0.43700000000000006,0.3454,0.5338,0.1929,0,1.1419,1
dm11255_01h,FBgn0032518,3,2048,1962,967,0.8057062487442229,0.8057062487442229,NA,0.5107,0.5068,0.4108,0.6029,0.884,0,0.9911,1
dm11255_01h,FBgn0265045,3,33,31,57,0.528925619834711,0.528925619834711,NA,0.5156,0.5123,0.3912,0.6316,0.8443,0,0.983,1
dm11255_01h,FBgn0031097,3,103,112,280,0.434343434343434,0.434343434343434,NA,0.4791,0.4859,0.3792,0.5956,0.7875,0,1.0353,1
dm11255_01h,FBgn0011361,3,330,371,524,0.572244897959184,0.572244897959184,NA,0.4708,0.4739,0.389,0.5612,0.5284,0,1.058,1
dm11255_01h,FBgn0004636,3,76,103,257,0.410550458715596,0.410550458715596,NA,0.4246,0.4367,0.3419,0.5379,0.2032,0,1.1431,1
dm11255_01h,FBgn0031897,3,65,68,156,0.460207612456747,0.460207612456747,NA,0.4887,0.4844,0.3774,0.5913,0.7753,0,1.0385,1
dm11255_01h,FBgn0027094,3,133,121,46,0.846666666666667,0.846666666666667,NA,0.5236,0.5311,0.442,0.6204,0.4838,0,0.943,1
dm11255_01h,FBgn0027095,3,50,47,115,0.45754716981132104,0.45754716981132104,NA,0.5155,0.5091,0.3885,0.6289,0.878,0,0.9894,1
dm11255_01h,FBgn0034602,3,23,29,1,0.981132075471698,0.981132075471698,NA,0.4423,0.4598,0.3335,0.5903,0.5382,0,1.0953,1
dm11255_01h,FBgn0034356,3,53,85,63,0.686567164179104,0.686567164179104,NA,0.3841,0.4044,0.3112,0.5045,0.0599,0,1.2224,1
dm11255_01h,FBgn0036557,3,32,32,45,0.5871559633027521,0.5871559633027521,NA,0.5,0.4953,0.374,0.616,0.9441,0,1.0177,1
dm11255_01h,FBgn0038110,3,45,88,43,0.755681818181818,0.755681818181818,NA,0.3383,0.3633,0.271,0.4684,0.0143,1,1.3359,1
dm11255_01h,FBgn0036600,3,51,13,2,0.96969696969697,0.96969696969697,NA,0.7969,0.7114,0.5807,0.815,0.0051,1,0.6382,1
dm11255_01h,FBgn0040260,3,58,166,174,0.562814070351759,0.562814070351759,NA,0.2589,0.2992,0.2145,0.4136,0.0045,1,1.5497,1
dm11255_01h,FBgn0026418,3,79,63,375,0.274661508704062,0.274661508704062,NA,0.5563,0.5432,0.4368,0.6449,0.4121,0,0.9215,1
dm11255_01h,FBgn0023175,3,140,108,393,0.38689547581903294,0.38689547581903294,NA,0.5645,0.5502,0.4455,0.6484,0.3218,0,0.9082,1
dm11255_01h,FBgn0023174,3,330,136,180,0.7213622291021671,0.7213622291021671,NA,0.7082,0.6816,0.5526,0.7738,0.0135,1,0.6853,1
dm11255_01h,FBgn0023170,3,9628,136,351,0.965299060800791,0.965299060800791,NA,0.9861,0.6345,0.3895,0.8426,0.2701,0,0.7722,1
dm11255_01h,FBgn0267378,3,56,100,27,0.852459016393443,0.852459016393443,NA,0.359,0.3834,0.2917,0.4878,0.0311,1,1.2785,1
dm11255_01h,FBgn0267376,3,51,39,176,0.338345864661654,0.338345864661654,NA,0.5667,0.5429999999999999,0.3953,0.6807,0.5416,0,0.9261,1
dm11255_01h,FBgn0032253,3,27,22,51,0.49,0.49,NA,0.551,0.5353,0.4048,0.6615,0.5897,0,0.9389,1
dm11255_01h,FBgn0085277,3,19,27,1,0.9787234042553191,0.9787234042553191,NA,0.413,0.444,0.3116,0.5839,0.4173,0,1.1332,1
dm11255_01h,FBgn0032721,3,35,143,4,0.978021978021978,0.978021978021978,NA,0.1966,0.2627,0.1715,0.4166,0.0094,1,1.713,1
dm11255_01h,FBgn0032726,3,677,561,89,0.93293142426526,0.93293142426526,NA,0.5468,0.542,0.473,0.6077,0.20199999999999999,0,0.9211,1
dm11255_01h,FBgn0023540,3,243,173,82,0.835341365461847,0.835341365461847,NA,0.5841,0.5748,0.4927,0.6507,0.0716,0,0.8622,1
dm11255_01h,FBgn0001208,3,217,186,2,0.9950617283950619,0.9950617283950619,NA,0.5385,0.5383,0.4569,0.6165,0.3261,0,0.9288,1
dm11255_01h,FBgn0042134,3,64,89,102,0.6,0.6,NA,0.4183,0.4368,0.3448,0.5338,0.1938,0,1.1425,1
dm11255_01h,FBgn0042138,3,36,100,277,0.329297820823244,0.329297820823244,NA,0.2647,0.3363,0.2262,0.4798,0.0293,1,1.4289,1
dm11255_01h,FBgn0035985,3,86,117,100,0.6699669966996701,0.6699669966996701,NA,0.4236,0.4342,0.3317,0.5451,0.2189,0,1.1504,1
dm11255_01h,FBgn0022702,3,40,55,16,0.855855855855856,0.855855855855856,NA,0.4211,0.4338,0.3269,0.5465,0.2375,0,1.1522,1
dm11255_01h,FBgn0022709,3,294,281,29,0.9519867549668871,0.9519867549668871,NA,0.5113,0.5189,0.4443,0.5933,0.6015,0,0.9655,1
dm11255_01h,FBgn0035181,3,22,21,69,0.38392857142857106,0.38392857142857106,NA,0.5116,0.5056,0.3628,0.6466,0.935,0,0.9996,1
dm11255_01h,FBgn0267033,3,33,21,209,0.20532319391635,0.20532319391635,NA,0.6111,0.5809,0.4536,0.7006,0.2096,0,0.8545,1
dm11255_01h,FBgn0052423,3,101,105,330,0.384328358208955,0.384328358208955,NA,0.4903,0.4926,0.4097,0.5760000000000001,0.8584,0,1.0187,1
dm11255_01h,FBgn0028950,3,18,82,130,0.43478260869565205,0.43478260869565205,NA,0.18,0.2496,0.1645,0.3601,0.0009,1,1.7644,1
dm11255_01h,FBgn0037763,3,225,247,76,0.8613138686131391,0.8613138686131391,NA,0.4767,0.4841,0.4093,0.5608,0.6604,0,1.0357,1
