comparison,FEATURE_ID,dm11255_01h_num_reps,counts_dm11255_01h_g1,counts_dm11255_01h_g2,counts_dm11255_01h_both,prior_dm11255_01h_g1,prior_dm11255_01h_g2,H3_independence_Bayes_evidence,dm11255_01h_sampleprop,dm11255_01h_theta,dm11255_01h_q025,dm11255_01h_q975,dm11255_01h_Bayes_evidence,dm11255_01h_AI_decision,alpha1_postmean,flaganalyze
dm11255_01h,FBgn0027560,3,43,77,1730,0.0648648648648648,0.0648648648648648,NA,0.3583,0.4137,0.2629,0.5915,0.305,0,1.2154,1
dm11255_01h,FBgn0027561,3,37,54,101,0.4739583333333329,0.4739583333333329,NA,0.4066,0.4347,0.3079,0.5748,0.3302,0,1.1544,1
dm11255_01h,FBgn0036173,3,101,1,89,0.534031413612565,0.534031413612565,NA,0.9902,0.7174,0.4235,0.9173,0.1503,0,0.6347,1
dm11255_01h,FBgn0010435,3,218,200,254,0.6220238095238101,0.6220238095238101,NA,0.5215,0.5119,0.4283,0.5934,0.7598,0,0.9798,1
dm11255_01h,FBgn0036116,3,49,35,10,0.8936170212765959,0.8936170212765959,NA,0.5833,0.565,0.4471,0.6768,0.2686,0,0.8823,1
dm11255_01h,FBgn0033439,3,87,45,4,0.970588235294118,0.970588235294118,NA,0.6591,0.6344,0.5306,0.7254,0.0164,1,0.7612,1
dm11255_01h,FBgn0051901,3,45,7,5,0.912280701754386,0.912280701754386,NA,0.8654,0.7526,0.6237,0.8515,0.0025,1,0.5735,1
dm11255_01h,FBgn0035876,3,28,22,8,0.8620689655172409,0.8620689655172409,NA,0.56,0.5426,0.4069,0.6729999999999999,0.5259,0,0.9256,1
dm11255_01h,FBgn0035871,3,112,146,29,0.898954703832753,0.898954703832753,NA,0.4341,0.4455,0.3587,0.5378,0.2242,0,1.1215,1
dm11255_01h,FBgn0032472,3,148,99,4,0.98406374501992,0.98406374501992,NA,0.5992,0.5749,0.4723,0.6659999999999999,0.1342,0,0.863,1
dm11255_01h,FBgn0003041,3,20,27,3,0.94,0.94,NA,0.4255,0.4496,0.3189,0.5854,0.4616,0,1.1195,1
dm11255_01h,FBgn0034614,3,43,15,2,0.966666666666667,0.966666666666667,NA,0.7414,0.6687,0.5326,0.7813,0.0202,1,0.7065,1
dm11255_01h,FBgn0263081,3,72,53,49,0.718390804597701,0.718390804597701,NA,0.5760000000000001,0.5619,0.4547,0.6634,0.2453,0,0.8871,1
dm11255_01h,FBgn0004432,3,658,215,6643,0.116152208621607,0.116152208621607,NA,0.7537,0.7136,0.6109,0.7864,0.002,1,0.6342,1
dm11255_01h,FBgn0035207,3,34,16,42,0.543478260869565,0.543478260869565,NA,0.68,0.6244,0.4917,0.7443,0.0644,0,0.7795,1
dm11255_01h,FBgn0261020,3,37,30,57,0.540322580645161,0.540322580645161,NA,0.5522,0.5353,0.4084,0.6564,0.5728,0,0.9385,1
dm11255_01h,FBgn0266696,3,32,36,105,0.393063583815029,0.393063583815029,NA,0.4706,0.4768,0.3599,0.5944,0.6994,0,1.056,1
dm11255_01h,FBgn0031971,3,284,319,10,0.9836867862969001,0.9836867862969001,NA,0.47100000000000003,0.4736,0.4015,0.5478,0.4511,0,1.0575,1
dm11255_01h,FBgn0034180,3,18,25,13,0.767857142857143,0.767857142857143,NA,0.4186,0.4444,0.3147,0.5807,0.4142,0,1.1318,1
dm11255_01h,FBgn0034181,3,41,55,112,0.46153846153846206,0.46153846153846206,NA,0.4271,0.4397,0.3286,0.5569,0.2982,0,1.1388,1
dm11255_01h,FBgn0030510,3,32,48,33,0.7079646017699109,0.7079646017699109,NA,0.4,0.4297,0.3176,0.5513,0.2391,0,1.1632,1
dm11255_01h,FBgn0010228,3,278,183,878,0.34428678117998496,0.34428678117998496,NA,0.603,0.5909,0.4763,0.6913,0.109,0,0.8357,1
dm11255_01h,FBgn0040102,3,54,43,48,0.668965517241379,0.668965517241379,NA,0.5567,0.5427,0.4163,0.6632,0.4858,0,0.9242,1
dm11255_01h,FBgn0026570,3,22,23,15,0.75,0.75,NA,0.4889,0.5015,0.3641,0.6399,0.986,0,1.0073,1
dm11255_01h,FBgn0260855,3,43,20,139,0.311881188118812,0.311881188118812,NA,0.6825,0.635,0.5132,0.745,0.0309,1,0.7613,1
dm11255_01h,FBgn0036588,3,66,38,1,0.99047619047619,0.99047619047619,NA,0.6346,0.6073,0.4976,0.7076,0.0546,0,0.8071,1
dm11255_01h,FBgn0036589,3,292,246,201,0.7280108254397829,0.7280108254397829,NA,0.5428,0.5407,0.4412,0.6337,0.3811,0,0.9254,1
dm11255_01h,FBgn0032803,3,62,73,78,0.6338028169014079,0.6338028169014079,NA,0.4593,0.4676,0.3648,0.5739,0.5346,0,1.074,1
dm11255_01h,FBgn0263316,3,24,46,10,0.875,0.875,NA,0.3429,0.3853,0.2729,0.5091,0.0673,0,1.2785,1
dm11255_01h,FBgn0020508,3,111,88,6,0.970731707317073,0.970731707317073,NA,0.5578,0.5497,0.4565,0.6386,0.2775,0,0.9083,1
dm11255_01h,FBgn0035600,3,347,9,895,0.284572342126299,0.284572342126299,NA,0.9747,0.7329,0.4493,0.9419,0.1081,0,0.6066,1
dm11255_01h,FBgn0035601,3,173,3,294,0.37446808510638296,0.37446808510638296,NA,0.983,0.7012,0.4231,0.9231,0.161,0,0.6605,1
dm11255_01h,FBgn0035603,3,146,164,3,0.9904153354632591,0.9904153354632591,NA,0.47100000000000003,0.4784,0.3967,0.5634,0.597,0,1.0483,1
dm11255_01h,FBgn0003721,3,65,78,1862,0.0713216957605985,0.0713216957605985,NA,0.4545,0.4547,0.3558,0.5556,0.3708,0,1.102,1
dm11255_01h,FBgn0025682,3,155,61,32,0.870967741935484,0.870967741935484,NA,0.7176,0.6901,0.6027,0.7641,0.0008,1,0.6709999999999999,1
dm11255_01h,FBgn0043471,3,174,168,0,0.5,0.5,NA,0.5088,0.5012,0.2986,0.7032,0.9918,0,1.0218,1
dm11255_01h,FBgn0040653,3,519,1059,26,0.9837905236907729,0.9837905236907729,NA,0.3289,0.3496,0.2903,0.4208,0.0011,1,1.3695,1
dm11255_01h,FBgn0003189,3,49,47,13,0.8807339449541279,0.8807339449541279,NA,0.5104,0.511,0.401,0.6201,0.8408,0,0.9842,1
dm11255_01h,FBgn0037973,3,104,2,240,0.30635838150289,0.30635838150289,NA,0.9811,0.7495,0.4718,0.9118,0.0773,0,0.5808,1
dm11255_01h,FBgn0000579,3,750,811,85,0.9483596597812879,0.9483596597812879,NA,0.4805,0.4806,0.4182,0.544,0.5146,0,1.0419,1
dm11255_01h,FBgn0259736,3,101,90,4,0.9794871794871791,0.9794871794871791,NA,0.5288,0.5218,0.4254,0.616,0.6386,0,0.9615,1
dm11255_01h,FBgn0011327,3,130,157,110,0.7229219143576829,0.7229219143576829,NA,0.45299999999999996,0.4433,0.3531,0.5358,0.2122,0,1.1267,1
dm11255_01h,FBgn0011638,3,54,56,133,0.452674897119342,0.452674897119342,NA,0.4909,0.4982,0.3886,0.6092,0.9715,0,1.0102,1
dm11255_01h,FBgn0262965,3,31,22,19,0.7361111111111109,0.7361111111111109,NA,0.5849,0.5474,0.4058,0.6792,0.4909,0,0.9171,1
dm11255_01h,FBgn0050344,3,37,73,97,0.531400966183575,0.531400966183575,NA,0.3364,0.3625,0.2566,0.4869,0.0336,1,1.3429,1
dm11255_01h,FBgn0050349,3,49,99,7,0.954838709677419,0.954838709677419,NA,0.3311,0.3744,0.2666,0.5056,0.0586,0,1.3091,1
dm11255_01h,FBgn0040734,3,71,688,69,0.916666666666667,0.916666666666667,NA,0.0935,0.1346,0.0886,0.2526,0.0018,1,2.6104,1
dm11255_01h,FBgn0040735,3,2972,1080,75,0.9818269929731039,0.9818269929731039,NA,0.7335,0.7231,0.6034,0.8012,0.0035,1,0.6197,1
dm11255_01h,FBgn0040736,3,1177,1991,1799,0.637809542983692,0.637809542983692,NA,0.3715,0.3853,0.2958,0.4939,0.0414,1,1.2732,1
dm11255_01h,FBgn0040732,3,1278,93,388,0.7794201250710631,0.7794201250710631,NA,0.9322,0.9079999999999999,0.8102,0.9367,0.0013,1,0.3159,1
dm11255_01h,FBgn0040733,3,2811,5949,1608,0.844907407407407,0.844907407407407,NA,0.3209,0.3319,0.2538,0.4358,0.0059,1,1.4311,1
dm11255_01h,FBgn0051694,3,111,75,9,0.953846153846154,0.953846153846154,NA,0.5968,0.574,0.4732,0.6652,0.1372,0,0.8646,1
dm11255_01h,FBgn0005585,3,111,157,2494,0.0970311368573497,0.0970311368573497,NA,0.4142,0.4332,0.2853,0.5991,0.4032,0,1.1641,1
dm11255_01h,FBgn0267330,3,50,41,224,0.288888888888889,0.288888888888889,NA,0.5495,0.5174,0.3766,0.6522,0.7949,0,0.9754,1
dm11255_01h,FBgn0029506,3,94,80,578,0.231382978723404,0.231382978723404,NA,0.5402,0.546,0.3898,0.691,0.5334,0,0.9215,1
dm11255_01h,FBgn0023507,3,153,144,192,0.607361963190184,0.607361963190184,NA,0.5152,0.5154,0.3948,0.6332,0.7918,0,0.9767,1
dm11255_01h,FBgn0032494,3,55,75,94,0.5803571428571429,0.5803571428571429,NA,0.4231,0.4402,0.3297,0.5595,0.299,0,1.1377,1
dm11255_01h,FBgn0053198,3,26,51,2,0.974683544303797,0.974683544303797,NA,0.3377,0.3778,0.266,0.5062,0.0608,0,1.2999,1
dm11255_01h,FBgn0019936,3,2810,3258,2192,0.734624697336562,0.734624697336562,NA,0.4631,0.4707,0.3897,0.5555,0.4538,0,1.0647,1
dm11255_01h,FBgn0003068,3,30,25,0,0.5,0.5,NA,0.5455,0.513,0.3195,0.7035,0.8937,0,0.9941,1
dm11255_01h,FBgn0031436,3,214,327,68,0.888341543513957,0.888341543513957,NA,0.3956,0.4029,0.326,0.49,0.0335,1,1.2236,1
dm11255_01h,FBgn0040777,3,28,36,139,0.31527093596059097,0.31527093596059097,NA,0.4375,0.4668,0.3285,0.6118,0.6362,0,1.082,1
dm11255_01h,FBgn0028331,3,46,40,160,0.349593495934959,0.349593495934959,NA,0.5349,0.5264,0.4095,0.6404,0.6505,0,0.9547,1
dm11255_01h,FBgn0028646,3,140,145,224,0.5599214145383101,0.5599214145383101,NA,0.4912,0.4858,0.3921,0.5807,0.7588,0,1.0339,1
dm11255_01h,FBgn0035147,3,92,97,281,0.402127659574468,0.402127659574468,NA,0.4868,0.4899,0.3369,0.6455,0.892,0,1.0344,1
dm11255_01h,FBgn0038463,3,59,45,5,0.9541284403669721,0.9541284403669721,NA,0.5673,0.5592,0.4446,0.6689,0.2927,0,0.8925,1
dm11255_01h,FBgn0035142,3,29,39,110,0.38202247191011207,0.38202247191011207,NA,0.4265,0.4433,0.3256,0.5673,0.358,0,1.1317,1
dm11255_01h,FBgn0034432,3,197,229,17,0.9616252821670429,0.9616252821670429,NA,0.4624,0.4649,0.3902,0.5417,0.34700000000000003,0,1.0765,1
dm11255_01h,FBgn0038723,3,14,53,59,0.531746031746032,0.531746031746032,NA,0.209,0.2897,0.1874,0.4172,0.004,1,1.5956,1
dm11255_01h,FBgn0010808,3,123,158,13,0.95578231292517,0.95578231292517,NA,0.4377,0.4498,0.3626,0.5417,0.26,0,1.1118,1
dm11255_01h,FBgn0036702,3,32,39,76,0.48299319727891105,0.48299319727891105,NA,0.4507,0.4572,0.336,0.5821,0.4953,0,1.1004,1
dm11255_01h,FBgn0031450,3,29,22,14,0.7846153846153849,0.7846153846153849,NA,0.5686,0.5491,0.4174,0.6753,0.4533,0,0.9129,1
dm11255_01h,FBgn0031453,3,168,195,1815,0.166666666666667,0.166666666666667,NA,0.4628,0.4698,0.2943,0.6541,0.7399,0,1.0844,1
dm11255_01h,FBgn0034724,3,43,61,273,0.27586206896551696,0.27586206896551696,NA,0.4135,0.4426,0.3189,0.5761,0.3766,0,1.1348,1
dm11255_01h,FBgn0037163,3,36,69,30,0.7777777777777779,0.7777777777777779,NA,0.3429,0.3739,0.2759,0.4819,0.0259,1,1.3066,1
dm11255_01h,FBgn0030396,3,31,48,32,0.711711711711712,0.711711711711712,NA,0.3924,0.4143,0.3062,0.5294,0.1401,0,1.2004,1
dm11255_01h,FBgn0025866,3,24,21,7,0.8653846153846151,0.8653846153846151,NA,0.5333,0.5234,0.3892,0.655,0.7295,0,0.9626,1
dm11255_01h,FBgn0265669,3,117,125,17,0.934362934362934,0.934362934362934,NA,0.4835,0.503,0.41,0.6004,0.9663,0,0.9987,1
dm11255_01h,FBgn0051717,3,78,87,19,0.8967391304347829,0.8967391304347829,NA,0.4727,0.4841,0.3844,0.5876,0.7449,0,1.0382,1
dm11255_01h,FBgn0004047,3,295,587,1684,0.343725643024162,0.343725643024162,NA,0.3345,0.3947,0.256,0.5635,0.1979,0,1.2629,1
dm11255_01h,FBgn0003890,3,154,122,125,0.688279301745636,0.688279301745636,NA,0.5579999999999999,0.552,0.4488,0.6498,0.2923,0,0.9048,1
dm11255_01h,FBgn0003891,3,110,109,253,0.46398305084745795,0.46398305084745795,NA,0.5023,0.5014,0.4097,0.5928,0.9743,0,1.0016,1
dm11255_01h,FBgn0011230,3,92,69,51,0.7594339622641508,0.7594339622641508,NA,0.5714,0.5608,0.4677,0.6502,0.1962,0,0.8881,1
dm11255_01h,FBgn0031327,3,99,92,5,0.974489795918367,0.974489795918367,NA,0.5183,0.511,0.418,0.6033,0.807,0,0.9824,1
dm11255_01h,FBgn0033663,3,83,86,410,0.291882556131261,0.291882556131261,NA,0.4911,0.5065,0.3982,0.6172,0.9125,0,0.9933,1
dm11255_01h,FBgn0001125,3,568,561,38,0.9674378748928879,0.9674378748928879,NA,0.5031,0.5034,0.4226,0.5842,0.9279999999999999,0,0.9965,1
dm11255_01h,FBgn0283510,3,55,32,14,0.8613861386138609,0.8613861386138609,NA,0.6322,0.6015,0.4877,0.706,0.0775,0,0.8173,1
dm11255_01h,FBgn0003517,3,940,844,7605,0.19000958568537601,0.19000958568537601,NA,0.5269,0.5183,0.3651,0.6663,0.8021,0,0.9753,1
dm11255_01h,FBgn0002022,3,45,37,7,0.9213483146067422,0.9213483146067422,NA,0.5488,0.5407,0.4235,0.6546,0.4868,0,0.9272,1
dm11255_01h,FBgn0261437,3,75,85,9,0.9467455621301779,0.9467455621301779,NA,0.4688,0.4753,0.3795,0.5742,0.6081,0,1.0564,1
dm11255_01h,FBgn0039259,3,100,108,41,0.835341365461847,0.835341365461847,NA,0.4808,0.4964,0.4027,0.5931,0.9306,0,1.0121,1
dm11255_01h,FBgn0035298,3,60,58,7,0.9440000000000001,0.9440000000000001,NA,0.5085,0.508,0.4018,0.6137,0.8788,0,0.9898,1
dm11255_01h,FBgn0286516,3,72,88,867,0.155793573515092,0.155793573515092,NA,0.45,0.4601,0.337,0.5902,0.5226,0,1.0941,1
dm11255_01h,FBgn0262579,3,29,36,159,0.29017857142857106,0.29017857142857106,NA,0.4462,0.4587,0.3436,0.5771,0.4941,0,1.0959,1
dm11255_01h,FBgn0015024,3,59,63,666,0.15482233502538098,0.15482233502538098,NA,0.4836,0.48200000000000004,0.3821,0.5827,0.7232,0,1.0426,1
dm11255_01h,FBgn0263080,3,50,89,5,0.9652777777777779,0.9652777777777779,NA,0.3597,0.3836,0.2926,0.4832,0.0244,1,1.2777,1
