comparison,FEATURE_ID,dm11037_01h_num_reps,counts_dm11037_01h_g1,counts_dm11037_01h_g2,counts_dm11037_01h_both,prior_dm11037_01h_g1,prior_dm11037_01h_g2,H3_independence_Bayes_evidence,dm11037_01h_sampleprop,dm11037_01h_theta,dm11037_01h_q025,dm11037_01h_q975,dm11037_01h_Bayes_evidence,dm11037_01h_AI_decision,alpha1_postmean,flaganalyze
dm11037_01h,FBgn0031436,3,355,331,126,0.8448275862068969,0.8448275862068969,NA,0.5175,0.5159,0.4489,0.5819,0.6214,0,0.9708,1
dm11037_01h,FBgn0028646,3,20,61,477,0.145161290322581,0.145161290322581,NA,0.2469,0.3021,0.2088,0.4099,0.0007,1,1.5406,1
dm11037_01h,FBgn0035147,3,105,122,422,0.34976887519260397,0.34976887519260397,NA,0.4626,0.4684,0.3746,0.5661,0.5025,0,1.0712,1
dm11037_01h,FBgn0038463,3,44,39,7,0.922222222222222,0.922222222222222,NA,0.5301,0.5239,0.4101,0.6349,0.6758,0,0.9593,1
dm11037_01h,FBgn0031914,3,54,23,110,0.411764705882353,0.411764705882353,NA,0.7013,0.6545,0.5346,0.759,0.0147,1,0.7290000000000001,1
dm11037_01h,FBgn0034432,3,43,38,296,0.214854111405835,0.214854111405835,NA,0.5309,0.5244,0.4129,0.6328,0.6632,0,0.958,1
dm11037_01h,FBgn0017581,3,30,42,731,0.0896637608966376,0.0896637608966376,NA,0.4167,0.4363,0.3249,0.5524,0.2773,0,1.147,1
dm11037_01h,FBgn0038723,3,27,19,49,0.484210526315789,0.484210526315789,NA,0.5870000000000001,0.5598,0.4273,0.6861,0.3694,0,0.8931,1
dm11037_01h,FBgn0019982,3,60,124,20,0.901960784313726,0.901960784313726,NA,0.3261,0.3637,0.2665,0.4849,0.032,1,1.3371,1
dm11037_01h,FBgn0010808,3,145,132,13,0.955172413793104,0.955172413793104,NA,0.5235,0.5207,0.4399,0.6006,0.6028,0,0.9625,1
dm11037_01h,FBgn0010803,3,29,24,3,0.9464285714285708,0.9464285714285708,NA,0.5472,0.5333,0.4052,0.6587,0.6066,0,0.9425,1
dm11037_01h,FBgn0031450,3,22,19,27,0.602941176470588,0.602941176470588,NA,0.5366,0.5246,0.3892,0.6573,0.7205,0,0.9605,1
dm11037_01h,FBgn0031453,3,96,200,1938,0.132497761862131,0.132497761862131,NA,0.3243,0.3788,0.261,0.525,0.0948,0,1.3,1
dm11037_01h,FBgn0034724,3,60,41,270,0.272237196765499,0.272237196765499,NA,0.5941,0.5753,0.4666,0.6778,0.1663,0,0.8629,1
dm11037_01h,FBgn0037163,3,74,71,22,0.8682634730538921,0.8682634730538921,NA,0.5103,0.5102,0.4119,0.6079,0.8372,0,0.9846,1
dm11037_01h,FBgn0026598,3,21,16,78,0.321739130434783,0.321739130434783,NA,0.5676,0.5434,0.4027,0.6778,0.5397,0,0.9246,1
dm11037_01h,FBgn0025866,3,22,19,5,0.891304347826087,0.891304347826087,NA,0.5366,0.525,0.3863,0.6607,0.7192,0,0.9601,1
dm11037_01h,FBgn0033844,3,30,30,20,0.75,0.75,NA,0.5,0.5006,0.3804,0.6213,0.9937,0,1.0067,1
dm11037_01h,FBgn0051717,3,74,53,12,0.913669064748201,0.913669064748201,NA,0.5827,0.5691,0.4655,0.667,0.1798,0,0.8737,1
dm11037_01h,FBgn0031143,3,34,19,151,0.25980392156862697,0.25980392156862697,NA,0.6415,0.5985,0.4744,0.7116,0.1164,0,0.8232,1
dm11037_01h,FBgn0034646,3,20,20,15,0.7272727272727271,0.7272727272727271,NA,0.5,0.4999,0.3636,0.6361,0.9983,0,1.0105,1
dm11037_01h,FBgn0004045,3,1183,1036,42,0.9814241486068108,0.9814241486068108,NA,0.5331,0.5313,0.4685,0.5919,0.2875,0,0.9409,1
dm11037_01h,FBgn0003890,3,63,78,299,0.320454545454545,0.320454545454545,NA,0.4468,0.4563,0.3569,0.5594,0.3902,0,1.0986,1
dm11037_01h,FBgn0003891,3,126,100,262,0.46311475409836106,0.46311475409836106,NA,0.5575,0.5508,0.4675,0.6318,0.2263,0,0.9057,1
dm11037_01h,FBgn0011230,3,93,65,24,0.8681318681318679,0.8681318681318679,NA,0.5886,0.5727,0.4732,0.6656,0.1432,0,0.867,1
dm11037_01h,FBgn0020622,3,19,35,28,0.658536585365854,0.658536585365854,NA,0.3519,0.395,0.2769,0.5235,0.1069,0,1.2533,1
dm11037_01h,FBgn0033663,3,67,35,287,0.26221079691516697,0.26221079691516697,NA,0.6569,0.6274,0.5251,0.7219,0.0167,1,0.773,1
dm11037_01h,FBgn0033669,3,44,44,1,0.98876404494382,0.98876404494382,NA,0.5,0.4993,0.38799999999999996,0.6109,0.9899,0,1.0081,1
dm11037_01h,FBgn0001125,3,511,528,44,0.959372114496768,0.959372114496768,NA,0.4918,0.4921,0.4304,0.5546,0.7902,0,1.0179,1
dm11037_01h,FBgn0035625,3,61,53,190,0.375,0.375,NA,0.5351,0.5288,0.4295,0.6251,0.5578,0,0.9482,1
dm11037_01h,FBgn0283510,3,39,47,14,0.86,0.86,NA,0.4535,0.4626,0.3542,0.5741,0.5026,0,1.0859999999999999,1
dm11037_01h,FBgn0003517,3,615,581,6531,0.154781933480005,0.154781933480005,NA,0.5142,0.5115,0.4042,0.6184,0.8203,0,0.9828,1
dm11037_01h,FBgn0002022,3,33,20,8,0.868852459016393,0.868852459016393,NA,0.6226,0.5868,0.4583,0.7070000000000001,0.1799,0,0.8441,1
dm11037_01h,FBgn0039259,3,108,84,3,0.9846153846153849,0.9846153846153849,NA,0.5625,0.5538,0.4618,0.6419,0.2376,0,0.9007,1
dm11037_01h,FBgn0039254,3,24,14,6,0.8636363636363641,0.8636363636363641,NA,0.6316,0.5855,0.4457,0.7162,0.2229,0,0.8472,1
dm11037_01h,FBgn0035298,3,23,38,58,0.512605042016807,0.512605042016807,NA,0.377,0.4091,0.2953,0.5325,0.142,0,1.2152,1
dm11037_01h,FBgn0286516,3,174,171,724,0.322731524789523,0.322731524789523,NA,0.5043,0.5037,0.4303,0.5771,0.9211,0,0.9955,1
dm11037_01h,FBgn0262579,3,49,3,154,0.252427184466019,0.252427184466019,NA,0.9423,0.7972,0.6890000000000001,0.8779,0.0003,1,0.5035,1
dm11037_01h,FBgn0263080,3,82,99,9,0.9526315789473679,0.9526315789473679,NA,0.45299999999999996,0.45799999999999996,0.3685,0.5498,0.355,0,1.0934,1
dm11037_01h,FBgn0030334,3,28,30,27,0.6823529411764712,0.6823529411764712,NA,0.4828,0.4875,0.364,0.6117,0.8424,0,1.0344,1
dm11037_01h,FBgn0027525,3,45,37,153,0.348936170212766,0.348936170212766,NA,0.5488,0.5386,0.4293,0.6451,0.485,0,0.9306,1
dm11037_01h,FBgn0034371,3,22,36,55,0.513274336283186,0.513274336283186,NA,0.3793,0.4121,0.2969,0.5352,0.156,0,1.2077,1
dm11037_01h,FBgn0040717,3,90,126,15,0.935064935064935,0.935064935064935,NA,0.4167,0.4099,0.3179,0.5061,0.0631,0,1.208,1
dm11037_01h,FBgn0026439,3,187,191,96,0.79746835443038,0.79746835443038,NA,0.4947,0.4965,0.4234,0.5697,0.922,0,1.0099,1
dm11037_01h,FBgn0050360,3,45,79,692,0.15196078431372598,0.15196078431372598,NA,0.3629,0.3886,0.2928,0.4929,0.0372,1,1.265,1
dm11037_01h,FBgn0031478,3,32,28,16,0.7894736842105259,0.7894736842105259,NA,0.5333,0.5258,0.3994,0.6495,0.6859,0,0.9571,1
dm11037_01h,FBgn0021800,3,31,43,34,0.6851851851851851,0.6851851851851851,NA,0.4189,0.4409,0.3274,0.5601,0.3244,0,1.1364,1
dm11037_01h,FBgn0030872,3,34,23,14,0.8028169014084509,0.8028169014084509,NA,0.5965,0.5699,0.4448,0.6885,0.2649,0,0.8739,1
dm11037_01h,FBgn0032704,3,33,32,126,0.340314136125654,0.340314136125654,NA,0.5077,0.5053,0.3903,0.6189,0.9283,0,0.9964,1
dm11037_01h,FBgn0050476,3,25,20,0,0.5,0.5,NA,0.5556,0.5171,0.32899999999999996,0.7002,0.8542,0,0.9844,1
dm11037_01h,FBgn0038400,3,142,173,28,0.918367346938776,0.918367346938776,NA,0.4508,0.4585,0.3629,0.5582,0.3823,0,1.0931,1
dm11037_01h,FBgn0039870,3,20,24,3,0.936170212765958,0.936170212765958,NA,0.4545,0.4702,0.336,0.6085,0.6664,0,1.0736,1
dm11037_01h,FBgn0261990,3,277,297,40,0.9348534201954399,0.9348534201954399,NA,0.4826,0.4857,0.4147,0.5572,0.6815,0,1.0319,1
dm11037_01h,FBgn0261995,3,97,127,35,0.8648648648648649,0.8648648648648649,NA,0.433,0.4414,0.3619,0.5245,0.1606,0,1.1299,1
dm11037_01h,FBgn0024277,3,71,8,81,0.49375,0.49375,NA,0.8987,0.7685,0.6535,0.8477,0.0016,1,0.5487,1
dm11037_01h,FBgn0261575,3,116,180,291,0.504258943781942,0.504258943781942,NA,0.3919,0.4071,0.3293,0.4926,0.0353,1,1.2129,1
dm11037_01h,FBgn0029002,3,92,86,28,0.864077669902913,0.864077669902913,NA,0.5169,0.5129,0.4192,0.6057,0.7834,0,0.9788,1
dm11037_01h,FBgn0029006,3,14,34,14,0.7741935483870971,0.7741935483870971,NA,0.2917,0.3644,0.2406,0.5092,0.0642,0,1.3435,1
dm11037_01h,FBgn0286198,3,24,38,15,0.8051948051948051,0.8051948051948051,NA,0.3871,0.4174,0.3017,0.5417,0.1851,0,1.1943,1
dm11037_01h,FBgn0263593,3,33,36,101,0.405882352941176,0.405882352941176,NA,0.4783,0.4841,0.3635,0.6055,0.7983,0,1.0411,1
dm11037_01h,FBgn0263599,3,16,50,53,0.5546218487394959,0.5546218487394959,NA,0.2424,0.3109,0.2076,0.4349,0.0059,1,1.5132,1
dm11037_01h,FBgn0031392,3,17,42,17,0.7763157894736842,0.7763157894736842,NA,0.2881,0.3461,0.2341,0.4731,0.0196,1,1.3954,1
dm11037_01h,FBgn0031937,3,24,24,46,0.51063829787234,0.51063829787234,NA,0.5,0.5003,0.3702,0.6287,0.9951,0,1.0087,1
dm11037_01h,FBgn0064225,3,742,834,3607,0.30407100135056897,0.30407100135056897,NA,0.4708,0.4728,0.4141,0.5328,0.3465,0,1.058,1
dm11037_01h,FBgn0031395,3,40,52,45,0.671532846715329,0.671532846715329,NA,0.4348,0.4476,0.33899999999999997,0.5608,0.3504,0,1.1199,1
dm11037_01h,FBgn0031939,3,48,58,193,0.354515050167224,0.354515050167224,NA,0.4528,0.4618,0.3589,0.5672,0.4715,0,1.0869,1
dm11037_01h,FBgn0043535,3,39,25,51,0.556521739130435,0.556521739130435,NA,0.6094,0.5865,0.46299999999999997,0.7022,0.1634,0,0.8442,1
dm11037_01h,FBgn0043534,3,25,26,7,0.879310344827586,0.879310344827586,NA,0.4902,0.4919,0.3594,0.625,0.9014,0,1.0264,1
dm11037_01h,FBgn0287825,3,123,125,312,0.4428571428571429,0.4428571428571429,NA,0.496,0.4964,0.4168,0.5766,0.9239,0,1.0107,1
dm11037_01h,FBgn0028970,3,17,34,1,0.9807692307692311,0.9807692307692311,NA,0.3333,0.4144,0.2616,0.598,0.3131,0,1.2142,1
dm11037_01h,FBgn0031645,3,75,3,15,0.8387096774193549,0.8387096774193549,NA,0.9615,0.8279,0.6559999999999999,0.9083,0.0058,1,0.45399999999999996,1
dm11037_01h,FBgn0051777,3,76,109,78,0.703422053231939,0.703422053231939,NA,0.4108,0.424,0.3397,0.5141,0.094,0,1.1719,1
dm11037_01h,FBgn0051778,3,88,83,45,0.791666666666667,0.791666666666667,NA,0.5146,0.5012,0.4016,0.5988,0.9763,0,1.0027,1
dm11037_01h,FBgn0000308,3,43,22,2215,0.0285087719298245,0.0285087719298245,NA,0.6615,0.6225,0.5065,0.7294,0.0391,1,0.7819,1
dm11037_01h,FBgn0037140,3,24,22,7,0.867924528301887,0.867924528301887,NA,0.5217,0.5152,0.3817,0.647,0.8238,0,0.9789,1
dm11037_01h,FBgn0003134,3,93,101,270,0.41810344827586204,0.41810344827586204,NA,0.4794,0.4813,0.3955,0.5679,0.664,0,1.0426,1
dm11037_01h,FBgn0029155,3,31,24,228,0.19434628975265,0.19434628975265,NA,0.5636,0.5443,0.4142,0.6706,0.4992,0,0.9218,1
dm11037_01h,FBgn0283651,3,28,35,8,0.887323943661972,0.887323943661972,NA,0.4444,0.4586,0.3412,0.5808,0.4981,0,1.0964,1
dm11037_01h,FBgn0010482,3,26,27,232,0.185964912280702,0.185964912280702,NA,0.4906,0.4933,0.371,0.6175,0.9088,0,1.0221,1
dm11037_01h,FBgn0050423,3,55,54,271,0.286842105263158,0.286842105263158,NA,0.5046,0.5012,0.3837,0.6188,0.985,0,1.005,1
dm11037_01h,FBgn0263863,3,29,29,58,0.5,0.5,NA,0.5,0.5003,0.3777,0.6232,0.9967,0,1.0076,1
dm11037_01h,FBgn0038197,3,32,43,143,0.34403669724770597,0.34403669724770597,NA,0.4267,0.4438,0.3323,0.5604,0.336,0,1.1293,1
dm11037_01h,FBgn0031579,3,127,220,51,0.8718592964824119,0.8718592964824119,NA,0.366,0.4191,0.2831,0.5755,0.2843,0,1.1962,1
dm11037_01h,FBgn0035425,3,38,39,211,0.267361111111111,0.267361111111111,NA,0.4935,0.4946,0.3829,0.6067,0.9256,0,1.0178,1
dm11037_01h,FBgn0035422,3,5268,112,706,0.8839960565231679,0.8839960565231679,NA,0.9792,0.6912,0.4315,0.9416,0.147,0,0.6752,1
dm11037_01h,FBgn0033137,3,46,31,80,0.490445859872611,0.490445859872611,NA,0.5974,0.5711,0.4523,0.6826,0.2293,0,0.8713,1
dm11037_01h,FBgn0250757,3,60,63,100,0.551569506726457,0.551569506726457,NA,0.4878,0.4908,0.3899,0.5921,0.8590000000000001,0,1.0242,1
dm11037_01h,FBgn0035392,3,15,17,20,0.615384615384615,0.615384615384615,NA,0.4688,0.4802,0.3346,0.6274,0.7938,0,1.0538,1
dm11037_01h,FBgn0034232,3,14,38,29,0.641975308641975,0.641975308641975,NA,0.2692,0.3408,0.2271,0.4715,0.0202,1,1.4136,1
dm11037_01h,FBgn0005771,3,26,25,2,0.9622641509433959,0.9622641509433959,NA,0.5098,0.5064,0.3759,0.6353,0.9214,0,0.9962,1
dm11037_01h,FBgn0035398,3,52,10,20,0.75609756097561,0.75609756097561,NA,0.8387,0.7424,0.6244,0.8363,0.0011,1,0.5894,1
dm11037_01h,FBgn0010222,3,41,24,67,0.492424242424242,0.492424242424242,NA,0.6308,0.5982,0.479,0.7098,0.1051,0,0.8235,1
dm11037_01h,FBgn0002787,3,44,66,519,0.174880763116057,0.174880763116057,NA,0.4,0.4179,0.3225,0.5189,0.1087,0,1.1887,1
dm11037_01h,FBgn0250789,3,21,29,259,0.16181229773462802,0.16181229773462802,NA,0.42,0.4428,0.3192,0.5703,0.3762,0,1.1339,1
dm11037_01h,FBgn0063449,3,587,39,373,0.626626626626627,0.626626626626627,NA,0.9377,0.8749,0.6647,0.9335,0.0051,1,0.3733,1
dm11037_01h,FBgn0262508,3,34,27,17,0.7820512820512819,0.7820512820512819,NA,0.5574,0.5419,0.4156,0.6631,0.5089,0,0.9259,1
dm11037_01h,FBgn0032518,3,1670,1640,852,0.795290725612686,0.795290725612686,NA,0.5045,0.5033,0.4373,0.569,0.9136,0,0.9956,1
dm11037_01h,FBgn0039270,3,13,21,1,0.9714285714285709,0.9714285714285709,NA,0.3824,0.4275,0.2902,0.5752,0.3233,0,1.1745,1
dm11037_01h,FBgn0265045,3,85,74,139,0.5335570469798661,0.5335570469798661,NA,0.5346,0.5305,0.4385,0.6205,0.508,0,0.9443,1
dm11037_01h,FBgn0037936,3,63,52,6,0.950413223140496,0.950413223140496,NA,0.5478,0.539,0.4369,0.6389,0.4443,0,0.9291,1
dm11037_01h,FBgn0000536,3,53,3,142,0.282828282828283,0.282828282828283,NA,0.9464,0.8124,0.701,0.8932,0.0005,1,0.4792,1
dm11037_01h,FBgn0003321,3,20,24,65,0.403669724770642,0.403669724770642,NA,0.4545,0.4695,0.3381,0.6039,0.6516,0,1.0746,1
dm11037_01h,FBgn0039644,3,88,70,17,0.902857142857143,0.902857142857143,NA,0.557,0.5483,0.4549,0.6384,0.3017,0,0.9109999999999999,1
dm11037_01h,FBgn0031097,3,99,122,278,0.442885771543086,0.442885771543086,NA,0.44799999999999995,0.45399999999999996,0.3753,0.5361,0.2585,0,1.1011,1
dm11037_01h,FBgn0011361,3,344,362,544,0.5648,0.5648,NA,0.4873,0.4881,0.4254,0.5515,0.6982,0,1.0264,1
dm11037_01h,FBgn0004636,3,87,136,259,0.462655601659751,0.462655601659751,NA,0.3901,0.40299999999999997,0.325,0.4856,0.022000000000000002,1,1.2232,1
dm11037_01h,FBgn0031897,3,83,91,179,0.49291784702549607,0.49291784702549607,NA,0.47700000000000004,0.4796,0.3887,0.5725,0.6609999999999999,0,1.0468,1
dm11037_01h,FBgn0027094,3,82,78,46,0.7766990291262141,0.7766990291262141,NA,0.5125,0.5115,0.418,0.6041,0.8074,0,0.9816,1
