comparison,FEATURE_ID,dm12279_38d_num_reps,counts_dm12279_38d_g1,counts_dm12279_38d_g2,counts_dm12279_38d_both,prior_dm12279_38d_g1,prior_dm12279_38d_g2,H3_independence_Bayes_evidence,dm12279_38d_sampleprop,dm12279_38d_theta,dm12279_38d_q025,dm12279_38d_q975,dm12279_38d_Bayes_evidence,dm12279_38d_AI_decision,alpha1_postmean,flaganalyze
dm12279_38d,FBgn0034614,3,54,20,27,0.7326732673267329,0.7326732673267329,NA,0.7297,0.6727,0.5512,0.777,0.0088,1,0.6995,1
dm12279_38d,FBgn0035293,3,34,50,22,0.7924528301886791,0.7924528301886791,NA,0.4048,0.4258,0.318,0.5412,0.1951,0,1.1718,1
dm12279_38d,FBgn0035290,3,31,53,26,0.763636363636364,0.763636363636364,NA,0.369,0.3987,0.2955,0.5102,0.0731,0,1.2397,1
dm12279_38d,FBgn0035294,3,56,90,16,0.9012345679012349,0.9012345679012349,NA,0.3836,0.4047,0.3113,0.5057,0.0633,0,1.2219,1
dm12279_38d,FBgn0263081,3,1177,1354,17,0.9933281004709581,0.9933281004709581,NA,0.465,0.4641,0.4003,0.5305,0.248,0,1.0773,1
dm12279_38d,FBgn0004432,3,19771,16313,7788,0.8224835886214441,0.8224835886214441,NA,0.5479,0.5456,0.4943,0.5947,0.0748,0,0.9136,1
dm12279_38d,FBgn0287775,3,106,83,176,0.5178082191780821,0.5178082191780821,NA,0.5608,0.5529,0.4643,0.638,0.2285,0,0.9021,1
dm12279_38d,FBgn0035207,3,274,156,119,0.7832422586520948,0.7832422586520948,NA,0.6372,0.6258,0.5471,0.6955,0.0058,1,0.7746,1
dm12279_38d,FBgn0261020,3,236,270,430,0.540598290598291,0.540598290598291,NA,0.4664,0.4673,0.3904,0.5474,0.3961,0,1.0715,1
dm12279_38d,FBgn0032129,3,20,23,41,0.511904761904762,0.511904761904762,NA,0.4651,0.4731,0.3314,0.6186,0.7104,0,1.0685,1
dm12279_38d,FBgn0262721,3,41,82,6,0.953488372093023,0.953488372093023,NA,0.3333,0.3612,0.2678,0.4682,0.0152,1,1.3428,1
dm12279_38d,FBgn0031979,3,173,154,16,0.9533527696793,0.9533527696793,NA,0.5291,0.5254,0.4437,0.6054,0.5214,0,0.9534,1
dm12279_38d,FBgn0266696,3,631,972,401,0.7999001996007981,0.7999001996007981,NA,0.3936,0.401,0.344,0.4631,0.0051,1,1.2256,1
dm12279_38d,FBgn0031972,3,171,140,13,0.959876543209877,0.959876543209877,NA,0.5498,0.5446,0.4662,0.6203,0.2499,0,0.9167,1
dm12279_38d,FBgn0031973,3,433,436,133,0.867265469061876,0.867265469061876,NA,0.4983,0.4987,0.4288,0.5686,0.9663,0,1.0052,1
dm12279_38d,FBgn0031971,3,2558,2684,50,0.990551776266062,0.990551776266062,NA,0.488,0.4888,0.4322,0.5462,0.6676,0,1.0245,1
dm12279_38d,FBgn0031974,3,502,110,50,0.924471299093656,0.924471299093656,NA,0.8203,0.7905,0.7174,0.841,0.0001,1,0.5145,1
dm12279_38d,FBgn0031975,3,82,73,119,0.5656934306569339,0.5656934306569339,NA,0.529,0.5256,0.4258,0.6224,0.5994,0,0.9545,1
dm12279_38d,FBgn0034184,3,54,65,174,0.40614334470989794,0.40614334470989794,NA,0.4538,0.4637,0.3537,0.5789,0.518,0,1.0837,1
dm12279_38d,FBgn0034180,3,123,153,243,0.531791907514451,0.531791907514451,NA,0.4457,0.4518,0.3718,0.5352,0.2415,0,1.1062,1
dm12279_38d,FBgn0034181,3,307,554,231,0.788461538461538,0.788461538461538,NA,0.3566,0.3734,0.3063,0.4522,0.0058,1,1.3014,1
dm12279_38d,FBgn0034182,3,25,28,5,0.9137931034482759,0.9137931034482759,NA,0.4717,0.4798,0.3489,0.6128,0.7636,0,1.0519,1
dm12279_38d,FBgn0038740,3,166,102,140,0.6568627450980389,0.6568627450980389,NA,0.6194,0.5962,0.4873,0.691,0.0776,0,0.8261,1
dm12279_38d,FBgn0038741,3,39,19,34,0.6304347826086961,0.6304347826086961,NA,0.6724,0.622,0.4925,0.7389,0.0647,0,0.7833,1
dm12279_38d,FBgn0038747,3,57,68,162,0.435540069686411,0.435540069686411,NA,0.456,0.4642,0.3616,0.5705,0.4926,0,1.0815,1
dm12279_38d,FBgn0038744,3,29,49,28,0.735849056603774,0.735849056603774,NA,0.3718,0.4022,0.2906,0.5231,0.1077,0,1.2325,1
dm12279_38d,FBgn0036117,3,108,70,9,0.9518716577540111,0.9518716577540111,NA,0.6067,0.5904,0.4961,0.6778,0.0598,0,0.8354,1
dm12279_38d,FBgn0030511,3,209,30,18,0.929961089494164,0.929961089494164,NA,0.8745,0.8165,0.7054,0.8794,0.0009,1,0.473,1
dm12279_38d,FBgn0030510,3,414,73,160,0.752704791344668,0.752704791344668,NA,0.8501,0.8158,0.741,0.8653,0.0,1,0.4745,1
dm12279_38d,FBgn0036967,3,145,111,122,0.677248677248677,0.677248677248677,NA,0.5664,0.5594,0.4765,0.6385,0.1494,0,0.89,1
dm12279_38d,FBgn0000964,3,61,69,22,0.8552631578947372,0.8552631578947372,NA,0.4692,0.4753,0.3778,0.5752,0.6194,0,1.0566,1
dm12279_38d,FBgn0031608,3,34,24,0,0.5,0.5,NA,0.5862,0.523,0.3277,0.7115,0.81,0,0.9739,1
dm12279_38d,FBgn0031609,3,116,149,5,0.9814814814814821,0.9814814814814821,NA,0.4377,0.445,0.3587,0.5364,0.2142,0,1.1226,1
dm12279_38d,FBgn0034988,3,149,170,42,0.883656509695291,0.883656509695291,NA,0.4671,0.4712,0.3916,0.5529999999999999,0.4659,0,1.0635,1
dm12279_38d,FBgn0034989,3,133,140,53,0.837423312883436,0.837423312883436,NA,0.4872,0.4859,0.4043,0.5683,0.732,0,1.0325,1
dm12279_38d,FBgn0010228,3,3641,1436,2606,0.660809579591305,0.660809579591305,NA,0.7172,0.7073,0.6577,0.7483,0.0,1,0.6434,1
dm12279_38d,FBgn0031602,3,18,33,34,0.6,0.6,NA,0.3529,0.3951,0.2748,0.526,0.1106,0,1.2538,1
dm12279_38d,FBgn0031603,3,36,138,158,0.524096385542169,0.524096385542169,NA,0.2069,0.2474,0.1793,0.3299,0.0,1,1.7627,1
dm12279_38d,FBgn0031604,3,32,60,152,0.377049180327869,0.377049180327869,NA,0.3478,0.3766,0.2773,0.4851,0.0276,1,1.2992,1
dm12279_38d,FBgn0040102,3,327,211,8,0.9853479853479851,0.9853479853479851,NA,0.6078,0.5889,0.4942,0.6709,0.0621,0,0.8379,1
dm12279_38d,FBgn0031606,3,32,46,9,0.8965517241379308,0.8965517241379308,NA,0.4103,0.4352,0.3223,0.5547,0.2735,0,1.15,1
dm12279_38d,FBgn0004435,3,79,72,442,0.254637436762226,0.254637436762226,NA,0.5232,0.5162,0.4195,0.6111,0.7376,0,0.9726,1
dm12279_38d,FBgn0051224,3,44,79,110,0.5278969957081551,0.5278969957081551,NA,0.3577,0.39,0.2912,0.5012,0.0523,0,1.2622,1
dm12279_38d,FBgn0051223,3,56,9,64,0.503875968992248,0.503875968992248,NA,0.8615,0.7594,0.6527,0.8448,0.0004,1,0.5628,1
dm12279_38d,FBgn0026577,3,158,157,227,0.581180811808118,0.581180811808118,NA,0.5016,0.5046,0.4235,0.5854,0.9108,0,0.9942,1
dm12279_38d,FBgn0026573,3,86,54,114,0.551181102362205,0.551181102362205,NA,0.6143,0.5934,0.4959,0.6842,0.0596,0,0.8304,1
dm12279_38d,FBgn0026570,3,254,267,51,0.9108391608391608,0.9108391608391608,NA,0.4875,0.49,0.4195,0.5605,0.7728,0,1.0229,1
dm12279_38d,FBgn0037186,3,122,112,261,0.47272727272727294,0.47272727272727294,NA,0.5214,0.5174,0.4241,0.6095,0.7020000000000001,0,0.9699,1
dm12279_38d,FBgn0260855,3,342,150,453,0.520634920634921,0.520634920634921,NA,0.6951,0.6796,0.6138,0.7371,0.0001,1,0.6872,1
dm12279_38d,FBgn0260859,3,134,115,42,0.855670103092784,0.855670103092784,NA,0.5382,0.5325,0.44299999999999995,0.6194,0.4553,0,0.9404,1
dm12279_38d,FBgn0039431,3,38,28,100,0.3975903614457829,0.3975903614457829,NA,0.5758,0.545,0.4165,0.6675,0.4793,0,0.9203,1
dm12279_38d,FBgn0039430,3,542,586,375,0.750499001996008,0.750499001996008,NA,0.4805,0.4826,0.4166,0.5497,0.5877,0,1.0379,1
dm12279_38d,FBgn0046999,3,171,181,293,0.545736434108527,0.545736434108527,NA,0.4858,0.4873,0.4124,0.5626,0.7344,0,1.0290000000000001,1
dm12279_38d,FBgn0037765,3,4182,3543,5897,0.5670973425341359,0.5670973425341359,NA,0.5414,0.5327,0.4641,0.5988,0.3114,0,0.9384,1
dm12279_38d,FBgn0037265,3,56,59,161,0.4166666666666671,0.4166666666666671,NA,0.48700000000000004,0.4879,0.3863,0.5903,0.8133,0,1.0305,1
dm12279_38d,FBgn0036587,3,45,57,224,0.31288343558282206,0.31288343558282206,NA,0.4412,0.452,0.3523,0.5546,0.3586,0,1.1084,1
dm12279_38d,FBgn0036589,3,404,385,91,0.8965909090909091,0.8965909090909091,NA,0.512,0.511,0.4427,0.5783,0.7419,0,0.9805,1
dm12279_38d,FBgn0032805,3,16,29,8,0.8490566037735849,0.8490566037735849,NA,0.3556,0.4032,0.2758,0.5413,0.1625,0,1.234,1
dm12279_38d,FBgn0263316,3,71,133,41,0.83265306122449,0.83265306122449,NA,0.348,0.3701,0.2876,0.4638,0.0106,1,1.3138,1
dm12279_38d,FBgn0020508,3,118,114,240,0.49152542372881397,0.49152542372881397,NA,0.5086,0.4965,0.3539,0.6377,0.9619,0,1.0183,1
dm12279_38d,FBgn0027660,3,63,63,192,0.39622641509434,0.39622641509434,NA,0.5,0.4998,0.4007,0.5984,0.9968,0,1.0056,1
dm12279_38d,FBgn0020503,3,766,795,1197,0.5659898477157359,0.5659898477157359,NA,0.4907,0.4913,0.4278,0.5551,0.7727,0,1.0198,1
dm12279_38d,FBgn0035462,3,76,0,8,0.9047619047619051,0.9047619047619051,NA,1.0,0.6639,0.3869,0.9012,0.2593,0,0.7251,1
dm12279_38d,FBgn0035464,3,58,32,77,0.538922155688623,0.538922155688623,NA,0.6444,0.6156,0.5018,0.7196,0.047,1,0.7933,1
dm12279_38d,FBgn0035469,3,644,585,67,0.948302469135802,0.948302469135802,NA,0.524,0.5218,0.4595,0.5833,0.4668,0,0.9591,1
dm12279_38d,FBgn0020647,3,188,143,460,0.418457648546144,0.418457648546144,NA,0.568,0.5641,0.4859,0.6388,0.1017,0,0.8811,1
dm12279_38d,FBgn0266848,3,265,253,208,0.713498622589532,0.713498622589532,NA,0.5116,0.5114,0.4219,0.5989,0.7871,0,0.9813,1
dm12279_38d,FBgn0024887,3,155,3,17,0.902857142857143,0.902857142857143,NA,0.981,0.691,0.4124,0.9194,0.1837,0,0.6779999999999999,1
dm12279_38d,FBgn0024330,3,45,57,30,0.7727272727272729,0.7727272727272729,NA,0.4412,0.4525,0.3485,0.5602,0.3719,0,1.1079,1
dm12279_38d,FBgn0263768,3,51,44,41,0.6985294117647061,0.6985294117647061,NA,0.5368,0.527,0.4178,0.6332,0.6206,0,0.9527,1
dm12279_38d,FBgn0031711,3,185,385,43,0.9298531810766719,0.9298531810766719,NA,0.3246,0.3461,0.2563,0.4667,0.0194,1,1.3893,1
dm12279_38d,FBgn0003721,3,290,305,7493,0.0735657764589515,0.0735657764589515,NA,0.4874,0.4884,0.4216,0.557,0.7239,0,1.0259,1
dm12279_38d,FBgn0034389,3,43,75,50,0.7023809523809521,0.7023809523809521,NA,0.3644,0.3939,0.2978,0.4985,0.0473,1,1.2509,1
dm12279_38d,FBgn0051106,3,48,40,214,0.291390728476821,0.291390728476821,NA,0.5455,0.5356,0.4009,0.6625,0.5863,0,0.9388,1
dm12279_38d,FBgn0052100,3,43,2,6,0.882352941176471,0.882352941176471,NA,0.9556,0.7874,0.6195,0.8869,0.0091,1,0.519,1
dm12279_38d,FBgn0052103,3,334,358,666,0.509572901325479,0.509572901325479,NA,0.4827,0.4836,0.4109,0.5579,0.6424,0,1.0364,1
dm12279_38d,FBgn0052104,3,40,19,1,0.983333333333333,0.983333333333333,NA,0.6779999999999999,0.6241,0.493,0.7402,0.0618,0,0.7799,1
dm12279_38d,FBgn0025681,3,103,123,274,0.452,0.452,NA,0.4558,0.4588,0.3604,0.5613,0.4039,0,1.0929,1
dm12279_38d,FBgn0052109,3,208,20,81,0.7378640776699029,0.7378640776699029,NA,0.9123,0.8517,0.7457,0.907,0.0006,1,0.4157,1
dm12279_38d,FBgn0025682,3,134,97,32,0.8783269961977191,0.8783269961977191,NA,0.5801,0.5647,0.4726,0.6509,0.1552,0,0.8809,1
dm12279_38d,FBgn0026015,3,20,47,836,0.0741971207087486,0.0741971207087486,NA,0.2985,0.358,0.2434,0.4921,0.0386,1,1.3598,1
dm12279_38d,FBgn0043470,3,123,146,142,0.654501216545012,0.654501216545012,NA,0.4572,0.474,0.3433,0.6116,0.6853,0,1.0647,1
dm12279_38d,FBgn0043471,3,368,330,16,0.9775910364145659,0.9775910364145659,NA,0.5272,0.5299,0.4579,0.6014,0.389,0,0.9441,1
dm12279_38d,FBgn0040653,3,9196,21806,406,0.98707335710647,0.98707335710647,NA,0.2966,0.3072,0.2658,0.3566,0.0,1,1.5055,1
dm12279_38d,FBgn0265003,3,127,73,179,0.527704485488127,0.527704485488127,NA,0.635,0.6173,0.5286,0.6983,0.0126,1,0.7891,1
dm12279_38d,FBgn0041709,3,115,145,13,0.9523809523809521,0.9523809523809521,NA,0.4423,0.4554,0.3548,0.5628,0.3839,0,1.1011,1
dm12279_38d,FBgn0003189,3,136,128,41,0.865573770491803,0.865573770491803,NA,0.5152,0.5102,0.4247,0.5936,0.8064,0,0.9834,1
dm12279_38d,FBgn0037978,3,52,55,114,0.48416289592760203,0.48416289592760203,NA,0.486,0.4891,0.3845,0.5947,0.8358,0,1.0285,1
dm12279_38d,FBgn0037973,3,1004,8,632,0.615571776155718,0.615571776155718,NA,0.9921,0.6196,0.3787,0.8299,0.3254,0,0.7983,1
dm12279_38d,FBgn0000579,3,8368,9791,552,0.9704986371653042,0.9704986371653042,NA,0.4608,0.46399999999999997,0.4004,0.5299,0.2489,0,1.0775,1
dm12279_38d,FBgn0259735,3,122,176,576,0.34096109839816896,0.34096109839816896,NA,0.4094,0.4203,0.3444,0.5012,0.0534,0,1.1796,1
dm12279_38d,FBgn0259736,3,930,807,327,0.8415697674418611,0.8415697674418611,NA,0.5354,0.5333,0.4734,0.5919,0.2496,0,0.937,1
dm12279_38d,FBgn0039600,3,121,94,48,0.817490494296578,0.817490494296578,NA,0.5628,0.5531,0.4623,0.6383,0.2306,0,0.9018,1
dm12279_38d,FBgn0039601,3,72,72,10,0.935064935064935,0.935064935064935,NA,0.5,0.5064,0.4026,0.6104,0.9034,0,0.9929,1
dm12279_38d,FBgn0030724,3,1096,930,1251,0.618248397924931,0.618248397924931,NA,0.541,0.5406,0.4718,0.6063,0.221,0,0.9236,1
dm12279_38d,FBgn0030720,3,110,98,30,0.8739495798319329,0.8739495798319329,NA,0.5288,0.5253,0.4358,0.6127,0.5664,0,0.9541,1
dm12279_38d,FBgn0011327,3,262,236,253,0.663115845539281,0.663115845539281,NA,0.5261,0.5249,0.4494,0.599,0.4957,0,0.9538,1
dm12279_38d,FBgn0011638,3,213,269,118,0.803333333333333,0.803333333333333,NA,0.4419,0.4362,0.3579,0.5193,0.1171,0,1.1418,1
dm12279_38d,FBgn0029906,3,104,63,13,0.9277777777777779,0.9277777777777779,NA,0.6228,0.6033,0.5059,0.6921,0.0388,1,0.8134,1
dm12279_38d,FBgn0029905,3,33,97,65,0.666666666666667,0.666666666666667,NA,0.2538,0.3021,0.2162,0.4065,0.0018,1,1.538,1
dm12279_38d,FBgn0262962,3,60,70,47,0.7344632768361579,0.7344632768361579,NA,0.4615,0.469,0.3694,0.5723,0.5403,0,1.0707,1
dm12279_38d,FBgn0085188,3,464,368,91,0.901408450704225,0.901408450704225,NA,0.5577,0.5496,0.4559,0.636,0.2597,0,0.9083,1
dm12279_38d,FBgn0050342,3,60,151,69,0.7535714285714291,0.7535714285714291,NA,0.2844,0.315,0.24,0.4045,0.0007,1,1.4867,1
dm12279_38d,FBgn0050344,3,102,181,46,0.8601823708206691,0.8601823708206691,NA,0.3604,0.3788,0.2993,0.4693,0.0133,1,1.2886,1
dm12279_38d,FBgn0050349,3,120,170,34,0.8950617283950619,0.8950617283950619,NA,0.4138,0.4253,0.3437,0.5134,0.0894,0,1.1683,1
dm12279_38d,FBgn0031774,3,50,49,42,0.702127659574468,0.702127659574468,NA,0.5051,0.505,0.3964,0.6126,0.9252,0,0.9962,1
dm12279_38d,FBgn0027505,3,41,23,43,0.598130841121495,0.598130841121495,NA,0.6406,0.6052,0.4838,0.7169,0.0868,0,0.8116,1
dm12279_38d,FBgn0027506,3,89,204,966,0.23272438443208898,0.23272438443208898,NA,0.3038,0.326,0.2571,0.4052,0.0005,1,1.4469,1
dm12279_38d,FBgn0027507,3,145,149,198,0.597560975609756,0.597560975609756,NA,0.4932,0.486,0.3978,0.5742,0.7464,0,1.0329,1
dm12279_38d,FBgn0266064,3,379,419,1616,0.330571665285833,0.330571665285833,NA,0.4749,0.4808,0.4111,0.5521,0.5714,0,1.0421,1
dm12279_38d,FBgn0027508,3,38,30,116,0.36956521739130394,0.36956521739130394,NA,0.5588,0.5444,0.4255,0.66,0.4584,0,0.9204,1
dm12279_38d,FBgn0005612,3,206,198,195,0.6744574290484139,0.6744574290484139,NA,0.5099,0.5073,0.4322,0.5820000000000001,0.8417,0,0.9884,1
dm12279_38d,FBgn0031456,3,25,27,10,0.8387096774193549,0.8387096774193549,NA,0.4808,0.4836,0.3536,0.6148,0.8063,0,1.0436,1
dm12279_38d,FBgn0037518,3,43,49,16,0.8518518518518521,0.8518518518518521,NA,0.4674,0.4744,0.3669,0.5831,0.6412,0,1.0598,1
dm12279_38d,FBgn0037517,3,29,19,94,0.338028169014085,0.338028169014085,NA,0.6042,0.5741,0.4359,0.7043,0.2843,0,0.8676,1
dm12279_38d,FBgn0037515,3,127,113,297,0.446927374301676,0.446927374301676,NA,0.5292,0.5241,0.4233,0.6216,0.6188,0,0.9574,1
dm12279_38d,FBgn0085232,3,45,0,20,0.6923076923076921,0.6923076923076921,NA,1.0,0.672,0.4028,0.8754,0.2092,0,0.7102,1
dm12279_38d,FBgn0085237,3,150,131,8,0.9723183391003459,0.9723183391003459,NA,0.5338,0.5348,0.4414,0.6245,0.4368,0,0.9363,1
dm12279_38d,FBgn0030318,3,111,73,35,0.8401826484018259,0.8401826484018259,NA,0.6033,0.5942,0.4876,0.6904,0.0775,0,0.8295,1
dm12279_38d,FBgn0040734,3,2867,12138,702,0.9553065512192019,0.9553065512192019,NA,0.1911,0.2045,0.1674,0.2605,0.0,1,1.9827,1
dm12279_38d,FBgn0040735,3,11690,15200,4249,0.863547320080927,0.863547320080927,NA,0.4347,0.4377,0.3912,0.4875,0.0193,1,1.1352,1
dm12279_38d,FBgn0040736,3,9499,11900,3433,0.861750966494845,0.861750966494845,NA,0.4439,0.4489,0.3995,0.5008,0.0528,0,1.1097,1
dm12279_38d,FBgn0040732,3,28016,23026,2386,0.9553417683611591,0.9553417683611591,NA,0.5489,0.5469,0.4977,0.5944,0.059000000000000004,0,0.9111,1
dm12279_38d,FBgn0040733,3,25738,39400,8457,0.885087302126503,0.885087302126503,NA,0.3951,0.4032,0.3563,0.4541,0.0019,1,1.2188,1
dm12279_38d,FBgn0051694,3,424,392,287,0.7398005439709879,0.7398005439709879,NA,0.5196,0.5108,0.4276,0.5931,0.7855,0,0.982,1
dm12279_38d,FBgn0020767,3,73,70,227,0.38648648648648604,0.38648648648648604,NA,0.5105,0.5069,0.4127,0.601,0.8846,0,0.9908,1
dm12279_38d,FBgn0035021,3,50,66,6,0.9508196721311479,0.9508196721311479,NA,0.431,0.4448,0.3434,0.5511,0.2949,0,1.1252,1
dm12279_38d,FBgn0036397,3,39,28,35,0.6568627450980389,0.6568627450980389,NA,0.5821,0.5606,0.4371,0.6783,0.3252,0,0.8908,1
dm12279_38d,FBgn0036398,3,266,214,443,0.5200433369447449,0.5200433369447449,NA,0.5542,0.5498,0.4746,0.6222,0.1784,0,0.9069,1
dm12279_38d,FBgn0019938,3,95,41,33,0.8047337278106509,0.8047337278106509,NA,0.6985,0.667,0.5668,0.7546,0.0032,1,0.708,1
dm12279_38d,FBgn0038545,3,93,92,22,0.8937198067632851,0.8937198067632851,NA,0.5027,0.5056,0.4113,0.6001,0.9073,0,0.9934,1
dm12279_38d,FBgn0051961,3,91,160,3,0.988188976377953,0.988188976377953,NA,0.3625,0.3933,0.3085,0.4906,0.035,1,1.2504,1
dm12279_38d,FBgn0286898,3,99,90,449,0.296238244514107,0.296238244514107,NA,0.5238,0.5152,0.41100000000000003,0.6171,0.763,0,0.9753,1
dm12279_38d,FBgn0267336,3,61,69,709,0.154946364719905,0.154946364719905,NA,0.4692,0.4739,0.3731,0.5768,0.6104,0,1.0602,1
dm12279_38d,FBgn0267330,3,474,485,635,0.6016311166875781,0.6016311166875781,NA,0.4943,0.4956,0.4242,0.5681,0.8943,0,1.0115,1
